data_rate_Sa,f_avg,delta1,log10_nmse
7000,35.4167,1.3333,0.391988
7000,14.5833,0.0000,-2.400984
7000,30.2083,-4.6667,-2.842137
7000,33.3333,5.6667,-1.480728
7000,3.1250,-2.0000,-1.778308
7000,15.6250,-2.3333,-3.007951
7000,36.4583,-6.0000,-3.152193
7000,17.7083,6.0000,-0.732585
7000,33.3333,5.0000,-1.655440
7000,28.1250,-4.0000,-3.296075
7000,10.4167,-1.6667,-1.215444
7000,22.9167,-4.6667,-2.555625
7000,13.5417,0.6667,-1.007128
7000,11.4583,-8.0000,-1.778959
7000,10.4167,2.6667,-1.368915
7000,22.9167,2.0000,0.768582
7000,5.2083,3.6667,-1.775162
7000,28.1250,0.0000,-2.502096
7000,47.9167,-3.6667,-2.217171
7000,1.0417,-6.6667,-1.779481
7000,28.1250,0.6667,0.162718
7000,46.8750,-0.6667,-3.309281
7000,37.5000,-7.6667,-2.237413
7000,33.3333,4.3333,-1.885718
7000,0.0000,-1.6667,0.000126
7000,5.2083,-2.0000,-1.778308
7000,40.6250,4.3333,-1.836441
7000,3.1250,-1.3333,-1.778055
7000,10.4167,6.0000,-1.779453
7000,45.8333,-3.0000,-3.077545
7000,19.7917,-2.3333,-2.980669
7000,2.0833,-5.3333,-1.779310
7000,23.9583,-6.0000,-1.779453
7000,5.2083,-1.3333,-1.778055
7000,44.7917,3.3333,-0.378351
7000,28.1250,-3.3333,-3.549396
7000,50.0000,-4.0000,-2.747733
7000,50.0000,4.3333,-2.119152
7000,10.4167,6.6667,-1.779481
7000,25.0000,5.3333,-1.609389
7000,14.5833,-2.6667,-3.159226
7000,12.5000,3.0000,-1.248934
7000,2.0833,1.0000,-1.777678
7000,33.3333,1.3333,0.319735
7000,42.7083,-7.3333,-3.491409
7000,12.5000,-4.3333,-1.778367
7000,43.7500,-2.6667,-3.094771
7000,37.5000,5.3333,-1.990603
7000,38.5417,4.6667,-2.028835
7000,25.0000,-5.6667,-2.026481
7000,10.4167,-2.3333,-0.427694
7000,32.2917,4.6667,-1.750688
7000,12.5000,6.0000,-1.779453
7000,22.9167,1.0000,-0.015741
7000,6.2500,-6.0000,-1.779453
7000,28.1250,5.3333,-0.649319
7000,21.8750,-1.0000,-2.389230
7000,38.5417,-1.3333,-2.903538
7000,17.7083,-0.3333,-1.992594
7000,4.1667,1.6667,-1.773529
7000,42.7083,-3.3333,-3.396628
7000,16.6667,4.3333,-0.644420
7000,16.6667,0.0000,-2.355919
7000,38.5417,-6.0000,-2.570165
7000,35.4167,3.3333,-0.374264
7000,31.2500,2.0000,-0.105444
7000,48.9583,-5.0000,-2.899260
7000,0.0000,2.3333,0.000335
7000,36.4583,5.3333,-2.175430
7000,42.7083,0.3333,-0.699360
7000,17.7083,-0.6667,-3.469359
7000,34.3750,-4.3333,-3.056904
7000,39.5833,-6.3333,-3.037552
7000,48.9583,-4.0000,-2.145640
7000,39.5833,-4.0000,-3.097636
7000,29.1667,-0.6667,-2.251195
7000,48.9583,-0.3333,-2.724547
7000,48.9583,4.0000,-1.372445
7000,41.6667,3.0000,0.218937
7000,44.7917,8.0000,-1.443242
7000,11.4583,2.0000,0.542489
7000,39.5833,6.6667,-0.865265
7000,23.9583,-6.3333,-1.779299
7000,33.3333,-7.6667,-1.778934
7000,3.1250,-5.3333,-1.779310
7000,6.2500,0.6667,-1.072251
7000,14.5833,4.0000,-1.658370
7000,45.8333,3.6667,-0.728580
7000,12.5000,-1.6667,-2.831089
7000,4.1667,8.0000,-1.778959
7000,20.8333,-6.3333,-1.779299
7000,44.7917,0.3333,-0.657272
7000,9.3750,3.0000,-1.778599
7000,26.0417,7.3333,-0.411956
7000,23.9583,1.0000,0.695712
7000,37.5000,0.0000,-2.356153
7000,13.5417,2.6667,-1.114985
7000,0.0000,-6.3333,0.000164
7000,31.2500,-3.0000,-3.408410
7000,34.3750,-2.0000,-2.774419
7000,40.6250,7.3333,-1.513314
7000,26.0417,-0.3333,-1.598533
7000,26.0417,-5.6667,-2.731638
7000,38.5417,6.0000,-2.087262
7000,15.6250,-4.0000,-1.777829
7000,11.4583,-2.3333,-0.288750
7000,2.0833,-6.6667,-1.779481
7000,46.8750,-4.3333,-2.924603
7000,9.3750,6.0000,-1.779453
7000,28.1250,2.3333,0.124051
7000,23.9583,-4.0000,-2.923071
7000,9.3750,5.3333,-1.779310
7000,33.3333,-4.0000,-2.484297
7000,37.5000,7.6667,-0.751807
7000,44.7917,2.6667,-0.376265
7000,36.4583,-4.0000,-3.254499
7000,44.7917,5.6667,-2.691090
7000,12.5000,1.6667,0.136044
7000,16.6667,3.0000,0.125858
7000,20.8333,-0.6667,-3.141867
7000,32.2917,-6.0000,-3.879639
7000,2.0833,-2.6667,-1.778906
7000,33.3333,-6.0000,-3.753289
7000,4.1667,-6.0000,-1.779453
7000,18.7500,-1.6667,-2.631331
7000,18.7500,-7.6667,-1.778934
7000,36.4583,4.6667,-2.213262
7000,47.9167,-3.3333,-2.951282
7000,4.1667,-4.6667,-1.778808
7000,18.7500,7.3333,-1.974037
7000,26.0417,-6.3333,-1.779299
7000,35.4167,-1.3333,-3.009897
7000,36.4583,-1.6667,-2.907264
7000,17.7083,-8.0000,-1.778959
7000,11.4583,5.3333,-1.779310
7000,26.0417,3.0000,0.366168
7000,48.9583,7.6667,-1.818019
7000,42.7083,0.6667,-0.207010
7000,3.1250,-7.0000,-1.779316
7000,3.1250,-3.6667,-1.775162
7000,39.5833,-3.0000,-3.420464
7000,0.0000,3.3333,0.000253
7000,18.7500,1.3333,0.139275
7000,18.7500,-4.0000,-2.722638
7000,13.5417,-3.0000,-3.194214
7000,26.0417,4.3333,-1.582177
7000,35.4167,-4.0000,-2.062684
7000,5.2083,3.0000,-1.778599
7000,1.0417,-3.6667,-1.775162
7000,16.6667,-3.3333,-2.257112
7000,9.3750,-2.3333,-1.779451
7000,45.8333,6.3333,-0.677314
7000,2.0833,-3.0000,-1.778599
7000,43.7500,-4.0000,-2.269927
7000,14.5833,6.3333,-1.779299
7000,38.5417,-4.6667,-2.701970
7000,34.3750,6.0000,-1.317793
7000,21.8750,-3.3333,-3.093412
7000,9.3750,6.6667,-1.779481
7000,0.0000,1.3333,0.001991
7000,43.7500,1.6667,0.141462
7000,41.6667,4.6667,-2.228270
7000,38.5417,-4.3333,-2.188851
7000,41.6667,2.6667,-0.124408
7000,23.9583,4.6667,-1.680856
7000,34.3750,1.6667,-0.200290
7000,35.4167,7.0000,-1.238900
7000,0.0000,-4.6667,0.000648
7000,5.2083,5.6667,-1.779494
7000,28.1250,3.6667,-0.780165
7000,12.5000,-2.3333,-2.640363
7000,22.9167,-6.0000,-1.779453
7000,32.2917,5.0000,-0.104748
7000,27.0833,1.0000,0.219645
7000,21.8750,2.6667,0.552583
7000,37.5000,2.3333,0.274166
7000,4.1667,-7.0000,-1.779316
7000,13.5417,1.3333,0.370513
7000,16.6667,0.3333,-0.621204
7000,6.2500,-5.0000,-1.779259
7000,12.5000,0.3333,-0.928520
7000,5.2083,7.0000,-1.779316
7000,23.9583,5.3333,-1.522466
7000,30.2083,6.3333,-0.823000
7000,22.9167,-3.0000,-2.934892
7000,46.8750,7.3333,-1.467629
7000,45.8333,-3.3333,-3.225165
7000,19.7917,0.6667,-0.317218
7000,47.9167,-8.0000,-3.130941
7000,7.2917,5.6667,-1.779494
7000,1.0417,0.6667,-1.775303
7000,38.5417,3.6667,-0.500823
7000,7.2917,-1.0000,-1.052012
7000,43.7500,4.6667,-2.298011
7000,38.5417,1.6667,0.068576
7000,21.8750,-2.3333,-2.700750
7000,5.2083,7.6667,-1.778934
7000,33.3333,-1.6667,-2.948542
7000,26.0417,-7.3333,-1.776613
7000,29.1667,8.0000,-1.748461
7000,50.0000,-6.3333,-2.917513
7000,9.3750,4.3333,-1.778367
7000,38.5417,6.6667,-0.969261
7000,0.0000,-7.0000,0.039588
7000,41.6667,-0.3333,-1.936242
7000,41.6667,-7.3333,-3.650002
7000,20.8333,-7.0000,-1.779316
7000,28.1250,4.0000,-1.167827
7000,3.1250,-6.0000,-1.779453
7000,8.3333,-1.0000,-1.310813
7000,28.1250,-4.6667,-3.212031
7000,23.9583,-7.6667,-1.778934
7000,5.2083,4.6667,-1.778808
7000,25.0000,-7.0000,-1.779316
7000,33.3333,-7.0000,-3.822738
7000,41.6667,5.6667,-2.528775
7000,32.2917,7.6667,-0.344025
7000,50.0000,-3.6667,-2.929691
7000,5.2083,-3.3333,-1.778595
7000,30.2083,-6.3333,-3.020225
7000,15.6250,-1.3333,-2.343894
7000,40.6250,-2.0000,-2.337738
7000,50.0000,-5.3333,-2.707528
7000,31.2500,4.0000,-1.369429
7000,34.3750,-4.6667,-2.319559
7000,4.1667,4.3333,-1.778367
7000,18.7500,2.3333,0.450043
7000,22.9167,4.3333,-1.407945
7000,13.5417,-0.6667,-2.769807
7000,6.2500,1.0000,-1.271024
7000,11.4583,1.6667,-0.138707
7000,16.6667,-5.6667,-1.779494
7000,18.7500,-6.0000,-1.779453
7000,37.5000,-1.0000,-2.308619
7000,6.2500,6.6667,-1.779481
7000,16.6667,3.6667,-0.442930
7000,50.0000,0.0000,-1.735797
7000,32.2917,7.0000,-0.834261
7000,34.3750,-4.0000,-2.794852
7000,19.7917,-7.6667,-1.778934
7000,29.1667,4.3333,-1.613196
7000,13.5417,2.3333,0.013320
7000,29.1667,-3.0000,-3.118016
7000,29.1667,4.6667,-1.299999
7000,28.1250,5.6667,-1.373180
7000,38.5417,-6.6667,-2.586330
7000,35.4167,7.6667,-0.999849
7000,30.2083,-3.6667,-3.738912
7000,3.1250,-5.6667,-1.779494
7000,28.1250,4.3333,-1.632500
7000,39.5833,6.3333,-0.534930
7000,35.4167,-0.6667,-2.547533
7000,2.0833,7.6667,-1.778934
7000,46.8750,7.6667,-1.281681
7000,16.6667,5.3333,-1.443207
7000,38.5417,3.3333,-0.491507
7000,50.0000,7.6667,-1.342006
7000,42.7083,8.0000,-1.188148
7000,44.7917,-4.0000,-2.177082
7000,2.0833,-6.0000,-1.779453
7000,10.4167,-6.3333,-1.779299
7000,13.5417,-5.0000,-1.779259
7000,11.4583,-3.3333,-1.778595
7000,26.0417,6.0000,-1.450230
7000,13.5417,7.3333,-1.776613
7000,45.8333,-4.6667,-2.208339
7000,14.5833,7.3333,-1.776613
7000,29.1667,-4.6667,-3.227835
7000,15.6250,-5.0000,-1.779259
7000,37.5000,-3.0000,-3.061634
7000,32.2917,6.0000,-1.517248
7000,19.7917,-7.0000,-1.779316
7000,38.5417,-1.6667,-2.675307
7000,33.3333,2.0000,-0.082177
7000,14.5833,-6.0000,-1.779453
7000,30.2083,2.0000,-0.246825
7000,36.4583,7.3333,-1.051541
7000,50.0000,-3.3333,-3.568131
7000,23.9583,0.3333,-0.810933
7000,9.3750,0.0000,-1.970457
7000,7.2917,2.0000,-2.094071
7000,15.6250,-2.0000,-2.142976
7000,12.5000,-4.0000,-1.777829
7000,1.0417,-0.3333,-1.761784
7000,18.7500,-1.0000,-1.718851
7000,2.0833,4.6667,-1.778809
7000,3.1250,-0.3333,-1.761784
7000,41.6667,8.0000,-0.956845
7000,50.0000,5.6667,-2.383181
7000,1.0417,-1.6667,-1.773529
7000,47.9167,-2.6667,-2.318153
7000,16.6667,1.0000,0.667193
7000,19.7917,0.3333,-0.678976
7000,9.3750,1.6667,-0.190749
7000,32.2917,5.6667,-0.773223
7000,7.2917,-2.0000,-1.778308
7000,30.2083,-6.0000,-3.719213
7000,11.4583,-4.6667,-1.778808
7000,20.8333,0.0000,-2.567602
7000,6.2500,3.0000,-1.778599
7000,7.2917,-3.3333,-1.778595
7000,43.7500,1.0000,-0.272000
7000,36.4583,1.0000,-0.143492
7000,22.9167,7.3333,-1.150463
7000,20.8333,6.6667,-1.316214
7000,9.3750,-8.0000,-1.778959
7000,36.4583,-5.0000,-3.519245
7000,47.9167,0.3333,-0.402012
7000,40.6250,-3.0000,-2.585836
7000,27.0833,8.0000,-2.085433
7000,30.2083,-0.3333,-2.122237
7000,21.8750,7.3333,-1.370063
7000,2.0833,1.6667,-1.773529
7000,27.0833,-1.6667,-3.440917
7000,18.7500,4.0000,-1.285494
7000,21.8750,4.3333,-1.685469
7000,7.2917,7.6667,-1.778934
7000,44.7917,-4.6667,-3.180663
7000,21.8750,-2.0000,-3.498713
7000,11.4583,-3.6667,-1.775162
7000,3.1250,2.6667,-1.778906
7000,28.1250,-1.0000,-2.565341
7000,12.5000,-7.6667,-1.778934
7000,40.6250,3.0000,-0.213207
7000,32.2917,4.3333,-1.988492
7000,39.5833,-7.3333,-3.649567
7000,12.5000,0.0000,-2.042015
7000,33.3333,0.0000,-3.027013
7000,29.1667,-0.3333,-1.748055
7000,46.8750,6.3333,-0.660316
7000,31.2500,-1.0000,-1.877001
7000,17.7083,0.6667,-0.632712
7000,39.5833,-5.3333,-2.618571
7000,15.6250,-3.3333,-2.817477
7000,48.9583,-6.6667,-2.296181
7000,33.3333,1.6667,-0.092111
7000,21.8750,-3.6667,-2.234727
7000,19.7917,-1.6667,-2.659263
7000,30.2083,-4.0000,-3.524290
7000,16.6667,4.0000,-1.199399
7000,1.0417,-4.0000,-1.777829
7000,6.2500,5.6667,-1.779494
7000,33.3333,-2.6667,-2.745520
7000,9.3750,6.3333,-1.779299
7000,34.3750,-1.0000,-2.119223
7000,8.3333,-7.0000,-1.779316
7000,2.0833,-7.6667,-1.778934
7000,26.0417,-2.0000,-3.159255
7000,40.6250,-6.0000,-2.816709
7000,12.5000,-1.3333,-2.423072
7000,30.2083,5.3333,-1.565294
7000,34.3750,-3.3333,-2.146387
7000,33.3333,4.6667,-2.047251
7000,26.0417,5.6667,-1.316737
7000,48.9583,-5.3333,-2.965842
7000,32.2917,-4.3333,-3.091402
7000,39.5833,7.3333,-1.087602
7000,9.3750,-0.3333,-0.999084
7000,27.0833,2.6667,0.154817
7000,32.2917,-1.0000,-1.690695
7000,36.4583,-0.6667,-3.177478
7000,19.7917,-4.0000,-3.246264
7000,48.9583,7.3333,-1.649852
7000,40.6250,5.0000,-1.218634
7000,29.1667,3.0000,0.008362
7000,15.6250,5.3333,-1.322771
7000,32.2917,5.3333,-1.740424
7000,20.8333,4.3333,-1.743106
7000,32.2917,-1.6667,-1.703945
7000,46.8750,-5.0000,-3.163228
7000,42.7083,-2.3333,-2.997618
7000,16.6667,-4.3333,-1.778367
7000,2.0833,-7.3333,-1.776613
7000,47.9167,-5.3333,-2.411934
7000,46.8750,-8.0000,-3.226122
7000,4.1667,7.0000,-1.779316
7000,28.1250,2.0000,0.410796
7000,16.6667,-1.3333,-2.810988
7000,38.5417,2.0000,-0.155598
7000,26.0417,-1.0000,-2.739061
7000,11.4583,1.0000,-0.229909
7000,33.3333,-1.3333,-2.730327
7000,31.2500,-2.6667,-2.569930
7000,45.8333,-6.6667,-3.031449
7000,21.8750,-5.3333,-1.779310
7000,39.5833,-0.6667,-3.240248
7000,43.7500,6.0000,-2.399626
7000,27.0833,0.6667,-0.469848
7000,15.6250,5.6667,0.229685
7000,7.2917,-4.6667,-1.778808
7000,44.7917,6.6667,-1.176073
7000,40.6250,-1.0000,-1.853326
7000,29.1667,1.6667,-0.236489
7000,29.1667,-1.6667,-2.516850
7000,36.4583,-7.0000,-3.648559
7000,44.7917,-7.6667,-3.384155
7000,9.3750,-4.6667,-1.778808
7000,45.8333,-1.0000,-3.141853
7000,13.5417,4.3333,-1.558496
7000,6.2500,-3.3333,-1.778595
7000,14.5833,-0.6667,-3.048712
7000,19.7917,-4.6667,-3.024516
7000,39.5833,-4.3333,-3.068288
7000,12.5000,-3.6667,-1.775162
7000,30.2083,3.6667,-0.239878
7000,42.7083,-1.6667,-1.878845
7000,3.1250,7.3333,-1.776614
7000,4.1667,2.6667,-1.778906
7000,9.3750,-1.3333,-1.281986
7000,21.8750,6.6667,-0.093013
7000,41.6667,-4.0000,-2.913446
7000,29.1667,6.3333,-1.054740
7000,22.9167,-4.3333,-3.574392
7000,9.3750,7.6667,-1.778934
7000,36.4583,-2.0000,-2.262765
7000,45.8333,-5.0000,-3.069092
7000,39.5833,6.0000,-2.354347
7000,47.9167,-2.0000,-2.442203
7000,14.5833,0.6667,-0.630512
7000,34.3750,-2.6667,-2.566297
7000,4.1667,-6.6667,-1.779481
7000,23.9583,3.6667,0.004095
7000,12.5000,8.0000,-1.778959
7000,9.3750,-7.6667,-1.778934
7000,1.0417,-4.3333,-1.778367
7000,18.7500,5.3333,-1.488204
7000,42.7083,7.0000,-1.252394
7000,44.7917,-0.6667,-3.648863
7000,23.9583,-7.3333,-1.776613
7000,44.7917,-5.3333,-2.605195
7000,47.9167,-5.6667,-1.546933
7000,26.0417,-3.3333,-3.564946
7000,37.5000,4.0000,-1.516806
7000,32.2917,-0.3333,-1.204214
7000,15.6250,6.6667,-1.779481
7000,34.3750,-6.0000,-3.639908
7000,30.2083,-0.6667,-2.085996
7000,47.9167,2.3333,0.231827
7000,36.4583,0.3333,-0.804365
7000,50.0000,8.0000,-1.198678
7000,25.0000,-5.3333,-1.508281
7000,26.0417,-6.0000,-1.779453
7000,2.0833,5.6667,-1.779494
7000,31.2500,4.6667,-1.152533
7000,36.4583,-5.6667,-3.178725
7000,44.7917,-2.3333,-2.991547
7000,27.0833,-5.6667,-3.504299
7000,21.8750,-7.3333,-1.776613
7000,43.7500,-1.0000,-2.775969
7000,26.0417,5.0000,-1.616517
7000,37.5000,2.6667,0.207426
7000,11.4583,-1.3333,-2.831549
7000,18.7500,4.3333,-1.435314
7000,9.3750,-4.0000,-1.777829
7000,46.8750,-6.6667,-2.871037
7000,41.6667,-1.3333,-2.036819
7000,31.2500,7.3333,-1.133371
7000,50.0000,-1.3333,-3.420347
7000,40.6250,5.3333,-1.880802
7000,31.2500,-6.3333,-3.368505
7000,21.8750,0.6667,-0.437850
7000,18.7500,6.3333,1.250693
7000,43.7500,-6.6667,-1.868758
7000,7.2917,0.3333,0.144135
7000,48.9583,-5.6667,-2.445298
7000,20.8333,5.0000,-1.596965
7000,8.3333,-3.3333,-1.778595
7000,10.4167,-1.0000,-1.590625
7000,20.8333,-0.3333,-2.247740
7000,1.0417,7.3333,-1.776614
7000,34.3750,7.6667,-0.983728
7000,15.6250,1.0000,-0.054312
7000,42.7083,-7.0000,-2.304185
7000,30.2083,6.6667,-0.723611
7000,23.9583,1.6667,0.480345
7000,25.0000,1.6667,0.363202
7000,33.3333,-5.6667,-3.674427
7000,32.2917,0.3333,-0.310934
7000,11.4583,6.6667,-1.779481
7000,17.7083,7.6667,-2.159158
7000,34.3750,-0.3333,-2.564585
7000,3.1250,-6.6667,-1.779481
7000,44.7917,1.0000,0.138887
7000,30.2083,4.6667,-1.701024
7000,30.2083,4.3333,-1.603045
7000,30.2083,2.6667,-0.105711
7000,18.7500,8.0000,-2.076804
7000,11.4583,-6.0000,-1.779453
7000,29.1667,7.0000,-1.241745
7000,40.6250,4.6667,-1.399573
7000,43.7500,-7.6667,-3.487139
7000,30.2083,-2.6667,-2.922944
7000,17.7083,7.3333,-1.654090
7000,47.9167,-5.0000,-2.862898
7000,27.0833,-2.0000,-3.448296
7000,8.3333,-0.6667,-1.001275
7000,48.9583,1.6667,-0.211086
7000,36.4583,3.0000,0.011414
7000,48.9583,7.0000,-1.126730
7000,7.2917,5.3333,-1.779310
7000,4.1667,0.0000,-1.632447
7000,27.0833,-6.6667,-1.779481
7000,28.1250,6.3333,-1.020438
7000,46.8750,3.0000,-0.405038
7000,18.7500,6.0000,-0.942724
7000,7.2917,7.3333,-1.776613
7000,35.4167,-0.3333,-2.044821
7000,43.7500,2.0000,-0.036694
7000,20.8333,8.0000,-2.211371
7000,33.3333,0.3333,-0.643017
7000,45.8333,7.3333,-1.761503
7000,43.7500,-7.0000,-3.500799
7000,14.5833,-1.3333,-1.940203
7000,4.1667,-1.3333,-1.778055
7000,25.0000,1.0000,-0.007682
7000,16.6667,2.3333,0.248330
7000,50.0000,-0.6667,-3.351991
7000,23.9583,-3.3333,-2.880914
7000,35.4167,5.3333,-2.157299
7000,27.0833,-4.6667,-3.434026
7000,17.7083,4.0000,-1.492442
7000,8.3333,4.6667,-1.778808
7000,11.4583,-5.6667,-1.779494
7000,19.7917,5.3333,-1.587469
7000,44.7917,-1.6667,-3.308945
7000,17.7083,-6.3333,-1.779299
7000,32.2917,7.3333,-1.075028
7000,37.5000,-4.0000,-2.832427
7000,47.9167,-7.0000,-3.457734
7000,34.3750,-1.6667,-2.456545
7000,36.4583,2.0000,-0.032825
7000,30.2083,-1.0000,-2.672172
7000,21.8750,5.6667,-1.455768
7000,5.2083,3.3333,-1.778595
7000,42.7083,0.0000,-2.551488
7000,21.8750,-1.6667,-3.102457
7000,29.1667,-5.0000,-3.678001
7000,47.9167,0.0000,-1.868705
7000,16.6667,-7.6667,-1.778934
7000,19.7917,5.6667,-1.483411
7000,43.7500,-7.3333,-3.341071
7000,7.2917,-8.0000,-1.778959
7000,11.4583,2.6667,-1.287849
7000,40.6250,2.0000,-0.032817
7000,18.7500,-2.0000,-3.280952
7000,5.2083,-7.0000,-1.779316
7000,31.2500,1.0000,-0.131312
7000,33.3333,-8.0000,-1.778959
7000,37.5000,4.6667,-1.450795
7000,46.8750,-6.3333,-2.426437
7000,32.2917,6.3333,-1.016732
7000,27.0833,-3.3333,-2.702242
7000,2.0833,4.3333,-1.778367
7000,1.0417,-1.3333,-1.778055
7000,26.0417,4.6667,-1.558485
7000,47.9167,3.3333,-0.615011
7000,40.6250,-3.3333,-3.118971
7000,37.5000,-5.6667,-3.503115
7000,17.7083,6.6667,-2.033713
7000,13.5417,-0.3333,-2.067272
7000,10.4167,3.6667,-1.775162
7000,44.7917,-6.6667,-2.796627
7000,46.8750,7.0000,-1.303861
7000,27.0833,-2.3333,-3.178588
7000,32.2917,-1.3333,-2.090487
7000,42.7083,-8.0000,-3.368600
7000,27.0833,-3.0000,-3.322845
7000,18.7500,-1.3333,-2.438436
7000,44.7917,-2.0000,-2.909196
7000,41.6667,2.0000,0.302035
7000,8.3333,-4.6667,-1.778808
7000,37.5000,6.3333,-0.846149
7000,19.7917,-7.3333,-1.776613
7000,23.9583,0.6667,-0.813375
7000,23.9583,-3.6667,-3.558982
7000,42.7083,3.0000,-0.203835
7000,32.2917,6.6667,-0.091148
7000,2.0833,7.0000,-1.779316
7000,15.6250,-5.3333,-1.779310
7000,12.5000,-0.6667,-3.360390
7000,46.8750,-6.0000,-3.626401
7000,45.8333,-5.6667,-2.935996
7000,14.5833,1.0000,-0.197471
7000,5.2083,-2.6667,-1.778906
7000,15.6250,3.3333,-0.455453
7000,16.6667,1.6667,-0.147513
7000,10.4167,-4.3333,-1.778367
7000,35.4167,0.3333,-0.422785
7000,42.7083,1.0000,0.084914
7000,4.1667,-3.6667,-1.775162
7000,33.3333,5.3333,-1.577086
7000,0.0000,-8.0000,0.000395
7000,28.1250,-0.3333,-2.613342
7000,23.9583,6.3333,-1.091425
7000,2.0833,3.0000,-1.778599
7000,13.5417,-4.6667,-1.778808
7000,13.5417,7.0000,-1.779316
7000,31.2500,6.6667,-0.200522
7000,45.8333,-0.3333,-1.483053
7000,45.8333,-3.6667,-2.540758
7000,31.2500,8.0000,-1.569549
7000,8.3333,3.6667,-1.775162
7000,29.1667,-6.0000,-3.543129
7000,15.6250,1.6667,0.332271
7000,33.3333,-5.3333,-3.323088
7000,5.2083,8.0000,-1.778959
7000,47.9167,6.3333,-0.934110
7000,16.6667,-2.3333,-2.760573
7000,41.6667,-2.6667,-1.995028
7000,33.3333,-2.3333,-3.202183
7000,42.7083,7.3333,-1.633154
7000,35.4167,-2.3333,-3.394938
7000,12.5000,-4.6667,-1.778808
7000,20.8333,5.3333,-1.589272
7000,43.7500,5.3333,-2.061745
7000,31.2500,-6.0000,-3.785694
7000,33.3333,3.3333,0.176167
7000,27.0833,-3.6667,-2.473168
7000,18.7500,-4.6667,-1.778808
7000,47.9167,-0.6667,-3.499307
7000,27.0833,-7.6667,-1.778934
7000,41.6667,6.3333,-1.021628
7000,23.9583,-2.6667,-2.822483
7000,43.7500,7.3333,-1.406549
7000,11.4583,7.0000,-1.779316
7000,12.5000,-2.0000,-3.921230
7000,48.9583,6.6667,-1.182717
7000,7.2917,-3.0000,-1.778599
7000,47.9167,5.6667,-2.623026
7000,15.6250,6.0000,-1.977859
7000,38.5417,3.0000,-0.131632
7000,12.5000,-5.0000,-1.779259
7000,40.6250,-6.6667,-2.683419
7000,45.8333,2.3333,0.070059
7000,46.8750,-4.6667,-3.478277
7000,3.1250,-1.6667,-1.773529
7000,0.0000,6.6667,0.000025
7000,47.9167,-1.0000,-2.570057
7000,20.8333,-5.3333,-1.779310
7000,33.3333,3.6667,-0.712735
7000,19.7917,-5.6667,-1.779494
7000,5.2083,-0.6667,-1.318194
7000,15.6250,-5.6667,-1.779494
7000,46.8750,-3.3333,-3.233044
7000,33.3333,-4.3333,-3.201260
7000,46.8750,-4.0000,-3.572566
7000,30.2083,-3.3333,-3.640740
7000,4.1667,-5.3333,-1.779310
7000,37.5000,-8.0000,-3.393980
7000,22.9167,7.0000,-0.056489
7000,17.7083,-6.0000,-1.779453
7000,2.0833,-6.3333,-1.779299
7000,20.8333,1.0000,-0.460294
7000,18.7500,6.6667,-1.834077
7000,30.2083,-8.0000,-1.778959
7000,10.4167,2.3333,-1.144189
7000,29.1667,-4.3333,-3.495172
7000,44.7917,2.0000,-0.133652
7000,32.2917,-5.3333,-3.707734
7000,41.6667,-7.6667,-3.315960
7000,13.5417,-7.0000,-1.779316
7000,8.3333,6.6667,-1.779481
7000,19.7917,5.0000,-1.542889
7000,14.5833,-8.0000,-1.778959
7000,41.6667,-2.3333,-3.541465
7000,40.6250,-3.6667,-2.487748
7000,50.0000,7.0000,-1.579961
7000,48.9583,0.3333,-0.524020
7000,26.0417,6.3333,-0.832961
7000,6.2500,6.3333,-1.779299
7000,34.3750,4.3333,-2.048206
7000,26.0417,-2.3333,-2.994162
7000,31.2500,2.6667,-0.317546
7000,1.0417,-2.6667,-1.778906
7000,40.6250,-7.3333,-2.950340
7000,28.1250,5.0000,-1.655053
7000,12.5000,7.0000,-1.779316
7000,46.8750,0.3333,-0.411424
7000,31.2500,-2.3333,-3.487695
7000,8.3333,7.6667,-1.778934
7000,16.6667,8.0000,-1.778959
7000,44.7917,7.6667,-1.290793
7000,46.8750,-1.3333,-3.312050
7000,6.2500,-4.6667,-1.778808
7000,10.4167,-7.0000,-1.779316
7000,46.8750,4.6667,-0.844038
7000,47.9167,5.3333,-2.523542
7000,20.8333,3.6667,0.457374
7000,25.0000,-3.6667,-3.042109
7000,20.8333,0.3333,-0.387030
7000,35.4167,0.6667,-0.387639
7000,45.8333,4.3333,-1.998908
7000,33.3333,7.0000,-0.852106
7000,36.4583,0.0000,-2.673497
7000,38.5417,-3.6667,-2.873722
7000,41.6667,7.3333,-1.095912
7000,32.2917,-2.3333,-3.389011
7000,2.0833,3.6667,-1.775162
7000,5.2083,1.0000,-1.764987
7000,11.4583,0.0000,-2.203150
7000,50.0000,1.0000,0.239570
7000,10.4167,1.3333,-0.656019
7000,26.0417,1.6667,-0.169497
7000,37.5000,-4.6667,-2.208993
7000,39.5833,-4.6667,-2.903355
7000,36.4583,0.6667,0.165026
7000,20.8333,7.3333,-1.395833
7000,44.7917,-7.0000,-2.485176
7000,31.2500,-0.3333,-2.482343
7000,15.6250,-2.6667,-2.359977
7000,38.5417,-1.0000,-3.011753
7000,48.9583,-4.6667,-2.624746
7000,8.3333,-5.3333,-1.779310
7000,15.6250,1.3333,-0.399957
7000,20.8333,-6.6667,-1.779481
7000,37.5000,4.3333,-1.165971
7000,38.5417,-7.0000,-3.611670
7000,27.0833,-1.0000,-2.789171
