KAPPA,F_AVG,DELTA1,DELTA2,log10_NMSE,COMB_QI
-4.0000,0.7380,2.3320,-2.8340,-1.6839,0
-4.0000,0.7380,2.7010,-2.6495,-1.6870,0
-4.0000,0.7380,3.0700,-2.4650,-1.6799,0
-4.0000,0.7380,3.4390,-2.2805,-1.6901,0
-4.0000,0.7380,3.8080,-2.0960,-1.6780,0
-4.0000,0.7380,4.1770,-1.9115,-1.6903,0
-4.0000,0.7380,4.5460,-1.7270,-1.6852,0
-4.0000,0.7380,4.9150,-1.5425,-1.6827,0
-4.0000,0.7380,5.2840,-1.3580,-1.6924,0
-4.0000,0.7380,5.6530,-1.1735,-1.6772,0
-4.0000,0.7380,6.0220,-0.9890,-1.6919,0
-4.0000,0.7380,6.3910,-0.8045,-1.6837,0
-4.0000,0.7380,6.7600,-0.6200,-1.6873,0
-4.0000,0.7380,7.1290,-0.4355,-1.6905,0
-4.0000,0.7380,7.4980,-0.2510,-1.6779,0
-4.0000,0.7380,7.8670,-0.0665,-1.6937,0
-4.0000,1.1070,-8.0000,-8.0000,-1.6887,0
-4.0000,1.1070,-7.6310,-7.8155,-1.6823,0
-4.0000,1.1070,-7.2620,-7.6310,-1.6926,0
-4.0000,1.1070,-6.8930,-7.4465,-1.6775,0
-4.0000,1.1070,-6.5240,-7.2620,-1.6924,0
-4.0000,1.1070,-6.1550,-7.0775,-1.6846,0
-4.0000,1.1070,-5.7860,-6.8930,-1.6845,0
-4.0000,1.1070,-5.4170,-6.7085,-1.6917,0
-4.0000,1.1070,-5.0480,-6.5240,-1.6773,0
-4.0000,1.1070,-4.6790,-6.3395,-1.6914,0
-4.0000,1.1070,-4.3100,-6.1550,-1.6815,0
-4.0000,1.1070,-3.9410,-5.9705,-1.6877,0
-4.0000,1.1070,-3.5720,-5.7860,-1.6876,0
-4.0000,1.1070,-3.2030,-5.6015,-1.6786,0
-4.0000,1.1070,-2.8340,-5.4170,-1.6905,0
-4.0000,1.1070,-2.4650,-5.2325,-1.6775,0
-4.0000,1.1070,-2.0960,-5.0480,-1.6840,0
-4.0000,1.1070,-1.7270,-4.8635,-1.6829,0
-4.0000,1.1070,-1.3580,-4.6790,-1.6797,0
-4.0000,1.1070,-0.9890,-4.4945,-1.6773,0
-4.0000,1.1070,-0.6200,-4.3100,-1.6778,0
-4.0000,1.1070,-0.2510,-4.1255,-1.6787,0
-4.0000,1.1070,0.1180,-3.9410,-1.6780,0
-4.0000,1.1070,0.4870,-3.7565,-1.6790,0
-4.0000,1.1070,0.8560,-3.5720,-1.6766,0
-4.0000,1.1070,1.2250,-3.3875,-1.6769,0
-4.0000,1.1070,1.5940,-3.2030,-1.6858,0
-4.0000,1.1070,1.9630,-3.0185,-1.6782,0
-4.0000,1.1070,2.3320,-2.8340,-1.6839,0
-4.0000,1.1070,2.7010,-2.6495,-1.6870,0
-4.0000,1.1070,3.0700,-2.4650,-1.6799,0
-4.0000,1.1070,3.4390,-2.2805,-1.6901,0
-4.0000,1.1070,3.8080,-2.0960,-1.6780,0
-4.0000,1.1070,4.1770,-1.9115,-1.6903,0
-4.0000,1.1070,4.5460,-1.7270,-1.6852,0
-4.0000,1.1070,4.9150,-1.5425,-1.6827,0
-4.0000,1.1070,5.2840,-1.3580,-1.6924,0
-4.0000,1.1070,5.6530,-1.1735,-1.6772,0
-4.0000,1.1070,6.0220,-0.9890,-1.6919,0
-4.0000,1.1070,6.3910,-0.8045,-1.6837,0
-4.0000,1.1070,6.7600,-0.6200,-1.6873,0
-4.0000,1.1070,7.1290,-0.4355,-1.6906,0
-4.0000,1.1070,7.4980,-0.2510,-1.6779,0
-4.0000,1.1070,7.8670,-0.0665,-1.6937,0
-4.0000,1.4760,-8.0000,-8.0000,-1.6887,0
-4.0000,1.4760,-7.6310,-7.8155,-1.6823,0
-4.0000,1.4760,-7.2620,-7.6310,-1.6926,0
-4.0000,1.4760,-6.8930,-7.4465,-1.6775,0
-4.0000,1.4760,-6.5240,-7.2620,-1.6924,0
-4.0000,1.4760,-6.1550,-7.0775,-1.6846,0
-4.0000,1.4760,-5.7860,-6.8930,-1.6845,0
-4.0000,1.4760,-5.4170,-6.7085,-1.6917,0
-4.0000,1.4760,-5.0480,-6.5240,-1.6773,0
-4.0000,1.4760,-4.6790,-6.3395,-1.6914,0
-4.0000,1.4760,-4.3100,-6.1550,-1.6815,0
-4.0000,1.4760,-3.9410,-5.9705,-1.6877,0
-4.0000,1.4760,-3.5720,-5.7860,-1.6876,0
-4.0000,1.4760,-3.2030,-5.6015,-1.6785,0
-4.0000,1.4760,-2.8340,-5.4170,-1.6905,0
-4.0000,1.4760,-2.4650,-5.2325,-1.6775,0
-4.0000,1.4760,-2.0960,-5.0480,-1.6840,0
-4.0000,1.4760,-1.7270,-4.8635,-1.6829,0
-4.0000,1.4760,-1.3580,-4.6790,-1.6797,0
-4.0000,1.4760,-0.9890,-4.4945,-1.6773,0
-4.0000,1.4760,-0.6200,-4.3100,-1.6778,0
-4.0000,1.4760,-0.2510,-4.1255,-1.6787,0
-4.0000,1.4760,0.1180,-3.9410,-1.6780,0
-4.0000,1.4760,0.4870,-3.7565,-1.6790,0
-4.0000,1.4760,0.8560,-3.5720,-1.6766,0
-4.0000,1.4760,1.2250,-3.3875,-1.6769,0
-4.0000,1.4760,1.5940,-3.2030,-1.6858,0
-4.0000,1.4760,1.9630,-3.0185,-1.6782,0
-4.0000,1.4760,2.3320,-2.8340,-1.6839,0
-4.0000,1.4760,2.7010,-2.6495,-1.6870,0
-4.0000,1.4760,3.0700,-2.4650,-1.6799,0
-4.0000,1.4760,3.4390,-2.2805,-1.6901,0
-4.0000,1.4760,3.8080,-2.0960,-1.6780,0
-4.0000,1.4760,4.1770,-1.9115,-1.6903,0
-4.0000,1.4760,4.5460,-1.7270,-1.6852,0
-4.0000,1.4760,4.9150,-1.5425,-1.6827,0
-4.0000,1.4760,5.2840,-1.3580,-1.6924,0
-4.0000,1.4760,5.6530,-1.1735,-1.6772,0
-4.0000,1.4760,6.0220,-0.9890,-1.6919,0
-4.0000,1.4760,6.3910,-0.8045,-1.6837,0
-4.0000,1.4760,6.7600,-0.6200,-1.6873,0
-4.0000,1.4760,7.1290,-0.4355,-1.6905,0
-4.0000,1.4760,7.4980,-0.2510,-1.6779,0
-4.0000,1.4760,7.8670,-0.0665,-1.6937,0
-4.0000,1.8450,-8.0000,-8.0000,-1.6887,0
-4.0000,1.8450,-7.6310,-7.8155,-1.6823,0
-4.0000,1.8450,-7.2620,-7.6310,-1.6926,0
-4.0000,1.8450,-6.8930,-7.4465,-1.6775,0
-4.0000,1.8450,-6.5240,-7.2620,-1.6924,0
-4.0000,1.8450,-6.1550,-7.0775,-1.6846,0
-4.0000,1.8450,-5.7860,-6.8930,-1.6845,0
-4.0000,1.8450,-5.4170,-6.7085,-1.6917,0
-4.0000,1.8450,-5.0480,-6.5240,-1.6773,0
-4.0000,1.8450,-4.6790,-6.3395,-1.6914,0
-4.0000,1.8450,-4.3100,-6.1550,-1.6815,0
-4.0000,1.8450,-3.9410,-5.9705,-1.6877,0
-4.0000,1.8450,-3.5720,-5.7860,-1.6876,0
-4.0000,1.8450,-3.2030,-5.6015,-1.6785,0
-4.0000,1.8450,-2.8340,-5.4170,-1.6905,0
-4.0000,1.8450,-2.4650,-5.2325,-1.6775,0
-4.0000,1.8450,-2.0960,-5.0480,-1.6840,0
-4.0000,1.8450,-1.7270,-4.8635,-1.6829,0
-4.0000,1.8450,-1.3580,-4.6790,-1.6797,0
-4.0000,1.8450,-0.9890,-4.4945,-1.6773,0
-4.0000,1.8450,-0.6200,-4.3100,-1.6778,0
-4.0000,1.8450,-0.2510,-4.1255,-1.6787,0
-4.0000,1.8450,0.1180,-3.9410,-0.9778,0
-4.0000,1.8450,0.4870,-3.7565,-1.6790,0
-4.0000,1.8450,0.8560,-3.5720,-1.6766,0
-4.0000,1.8450,1.2250,-3.3875,-1.6769,0
-4.0000,1.8450,1.5940,-3.2030,-1.6858,0
-4.0000,1.8450,1.9630,-3.0185,-1.6782,0
-4.0000,1.8450,2.3320,-2.8340,-1.6839,0
-4.0000,1.8450,2.7010,-2.6495,-1.6870,0
-4.0000,1.8450,3.0700,-2.4650,-1.6799,0
-4.0000,1.8450,3.4390,-2.2805,-1.6901,0
-4.0000,1.8450,3.8080,-2.0960,-1.6780,0
-4.0000,1.8450,4.1770,-1.9115,-1.6903,0
-4.0000,1.8450,4.5460,-1.7270,-1.6852,0
-4.0000,1.8450,4.9150,-1.5425,-1.6827,0
-4.0000,1.8450,5.2840,-1.3580,-1.6924,0
-4.0000,1.8450,5.6530,-1.1735,-1.6772,0
-4.0000,1.8450,6.0220,-0.9890,-1.6919,0
-4.0000,1.8450,6.3910,-0.8045,-1.6837,0
-4.0000,1.8450,6.7600,-0.6200,-1.6873,0
-4.0000,1.8450,7.1290,-0.4355,-1.6906,0
-4.0000,1.8450,7.4980,-0.2510,-1.6779,0
-4.0000,1.8450,7.8670,-0.0665,-1.6937,0
-4.0000,2.2140,-8.0000,-8.0000,-1.6887,0
-4.0000,2.2140,-7.6310,-7.8155,-1.6823,0
-4.0000,2.2140,-7.2620,-7.6310,-1.6926,0
-4.0000,2.2140,-6.8930,-7.4465,-1.6775,0
-4.0000,2.2140,-6.5240,-7.2620,-1.6924,0
-4.0000,2.2140,-6.1550,-7.0775,-1.6846,0
-4.0000,2.2140,-5.7860,-6.8930,-1.6845,0
-4.0000,2.2140,-5.4170,-6.7085,-1.6917,0
-4.0000,2.2140,-5.0480,-6.5240,-1.6773,0
-4.0000,2.2140,-4.6790,-6.3395,-1.6914,0
-4.0000,2.2140,-4.3100,-6.1550,-1.6815,0
-4.0000,2.2140,-3.9410,-5.9705,-1.6877,0
-4.0000,2.2140,-3.5720,-5.7860,-1.6876,0
-4.0000,2.2140,-3.2030,-5.6015,-1.6785,0
-4.0000,2.2140,-2.8340,-5.4170,-1.6905,0
-4.0000,2.2140,-2.4650,-5.2325,-1.6775,0
-4.0000,2.2140,-2.0960,-5.0480,-1.6840,0
-4.0000,2.2140,-1.7270,-4.8635,-1.6829,0
-4.0000,2.2140,-1.3580,-4.6790,-1.6797,0
-4.0000,2.2140,-0.9890,-4.4945,-1.6773,0
-4.0000,2.2140,-0.6200,-4.3100,-1.6781,0
-4.0000,2.2140,-0.2510,-4.1255,-1.0041,0
-4.0000,2.2140,0.1180,-3.9410,-0.9966,0
-4.0000,2.2140,0.4870,-3.7565,-1.4609,0
-4.0000,2.2140,0.8560,-3.5720,-1.3261,0
-4.0000,2.2140,1.2250,-3.3875,-1.6769,0
-4.0000,2.2140,1.5940,-3.2030,-1.6858,0
-4.0000,2.2140,1.9630,-3.0185,-1.6782,0
-4.0000,2.2140,2.3320,-2.8340,-1.6839,0
-4.0000,2.2140,2.7010,-2.6495,-1.6870,0
-4.0000,2.2140,3.0700,-2.4650,-1.6799,0
-4.0000,2.2140,3.4390,-2.2805,-1.6901,0
-4.0000,2.2140,3.8080,-2.0960,-1.6780,0
-4.0000,2.2140,4.1770,-1.9115,-1.6903,0
-4.0000,2.2140,4.5460,-1.7270,-1.6852,0
-4.0000,2.2140,4.9150,-1.5425,-1.6827,0
-4.0000,2.2140,5.2840,-1.3580,-1.6924,0
-4.0000,2.2140,5.6530,-1.1735,-1.6772,0
-4.0000,2.2140,6.0220,-0.9890,-1.6919,0
-4.0000,2.2140,6.3910,-0.8045,-1.6837,0
-4.0000,2.2140,6.7600,-0.6200,-1.6873,0
-4.0000,2.2140,7.1290,-0.4355,-1.6906,0
-4.0000,2.2140,7.4980,-0.2510,-1.6779,0
-4.0000,2.2140,7.8670,-0.0665,-1.6937,0
-4.0000,2.5830,-8.0000,-8.0000,-1.6887,0
-4.0000,2.5830,-7.6310,-7.8155,-1.6823,0
-4.0000,2.5830,-7.2620,-7.6310,-1.6926,0
-4.0000,2.5830,-6.8930,-7.4465,-1.6775,0
-4.0000,2.5830,-6.5240,-7.2620,-1.6924,0
-4.0000,2.5830,-6.1550,-7.0775,-1.6846,0
-4.0000,2.5830,-5.7860,-6.8930,-1.6845,0
-4.0000,2.5830,-5.4170,-6.7085,-1.6917,0
-4.0000,2.5830,-5.0480,-6.5240,-1.6773,0
-4.0000,2.5830,-4.6790,-6.3395,-1.6914,0
-4.0000,2.5830,-4.3100,-6.1550,-1.6815,0
-4.0000,2.5830,-3.9410,-5.9705,-1.6877,0
-4.0000,2.5830,-3.5720,-5.7860,-1.6876,0
-4.0000,2.5830,-3.2030,-5.6015,-1.6785,0
-4.0000,2.5830,-2.8340,-5.4170,-1.6905,0
-4.0000,2.5830,-2.4650,-5.2325,-1.6775,0
-4.0000,2.5830,-2.0960,-5.0480,-1.6840,0
-4.0000,2.5830,-1.7270,-4.8635,-1.6829,0
-4.0000,2.5830,-1.3580,-4.6790,-1.6797,0
-4.0000,2.5830,-0.9890,-4.4945,-1.6773,0
-4.0000,2.5830,-0.6200,-4.3100,-0.9301,0
-4.0000,2.5830,-0.2510,-4.1255,-1.2323,0
-4.0000,2.5830,0.1180,-3.9410,-0.6934,0
-4.0000,2.5830,0.4870,-3.7565,-1.1839,0
-4.0000,2.5830,0.8560,-3.5720,-1.5081,0
-4.0000,2.5830,1.2250,-3.3875,-1.1521,0
-4.0000,2.5830,1.5940,-3.2030,-1.6858,0
-4.0000,2.5830,1.9630,-3.0185,-1.6782,0
-4.0000,2.5830,2.3320,-2.8340,-1.6839,0
-4.0000,2.5830,2.7010,-2.6495,-1.6870,0
-4.0000,2.5830,3.0700,-2.4650,-1.6799,0
-4.0000,2.5830,3.4390,-2.2805,-1.6901,0
-4.0000,2.5830,3.8080,-2.0960,-1.6780,0
-4.0000,2.5830,4.1770,-1.9115,-1.6903,0
-4.0000,2.5830,4.5460,-1.7270,-1.6852,0
-4.0000,2.5830,4.9150,-1.5425,-1.6827,0
-4.0000,2.5830,5.2840,-1.3580,-1.6924,0
-4.0000,2.5830,5.6530,-1.1735,-1.6772,0
-4.0000,2.5830,6.0220,-0.9890,-1.6919,0
-4.0000,2.5830,6.3910,-0.8045,-1.6837,0
-4.0000,2.5830,6.7600,-0.6200,-1.6873,0
-4.0000,2.5830,7.1290,-0.4355,-1.6905,0
-4.0000,2.5830,7.4980,-0.2510,-1.6779,0
-4.0000,2.5830,7.8670,-0.0665,-1.6937,0
-4.0000,2.9520,-8.0000,-8.0000,-1.6887,0
-4.0000,2.9520,-7.6310,-7.8155,-1.6823,0
-4.0000,2.9520,-7.2620,-7.6310,-1.6926,0
-4.0000,2.9520,-6.8930,-7.4465,-1.6775,0
-4.0000,2.9520,-6.5240,-7.2620,-1.6924,0
-4.0000,2.9520,-6.1550,-7.0775,-1.6846,0
-4.0000,2.9520,-5.7860,-6.8930,-1.6845,0
-4.0000,2.9520,-5.4170,-6.7085,-1.6917,0
-4.0000,2.9520,-5.0480,-6.5240,-1.6773,0
-4.0000,2.9520,-4.6790,-6.3395,-1.6914,0
-4.0000,2.9520,-4.3100,-6.1550,-1.6815,0
-4.0000,2.9520,-3.9410,-5.9705,-1.6877,0
-4.0000,2.9520,-3.5720,-5.7860,-1.6876,0
-4.0000,2.9520,-3.2030,-5.6015,-1.6785,0
-4.0000,2.9520,-2.8340,-5.4170,-1.6905,0
-4.0000,2.9520,-2.4650,-5.2325,-1.6775,0
-4.0000,2.9520,-2.0960,-5.0480,-1.6840,0
-4.0000,2.9520,-1.7270,-4.8635,-1.6829,0
-4.0000,2.9520,-1.3580,-4.6790,-1.6797,0
-4.0000,2.9520,-0.9890,-4.4945,-1.7717,0
-4.0000,2.9520,-0.6200,-4.3100,-0.8768,0
-4.0000,2.9520,-0.2510,-4.1255,-0.1035,0
-4.0000,2.9520,0.1180,-3.9410,-0.5227,0
-4.0000,2.9520,0.4870,-3.7565,-1.0244,0
-4.0000,2.9520,0.8560,-3.5720,-1.2817,1
-4.0000,2.9520,1.2250,-3.3875,-1.3836,0
-4.0000,2.9520,1.5940,-3.2030,-1.3529,0
-4.0000,2.9520,1.9630,-3.0185,-1.6782,0
-4.0000,2.9520,2.3320,-2.8340,-1.6839,0
-4.0000,2.9520,2.7010,-2.6495,-1.6870,0
-4.0000,2.9520,3.0700,-2.4650,-1.6799,0
-4.0000,2.9520,3.4390,-2.2805,-1.6901,0
-4.0000,2.9520,3.8080,-2.0960,-1.6780,0
-4.0000,2.9520,4.1770,-1.9115,-1.6903,0
-4.0000,2.9520,4.5460,-1.7270,-1.6852,0
-4.0000,2.9520,4.9150,-1.5425,-1.6827,0
-4.0000,2.9520,5.2840,-1.3580,-1.6924,0
-4.0000,2.9520,5.6530,-1.1735,-1.6772,0
-4.0000,2.9520,6.0220,-0.9890,-1.6919,0
-4.0000,2.9520,6.3910,-0.8045,-1.6837,0
-4.0000,2.9520,6.7600,-0.6200,-1.6873,0
-4.0000,2.9520,7.1290,-0.4355,-1.6905,0
-4.0000,2.9520,7.4980,-0.2510,-1.6779,0
-4.0000,2.9520,7.8670,-0.0665,-1.6937,0
-4.0000,3.3210,-8.0000,-8.0000,-1.6887,0
-4.0000,3.3210,-7.6310,-7.8155,-1.6823,0
-4.0000,3.3210,-7.2620,-7.6310,-1.6926,0
-4.0000,3.3210,-6.8930,-7.4465,-1.6775,0
-4.0000,3.3210,-6.5240,-7.2620,-1.6924,0
-4.0000,3.3210,-6.1550,-7.0775,-1.6846,0
-4.0000,3.3210,-5.7860,-6.8930,-1.6845,0
-4.0000,3.3210,-5.4170,-6.7085,-1.6917,0
-4.0000,3.3210,-5.0480,-6.5240,-1.6773,0
-4.0000,3.3210,-4.6790,-6.3395,-1.6914,0
-4.0000,3.3210,-4.3100,-6.1550,-1.6815,0
-4.0000,3.3210,-3.9410,-5.9705,-1.6877,0
-4.0000,3.3210,-3.5720,-5.7860,-1.6876,0
-4.0000,3.3210,-3.2030,-5.6015,-1.6785,0
-4.0000,3.3210,-2.8340,-5.4170,-1.6905,0
-4.0000,3.3210,-2.4650,-5.2325,-1.6775,0
-4.0000,3.3210,-2.0960,-5.0480,-1.6840,0
-4.0000,3.3210,-1.7270,-4.8635,-1.6829,0
-4.0000,3.3210,-1.3580,-4.6790,-1.6797,0
-4.0000,3.3210,-0.9890,-4.4945,-1.2714,0
-4.0000,3.3210,-0.6200,-4.3100,-0.3060,0
-4.0000,3.3210,-0.2510,-4.1255,-0.6117,0
-4.0000,3.3210,0.1180,-3.9410,0.4007,0
-4.0000,3.3210,0.4870,-3.7565,-0.7852,0
-4.0000,3.3210,0.8560,-3.5720,-1.1784,1
-4.0000,3.3210,1.2250,-3.3875,-1.2133,1
-4.0000,3.3210,1.5940,-3.2030,-1.3135,0
-4.0000,3.3210,1.9630,-3.0185,-1.8695,0
-4.0000,3.3210,2.3320,-2.8340,-1.6839,0
-4.0000,3.3210,2.7010,-2.6495,-1.6870,0
-4.0000,3.3210,3.0700,-2.4650,-1.6799,0
-4.0000,3.3210,3.4390,-2.2805,-1.6901,0
-4.0000,3.3210,3.8080,-2.0960,-1.6780,0
-4.0000,3.3210,4.1770,-1.9115,-1.6903,0
-4.0000,3.3210,4.5460,-1.7270,-1.6852,0
-4.0000,3.3210,4.9150,-1.5425,-1.6827,0
-4.0000,3.3210,5.2840,-1.3580,-1.6924,0
-4.0000,3.3210,5.6530,-1.1735,-1.6772,0
-4.0000,3.3210,6.0220,-0.9890,-1.6919,0
-4.0000,3.3210,6.3910,-0.8045,-1.6837,0
-4.0000,3.3210,6.7600,-0.6200,-1.6873,0
-4.0000,3.3210,7.1290,-0.4355,-1.6905,0
-4.0000,3.3210,7.4980,-0.2510,-1.6779,0
-4.0000,3.3210,7.8670,-0.0665,-1.6937,0
-4.0000,3.6900,-8.0000,-8.0000,-1.6887,0
-4.0000,3.6900,-7.6310,-7.8155,-1.6823,0
-4.0000,3.6900,-7.2620,-7.6310,-1.6926,0
-4.0000,3.6900,-6.8930,-7.4465,-1.6775,0
-4.0000,3.6900,-6.5240,-7.2620,-1.6924,0
-4.0000,3.6900,-6.1550,-7.0775,-1.6846,0
-4.0000,3.6900,-5.7860,-6.8930,-1.6845,0
-4.0000,3.6900,-5.4170,-6.7085,-1.6917,0
-4.0000,3.6900,-5.0480,-6.5240,-1.6773,0
-4.0000,3.6900,-4.6790,-6.3395,-1.6914,0
-4.0000,3.6900,-4.3100,-6.1550,-1.6815,0
-4.0000,3.6900,-3.9410,-5.9705,-1.6877,0
-4.0000,3.6900,-3.5720,-5.7860,-1.6876,0
-4.0000,3.6900,-3.2030,-5.6015,-1.6785,0
-4.0000,3.6900,-2.8340,-5.4170,-1.6905,0
-4.0000,3.6900,-2.4650,-5.2325,-1.6775,0
-4.0000,3.6900,-2.0960,-5.0480,-1.6840,0
