KAPPA,F_AVG,DELTA1,DELTA2,log10_NMSE,COMB_QI
-9.0000,0.0000,-8.0000,-13.0000,0.0228,0
-9.0000,0.0000,-7.6310,-12.8155,0.0025,0
-9.0000,0.0000,-7.2620,-12.6310,-0.0005,0
-9.0000,0.0000,-6.8930,-12.4465,0.0164,0
-9.0000,0.0000,-6.5240,-12.2620,-0.0095,0
-9.0000,0.0000,-6.1550,-12.0775,0.0027,0
-9.0000,0.0000,-5.7860,-11.8930,0.0110,0
-9.0000,0.0000,-5.4170,-11.7085,0.0054,0
-9.0000,0.0000,-5.0480,-11.5240,0.0071,0
-9.0000,0.0000,-4.6790,-11.3395,0.0017,0
-9.0000,0.0000,-4.3100,-11.1550,0.0409,0
-9.0000,0.0000,-3.9410,-10.9705,0.0087,0
-9.0000,0.0000,-3.5720,-10.7860,0.0264,0
-9.0000,0.0000,-3.2030,-10.6015,-0.0061,0
-9.0000,0.0000,-2.8340,-10.4170,0.0934,0
-9.0000,0.0000,-2.4650,-10.2325,-0.0014,0
-9.0000,0.0000,-2.0960,-10.0480,0.0001,0
-9.0000,0.0000,-1.7270,-9.8635,0.0020,0
-9.0000,0.0000,-1.3580,-9.6790,0.0088,0
-9.0000,0.0000,-0.9890,-9.4945,0.0153,0
-9.0000,0.0000,-0.6200,-9.3100,1.8872,0
-9.0000,0.0000,-0.2510,-9.1255,-0.0001,0
-9.0000,0.0000,0.1180,-8.9410,0.2621,0
-9.0000,0.0000,0.4870,-8.7565,0.0042,0
-9.0000,0.0000,0.8560,-8.5720,0.0067,0
-9.0000,0.0000,1.2250,-8.3875,0.0003,0
-9.0000,0.0000,1.5940,-8.2030,0.0008,0
-9.0000,0.0000,1.9630,-8.0185,0.0038,0
-9.0000,0.0000,2.3320,-7.8340,0.0226,0
-9.0000,0.0000,2.7010,-7.6495,0.0011,0
-9.0000,0.0000,3.0700,-7.4650,0.0096,0
-9.0000,0.0000,3.4390,-7.2805,0.0013,0
-9.0000,0.0000,3.8080,-7.0960,0.0051,0
-9.0000,0.0000,4.1770,-6.9115,0.0005,0
-9.0000,0.0000,4.5460,-6.7270,0.0024,0
-9.0000,0.0000,4.9150,-6.5425,0.0016,0
-9.0000,0.0000,5.2840,-6.3580,0.0010,0
-9.0000,0.0000,5.6530,-6.1735,0.0011,0
-9.0000,0.0000,6.0220,-5.9890,0.0012,0
-9.0000,0.0000,6.3910,-5.8045,-0.0002,0
-9.0000,0.0000,6.7600,-5.6200,0.0010,0
-9.0000,0.0000,7.1290,-5.4355,0.0011,0
-9.0000,0.0000,7.4980,-5.2510,0.0419,0
-9.0000,0.0000,7.8670,-5.0665,0.0334,0
-9.0000,0.3690,-8.0000,-13.0000,-1.6887,0
-9.0000,0.3690,-7.6310,-12.8155,-1.6823,0
-9.0000,0.3690,-7.2620,-12.6310,-1.6926,0
-9.0000,0.3690,-6.8930,-12.4465,-1.6775,0
-9.0000,0.3690,-6.5240,-12.2620,-1.6924,0
-9.0000,0.3690,-6.1550,-12.0775,-1.6846,0
-9.0000,0.3690,-5.7860,-11.8930,-1.6845,0
-9.0000,0.3690,-5.4170,-11.7085,-1.6917,0
-9.0000,0.3690,-5.0480,-11.5240,-1.6773,0
-9.0000,0.3690,-4.6790,-11.3395,-1.6914,0
-9.0000,0.3690,-4.3100,-11.1550,-1.6815,0
-9.0000,0.3690,-3.9410,-10.9705,-1.6877,0
-9.0000,0.3690,-3.5720,-10.7860,-1.6876,0
-9.0000,0.3690,-3.2030,-10.6015,-1.6785,0
-9.0000,0.3690,-2.8340,-10.4170,-1.6905,0
-9.0000,0.3690,-2.4650,-10.2325,-1.6775,0
-9.0000,0.3690,-2.0960,-10.0480,-1.6840,0
-9.0000,0.3690,-1.7270,-9.8635,-1.6829,0
-9.0000,0.3690,-1.3580,-9.6790,-1.6797,0
-9.0000,0.3690,-0.9890,-9.4945,-1.6774,0
-9.0000,0.3690,-0.6200,-9.3100,-1.6672,0
-9.0000,0.3690,-0.2510,-9.1255,-1.3931,0
-9.0000,0.3690,0.1180,-8.9410,-1.4072,0
-9.0000,0.3690,0.4870,-8.7565,-1.6425,0
-9.0000,0.3690,0.8560,-8.5720,-1.6766,0
-9.0000,0.3690,1.2250,-8.3875,-1.6769,0
-9.0000,0.3690,1.5940,-8.2030,-1.6858,0
-9.0000,0.3690,1.9630,-8.0185,-1.6782,0
-9.0000,0.3690,2.3320,-7.8340,-1.6839,0
-9.0000,0.3690,2.7010,-7.6495,-1.6870,0
-9.0000,0.3690,3.0700,-7.4650,-1.6799,0
-9.0000,0.3690,3.4390,-7.2805,-1.6901,0
-9.0000,0.3690,3.8080,-7.0960,-1.6780,0
-9.0000,0.3690,4.1770,-6.9115,-1.6903,0
-9.0000,0.3690,4.5460,-6.7270,-1.6852,0
-9.0000,0.3690,4.9150,-6.5425,-1.6827,0
-9.0000,0.3690,5.2840,-6.3580,-1.6924,0
-9.0000,0.3690,5.6530,-6.1735,-1.6772,0
-9.0000,0.3690,6.0220,-5.9890,-1.6919,0
-9.0000,0.3690,6.3910,-5.8045,-1.6837,0
-9.0000,0.3690,6.7600,-5.6200,-1.6873,0
-9.0000,0.3690,7.1290,-5.4355,-1.6905,0
-9.0000,0.3690,7.4980,-5.2510,-1.6779,0
-9.0000,0.3690,7.8670,-5.0665,-1.6937,0
-9.0000,0.7380,-8.0000,-13.0000,-1.6887,0
-9.0000,0.7380,-7.6310,-12.8155,-1.6823,0
-9.0000,0.7380,-7.2620,-12.6310,-1.6926,0
-9.0000,0.7380,-6.8930,-12.4465,-1.6775,0
-9.0000,0.7380,-6.5240,-12.2620,-1.6924,0
-9.0000,0.7380,-6.1550,-12.0775,-1.6846,0
-9.0000,0.7380,-5.7860,-11.8930,-1.6845,0
-9.0000,0.7380,-5.4170,-11.7085,-1.6917,0
-9.0000,0.7380,-5.0480,-11.5240,-1.6773,0
-9.0000,0.7380,-4.6790,-11.3395,-1.6914,0
-9.0000,0.7380,-4.3100,-11.1550,-1.6815,0
-9.0000,0.7380,-3.9410,-10.9705,-1.6877,0
-9.0000,0.7380,-3.5720,-10.7860,-1.6876,0
-9.0000,0.7380,-3.2030,-10.6015,-1.6786,0
-9.0000,0.7380,-2.8340,-10.4170,-1.6905,0
-9.0000,0.7380,-2.4650,-10.2325,-1.6775,0
-9.0000,0.7380,-2.0960,-10.0480,-1.6840,0
-9.0000,0.7380,-1.7270,-9.8635,-1.6829,0
-9.0000,0.7380,-1.3580,-9.6790,-1.6797,0
-9.0000,0.7380,-0.9890,-9.4945,-1.6773,0
-9.0000,0.7380,-0.6200,-9.3100,-1.6670,0
-9.0000,0.7380,-0.2510,-9.1255,-1.4106,0
-9.0000,0.7380,0.1180,-8.9410,-1.3837,0
-9.0000,0.7380,0.4870,-8.7565,-1.5992,0
-9.0000,0.7380,0.8560,-8.5720,-1.6766,0
-9.0000,0.7380,1.2250,-8.3875,-1.6769,0
-9.0000,0.7380,1.5940,-8.2030,-1.6858,0
-9.0000,0.7380,1.9630,-8.0185,-1.6782,0
-9.0000,0.7380,2.3320,-7.8340,-1.6839,0
-9.0000,0.7380,2.7010,-7.6495,-1.6870,0
-9.0000,0.7380,3.0700,-7.4650,-1.6799,0
-9.0000,0.7380,3.4390,-7.2805,-1.6901,0
-9.0000,0.7380,3.8080,-7.0960,-1.6780,0
-9.0000,0.7380,4.1770,-6.9115,-1.6903,0
-9.0000,0.7380,4.5460,-6.7270,-1.6852,0
-9.0000,0.7380,4.9150,-6.5425,-1.6827,0
-9.0000,0.7380,5.2840,-6.3580,-1.6924,0
-9.0000,0.7380,5.6530,-6.1735,-1.6772,0
-9.0000,0.7380,6.0220,-5.9890,-1.6919,0
-9.0000,0.7380,6.3910,-5.8045,-1.6837,0
-9.0000,0.7380,6.7600,-5.6200,-1.6873,0
-9.0000,0.7380,7.1290,-5.4355,-1.6905,0
-9.0000,0.7380,7.4980,-5.2510,-1.6779,0
-9.0000,0.7380,7.8670,-5.0665,-1.6937,0
-9.0000,1.1070,-8.0000,-13.0000,-1.6887,0
-9.0000,1.1070,-7.6310,-12.8155,-1.6823,0
-9.0000,1.1070,-7.2620,-12.6310,-1.6926,0
-9.0000,1.1070,-6.8930,-12.4465,-1.6775,0
-9.0000,1.1070,-6.5240,-12.2620,-1.6924,0
-9.0000,1.1070,-6.1550,-12.0775,-1.6846,0
-9.0000,1.1070,-5.7860,-11.8930,-1.6845,0
-9.0000,1.1070,-5.4170,-11.7085,-1.6917,0
-9.0000,1.1070,-5.0480,-11.5240,-1.6773,0
-9.0000,1.1070,-4.6790,-11.3395,-1.6914,0
-9.0000,1.1070,-4.3100,-11.1550,-1.6815,0
-9.0000,1.1070,-3.9410,-10.9705,-1.6877,0
-9.0000,1.1070,-3.5720,-10.7860,-1.6876,0
-9.0000,1.1070,-3.2030,-10.6015,-1.6786,0
-9.0000,1.1070,-2.8340,-10.4170,-1.6905,0
-9.0000,1.1070,-2.4650,-10.2325,-1.6775,0
-9.0000,1.1070,-2.0960,-10.0480,-1.6840,0
-9.0000,1.1070,-1.7270,-9.8635,-1.6829,0
-9.0000,1.1070,-1.3580,-9.6790,-1.6797,0
-9.0000,1.1070,-0.9890,-9.4945,-1.6773,0
-9.0000,1.1070,-0.6200,-9.3100,-1.7231,0
-9.0000,1.1070,-0.2510,-9.1255,-1.4017,0
-9.0000,1.1070,0.1180,-8.9410,-1.2651,0
-9.0000,1.1070,0.4870,-8.7565,-1.6375,0
-9.0000,1.1070,0.8560,-8.5720,-1.6766,0
-9.0000,1.1070,1.2250,-8.3875,-1.6769,0
-9.0000,1.1070,1.5940,-8.2030,-1.6858,0
-9.0000,1.1070,1.9630,-8.0185,-1.6782,0
-9.0000,1.1070,2.3320,-7.8340,-1.6839,0
-9.0000,1.1070,2.7010,-7.6495,-1.6870,0
-9.0000,1.1070,3.0700,-7.4650,-1.6799,0
-9.0000,1.1070,3.4390,-7.2805,-1.6901,0
-9.0000,1.1070,3.8080,-7.0960,-1.6780,0
-9.0000,1.1070,4.1770,-6.9115,-1.6903,0
-9.0000,1.1070,4.5460,-6.7270,-1.6852,0
-9.0000,1.1070,4.9150,-6.5425,-1.6827,0
-9.0000,1.1070,5.2840,-6.3580,-1.6924,0
-9.0000,1.1070,5.6530,-6.1735,-1.6772,0
-9.0000,1.1070,6.0220,-5.9890,-1.6919,0
-9.0000,1.1070,6.3910,-5.8045,-1.6837,0
-9.0000,1.1070,6.7600,-5.6200,-1.6873,0
-9.0000,1.1070,7.1290,-5.4355,-1.6906,0
-9.0000,1.1070,7.4980,-5.2510,-1.6779,0
-9.0000,1.1070,7.8670,-5.0665,-1.6937,0
-9.0000,1.4760,-8.0000,-13.0000,-1.6887,0
-9.0000,1.4760,-7.6310,-12.8155,-1.6823,0
-9.0000,1.4760,-7.2620,-12.6310,-1.6926,0
-9.0000,1.4760,-6.8930,-12.4465,-1.6775,0
-9.0000,1.4760,-6.5240,-12.2620,-1.6924,0
-9.0000,1.4760,-6.1550,-12.0775,-1.6846,0
-9.0000,1.4760,-5.7860,-11.8930,-1.6845,0
-9.0000,1.4760,-5.4170,-11.7085,-1.6917,0
-9.0000,1.4760,-5.0480,-11.5240,-1.6773,0
-9.0000,1.4760,-4.6790,-11.3395,-1.6914,0
-9.0000,1.4760,-4.3100,-11.1550,-1.6815,0
-9.0000,1.4760,-3.9410,-10.9705,-1.6877,0
-9.0000,1.4760,-3.5720,-10.7860,-1.6876,0
-9.0000,1.4760,-3.2030,-10.6015,-1.6785,0
-9.0000,1.4760,-2.8340,-10.4170,-1.6905,0
-9.0000,1.4760,-2.4650,-10.2325,-1.6775,0
-9.0000,1.4760,-2.0960,-10.0480,-1.6840,0
-9.0000,1.4760,-1.7270,-9.8635,-1.6829,0
-9.0000,1.4760,-1.3580,-9.6790,-1.6797,0
-9.0000,1.4760,-0.9890,-9.4945,-1.6773,0
-9.0000,1.4760,-0.6200,-9.3100,-1.6839,0
-9.0000,1.4760,-0.2510,-9.1255,-1.6667,0
-9.0000,1.4760,0.1180,-8.9410,-1.8442,0
-9.0000,1.4760,0.4870,-8.7565,-1.6656,0
-9.0000,1.4760,0.8560,-8.5720,-1.6766,0
-9.0000,1.4760,1.2250,-8.3875,-1.6769,0
-9.0000,1.4760,1.5940,-8.2030,-1.6858,0
-9.0000,1.4760,1.9630,-8.0185,-1.6782,0
-9.0000,1.4760,2.3320,-7.8340,-1.6839,0
-9.0000,1.4760,2.7010,-7.6495,-1.6870,0
-9.0000,1.4760,3.0700,-7.4650,-1.6799,0
-9.0000,1.4760,3.4390,-7.2805,-1.6901,0
-9.0000,1.4760,3.8080,-7.0960,-1.6780,0
-9.0000,1.4760,4.1770,-6.9115,-1.6903,0
-9.0000,1.4760,4.5460,-6.7270,-1.6852,0
-9.0000,1.4760,4.9150,-6.5425,-1.6827,0
-9.0000,1.4760,5.2840,-6.3580,-1.6924,0
-9.0000,1.4760,5.6530,-6.1735,-1.6772,0
-9.0000,1.4760,6.0220,-5.9890,-1.6919,0
-9.0000,1.4760,6.3910,-5.8045,-1.6837,0
-9.0000,1.4760,6.7600,-5.6200,-1.6873,0
-9.0000,1.4760,7.1290,-5.4355,-1.6905,0
-9.0000,1.4760,7.4980,-5.2510,-1.6779,0
-9.0000,1.4760,7.8670,-5.0665,-1.6937,0
-9.0000,1.8450,-8.0000,-13.0000,-1.6887,0
-9.0000,1.8450,-7.6310,-12.8155,-1.6823,0
-9.0000,1.8450,-7.2620,-12.6310,-1.6926,0
-9.0000,1.8450,-6.8930,-12.4465,-1.6775,0
-9.0000,1.8450,-6.5240,-12.2620,-1.6924,0
-9.0000,1.8450,-6.1550,-12.0775,-1.6846,0
-9.0000,1.8450,-5.7860,-11.8930,-1.6845,0
-9.0000,1.8450,-5.4170,-11.7085,-1.6917,0
-9.0000,1.8450,-5.0480,-11.5240,-1.6773,0
-9.0000,1.8450,-4.6790,-11.3395,-1.6914,0
-9.0000,1.8450,-4.3100,-11.1550,-1.6815,0
-9.0000,1.8450,-3.9410,-10.9705,-1.6877,0
-9.0000,1.8450,-3.5720,-10.7860,-1.6876,0
-9.0000,1.8450,-3.2030,-10.6015,-1.6785,0
-9.0000,1.8450,-2.8340,-10.4170,-1.6905,0
-9.0000,1.8450,-2.4650,-10.2325,-1.6775,0
-9.0000,1.8450,-2.0960,-10.0480,-1.6840,0
-9.0000,1.8450,-1.7270,-9.8635,-1.6829,0
-9.0000,1.8450,-1.3580,-9.6790,-1.6797,0
-9.0000,1.8450,-0.9890,-9.4945,-1.6773,0
-9.0000,1.8450,-0.6200,-9.3100,-1.0323,0
-9.0000,1.8450,-0.2510,-9.1255,-1.3501,0
-9.0000,1.8450,0.1180,-8.9410,-1.5169,0
-9.0000,1.8450,0.4870,-8.7565,-1.6790,0
-9.0000,1.8450,0.8560,-8.5720,-1.6766,0
-9.0000,1.8450,1.2250,-8.3875,-1.6769,0
-9.0000,1.8450,1.5940,-8.2030,-1.6858,0
-9.0000,1.8450,1.9630,-8.0185,-1.6782,0
-9.0000,1.8450,2.3320,-7.8340,-1.6839,0
-9.0000,1.8450,2.7010,-7.6495,-1.6870,0
-9.0000,1.8450,3.0700,-7.4650,-1.6799,0
-9.0000,1.8450,3.4390,-7.2805,-1.6901,0
-9.0000,1.8450,3.8080,-7.0960,-1.6780,0
-9.0000,1.8450,4.1770,-6.9115,-1.6903,0
-9.0000,1.8450,4.5460,-6.7270,-1.6852,0
-9.0000,1.8450,4.9150,-6.5425,-1.6827,0
-9.0000,1.8450,5.2840,-6.3580,-1.6924,0
-9.0000,1.8450,5.6530,-6.1735,-1.6772,0
-9.0000,1.8450,6.0220,-5.9890,-1.6919,0
-9.0000,1.8450,6.3910,-5.8045,-1.6837,0
-9.0000,1.8450,6.7600,-5.6200,-1.6873,0
-9.0000,1.8450,7.1290,-5.4355,-1.6906,0
-9.0000,1.8450,7.4980,-5.2510,-1.6779,0
-9.0000,1.8450,7.8670,-5.0665,-1.6937,0
-9.0000,2.2140,-8.0000,-13.0000,-1.6887,0
-9.0000,2.2140,-7.6310,-12.8155,-1.6823,0
-9.0000,2.2140,-7.2620,-12.6310,-1.6926,0
-9.0000,2.2140,-6.8930,-12.4465,-1.6775,0
-9.0000,2.2140,-6.5240,-12.2620,-1.6924,0
-9.0000,2.2140,-6.1550,-12.0775,-1.6846,0
-9.0000,2.2140,-5.7860,-11.8930,-1.6845,0
-9.0000,2.2140,-5.4170,-11.7085,-1.6917,0
-9.0000,2.2140,-5.0480,-11.5240,-1.6773,0
-9.0000,2.2140,-4.6790,-11.3395,-1.6914,0
-9.0000,2.2140,-4.3100,-11.1550,-1.6815,0
-9.0000,2.2140,-3.9410,-10.9705,-1.6877,0
-9.0000,2.2140,-3.5720,-10.7860,-1.6876,0
-9.0000,2.2140,-3.2030,-10.6015,-1.6785,0
-9.0000,2.2140,-2.8340,-10.4170,-1.6905,0
-9.0000,2.2140,-2.4650,-10.2325,-1.6775,0
-9.0000,2.2140,-2.0960,-10.0480,-1.6840,0
-9.0000,2.2140,-1.7270,-9.8635,-1.6829,0
-9.0000,2.2140,-1.3580,-9.6790,-1.6797,0
-9.0000,2.2140,-0.9890,-9.4945,-1.6773,0
-9.0000,2.2140,-0.6200,-9.3100,-1.6778,0
-9.0000,2.2140,-0.2510,-9.1255,-1.6787,0
-9.0000,2.2140,0.1180,-8.9410,-1.6780,0
-9.0000,2.2140,0.4870,-8.7565,-1.6790,0
-9.0000,2.2140,0.8560,-8.5720,-1.6766,0
-9.0000,2.2140,1.2250,-8.3875,-1.6769,0
-9.0000,2.2140,1.5940,-8.2030,-1.6858,0
-9.0000,2.2140,1.9630,-8.0185,-1.6782,0
-9.0000,2.2140,2.3320,-7.8340,-1.6839,0
-9.0000,2.2140,2.7010,-7.6495,-1.6870,0
-9.0000,2.2140,3.0700,-7.4650,-1.6799,0
-9.0000,2.2140,3.4390,-7.2805,-1.6901,0
-9.0000,2.2140,3.8080,-7.0960,-1.6780,0
-9.0000,2.2140,4.1770,-6.9115,-1.6903,0
-9.0000,2.2140,4.5460,-6.7270,-1.6852,0
-9.0000,2.2140,4.9150,-6.5425,-1.6827,0
-9.0000,2.2140,5.2840,-6.3580,-1.6924,0
-9.0000,2.2140,5.6530,-6.1735,-1.6772,0
-9.0000,2.2140,6.0220,-5.9890,-1.6919,0
-9.0000,2.2140,6.3910,-5.8045,-1.6837,0
-9.0000,2.2140,6.7600,-5.6200,-1.6873,0
-9.0000,2.2140,7.1290,-5.4355,-1.6906,0
-9.0000,2.2140,7.4980,-5.2510,-1.6779,0
-9.0000,2.2140,7.8670,-5.0665,-1.6937,0
-9.0000,2.5830,-8.0000,-13.0000,-1.6887,0
-9.0000,2.5830,-7.6310,-12.8155,-1.6823,0
-9.0000,2.5830,-7.2620,-12.6310,-1.6926,0
-9.0000,2.5830,-6.8930,-12.4465,-1.6775,0
-9.0000,2.5830,-6.5240,-12.2620,-1.6924,0
-9.0000,2.5830,-6.1550,-12.0775,-1.6846,0
-9.0000,2.5830,-5.7860,-11.8930,-1.6845,0
-9.0000,2.5830,-5.4170,-11.7085,-1.6917,0
-9.0000,2.5830,-5.0480,-11.5240,-1.6773,0
-9.0000,2.5830,-4.6790,-11.3395,-1.6914,0
-9.0000,2.5830,-4.3100,-11.1550,-1.6815,0
-9.0000,2.5830,-3.9410,-10.9705,-1.6877,0
-9.0000,2.5830,-3.5720,-10.7860,-1.6876,0
-9.0000,2.5830,-3.2030,-10.6015,-1.6785,0
-9.0000,2.5830,-2.8340,-10.4170,-1.6905,0
-9.0000,2.5830,-2.4650,-10.2325,-1.6775,0
-9.0000,2.5830,-2.0960,-10.0480,-1.6840,0
-9.0000,2.5830,-1.7270,-9.8635,-1.6829,0
-9.0000,2.5830,-1.3580,-9.6790,-1.6797,0
-9.0000,2.5830,-0.9890,-9.4945,-1.6773,0
-9.0000,2.5830,-0.6200,-9.3100,-1.6778,0
-9.0000,2.5830,-0.2510,-9.1255,-1.6787,0
-9.0000,2.5830,0.1180,-8.9410,-1.6780,0
-9.0000,2.5830,0.4870,-8.7565,-1.6790,0
-9.0000,2.5830,0.8560,-8.5720,-1.6766,0
-9.0000,2.5830,1.2250,-8.3875,-1.6769,0
-9.0000,2.5830,1.5940,-8.2030,-1.6858,0
-9.0000,2.5830,1.9630,-8.0185,-1.6782,0
-9.0000,2.5830,2.3320,-7.8340,-1.6839,0
-9.0000,2.5830,2.7010,-7.6495,-1.6870,0
-9.0000,2.5830,3.0700,-7.4650,-1.6799,0
-9.0000,2.5830,3.4390,-7.2805,-1.6901,0
-9.0000,2.5830,3.8080,-7.0960,-1.6780,0
-9.0000,2.5830,4.1770,-6.9115,-1.6903,0
-9.0000,2.5830,4.5460,-6.7270,-1.6852,0
-9.0000,2.5830,4.9150,-6.5425,-1.6827,0
-9.0000,2.5830,5.2840,-6.3580,-1.6924,0
-9.0000,2.5830,5.6530,-6.1735,-1.6772,0
-9.0000,2.5830,6.0220,-5.9890,-1.6919,0
-9.0000,2.5830,6.3910,-5.8045,-1.6837,0
-9.0000,2.5830,6.7600,-5.6200,-1.6873,0
-9.0000,2.5830,7.1290,-5.4355,-1.6905,0
-9.0000,2.5830,7.4980,-5.2510,-1.6779,0
-9.0000,2.5830,7.8670,-5.0665,-1.6937,0
-9.0000,2.9520,-8.0000,-13.0000,-1.6887,0
-9.0000,2.9520,-7.6310,-12.8155,-1.6823,0
-9.0000,2.9520,-7.2620,-12.6310,-1.6926,0
-9.0000,2.9520,-6.8930,-12.4465,-1.6775,0
-9.0000,2.9520,-6.5240,-12.2620,-1.6924,0
-9.0000,2.9520,-6.1550,-12.0775,-1.6846,0
-9.0000,2.9520,-5.7860,-11.8930,-1.6845,0
-9.0000,2.9520,-5.4170,-11.7085,-1.6917,0
-9.0000,2.9520,-5.0480,-11.5240,-1.6773,0
-9.0000,2.9520,-4.6790,-11.3395,-1.6914,0
-9.0000,2.9520,-4.3100,-11.1550,-1.6815,0
-9.0000,2.9520,-3.9410,-10.9705,-1.6877,0
-9.0000,2.9520,-3.5720,-10.7860,-1.6876,0
-9.0000,2.9520,-3.2030,-10.6015,-1.6785,0
-9.0000,2.9520,-2.8340,-10.4170,-1.6905,0
-9.0000,2.9520,-2.4650,-10.2325,-1.6775,0
-9.0000,2.9520,-2.0960,-10.0480,-1.6840,0
-9.0000,2.9520,-1.7270,-9.8635,-1.6829,0
-9.0000,2.9520,-1.3580,-9.6790,-1.6797,0
-9.0000,2.9520,-0.9890,-9.4945,-1.6773,0
-9.0000,2.9520,-0.6200,-9.3100,-1.6778,0
-9.0000,2.9520,-0.2510,-9.1255,-1.6787,0
-9.0000,2.9520,0.1180,-8.9410,-1.6780,0
-9.0000,2.9520,0.4870,-8.7565,-1.6790,0
-9.0000,2.9520,0.8560,-8.5720,-1.6766,0
-9.0000,2.9520,1.2250,-8.3875,-1.6769,0
-9.0000,2.9520,1.5940,-8.2030,-1.6858,0
-9.0000,2.9520,1.9630,-8.0185,-1.6782,0
-9.0000,2.9520,2.3320,-7.8340,-1.6839,0
-9.0000,2.9520,2.7010,-7.6495,-1.6870,0
-9.0000,2.9520,3.0700,-7.4650,-1.6799,0
-9.0000,2.9520,3.4390,-7.2805,-1.6901,0
-9.0000,2.9520,3.8080,-7.0960,-1.6780,0
-9.0000,2.9520,4.1770,-6.9115,-1.6903,0
-9.0000,2.9520,4.5460,-6.7270,-1.6852,0
-9.0000,2.9520,4.9150,-6.5425,-1.6827,0
-9.0000,2.9520,5.2840,-6.3580,-1.6924,0
-9.0000,2.9520,5.6530,-6.1735,-1.6772,0
-9.0000,2.9520,6.0220,-5.9890,-1.6919,0
-9.0000,2.9520,6.3910,-5.8045,-1.6837,0
-9.0000,2.9520,6.7600,-5.6200,-1.6873,0
-9.0000,2.9520,7.1290,-5.4355,-1.6905,0
-9.0000,2.9520,7.4980,-5.2510,-1.6779,0
-9.0000,2.9520,7.8670,-5.0665,-1.6937,0
-9.0000,3.3210,-8.0000,-13.0000,-1.6887,0
-9.0000,3.3210,-7.6310,-12.8155,-1.6823,0
-9.0000,3.3210,-7.2620,-12.6310,-1.6926,0
-9.0000,3.3210,-6.8930,-12.4465,-1.6775,0
-9.0000,3.3210,-6.5240,-12.2620,-1.6924,0
-9.0000,3.3210,-6.1550,-12.0775,-1.6846,0
-9.0000,3.3210,-5.7860,-11.8930,-1.6845,0
-9.0000,3.3210,-5.4170,-11.7085,-1.6917,0
-9.0000,3.3210,-5.0480,-11.5240,-1.6773,0
-9.0000,3.3210,-4.6790,-11.3395,-1.6914,0
-9.0000,3.3210,-4.3100,-11.1550,-1.6815,0
-9.0000,3.3210,-3.9410,-10.9705,-1.6877,0
-9.0000,3.3210,-3.5720,-10.7860,-1.6876,0
-9.0000,3.3210,-3.2030,-10.6015,-1.6785,0
-9.0000,3.3210,-2.8340,-10.4170,-1.6905,0
-9.0000,3.3210,-2.4650,-10.2325,-1.6775,0
-9.0000,3.3210,-2.0960,-10.0480,-1.6840,0
-9.0000,3.3210,-1.7270,-9.8635,-1.6829,0
-9.0000,3.3210,-1.3580,-9.6790,-1.6797,0
-9.0000,3.3210,-0.9890,-9.4945,-1.6773,0
-9.0000,3.3210,-0.6200,-9.3100,-1.6778,0
-9.0000,3.3210,-0.2510,-9.1255,-1.6787,0
-9.0000,3.3210,0.1180,-8.9410,-1.6780,0
-9.0000,3.3210,0.4870,-8.7565,-1.6790,0
-9.0000,3.3210,0.8560,-8.5720,-1.6766,0
-9.0000,3.3210,1.2250,-8.3875,-1.6769,0
-9.0000,3.3210,1.5940,-8.2030,-1.6858,0
-9.0000,3.3210,1.9630,-8.0185,-1.6782,0
-9.0000,3.3210,2.3320,-7.8340,-1.6839,0
-9.0000,3.3210,2.7010,-7.6495,-1.6870,0
-9.0000,3.3210,3.0700,-7.4650,-1.6799,0
-9.0000,3.3210,3.4390,-7.2805,-1.6901,0
-9.0000,3.3210,3.8080,-7.0960,-1.6780,0
-9.0000,3.3210,4.1770,-6.9115,-1.6903,0
-9.0000,3.3210,4.5460,-6.7270,-1.6852,0
-9.0000,3.3210,4.9150,-6.5425,-1.6827,0
-9.0000,3.3210,5.2840,-6.3580,-1.6924,0
-9.0000,3.3210,5.6530,-6.1735,-1.6772,0
-9.0000,3.3210,6.0220,-5.9890,-1.6919,0
-9.0000,3.3210,6.3910,-5.8045,-1.6837,0
-9.0000,3.3210,6.7600,-5.6200,-1.6873,0
-9.0000,3.3210,7.1290,-5.4355,-1.6905,0
-9.0000,3.3210,7.4980,-5.2510,-1.6779,0
-9.0000,3.3210,7.8670,-5.0665,-1.6937,0
-9.0000,3.6900,-8.0000,-13.0000,-1.6887,0
-9.0000,3.6900,-7.6310,-12.8155,-1.6823,0
-9.0000,3.6900,-7.2620,-12.6310,-1.6926,0
-9.0000,3.6900,-6.8930,-12.4465,-1.6775,0
-9.0000,3.6900,-6.5240,-12.2620,-1.6924,0
-9.0000,3.6900,-6.1550,-12.0775,-1.6846,0
-9.0000,3.6900,-5.7860,-11.8930,-1.6845,0
-9.0000,3.6900,-5.4170,-11.7085,-1.6917,0
-9.0000,3.6900,-5.0480,-11.5240,-1.6773,0
-9.0000,3.6900,-4.6790,-11.3395,-1.6914,0
-9.0000,3.6900,-4.3100,-11.1550,-1.6815,0
-9.0000,3.6900,-3.9410,-10.9705,-1.6877,0
-9.0000,3.6900,-3.5720,-10.7860,-1.6876,0
-9.0000,3.6900,-3.2030,-10.6015,-1.6785,0
-9.0000,3.6900,-2.8340,-10.4170,-1.6905,0
-9.0000,3.6900,-2.4650,-10.2325,-1.6775,0
-9.0000,3.6900,-2.0960,-10.0480,-1.6840,0
-9.0000,3.6900,-1.7270,-9.8635,-1.6829,0
