KAPPA,F_AVG,DELTA1,DELTA2,log10_NMSE,COMB_QI
0.0000,0.3690,6.0220,3.0110,-1.6919,0
0.0000,0.3690,6.3910,3.1955,-1.6837,0
0.0000,0.3690,6.7600,3.3800,-1.6873,0
0.0000,0.3690,7.1290,3.5645,-1.6905,0
0.0000,0.3690,7.4980,3.7490,-1.6779,0
0.0000,0.3690,7.8670,3.9335,-1.6937,0
0.0000,0.7380,-8.0000,-4.0000,-1.6887,0
0.0000,0.7380,-7.6310,-3.8155,-1.6823,0
0.0000,0.7380,-7.2620,-3.6310,-1.6926,0
0.0000,0.7380,-6.8930,-3.4465,-1.6775,0
0.0000,0.7380,-6.5240,-3.2620,-1.6924,0
0.0000,0.7380,-6.1550,-3.0775,-1.6846,0
0.0000,0.7380,-5.7860,-2.8930,-1.6845,0
0.0000,0.7380,-5.4170,-2.7085,-1.6917,0
0.0000,0.7380,-5.0480,-2.5240,-1.6773,0
0.0000,0.7380,-4.6790,-2.3395,-1.6914,0
0.0000,0.7380,-4.3100,-2.1550,-1.6815,0
0.0000,0.7380,-3.9410,-1.9705,-1.6877,0
0.0000,0.7380,-3.5720,-1.7860,-1.6876,0
0.0000,0.7380,-3.2030,-1.6015,-1.6786,0
0.0000,0.7380,-2.8340,-1.4170,-1.6905,0
0.0000,0.7380,-2.4650,-1.2325,-1.6775,0
0.0000,0.7380,-2.0960,-1.0480,-1.6840,0
0.0000,0.7380,-1.7270,-0.8635,-1.6829,0
0.0000,0.7380,-1.3580,-0.6790,-1.6797,0
0.0000,0.7380,-0.9890,-0.4945,-1.2874,0
0.0000,0.7380,-0.6200,-0.3100,-2.2243,0
0.0000,0.7380,-0.2510,-0.1255,-1.9521,0
0.0000,0.7380,0.1180,0.0590,-2.0783,0
0.0000,0.7380,0.4870,0.2435,-2.0039,0
0.0000,0.7380,0.8560,0.4280,-1.9069,0
0.0000,0.7380,1.2250,0.6125,-1.6769,0
0.0000,0.7380,1.5940,0.7970,-1.6858,0
0.0000,0.7380,1.9630,0.9815,-1.6782,0
0.0000,0.7380,2.3320,1.1660,-1.6839,0
0.0000,0.7380,2.7010,1.3505,-1.6870,0
0.0000,0.7380,3.0700,1.5350,-1.6799,0
0.0000,0.7380,3.4390,1.7195,-1.6901,0
0.0000,0.7380,3.8080,1.9040,-1.6780,0
0.0000,0.7380,4.1770,2.0885,-1.6903,0
0.0000,0.7380,4.5460,2.2730,-1.6852,0
0.0000,0.7380,4.9150,2.4575,-1.6827,0
0.0000,0.7380,5.2840,2.6420,-1.6924,0
0.0000,0.7380,5.6530,2.8265,-1.6772,0
0.0000,0.7380,6.0220,3.0110,-1.6919,0
0.0000,0.7380,6.3910,3.1955,-1.6837,0
0.0000,0.7380,6.7600,3.3800,-1.6873,0
0.0000,0.7380,7.1290,3.5645,-1.6905,0
0.0000,0.7380,7.4980,3.7490,-1.6779,0
0.0000,0.7380,7.8670,3.9335,-1.6937,0
0.0000,1.1070,-8.0000,-4.0000,-1.6887,0
0.0000,1.1070,-7.6310,-3.8155,-1.6823,0
0.0000,1.1070,-7.2620,-3.6310,-1.6926,0
0.0000,1.1070,-6.8930,-3.4465,-1.6775,0
0.0000,1.1070,-6.5240,-3.2620,-1.6924,0
0.0000,1.1070,-6.1550,-3.0775,-1.6846,0
0.0000,1.1070,-5.7860,-2.8930,-1.6845,0
0.0000,1.1070,-5.4170,-2.7085,-1.6917,0
0.0000,1.1070,-5.0480,-2.5240,-1.6773,0
0.0000,1.1070,-4.6790,-2.3395,-1.6914,0
0.0000,1.1070,-4.3100,-2.1550,-1.6815,0
0.0000,1.1070,-3.9410,-1.9705,-1.6877,0
0.0000,1.1070,-3.5720,-1.7860,-1.6876,0
0.0000,1.1070,-3.2030,-1.6015,-1.6786,0
0.0000,1.1070,-2.8340,-1.4170,-1.6905,0
0.0000,1.1070,-2.4650,-1.2325,-1.6775,0
0.0000,1.1070,-2.0960,-1.0480,-1.6840,0
0.0000,1.1070,-1.7270,-0.8635,-1.6829,0
0.0000,1.1070,-1.3580,-0.6790,-2.0819,0
0.0000,1.1070,-0.9890,-0.4945,-2.8118,0
0.0000,1.1070,-0.6200,-0.3100,-2.7752,0
0.0000,1.1070,-0.2510,-0.1255,-2.9833,0
0.0000,1.1070,0.1180,0.0590,-2.7631,0
0.0000,1.1070,0.4870,0.2435,-2.9778,0
0.0000,1.1070,0.8560,0.4280,-2.7842,0
0.0000,1.1070,1.2250,0.6125,-2.4369,0
0.0000,1.1070,1.5940,0.7970,-1.6858,0
0.0000,1.1070,1.9630,0.9815,-1.6782,0
0.0000,1.1070,2.3320,1.1660,-1.6839,0
0.0000,1.1070,2.7010,1.3505,-1.6870,0
0.0000,1.1070,3.0700,1.5350,-1.6799,0
0.0000,1.1070,3.4390,1.7195,-1.6901,0
0.0000,1.1070,3.8080,1.9040,-1.6780,0
0.0000,1.1070,4.1770,2.0885,-1.6903,0
0.0000,1.1070,4.5460,2.2730,-1.6852,0
0.0000,1.1070,4.9150,2.4575,-1.6827,0
0.0000,1.1070,5.2840,2.6420,-1.6924,0
0.0000,1.1070,5.6530,2.8265,-1.6772,0
0.0000,1.1070,6.0220,3.0110,-1.6919,0
0.0000,1.1070,6.3910,3.1955,-1.6837,0
0.0000,1.1070,6.7600,3.3800,-1.6873,0
0.0000,1.1070,7.1290,3.5645,-1.6906,0
0.0000,1.1070,7.4980,3.7490,-1.6779,0
0.0000,1.1070,7.8670,3.9335,-1.6937,0
0.0000,1.4760,-8.0000,-4.0000,-1.6887,0
0.0000,1.4760,-7.6310,-3.8155,-1.6823,0
0.0000,1.4760,-7.2620,-3.6310,-1.6926,0
0.0000,1.4760,-6.8930,-3.4465,-1.6775,0
0.0000,1.4760,-6.5240,-3.2620,-1.6924,0
0.0000,1.4760,-6.1550,-3.0775,-1.6846,0
0.0000,1.4760,-5.7860,-2.8930,-1.6845,0
0.0000,1.4760,-5.4170,-2.7085,-1.6917,0
0.0000,1.4760,-5.0480,-2.5240,-1.6773,0
0.0000,1.4760,-4.6790,-2.3395,-1.6914,0
0.0000,1.4760,-4.3100,-2.1550,-1.6815,0
0.0000,1.4760,-3.9410,-1.9705,-1.6877,0
0.0000,1.4760,-3.5720,-1.7860,-1.6876,0
0.0000,1.4760,-3.2030,-1.6015,-1.6785,0
0.0000,1.4760,-2.8340,-1.4170,-1.6905,0
0.0000,1.4760,-2.4650,-1.2325,-1.6775,0
0.0000,1.4760,-2.0960,-1.0480,-1.6840,0
0.0000,1.4760,-1.7270,-0.8635,-1.9752,0
0.0000,1.4760,-1.3580,-0.6790,-2.9256,0
0.0000,1.4760,-0.9890,-0.4945,-1.4473,0
0.0000,1.4760,-0.6200,-0.3100,-3.4491,0
0.0000,1.4760,-0.2510,-0.1255,-3.3494,0
0.0000,1.4760,0.1180,0.0590,-3.2927,0
0.0000,1.4760,0.4870,0.2435,-3.3238,0
0.0000,1.4760,0.8560,0.4280,-2.4509,0
0.0000,1.4760,1.2250,0.6125,-2.8995,0
0.0000,1.4760,1.5940,0.7970,-1.7646,0
0.0000,1.4760,1.9630,0.9815,-1.6856,0
0.0000,1.4760,2.3320,1.1660,-1.6839,0
0.0000,1.4760,2.7010,1.3505,-1.6870,0
0.0000,1.4760,3.0700,1.5350,-1.6799,0
0.0000,1.4760,3.4390,1.7195,-1.6901,0
0.0000,1.4760,3.8080,1.9040,-1.6780,0
0.0000,1.4760,4.1770,2.0885,-1.6903,0
0.0000,1.4760,4.5460,2.2730,-1.6852,0
0.0000,1.4760,4.9150,2.4575,-1.6827,0
0.0000,1.4760,5.2840,2.6420,-1.6924,0
0.0000,1.4760,5.6530,2.8265,-1.6772,0
0.0000,1.4760,6.0220,3.0110,-1.6919,0
0.0000,1.4760,6.3910,3.1955,-1.6837,0
0.0000,1.4760,6.7600,3.3800,-1.6873,0
0.0000,1.4760,7.1290,3.5645,-1.6905,0
0.0000,1.4760,7.4980,3.7490,-1.6779,0
0.0000,1.4760,7.8670,3.9335,-1.6937,0
0.0000,1.8450,-8.0000,-4.0000,-1.6887,0
0.0000,1.8450,-7.6310,-3.8155,-1.6823,0
0.0000,1.8450,-7.2620,-3.6310,-1.6926,0
0.0000,1.8450,-6.8930,-3.4465,-1.6775,0
0.0000,1.8450,-6.5240,-3.2620,-1.6924,0
0.0000,1.8450,-6.1550,-3.0775,-1.6846,0
0.0000,1.8450,-5.7860,-2.8930,-1.6845,0
0.0000,1.8450,-5.4170,-2.7085,-1.6917,0
0.0000,1.8450,-5.0480,-2.5240,-1.6773,0
0.0000,1.8450,-4.6790,-2.3395,-1.6914,0
0.0000,1.8450,-4.3100,-2.1550,-1.6815,0
0.0000,1.8450,-3.9410,-1.9705,-1.6877,0
0.0000,1.8450,-3.5720,-1.7860,-1.6876,0
0.0000,1.8450,-3.2030,-1.6015,-1.6785,0
0.0000,1.8450,-2.8340,-1.4170,-1.6905,0
0.0000,1.8450,-2.4650,-1.2325,-1.6775,0
0.0000,1.8450,-2.0960,-1.0480,-2.2812,0
0.0000,1.8450,-1.7270,-0.8635,-2.9114,0
0.0000,1.8450,-1.3580,-0.6790,-2.2348,0
0.0000,1.8450,-0.9890,-0.4945,-3.1074,0
0.0000,1.8450,-0.6200,-0.3100,-2.9073,0
0.0000,1.8450,-0.2510,-0.1255,-3.0042,0
0.0000,1.8450,0.1180,0.0590,-2.7984,0
0.0000,1.8450,0.4870,0.2435,-2.5601,0
0.0000,1.8450,0.8560,0.4280,-2.7196,0
0.0000,1.8450,1.2250,0.6125,-2.6417,0
0.0000,1.8450,1.5940,0.7970,-2.7646,0
0.0000,1.8450,1.9630,0.9815,-2.0242,0
0.0000,1.8450,2.3320,1.1660,-1.6846,0
0.0000,1.8450,2.7010,1.3505,-1.6870,0
0.0000,1.8450,3.0700,1.5350,-1.6799,0
0.0000,1.8450,3.4390,1.7195,-1.6901,0
0.0000,1.8450,3.8080,1.9040,-1.6780,0
0.0000,1.8450,4.1770,2.0885,-1.6903,0
0.0000,1.8450,4.5460,2.2730,-1.6852,0
0.0000,1.8450,4.9150,2.4575,-1.6827,0
0.0000,1.8450,5.2840,2.6420,-1.6924,0
0.0000,1.8450,5.6530,2.8265,-1.6772,0
0.0000,1.8450,6.0220,3.0110,-1.6919,0
0.0000,1.8450,6.3910,3.1955,-1.6837,0
0.0000,1.8450,6.7600,3.3800,-1.6873,0
0.0000,1.8450,7.1290,3.5645,-1.6906,0
0.0000,1.8450,7.4980,3.7490,-1.6779,0
0.0000,1.8450,7.8670,3.9335,-1.6937,0
0.0000,2.2140,-8.0000,-4.0000,-1.6887,0
0.0000,2.2140,-7.6310,-3.8155,-1.6823,0
0.0000,2.2140,-7.2620,-3.6310,-1.6926,0
0.0000,2.2140,-6.8930,-3.4465,-1.6775,0
0.0000,2.2140,-6.5240,-3.2620,-1.6924,0
0.0000,2.2140,-6.1550,-3.0775,-1.6846,0
0.0000,2.2140,-5.7860,-2.8930,-1.6845,0
0.0000,2.2140,-5.4170,-2.7085,-1.6917,0
0.0000,2.2140,-5.0480,-2.5240,-1.6773,0
0.0000,2.2140,-4.6790,-2.3395,-1.6914,0
0.0000,2.2140,-4.3100,-2.1550,-1.6815,0
0.0000,2.2140,-3.9410,-1.9705,-1.6877,0
0.0000,2.2140,-3.5720,-1.7860,-1.6876,0
0.0000,2.2140,-3.2030,-1.6015,-1.6785,0
0.0000,2.2140,-2.8340,-1.4170,-1.6905,0
0.0000,2.2140,-2.4650,-1.2325,-2.4625,0
0.0000,2.2140,-2.0960,-1.0480,-2.2913,0
0.0000,2.2140,-1.7270,-0.8635,-3.0995,0
0.0000,2.2140,-1.3580,-0.6790,-2.2008,0
0.0000,2.2140,-0.9890,-0.4945,-3.3637,0
0.0000,2.2140,-0.6200,-0.3100,-3.0307,0
0.0000,2.2140,-0.2510,-0.1255,-3.0897,0
0.0000,2.2140,0.1180,0.0590,-3.1733,0
0.0000,2.2140,0.4870,0.2435,-2.7710,0
0.0000,2.2140,0.8560,0.4280,-2.2605,0
0.0000,2.2140,1.2250,0.6125,-3.3591,0
0.0000,2.2140,1.5940,0.7970,-1.9014,0
0.0000,2.2140,1.9630,0.9815,-2.5261,0
0.0000,2.2140,2.3320,1.1660,-2.1312,0
0.0000,2.2140,2.7010,1.3505,-1.6870,0
0.0000,2.2140,3.0700,1.5350,-1.6799,0
0.0000,2.2140,3.4390,1.7195,-1.6901,0
0.0000,2.2140,3.8080,1.9040,-1.6780,0
0.0000,2.2140,4.1770,2.0885,-1.6903,0
0.0000,2.2140,4.5460,2.2730,-1.6852,0
0.0000,2.2140,4.9150,2.4575,-1.6827,0
0.0000,2.2140,5.2840,2.6420,-1.6924,0
0.0000,2.2140,5.6530,2.8265,-1.6772,0
0.0000,2.2140,6.0220,3.0110,-1.6919,0
0.0000,2.2140,6.3910,3.1955,-1.6837,0
0.0000,2.2140,6.7600,3.3800,-1.6873,0
0.0000,2.2140,7.1290,3.5645,-1.6906,0
0.0000,2.2140,7.4980,3.7490,-1.6779,0
0.0000,2.2140,7.8670,3.9335,-1.6937,0
0.0000,2.5830,-8.0000,-4.0000,-1.6887,0
0.0000,2.5830,-7.6310,-3.8155,-1.6823,0
0.0000,2.5830,-7.2620,-3.6310,-1.6926,0
0.0000,2.5830,-6.8930,-3.4465,-1.6775,0
0.0000,2.5830,-6.5240,-3.2620,-1.6924,0
0.0000,2.5830,-6.1550,-3.0775,-1.6846,0
0.0000,2.5830,-5.7860,-2.8930,-1.6845,0
0.0000,2.5830,-5.4170,-2.7085,-1.6917,0
0.0000,2.5830,-5.0480,-2.5240,-1.6773,0
0.0000,2.5830,-4.6790,-2.3395,-1.6914,0
0.0000,2.5830,-4.3100,-2.1550,-1.6815,0
0.0000,2.5830,-3.9410,-1.9705,-1.6877,0
0.0000,2.5830,-3.5720,-1.7860,-1.6876,0
0.0000,2.5830,-3.2030,-1.6015,-1.6785,0
0.0000,2.5830,-2.8340,-1.4170,-2.2674,0
0.0000,2.5830,-2.4650,-1.2325,-2.3259,0
0.0000,2.5830,-2.0960,-1.0480,-2.4677,0
0.0000,2.5830,-1.7270,-0.8635,-3.3578,0
0.0000,2.5830,-1.3580,-0.6790,-2.3104,0
0.0000,2.5830,-0.9890,-0.4945,-3.1826,0
0.0000,2.5830,-0.6200,-0.3100,-3.3474,0
0.0000,2.5830,-0.2510,-0.1255,-3.0508,0
0.0000,2.5830,0.1180,0.0590,-3.2293,0
0.0000,2.5830,0.4870,0.2435,-3.1139,0
0.0000,2.5830,0.8560,0.4280,-3.0823,0
0.0000,2.5830,1.2250,0.6125,-2.4813,0
0.0000,2.5830,1.5940,0.7970,-2.4679,0
0.0000,2.5830,1.9630,0.9815,-2.8760,0
0.0000,2.5830,2.3320,1.1660,-2.6681,0
0.0000,2.5830,2.7010,1.3505,-2.5614,0
0.0000,2.5830,3.0700,1.5350,-1.6799,0
0.0000,2.5830,3.4390,1.7195,-1.6901,0
0.0000,2.5830,3.8080,1.9040,-1.6780,0
0.0000,2.5830,4.1770,2.0885,-1.6903,0
0.0000,2.5830,4.5460,2.2730,-1.6852,0
0.0000,2.5830,4.9150,2.4575,-1.6827,0
0.0000,2.5830,5.2840,2.6420,-1.6924,0
0.0000,2.5830,5.6530,2.8265,-1.6772,0
0.0000,2.5830,6.0220,3.0110,-1.6919,0
0.0000,2.5830,6.3910,3.1955,-1.6837,0
0.0000,2.5830,6.7600,3.3800,-1.6873,0
0.0000,2.5830,7.1290,3.5645,-1.6905,0
0.0000,2.5830,7.4980,3.7490,-1.6779,0
0.0000,2.5830,7.8670,3.9335,-1.6937,0
0.0000,2.9520,-8.0000,-4.0000,-1.6887,0
0.0000,2.9520,-7.6310,-3.8155,-1.6823,0
0.0000,2.9520,-7.2620,-3.6310,-1.6926,0
0.0000,2.9520,-6.8930,-3.4465,-1.6775,0
0.0000,2.9520,-6.5240,-3.2620,-1.6924,0
0.0000,2.9520,-6.1550,-3.0775,-1.6846,0
0.0000,2.9520,-5.7860,-2.8930,-1.6845,0
0.0000,2.9520,-5.4170,-2.7085,-1.6917,0
0.0000,2.9520,-5.0480,-2.5240,-1.6773,0
0.0000,2.9520,-4.6790,-2.3395,-1.6914,0
0.0000,2.9520,-4.3100,-2.1550,-1.6815,0
0.0000,2.9520,-3.9410,-1.9705,-1.6877,0
0.0000,2.9520,-3.5720,-1.7860,-1.6876,0
0.0000,2.9520,-3.2030,-1.6015,-1.6789,0
0.0000,2.9520,-2.8340,-1.4170,-2.1210,0
0.0000,2.9520,-2.4650,-1.2325,-2.0244,0
0.0000,2.9520,-2.0960,-1.0480,-2.0297,0
0.0000,2.9520,-1.7270,-0.8635,-1.2427,0
0.0000,2.9520,-1.3580,-0.6790,-1.8380,0
0.0000,2.9520,-0.9890,-0.4945,-1.6665,0
0.0000,2.9520,-0.6200,-0.3100,-3.3184,0
0.0000,2.9520,-0.2510,-0.1255,-3.3477,0
0.0000,2.9520,0.1180,0.0590,-3.4703,0
0.0000,2.9520,0.4870,0.2435,-3.1109,0
0.0000,2.9520,0.8560,0.4280,-2.9595,0
0.0000,2.9520,1.2250,0.6125,-1.9902,0
0.0000,2.9520,1.5940,0.7970,-3.1310,0
0.0000,2.9520,1.9630,0.9815,-2.1134,0
0.0000,2.9520,2.3320,1.1660,-2.7848,0
0.0000,2.9520,2.7010,1.3505,-1.6535,0
0.0000,2.9520,3.0700,1.5350,-2.0493,0
0.0000,2.9520,3.4390,1.7195,-1.6901,0
0.0000,2.9520,3.8080,1.9040,-1.6780,0
0.0000,2.9520,4.1770,2.0885,-1.6903,0
0.0000,2.9520,4.5460,2.2730,-1.6852,0
0.0000,2.9520,4.9150,2.4575,-1.6827,0
0.0000,2.9520,5.2840,2.6420,-1.6924,0
0.0000,2.9520,5.6530,2.8265,-1.6772,0
0.0000,2.9520,6.0220,3.0110,-1.6919,0
0.0000,2.9520,6.3910,3.1955,-1.6837,0
0.0000,2.9520,6.7600,3.3800,-1.6873,0
0.0000,2.9520,7.1290,3.5645,-1.6905,0
0.0000,2.9520,7.4980,3.7490,-1.6779,0
0.0000,2.9520,7.8670,3.9335,-1.6937,0
0.0000,3.3210,-8.0000,-4.0000,-1.6887,0
0.0000,3.3210,-7.6310,-3.8155,-1.6823,0
0.0000,3.3210,-7.2620,-3.6310,-1.6926,0
0.0000,3.3210,-6.8930,-3.4465,-1.6775,0
0.0000,3.3210,-6.5240,-3.2620,-1.6924,0
0.0000,3.3210,-6.1550,-3.0775,-1.6846,0
0.0000,3.3210,-5.7860,-2.8930,-1.6845,0
0.0000,3.3210,-5.4170,-2.7085,-1.6917,0
0.0000,3.3210,-5.0480,-2.5240,-1.6773,0
0.0000,3.3210,-4.6790,-2.3395,-1.6914,0
0.0000,3.3210,-4.3100,-2.1550,-1.6815,0
0.0000,3.3210,-3.9410,-1.9705,-1.6877,0
0.0000,3.3210,-3.5720,-1.7860,-1.6876,0
0.0000,3.3210,-3.2030,-1.6015,-2.2708,0
0.0000,3.3210,-2.8340,-1.4170,-2.4236,0
0.0000,3.3210,-2.4650,-1.2325,-1.8293,0
0.0000,3.3210,-2.0960,-1.0480,-3.0080,0
0.0000,3.3210,-1.7270,-0.8635,-2.4205,0
0.0000,3.3210,-1.3580,-0.6790,-3.2924,0
0.0000,3.3210,-0.9890,-0.4945,-2.5105,0
0.0000,3.3210,-0.6200,-0.3100,-2.7838,0
0.0000,3.3210,-0.2510,-0.1255,-3.2633,0
0.0000,3.3210,0.1180,0.0590,-3.3011,0
0.0000,3.3210,0.4870,0.2435,-3.0329,0
0.0000,3.3210,0.8560,0.4280,-2.3840,0
0.0000,3.3210,1.2250,0.6125,-3.3538,0
0.0000,3.3210,1.5940,0.7970,-2.2688,0
0.0000,3.3210,1.9630,0.9815,-3.2992,0
0.0000,3.3210,2.3320,1.1660,-2.0885,0
0.0000,3.3210,2.7010,1.3505,-2.5838,0
0.0000,3.3210,3.0700,1.5350,-2.1077,0
0.0000,3.3210,3.4390,1.7195,-1.8624,0
0.0000,3.3210,3.8080,1.9040,-1.6780,0
0.0000,3.3210,4.1770,2.0885,-1.6903,0
0.0000,3.3210,4.5460,2.2730,-1.6852,0
0.0000,3.3210,4.9150,2.4575,-1.6827,0
0.0000,3.3210,5.2840,2.6420,-1.6924,0
0.0000,3.3210,5.6530,2.8265,-1.6772,0
0.0000,3.3210,6.0220,3.0110,-1.6919,0
0.0000,3.3210,6.3910,3.1955,-1.6837,0
0.0000,3.3210,6.7600,3.3800,-1.6873,0
0.0000,3.3210,7.1290,3.5645,-1.6905,0
0.0000,3.3210,7.4980,3.7490,-1.6779,0
0.0000,3.3210,7.8670,3.9335,-1.6937,0
0.0000,3.6900,-8.0000,-4.0000,-1.6887,0
0.0000,3.6900,-7.6310,-3.8155,-1.6823,0
0.0000,3.6900,-7.2620,-3.6310,-1.6926,0
0.0000,3.6900,-6.8930,-3.4465,-1.6775,0
0.0000,3.6900,-6.5240,-3.2620,-1.6924,0
0.0000,3.6900,-6.1550,-3.0775,-1.6846,0
0.0000,3.6900,-5.7860,-2.8930,-1.6845,0
0.0000,3.6900,-5.4170,-2.7085,-1.6917,0
0.0000,3.6900,-5.0480,-2.5240,-1.6773,0
0.0000,3.6900,-4.6790,-2.3395,-1.6914,0
0.0000,3.6900,-4.3100,-2.1550,-1.6815,0
0.0000,3.6900,-3.9410,-1.9705,-1.6877,0
0.0000,3.6900,-3.5720,-1.7860,-1.0529,0
0.0000,3.6900,-3.2030,-1.6015,-1.9053,0
0.0000,3.6900,-2.8340,-1.4170,-2.0711,0
0.0000,3.6900,-2.4650,-1.2325,-2.4429,0
0.0000,3.6900,-2.0960,-1.0480,-3.4350,0
0.0000,3.6900,-1.7270,-0.8635,-1.7056,0
0.0000,3.6900,-1.3580,-0.6790,-2.9236,0
0.0000,3.6900,-0.9890,-0.4945,-3.3216,0
0.0000,3.6900,-0.6200,-0.3100,-3.2730,0
0.0000,3.6900,-0.2510,-0.1255,-3.1666,0
0.0000,3.6900,0.1180,0.0590,-3.1873,0
0.0000,3.6900,0.4870,0.2435,-2.6855,0
0.0000,3.6900,0.8560,0.4280,-2.9152,0
0.0000,3.6900,1.2250,0.6125,-3.1917,0
0.0000,3.6900,1.5940,0.7970,-1.6232,0
0.0000,3.6900,1.9630,0.9815,-1.8888,0
0.0000,3.6900,2.3320,1.1660,-2.3414,0
0.0000,3.6900,2.7010,1.3505,-2.0000,0
0.0000,3.6900,3.0700,1.5350,-1.6003,0
0.0000,3.6900,3.4390,1.7195,-0.9033,0
0.0000,3.6900,3.8080,1.9040,-1.6780,0
0.0000,3.6900,4.1770,2.0885,-1.6903,0
0.0000,3.6900,4.5460,2.2730,-1.6852,0
0.0000,3.6900,4.9150,2.4575,-1.6827,0
0.0000,3.6900,5.2840,2.6420,-1.6924,0
0.0000,3.6900,5.6530,2.8265,-1.6772,0
0.0000,3.6900,6.0220,3.0110,-1.6919,0
0.0000,3.6900,6.3910,3.1955,-1.6837,0
0.0000,3.6900,6.7600,3.3800,-1.6873,0
