KAPPA,F_AVG,DELTA1,DELTA2,log10_NMSE,COMB_QI
0.0000,11.8080,-0.9890,-0.4945,-2.7597,0
0.0000,11.8080,-0.6200,-0.3100,-3.3265,0
0.0000,11.8080,-0.2510,-0.1255,-2.8815,0
0.0000,11.8080,0.1180,0.0590,-3.3537,0
0.0000,11.8080,0.4870,0.2435,-3.3123,0
0.0000,11.8080,0.8560,0.4280,-2.6684,0
0.0000,11.8080,1.2250,0.6125,-3.1184,0
0.0000,11.8080,1.5940,0.7970,-3.3503,0
0.0000,11.8080,1.9630,0.9815,-1.7221,0
0.0000,11.8080,2.3320,1.1660,-3.3402,0
0.0000,11.8080,2.7010,1.3505,-3.3495,0
0.0000,11.8080,3.0700,1.5350,-3.3052,0
0.0000,11.8080,3.4390,1.7195,-3.2064,0
0.0000,11.8080,3.8080,1.9040,-3.1747,0
0.0000,11.8080,4.1770,2.0885,-2.9901,0
0.0000,11.8080,4.5460,2.2730,-3.0734,0
0.0000,11.8080,4.9150,2.4575,-3.3394,0
0.0000,11.8080,5.2840,2.6420,-1.8049,0
0.0000,11.8080,5.6530,2.8265,-2.4385,0
0.0000,11.8080,6.0220,3.0110,-3.2493,0
0.0000,11.8080,6.3910,3.1955,-1.5793,0
0.0000,11.8080,6.7600,3.3800,-1.0463,0
0.0000,11.8080,7.1290,3.5645,-1.9425,0
0.0000,11.8080,7.4980,3.7490,-1.6779,0
0.0000,11.8080,7.8670,3.9335,-1.6937,0
0.0000,12.1770,-8.0000,-4.0000,-1.6887,0
0.0000,12.1770,-7.6310,-3.8155,-1.6823,0
0.0000,12.1770,-7.2620,-3.6310,-2.9866,0
0.0000,12.1770,-6.8930,-3.4465,-2.5834,0
0.0000,12.1770,-6.5240,-3.2620,-1.3812,0
0.0000,12.1770,-6.1550,-3.0775,-3.1310,0
0.0000,12.1770,-5.7860,-2.8930,-3.2696,0
0.0000,12.1770,-5.4170,-2.7085,-2.6069,0
0.0000,12.1770,-5.0480,-2.5240,-2.9857,0
0.0000,12.1770,-4.6790,-2.3395,-3.3985,0
0.0000,12.1770,-4.3100,-2.1550,-3.0793,0
0.0000,12.1770,-3.9410,-1.9705,-3.3710,0
0.0000,12.1770,-3.5720,-1.7860,-3.3580,0
0.0000,12.1770,-3.2030,-1.6015,-2.9159,0
0.0000,12.1770,-2.8340,-1.4170,-3.1412,0
0.0000,12.1770,-2.4650,-1.2325,-3.1681,0
0.0000,12.1770,-2.0960,-1.0480,-2.3699,0
0.0000,12.1770,-1.7270,-0.8635,-3.3626,0
0.0000,12.1770,-1.3580,-0.6790,-2.9823,0
0.0000,12.1770,-0.9890,-0.4945,-3.0282,0
0.0000,12.1770,-0.6200,-0.3100,-3.0179,0
0.0000,12.1770,-0.2510,-0.1255,-2.7306,0
0.0000,12.1770,0.1180,0.0590,-1.7059,0
0.0000,12.1770,0.4870,0.2435,-3.2142,0
0.0000,12.1770,0.8560,0.4280,-2.8280,0
0.0000,12.1770,1.2250,0.6125,-3.3242,0
0.0000,12.1770,1.5940,0.7970,-3.2503,0
0.0000,12.1770,1.9630,0.9815,-3.2196,0
0.0000,12.1770,2.3320,1.1660,-2.2649,0
0.0000,12.1770,2.7010,1.3505,-3.1747,0
0.0000,12.1770,3.0700,1.5350,-3.3589,0
0.0000,12.1770,3.4390,1.7195,-3.0943,0
0.0000,12.1770,3.8080,1.9040,-3.2751,0
0.0000,12.1770,4.1770,2.0885,-3.3694,0
0.0000,12.1770,4.5460,2.2730,-3.3640,0
0.0000,12.1770,4.9150,2.4575,-3.2595,0
0.0000,12.1770,5.2840,2.6420,-2.5000,0
0.0000,12.1770,5.6530,2.8265,-3.3235,0
0.0000,12.1770,6.0220,3.0110,-3.0688,0
0.0000,12.1770,6.3910,3.1955,-3.2032,0
0.0000,12.1770,6.7600,3.3800,-3.3532,0
0.0000,12.1770,7.1290,3.5645,-2.6113,0
0.0000,12.1770,7.4980,3.7490,-1.6779,0
0.0000,12.1770,7.8670,3.9335,-1.6937,0
0.0000,12.5460,-8.0000,-4.0000,-1.6887,0
0.0000,12.5460,-7.6310,-3.8155,-1.6823,0
0.0000,12.5460,-7.2620,-3.6310,-1.2430,0
0.0000,12.5460,-6.8930,-3.4465,-3.3547,0
0.0000,12.5460,-6.5240,-3.2620,-2.4115,0
0.0000,12.5460,-6.1550,-3.0775,-2.7900,0
0.0000,12.5460,-5.7860,-2.8930,-3.1526,0
0.0000,12.5460,-5.4170,-2.7085,-2.5774,0
0.0000,12.5460,-5.0480,-2.5240,-3.1898,0
0.0000,12.5460,-4.6790,-2.3395,-3.3850,0
0.0000,12.5460,-4.3100,-2.1550,-3.3223,0
0.0000,12.5460,-3.9410,-1.9705,-3.1457,0
0.0000,12.5460,-3.5720,-1.7860,-3.3335,0
0.0000,12.5460,-3.2030,-1.6015,-2.9600,0
0.0000,12.5460,-2.8340,-1.4170,-2.7192,0
0.0000,12.5460,-2.4650,-1.2325,-3.0758,0
0.0000,12.5460,-2.0960,-1.0480,-3.3319,0
0.0000,12.5460,-1.7270,-0.8635,-3.3505,0
0.0000,12.5460,-1.3580,-0.6790,-3.1989,0
0.0000,12.5460,-0.9890,-0.4945,-2.9193,0
0.0000,12.5460,-0.6200,-0.3100,-2.8690,0
0.0000,12.5460,-0.2510,-0.1255,-2.8758,0
0.0000,12.5460,0.1180,0.0590,-3.1808,0
0.0000,12.5460,0.4870,0.2435,-2.7752,0
0.0000,12.5460,0.8560,0.4280,-3.0625,0
0.0000,12.5460,1.2250,0.6125,-3.1990,0
0.0000,12.5460,1.5940,0.7970,-3.2144,0
0.0000,12.5460,1.9630,0.9815,-3.3145,0
0.0000,12.5460,2.3320,1.1660,-3.3758,0
0.0000,12.5460,2.7010,1.3505,-3.2540,0
0.0000,12.5460,3.0700,1.5350,-2.4130,0
0.0000,12.5460,3.4390,1.7195,-3.0880,0
0.0000,12.5460,3.8080,1.9040,-2.4416,0
0.0000,12.5460,4.1770,2.0885,-2.8990,0
0.0000,12.5460,4.5460,2.2730,-3.3769,0
0.0000,12.5460,4.9150,2.4575,-3.2629,0
0.0000,12.5460,5.2840,2.6420,-3.3347,0
0.0000,12.5460,5.6530,2.8265,-1.2842,0
0.0000,12.5460,6.0220,3.0110,-2.4240,0
0.0000,12.5460,6.3910,3.1955,-3.3665,0
0.0000,12.5460,6.7600,3.3800,-3.0786,0
0.0000,12.5460,7.1290,3.5645,-2.3740,0
0.0000,12.5460,7.4980,3.7490,-1.6779,0
0.0000,12.5460,7.8670,3.9335,-1.6937,0
0.0000,12.9150,-8.0000,-4.0000,-1.6887,0
0.0000,12.9150,-7.6310,-3.8155,-1.6823,0
0.0000,12.9150,-7.2620,-3.6310,-2.2603,0
0.0000,12.9150,-6.8930,-3.4465,-3.3194,0
0.0000,12.9150,-6.5240,-3.2620,-3.3263,0
0.0000,12.9150,-6.1550,-3.0775,-3.1413,0
0.0000,12.9150,-5.7860,-2.8930,-3.3752,0
0.0000,12.9150,-5.4170,-2.7085,-3.3708,0
0.0000,12.9150,-5.0480,-2.5240,-2.6861,0
0.0000,12.9150,-4.6790,-2.3395,-3.3468,0
0.0000,12.9150,-4.3100,-2.1550,-2.9370,0
0.0000,12.9150,-3.9410,-1.9705,-3.3676,0
0.0000,12.9150,-3.5720,-1.7860,-3.2276,0
0.0000,12.9150,-3.2030,-1.6015,-2.6214,0
0.0000,12.9150,-2.8340,-1.4170,-1.1208,0
0.0000,12.9150,-2.4650,-1.2325,-3.3709,0
0.0000,12.9150,-2.0960,-1.0480,-2.7543,0
0.0000,12.9150,-1.7270,-0.8635,-3.2048,0
0.0000,12.9150,-1.3580,-0.6790,-2.4041,0
0.0000,12.9150,-0.9890,-0.4945,-2.4210,0
0.0000,12.9150,-0.6200,-0.3100,-3.1975,0
0.0000,12.9150,-0.2510,-0.1255,-3.1082,0
0.0000,12.9150,0.1180,0.0590,-2.1235,0
0.0000,12.9150,0.4870,0.2435,-2.9211,0
0.0000,12.9150,0.8560,0.4280,-3.3090,0
0.0000,12.9150,1.2250,0.6125,-3.0641,0
0.0000,12.9150,1.5940,0.7970,-3.2172,0
0.0000,12.9150,1.9630,0.9815,-2.9458,0
0.0000,12.9150,2.3320,1.1660,-3.3545,0
0.0000,12.9150,2.7010,1.3505,-3.2020,0
0.0000,12.9150,3.0700,1.5350,-2.5703,0
0.0000,12.9150,3.4390,1.7195,-3.3432,0
0.0000,12.9150,3.8080,1.9040,-2.9242,0
0.0000,12.9150,4.1770,2.0885,-3.3492,0
0.0000,12.9150,4.5460,2.2730,-3.3159,0
0.0000,12.9150,4.9150,2.4575,-2.3799,0
0.0000,12.9150,5.2840,2.6420,-2.4591,0
0.0000,12.9150,5.6530,2.8265,-3.1844,0
0.0000,12.9150,6.0220,3.0110,-2.6920,0
0.0000,12.9150,6.3910,3.1955,-3.1010,0
0.0000,12.9150,6.7600,3.3800,-2.8467,0
0.0000,12.9150,7.1290,3.5645,-3.1018,0
0.0000,12.9150,7.4980,3.7490,-3.3268,0
0.0000,12.9150,7.8670,3.9335,-1.6937,0
0.0000,13.2840,-8.0000,-4.0000,-1.6887,0
0.0000,13.2840,-7.6310,-3.8155,-3.3399,0
0.0000,13.2840,-7.2620,-3.6310,-2.7766,0
0.0000,13.2840,-6.8930,-3.4465,-2.1673,0
0.0000,13.2840,-6.5240,-3.2620,-2.6576,0
0.0000,13.2840,-6.1550,-3.0775,-2.9773,0
0.0000,13.2840,-5.7860,-2.8930,-3.2868,0
0.0000,13.2840,-5.4170,-2.7085,-3.3878,0
0.0000,13.2840,-5.0480,-2.5240,-3.0343,0
0.0000,13.2840,-4.6790,-2.3395,-3.0391,0
0.0000,13.2840,-4.3100,-2.1550,-3.0732,0
0.0000,13.2840,-3.9410,-1.9705,-3.2821,0
0.0000,13.2840,-3.5720,-1.7860,-2.7089,0
0.0000,13.2840,-3.2030,-1.6015,-2.2719,0
0.0000,13.2840,-2.8340,-1.4170,-3.3151,0
0.0000,13.2840,-2.4650,-1.2325,-2.8357,0
0.0000,13.2840,-2.0960,-1.0480,-1.9332,0
0.0000,13.2840,-1.7270,-0.8635,-3.1284,0
0.0000,13.2840,-1.3580,-0.6790,-3.3537,0
0.0000,13.2840,-0.9890,-0.4945,-3.2104,0
0.0000,13.2840,-0.6200,-0.3100,-2.8237,0
0.0000,13.2840,-0.2510,-0.1255,-2.1906,0
0.0000,13.2840,0.1180,0.0590,-2.3861,0
0.0000,13.2840,0.4870,0.2435,-2.6444,0
0.0000,13.2840,0.8560,0.4280,-3.1831,0
0.0000,13.2840,1.2250,0.6125,-3.2654,0
0.0000,13.2840,1.5940,0.7970,-3.3566,0
0.0000,13.2840,1.9630,0.9815,-3.3593,0
0.0000,13.2840,2.3320,1.1660,-3.2162,0
0.0000,13.2840,2.7010,1.3505,-3.3507,0
0.0000,13.2840,3.0700,1.5350,-3.3701,0
0.0000,13.2840,3.4390,1.7195,-3.0811,0
0.0000,13.2840,3.8080,1.9040,-3.3702,0
0.0000,13.2840,4.1770,2.0885,-3.3342,0
0.0000,13.2840,4.5460,2.2730,-2.9576,0
0.0000,13.2840,4.9150,2.4575,-2.5747,0
0.0000,13.2840,5.2840,2.6420,-3.2029,0
0.0000,13.2840,5.6530,2.8265,-3.1478,0
0.0000,13.2840,6.0220,3.0110,-2.4825,0
0.0000,13.2840,6.3910,3.1955,-2.5042,0
0.0000,13.2840,6.7600,3.3800,-2.5944,0
0.0000,13.2840,7.1290,3.5645,-1.8733,0
0.0000,13.2840,7.4980,3.7490,-2.6339,0
0.0000,13.2840,7.8670,3.9335,-1.6937,0
0.0000,13.6530,-8.0000,-4.0000,-1.6887,0
0.0000,13.6530,-7.6310,-3.8155,-2.8798,0
0.0000,13.6530,-7.2620,-3.6310,-2.4678,0
0.0000,13.6530,-6.8930,-3.4465,-2.5287,0
0.0000,13.6530,-6.5240,-3.2620,-3.3659,0
0.0000,13.6530,-6.1550,-3.0775,-2.8337,0
0.0000,13.6530,-5.7860,-2.8930,-2.1256,0
0.0000,13.6530,-5.4170,-2.7085,-3.3676,0
0.0000,13.6530,-5.0480,-2.5240,-3.3532,0
0.0000,13.6530,-4.6790,-2.3395,-2.7843,0
0.0000,13.6530,-4.3100,-2.1550,-2.2043,0
0.0000,13.6530,-3.9410,-1.9705,-2.8861,0
0.0000,13.6530,-3.5720,-1.7860,-3.1388,0
0.0000,13.6530,-3.2030,-1.6015,-2.6235,0
0.0000,13.6530,-2.8340,-1.4170,-3.1625,0
0.0000,13.6530,-2.4650,-1.2325,-3.3523,0
0.0000,13.6530,-2.0960,-1.0480,-3.2277,0
0.0000,13.6530,-1.7270,-0.8635,-2.9310,0
0.0000,13.6530,-1.3580,-0.6790,-2.5080,0
0.0000,13.6530,-0.9890,-0.4945,-3.3157,0
0.0000,13.6530,-0.6200,-0.3100,-3.1849,0
0.0000,13.6530,-0.2510,-0.1255,-3.2990,0
0.0000,13.6530,0.1180,0.0590,-2.7361,0
0.0000,13.6530,0.4870,0.2435,-2.7760,0
0.0000,13.6530,0.8560,0.4280,-3.1179,0
0.0000,13.6530,1.2250,0.6125,-3.3213,0
0.0000,13.6530,1.5940,0.7970,-3.1520,0
0.0000,13.6530,1.9630,0.9815,-1.8346,0
0.0000,13.6530,2.3320,1.1660,-2.2765,0
0.0000,13.6530,2.7010,1.3505,-3.3664,0
0.0000,13.6530,3.0700,1.5350,-2.6568,0
0.0000,13.6530,3.4390,1.7195,-3.0675,0
0.0000,13.6530,3.8080,1.9040,-2.4527,0
0.0000,13.6530,4.1770,2.0885,-3.3825,0
0.0000,13.6530,4.5460,2.2730,-2.8931,0
0.0000,13.6530,4.9150,2.4575,-2.6436,0
0.0000,13.6530,5.2840,2.6420,-3.0485,0
0.0000,13.6530,5.6530,2.8265,-2.9052,0
0.0000,13.6530,6.0220,3.0110,-2.9448,0
0.0000,13.6530,6.3910,3.1955,-3.3587,0
0.0000,13.6530,6.7600,3.3800,-2.7058,0
0.0000,13.6530,7.1290,3.5645,-3.3903,0
0.0000,13.6530,7.4980,3.7490,-2.6541,0
0.0000,13.6530,7.8670,3.9335,-1.6937,0
0.0000,14.0220,-8.0000,-4.0000,-1.6887,0
0.0000,14.0220,-7.6310,-3.8155,-1.7746,0
0.0000,14.0220,-7.2620,-3.6310,-3.0638,0
0.0000,14.0220,-6.8930,-3.4465,-2.9734,0
0.0000,14.0220,-6.5240,-3.2620,-2.5158,0
0.0000,14.0220,-6.1550,-3.0775,-3.3042,0
0.0000,14.0220,-5.7860,-2.8930,-3.3557,0
0.0000,14.0220,-5.4170,-2.7085,-2.8377,0
0.0000,14.0220,-5.0480,-2.5240,-3.2924,0
0.0000,14.0220,-4.6790,-2.3395,-3.0952,0
0.0000,14.0220,-4.3100,-2.1550,-3.0565,0
0.0000,14.0220,-3.9410,-1.9705,-2.9569,0
0.0000,14.0220,-3.5720,-1.7860,-2.8795,0
0.0000,14.0220,-3.2030,-1.6015,-3.1786,0
0.0000,14.0220,-2.8340,-1.4170,-2.2193,0
0.0000,14.0220,-2.4650,-1.2325,-3.3326,0
0.0000,14.0220,-2.0960,-1.0480,-2.3600,0
0.0000,14.0220,-1.7270,-0.8635,-2.3958,0
0.0000,14.0220,-1.3580,-0.6790,-2.4469,0
0.0000,14.0220,-0.9890,-0.4945,-2.7603,0
0.0000,14.0220,-0.6200,-0.3100,-2.0482,0
0.0000,14.0220,-0.2510,-0.1255,-3.1149,0
0.0000,14.0220,0.1180,0.0590,-3.1601,0
0.0000,14.0220,0.4870,0.2435,-2.7790,0
0.0000,14.0220,0.8560,0.4280,-3.0156,0
0.0000,14.0220,1.2250,0.6125,-2.9741,0
0.0000,14.0220,1.5940,0.7970,-3.3300,0
0.0000,14.0220,1.9630,0.9815,-2.7126,0
0.0000,14.0220,2.3320,1.1660,-2.5584,0
0.0000,14.0220,2.7010,1.3505,-3.3652,0
0.0000,14.0220,3.0700,1.5350,-3.3711,0
0.0000,14.0220,3.4390,1.7195,-2.6955,0
0.0000,14.0220,3.8080,1.9040,-2.2011,0
0.0000,14.0220,4.1770,2.0885,-2.7097,0
0.0000,14.0220,4.5460,2.2730,-2.6753,0
0.0000,14.0220,4.9150,2.4575,-3.3642,0
0.0000,14.0220,5.2840,2.6420,-3.3453,0
0.0000,14.0220,5.6530,2.8265,-2.6290,0
0.0000,14.0220,6.0220,3.0110,-3.3632,0
0.0000,14.0220,6.3910,3.1955,-3.3794,0
0.0000,14.0220,6.7600,3.3800,-3.1545,0
0.0000,14.0220,7.1290,3.5645,-2.2610,0
0.0000,14.0220,7.4980,3.7490,-2.9668,0
0.0000,14.0220,7.8670,3.9335,-3.0740,0
0.0000,14.3910,-8.0000,-4.0000,-1.6783,0
0.0000,14.3910,-7.6310,-3.8155,-2.2950,0
0.0000,14.3910,-7.2620,-3.6310,-1.9839,0
0.0000,14.3910,-6.8930,-3.4465,-3.3352,0
0.0000,14.3910,-6.5240,-3.2620,-2.5037,0
0.0000,14.3910,-6.1550,-3.0775,-3.3291,0
0.0000,14.3910,-5.7860,-2.8930,-3.3558,0
0.0000,14.3910,-5.4170,-2.7085,-3.2672,0
0.0000,14.3910,-5.0480,-2.5240,-2.7580,0
0.0000,14.3910,-4.6790,-2.3395,-2.7523,0
0.0000,14.3910,-4.3100,-2.1550,-3.3372,0
0.0000,14.3910,-3.9410,-1.9705,-3.3815,0
0.0000,14.3910,-3.5720,-1.7860,-3.3282,0
0.0000,14.3910,-3.2030,-1.6015,-2.6303,0
0.0000,14.3910,-2.8340,-1.4170,-3.0492,0
0.0000,14.3910,-2.4650,-1.2325,-3.3396,0
0.0000,14.3910,-2.0960,-1.0480,-3.1652,0
0.0000,14.3910,-1.7270,-0.8635,-3.1316,0
0.0000,14.3910,-1.3580,-0.6790,-3.0873,0
0.0000,14.3910,-0.9890,-0.4945,-3.3097,0
0.0000,14.3910,-0.6200,-0.3100,-2.4706,0
0.0000,14.3910,-0.2510,-0.1255,-3.1887,0
0.0000,14.3910,0.1180,0.0590,-3.2793,0
0.0000,14.3910,0.4870,0.2435,-2.5061,0
0.0000,14.3910,0.8560,0.4280,-3.1662,0
0.0000,14.3910,1.2250,0.6125,-3.1115,0
0.0000,14.3910,1.5940,0.7970,-2.0446,0
0.0000,14.3910,1.9630,0.9815,-2.4613,0
0.0000,14.3910,2.3320,1.1660,-2.8439,0
0.0000,14.3910,2.7010,1.3505,-3.0456,0
0.0000,14.3910,3.0700,1.5350,-3.3647,0
0.0000,14.3910,3.4390,1.7195,-3.1748,0
0.0000,14.3910,3.8080,1.9040,-3.3119,0
0.0000,14.3910,4.1770,2.0885,-2.2183,0
0.0000,14.3910,4.5460,2.2730,-2.8541,0
0.0000,14.3910,4.9150,2.4575,-3.3091,0
0.0000,14.3910,5.2840,2.6420,-3.0313,0
0.0000,14.3910,5.6530,2.8265,-2.9609,0
0.0000,14.3910,6.0220,3.0110,-3.3617,0
0.0000,14.3910,6.3910,3.1955,-2.6161,0
0.0000,14.3910,6.7600,3.3800,-3.3535,0
0.0000,14.3910,7.1290,3.5645,-3.2701,0
0.0000,14.3910,7.4980,3.7490,-2.9296,0
0.0000,14.3910,7.8670,3.9335,-3.2343,0
0.0000,14.7600,-8.0000,-4.0000,-3.2471,0
0.0000,14.7600,-7.6310,-3.8155,-2.8218,0
0.0000,14.7600,-7.2620,-3.6310,-2.8469,0
0.0000,14.7600,-6.8930,-3.4465,-3.3249,0
0.0000,14.7600,-6.5240,-3.2620,-2.1813,0
0.0000,14.7600,-6.1550,-3.0775,-3.3039,0
0.0000,14.7600,-5.7860,-2.8930,-3.2306,0
0.0000,14.7600,-5.4170,-2.7085,-3.0937,0
0.0000,14.7600,-5.0480,-2.5240,-2.0447,0
0.0000,14.7600,-4.6790,-2.3395,-1.6475,0
0.0000,14.7600,-4.3100,-2.1550,-2.7664,0
0.0000,14.7600,-3.9410,-1.9705,-2.6906,0
0.0000,14.7600,-3.5720,-1.7860,-3.1673,0
0.0000,14.7600,-3.2030,-1.6015,-2.8500,0
0.0000,14.7600,-2.8340,-1.4170,-2.5366,0
0.0000,14.7600,-2.4650,-1.2325,-3.3495,0
0.0000,14.7600,-2.0960,-1.0480,-3.2735,0
0.0000,14.7600,-1.7270,-0.8635,-2.3370,0
0.0000,14.7600,-1.3580,-0.6790,-3.3539,0
0.0000,14.7600,-0.9890,-0.4945,-2.9976,0
0.0000,14.7600,-0.6200,-0.3100,-3.1227,0
0.0000,14.7600,-0.2510,-0.1255,-3.3451,0
0.0000,14.7600,0.1180,0.0590,-3.2846,0
0.0000,14.7600,0.4870,0.2435,-3.2206,0
0.0000,14.7600,0.8560,0.4280,-3.0367,0
0.0000,14.7600,1.2250,0.6125,-3.3511,0
0.0000,14.7600,1.5940,0.7970,-3.0049,0
0.0000,14.7600,1.9630,0.9815,-3.2957,0
0.0000,14.7600,2.3320,1.1660,-3.3471,0
0.0000,14.7600,2.7010,1.3505,-3.3151,0
0.0000,14.7600,3.0700,1.5350,-3.0971,0
0.0000,14.7600,3.4390,1.7195,-3.1713,0
0.0000,14.7600,3.8080,1.9040,-3.0784,0
0.0000,14.7600,4.1770,2.0885,-2.8534,0
0.0000,14.7600,4.5460,2.2730,-3.3524,0
0.0000,14.7600,4.9150,2.4575,-2.0281,0
0.0000,14.7600,5.2840,2.6420,-3.3244,0
0.0000,14.7600,5.6530,2.8265,-3.3175,0
0.0000,14.7600,6.0220,3.0110,-3.3664,0
0.0000,14.7600,6.3910,3.1955,-3.3382,0
0.0000,14.7600,6.7600,3.3800,-3.3291,0
0.0000,14.7600,7.1290,3.5645,-3.3974,0
0.0000,14.7600,7.4980,3.7490,-3.2647,0
0.0000,14.7600,7.8670,3.9335,-3.0025,0
0.0000,15.1290,-8.0000,-4.0000,-3.0850,0
0.0000,15.1290,-7.6310,-3.8155,-2.6300,0
0.0000,15.1290,-7.2620,-3.6310,-3.3594,0
0.0000,15.1290,-6.8930,-3.4465,-3.1063,0
0.0000,15.1290,-6.5240,-3.2620,-3.3054,0
0.0000,15.1290,-6.1550,-3.0775,-3.0409,0
0.0000,15.1290,-5.7860,-2.8930,-3.3741,0
0.0000,15.1290,-5.4170,-2.7085,-3.0198,0
0.0000,15.1290,-5.0480,-2.5240,-2.2162,0
0.0000,15.1290,-4.6790,-2.3395,-2.5893,0
0.0000,15.1290,-4.3100,-2.1550,-2.8783,0
0.0000,15.1290,-3.9410,-1.9705,-3.2976,0
0.0000,15.1290,-3.5720,-1.7860,-3.3474,0
0.0000,15.1290,-3.2030,-1.6015,-2.3314,0
0.0000,15.1290,-2.8340,-1.4170,-2.5790,0
0.0000,15.1290,-2.4650,-1.2325,-3.1972,0
0.0000,15.1290,-2.0960,-1.0480,-3.0722,0
0.0000,15.1290,-1.7270,-0.8635,-2.6292,0
0.0000,15.1290,-1.3580,-0.6790,-3.2463,0
0.0000,15.1290,-0.9890,-0.4945,-3.1291,0
0.0000,15.1290,-0.6200,-0.3100,-3.2617,0
0.0000,15.1290,-0.2510,-0.1255,-3.1987,0
0.0000,15.1290,0.1180,0.0590,-3.1507,0
0.0000,15.1290,0.4870,0.2435,-3.2401,0
0.0000,15.1290,0.8560,0.4280,-3.0052,0
0.0000,15.1290,1.2250,0.6125,-3.3464,0
0.0000,15.1290,1.5940,0.7970,-2.7088,0
0.0000,15.1290,1.9630,0.9815,-3.0493,0
0.0000,15.1290,2.3320,1.1660,-3.2295,0
0.0000,15.1290,2.7010,1.3505,-2.8861,0
0.0000,15.1290,3.0700,1.5350,-2.7269,0
0.0000,15.1290,3.4390,1.7195,-3.3685,0
0.0000,15.1290,3.8080,1.9040,-3.3718,0
0.0000,15.1290,4.1770,2.0885,-3.3521,0
0.0000,15.1290,4.5460,2.2730,-2.5628,0
0.0000,15.1290,4.9150,2.4575,-2.9099,0
0.0000,15.1290,5.2840,2.6420,-2.8603,0
0.0000,15.1290,5.6530,2.8265,-3.2017,0
0.0000,15.1290,6.0220,3.0110,-3.3598,0
0.0000,15.1290,6.3910,3.1955,-3.2659,0
0.0000,15.1290,6.7600,3.3800,-3.1686,0
0.0000,15.1290,7.1290,3.5645,-2.7390,0
0.0000,15.1290,7.4980,3.7490,-3.2434,0
0.0000,15.1290,7.8670,3.9335,-3.3630,0
0.0000,15.4980,-8.0000,-4.0000,-3.3243,0
0.0000,15.4980,-7.6310,-3.8155,-3.3741,0
0.0000,15.4980,-7.2620,-3.6310,-2.1431,0
0.0000,15.4980,-6.8930,-3.4465,-3.3334,0
0.0000,15.4980,-6.5240,-3.2620,-3.2874,0
0.0000,15.4980,-6.1550,-3.0775,-3.1152,0
0.0000,15.4980,-5.7860,-2.8930,-1.9561,0
0.0000,15.4980,-5.4170,-2.7085,-3.1164,0
0.0000,15.4980,-5.0480,-2.5240,-3.2170,0
0.0000,15.4980,-4.6790,-2.3395,-3.2514,0
0.0000,15.4980,-4.3100,-2.1550,-3.3581,0
0.0000,15.4980,-3.9410,-1.9705,-3.0533,0
0.0000,15.4980,-3.5720,-1.7860,-3.3564,0
0.0000,15.4980,-3.2030,-1.6015,-3.1370,0
0.0000,15.4980,-2.8340,-1.4170,-3.0105,0
0.0000,15.4980,-2.4650,-1.2325,-3.2761,0
0.0000,15.4980,-2.0960,-1.0480,-3.3007,0
0.0000,15.4980,-1.7270,-0.8635,-2.4485,0
0.0000,15.4980,-1.3580,-0.6790,-3.3519,0
0.0000,15.4980,-0.9890,-0.4945,-3.2520,0
0.0000,15.4980,-0.6200,-0.3100,-3.2679,0
0.0000,15.4980,-0.2510,-0.1255,-3.2831,0
0.0000,15.4980,0.1180,0.0590,-3.3518,0
0.0000,15.4980,0.4870,0.2435,-3.1655,0
0.0000,15.4980,0.8560,0.4280,-2.9449,0
0.0000,15.4980,1.2250,0.6125,-3.3499,0
0.0000,15.4980,1.5940,0.7970,-3.0285,0
0.0000,15.4980,1.9630,0.9815,-3.2744,0
0.0000,15.4980,2.3320,1.1660,-3.1976,0
0.0000,15.4980,2.7010,1.3505,-3.0382,0
0.0000,15.4980,3.0700,1.5350,-3.1991,0
0.0000,15.4980,3.4390,1.7195,-3.3663,0
0.0000,15.4980,3.8080,1.9040,-3.3635,0
0.0000,15.4980,4.1770,2.0885,-2.8475,0
0.0000,15.4980,4.5460,2.2730,-3.2225,0
0.0000,15.4980,4.9150,2.4575,-3.3640,0
0.0000,15.4980,5.2840,2.6420,-3.2839,0
0.0000,15.4980,5.6530,2.8265,-2.1411,0
0.0000,15.4980,6.0220,3.0110,-2.8451,0
0.0000,15.4980,6.3910,3.1955,-2.4346,0
0.0000,15.4980,6.7600,3.3800,-3.2179,0
0.0000,15.4980,7.1290,3.5645,-3.1333,0
0.0000,15.4980,7.4980,3.7490,-2.6606,0
0.0000,15.4980,7.8670,3.9335,-3.3862,0
0.0000,15.8670,-8.0000,-4.0000,-3.0993,0
0.0000,15.8670,-7.6310,-3.8155,-3.1874,0
0.0000,15.8670,-7.2620,-3.6310,-2.1187,0
0.0000,15.8670,-6.8930,-3.4465,-3.3652,0
0.0000,15.8670,-6.5240,-3.2620,-3.0997,0
0.0000,15.8670,-6.1550,-3.0775,-3.3375,0
0.0000,15.8670,-5.7860,-2.8930,-2.1866,0
0.0000,15.8670,-5.4170,-2.7085,-1.9929,0
0.0000,15.8670,-5.0480,-2.5240,-3.0690,0
0.0000,15.8670,-4.6790,-2.3395,-3.2630,0
0.0000,15.8670,-4.3100,-2.1550,-3.2876,0
0.0000,15.8670,-3.9410,-1.9705,-3.0968,0
0.0000,15.8670,-3.5720,-1.7860,-3.3602,0
0.0000,15.8670,-3.2030,-1.6015,-3.0138,0
0.0000,15.8670,-2.8340,-1.4170,-3.1071,0
0.0000,15.8670,-2.4650,-1.2325,-2.3965,0
