favg_\ delta1,-8.0000,-7.6667,-7.3333,-7.0000,-6.6667,-6.3333,-6.0000,-5.6667,-5.3333,-5.0000,-4.6667,-4.3333,-4.0000,-3.6667,-3.3333,-3.0000,-2.6667,-2.3333,-2.0000,-1.6667,-1.3333,-1.0000,-0.6667,-0.3333,0.0000,0.3333,0.6667,1.0000,1.3333,1.6667,2.0000,2.3333,2.6667,3.0000,3.3333,3.6667,4.0000,4.3333,4.6667,5.0000,5.3333,5.6667,6.0000,6.3333,6.6667,7.0000,7.3333,7.6667,8.0000
0.0000,0.000170,0.000123,0.000153,0.000141,0.000136,0.000159,0.000131,0.000140,0.000148,0.000171,0.000153,0.000114,0.000128,0.000156,0.000138,0.000129,0.000140,0.000149,0.000138,0.000138,0.000171,0.000120,0.000144,0.000160,0.000140,0.000171,0.000169,0.000164,0.000102,0.000125,0.000154,0.000156,0.000134,0.000137,0.000165,0.000160,0.000158,0.000130,0.000154,0.000117,0.000145,0.000131,0.000127,0.000118,0.000166,0.000116,0.000143,0.000117,0.000158
1.0417,-1.754237,-1.748457,-1.742631,-1.737798,-1.735237,-1.733764,-1.731545,-1.725369,-1.712408,-1.691134,-1.669660,-1.658685,-1.660147,-1.674908,-1.692254,-1.704765,-1.677414,-1.590355,-1.497603,-1.417169,-1.355904,-1.353698,-1.414649,-1.511013,-1.555488,-1.510963,-1.414660,-1.353773,-1.355904,-1.417175,-1.497586,-1.590347,-1.677422,-1.704755,-1.692178,-1.674791,-1.660094,-1.658666,-1.669660,-1.691131,-1.712417,-1.725379,-1.731564,-1.733742,-1.735227,-1.737826,-1.742648,-1.748493,-1.754258
2.0833,-1.754255,-1.748437,-1.742628,-1.737817,-1.735234,-1.733746,-1.731555,-1.725370,-1.712424,-1.691139,-1.669664,-1.658690,-1.660231,-1.674803,-1.692174,-1.704760,-1.677390,-1.590374,-1.497392,-1.417205,-1.355910,-1.353648,-1.414595,-1.511034,-1.555483,-1.510979,-1.414591,-1.353629,-1.356034,-1.417128,-1.497582,-1.590360,-1.677407,-1.704765,-1.692231,-1.674852,-1.660111,-1.658659,-1.669660,-1.691138,-1.712417,-1.725372,-1.731549,-1.733745,-1.735232,-1.737819,-1.742642,-1.748490,-1.754256
3.1250,-1.754250,-1.748463,-1.742648,-1.737820,-1.735232,-1.733753,-1.731555,-1.725372,-1.712425,-1.691146,-1.669676,-1.658704,-1.660123,-1.674837,-1.692276,-1.704752,-1.677376,-1.590371,-1.497383,-1.417063,-1.355896,-1.353696,-1.414585,-1.510896,-1.555505,-1.510936,-1.414584,-1.353560,-1.355883,-1.417242,-1.497512,-1.590508,-1.677389,-1.704726,-1.692252,-1.674877,-1.660157,-1.658671,-1.669651,-1.691140,-1.712424,-1.725373,-1.731542,-1.733768,-1.735220,-1.737815,-1.742635,-1.748483,-1.754255
4.1667,-1.754225,-1.748452,-1.742619,-1.737808,-1.735229,-1.733780,-1.731556,-1.725376,-1.712431,-1.691146,-1.669676,-1.658681,-1.660210,-1.674894,-1.692257,-1.704818,-1.677394,-1.590328,-1.497306,-1.417010,-1.355710,-1.353537,-1.414260,-1.345842,-1.351284,-1.347017,-1.414028,-1.353401,-1.355815,-1.416954,-1.497350,-1.590357,-1.677404,-1.704843,-1.692252,-1.674893,-1.660150,-1.658690,-1.669686,-1.691149,-1.712426,-1.725377,-1.731550,-1.733739,-1.735236,-1.737801,-1.742641,-1.748494,-1.754257
5.2083,-1.754214,-1.748483,-1.742620,-1.737822,-1.735241,-1.733739,-1.731540,-1.725377,-1.712431,-1.691156,-1.669684,-1.658698,-1.660179,-1.675006,-1.692269,-1.704853,-1.677387,-1.590512,-1.497511,-1.417081,-1.355653,-1.351370,-0.550312,-0.462842,-0.658971,-0.796503,-0.861398,-1.118427,-1.356065,-1.416588,-1.497542,-1.590509,-1.677404,-1.704772,-1.692259,-1.674946,-1.660194,-1.658716,-1.669714,-1.691154,-1.712439,-1.725395,-1.731546,-1.733748,-1.735216,-1.737811,-1.742650,-1.748497,-1.754251
6.2500,-1.754223,-1.748448,-1.742655,-1.737821,-1.735238,-1.733747,-1.731555,-1.725385,-1.712436,-1.691172,-1.669722,-1.658729,-1.660231,-1.674927,-1.692273,-1.704780,-1.677343,-1.590378,-1.497340,-1.416734,-1.119796,-0.341972,-0.318874,-0.161190,-0.466992,-0.715910,-0.390735,-0.636002,-0.769400,-1.416384,-1.497599,-1.590350,-1.677404,-1.704808,-1.692282,-1.674946,-1.660226,-1.658743,-1.669725,-1.691179,-1.712448,-1.725396,-1.731556,-1.733739,-1.735243,-1.737825,-1.742645,-1.748498,-1.754242
7.2917,-1.754250,-1.748477,-1.742632,-1.737828,-1.735243,-1.733742,-1.731557,-1.725395,-1.712458,-1.691172,-1.669740,-1.658754,-1.660227,-1.675007,-1.692250,-1.704764,-1.677397,-1.590370,-1.497208,-1.411790,-0.278037,-0.265285,-0.219279,-0.211703,0.422660,-0.120261,-0.690503,-0.474381,-0.628543,-0.677269,-0.933745,-1.590655,-1.677349,-1.704739,-1.692297,-1.674969,-1.660228,-1.658756,-1.669736,-1.691187,-1.712459,-1.725410,-1.731567,-1.733737,-1.735241,-1.737854,-1.742668,-1.748508,-1.754257
8.3333,-1.754253,-1.748480,-1.742658,-1.737816,-1.735237,-1.733768,-1.731573,-1.725406,-1.712467,-1.691190,-1.669742,-1.658772,-1.660232,-1.674941,-1.692277,-1.704796,-1.677398,-1.590283,-1.496738,-0.267544,-0.270460,-0.270671,-0.229751,-0.195408,-0.313983,0.104750,-0.324794,-0.492648,-0.583518,-0.346568,-0.731983,-0.849025,-1.677568,-1.704880,-1.692271,-1.675080,-1.660248,-1.658777,-1.669774,-1.691188,-1.712481,-1.725423,-1.731609,-1.733758,-1.735268,-1.737851,-1.742672,-1.748506,-1.754258
9.3750,-1.754253,-1.748453,-1.742667,-1.737839,-1.735235,-1.733775,-1.731572,-1.725416,-1.712457,-1.691204,-1.669764,-1.658786,-1.660231,-1.674951,-1.692349,-1.704882,-1.677380,-1.590204,-0.578305,-0.536185,-0.730752,-0.703491,-0.328773,-0.209620,-0.282160,-0.476326,-0.536918,-0.553350,-0.571317,-0.654020,0.574326,-0.590566,-0.831053,-0.385659,-1.692544,-1.674879,-1.660296,-1.658787,-1.669770,-1.691223,-1.712477,-1.725427,-1.731591,-1.733761,-1.735272,-1.737860,-1.742691,-1.748511,-1.754265
10.4167,-1.754264,-1.748406,-1.742632,-1.737843,-1.735247,-1.733753,-1.731573,-1.725407,-1.712488,-1.691222,-1.669778,-1.658788,-1.660254,-1.675027,-1.692325,-1.704742,-1.677760,-1.120118,-1.221021,-1.253115,-1.147515,-0.952424,-0.796327,-0.701299,-0.143933,0.035834,-0.496230,-0.492933,-0.266968,-0.414479,-0.492687,-0.390379,-0.690109,-0.838922,-1.374658,-1.674790,-1.660092,-1.658836,-1.669793,-1.691204,-1.712493,-1.725457,-1.731598,-1.733759,-1.735281,-1.737868,-1.742708,-1.748525,-1.754273
11.4583,-1.754227,-1.748487,-1.742683,-1.737858,-1.735266,-1.733772,-1.731595,-1.725419,-1.712500,-1.691228,-1.669795,-1.658786,-1.660340,-1.675019,-1.692351,-1.705020,-1.486986,-1.252402,-1.494111,-1.052387,-1.470353,-1.182139,-0.852575,-0.961643,-0.854538,-0.302961,-0.454463,0.241413,-0.248259,-0.491462,-0.484727,0.001423,-0.442154,-0.826547,-0.882341,-1.100029,-1.635612,-1.658313,-1.669535,-1.691214,-1.712470,-1.725483,-1.731665,-1.733817,-1.735283,-1.737951,-1.742659,-1.748540,-1.754292
