gamma21,f_avg,delta1,log10_nmse
1.4,17.7551,6.3590,-1.632277
1.4,14.0816,6.7692,-1.769609
0.6,22.6531,1.0256,0.256789
1.4,18.9796,7.1795,-2.077257
0.6,25.5102,-5.9487,-2.414263
1.4,21.8367,-0.2051,-3.265597
1.8,21.4286,5.9487,-0.423461
2.2,14.4898,5.5385,-1.767046
1.0,30.0000,-6.7692,-2.436477
1.4,21.0204,-4.7179,-2.770842
1.8,14.8980,1.8462,-1.482996
1.4,18.5714,1.0256,-0.364811
2.2,24.2857,-3.4872,-3.368576
0.2,15.3061,-3.8974,-2.835005
1.8,26.7347,-7.5897,-1.778966
1.4,23.8776,-0.2051,-2.949016
0.6,29.5918,-5.1282,-3.121284
2.2,13.2653,1.0256,-1.316187
2.2,13.2653,-6.3590,-1.779922
2.2,27.1429,3.4872,-0.523913
1.8,29.5918,5.5385,-1.484501
1.4,13.6735,6.7692,-1.769609
1.4,27.9592,0.6154,-0.489453
1.8,24.2857,-4.3077,-3.366566
0.2,27.1429,6.3590,-1.550117
0.2,28.3673,6.3590,-1.903291
1.4,28.7755,-1.4359,-3.353462
2.2,12.8571,-0.6154,-3.348877
1.8,28.7755,-2.6667,-3.344396
1.0,15.3061,5.1282,-1.643830
1.4,17.3469,5.1282,-1.728819
0.2,21.0204,6.7692,-1.526675
0.6,18.5714,-3.0769,-3.400849
2.2,15.3061,5.5385,-1.767045
1.4,29.5918,-5.5385,-3.341127
0.6,20.6122,7.5897,-2.103873
2.2,25.9184,-5.1282,-3.351705
0.6,16.5306,-7.1795,-1.784744
2.2,15.7143,0.2051,-2.039225
2.2,25.1020,-8.0000,-1.772065
0.2,10.0000,-1.4359,-3.179640
1.0,16.5306,0.6154,-0.837347
0.6,16.9388,-5.5385,-1.767045
1.0,16.5306,-3.8974,-3.323297
0.2,13.2653,-2.6667,-3.457282
0.2,22.2449,-6.3590,-1.779921
1.4,11.6327,-3.4872,-1.782603
0.2,16.9388,6.3590,-1.645380
1.8,16.5306,6.7692,-1.769606
1.8,12.4490,8.0000,-1.772071
2.2,20.2041,6.7692,-1.648350
1.0,22.2449,7.5897,-2.336589
1.8,21.8367,-1.4359,-3.362256
2.2,21.8367,3.4872,-0.183137
0.6,23.0612,6.7692,-1.333134
1.8,18.5714,7.1795,-1.130488
1.0,18.1633,7.1795,-2.067417
1.8,30.0000,5.9487,-0.984724
0.2,16.5306,-5.9487,-1.784400
2.2,20.2041,-8.0000,-1.772066
0.2,15.7143,5.1282,-1.653066
1.0,16.5306,4.7179,-1.848578
1.4,14.0816,0.6154,-1.107688
0.6,13.6735,2.2564,-0.109646
1.4,18.9796,8.0000,-1.982541
1.0,25.5102,5.9487,-1.352442
1.8,23.4694,7.1795,-1.102887
2.2,23.0612,7.1795,-1.525951
0.6,22.6531,5.5385,-1.757647
1.4,30.0000,2.2564,-0.579013
0.6,21.8367,-3.8974,-2.672136
0.6,21.0204,-5.9487,-1.784400
1.8,17.7551,0.2051,-2.232707
2.2,25.5102,3.0769,-0.828953
2.2,21.4286,8.0000,-1.754900
1.4,29.1837,-8.0000,-1.772063
2.2,19.3878,5.1282,-1.179877
2.2,10.8163,6.3590,-1.779922
0.2,26.7347,5.5385,-1.909879
2.2,20.6122,-6.7692,-1.769605
0.2,20.6122,-1.0256,-3.084428
2.2,10.8163,0.6154,-1.056116
1.0,23.8776,0.6154,-0.301539
2.2,11.2245,1.4359,-1.552077
0.2,28.7755,7.1795,-1.821323
1.0,22.2449,-2.2564,-2.917789
2.2,19.3878,3.8974,-1.740936
2.2,16.9388,-6.7692,-1.769606
2.2,27.1429,3.0769,-0.970166
1.8,23.0612,1.4359,-0.037723
0.6,11.6327,3.4872,-1.419991
1.0,16.9388,-6.3590,-1.779922
0.6,25.5102,-4.3077,-3.272276
0.2,20.2041,5.9487,-1.963779
0.6,20.6122,-0.6154,-3.287159
1.0,10.8163,3.8974,-1.780419
1.8,26.7347,-6.7692,-1.769604
2.2,12.0408,-5.5385,-1.767053
2.2,14.4898,2.2564,-1.709486
1.4,13.2653,-8.0000,-1.772071
0.6,12.4490,-5.5385,-1.767053
0.2,10.4082,4.7179,-1.783809
0.6,21.4286,5.9487,-1.555190
0.6,15.7143,8.0000,-1.772069
0.6,15.7143,0.6154,-0.504023
1.8,19.7959,5.1282,-1.380752
0.2,19.3878,-1.0256,-3.234741
2.2,15.7143,-1.4359,-3.348432
2.2,16.5306,2.2564,-1.629698
1.0,18.9796,-0.6154,-2.900515
1.4,14.0816,-6.7692,-1.769609
1.4,10.0000,1.4359,-1.493897
2.2,17.3469,-0.2051,-3.273924
0.2,16.1224,2.6667,-2.040085
0.2,25.1020,-1.8462,-3.192661
1.4,16.5306,-5.5385,-1.767045
1.8,12.0408,2.2564,-1.760596
1.4,25.1020,-4.7179,-3.342540
1.8,14.4898,-5.1282,-1.780472
0.2,29.5918,2.6667,-0.602698
1.0,25.9184,-4.7179,-3.333103
1.8,18.9796,3.8974,-1.854692
1.8,12.8571,-8.0000,-1.772071
2.2,23.0612,0.2051,-2.801328
2.2,27.1429,-5.5385,-3.378187
0.6,25.1020,0.6154,0.186659
1.0,30.0000,-2.6667,-3.243155
1.0,27.5510,-8.0000,-1.772064
1.4,13.2653,0.6154,-1.173735
1.4,16.1224,5.9487,-0.876946
0.2,17.7551,1.8462,-0.102164
1.0,20.6122,3.8974,-1.036295
0.6,23.8776,-3.8974,-3.176174
0.6,21.4286,-5.9487,-1.784400
1.8,25.9184,7.5897,-1.168230
0.6,22.6531,-4.3077,-2.989366
1.8,10.8163,-3.8974,-1.780419
0.6,15.7143,3.8974,-1.099436
1.4,11.6327,-5.5385,-1.767053
1.8,15.7143,1.4359,-0.384239
1.0,17.7551,3.8974,-0.783917
1.0,17.7551,-3.4872,-2.075254
2.2,16.5306,-2.2564,-3.352975
0.2,10.0000,1.8462,-0.072114
1.0,28.3673,-2.2564,-3.029955
0.2,12.0408,-5.5385,-1.767053
1.4,27.9592,-1.8462,-2.227810
1.0,29.5918,-1.8462,-3.283429
1.8,29.1837,-1.4359,-3.357499
2.2,12.4490,6.7692,-1.769609
1.8,11.6327,-0.2051,-3.362726
1.8,24.2857,-3.0769,-3.350454
1.4,26.3265,6.7692,-0.998950
1.4,15.3061,-2.6667,-3.265980
2.2,10.8163,-1.8462,-0.855729
0.2,12.4490,3.0769,-1.938516
1.4,25.1020,3.4872,-1.135789
1.8,25.1020,-2.2564,-3.362975
1.8,10.4082,5.1282,-1.780471
1.8,28.3673,1.4359,-0.556784
0.2,10.0000,7.5897,-1.778968
1.4,10.0000,5.9487,-1.784400
1.4,13.2653,-4.3077,-1.764599
1.8,19.3878,-8.0000,-1.772067
0.6,20.6122,4.7179,-1.918870
1.0,20.2041,-2.2564,-3.351498
1.8,18.5714,2.2564,-0.166853
0.6,19.3878,0.6154,-0.156010
1.8,25.5102,3.8974,-0.701466
0.2,14.8980,-1.8462,-2.808075
1.4,24.6939,6.3590,-0.846765
1.8,15.7143,-1.4359,-3.336466
0.2,27.5510,7.5897,-1.053464
0.2,24.6939,5.1282,-1.899476
0.2,13.6735,-0.6154,-1.898189
2.2,20.6122,-0.6154,-3.355670
0.2,21.0204,-6.3590,-1.779921
1.0,23.4694,-1.0256,-2.720813
2.2,21.0204,3.4872,-0.481294
1.8,11.6327,-1.0256,-3.353011
0.2,25.5102,3.4872,-1.152830
0.2,22.6531,4.7179,-2.028106
0.6,14.0816,1.4359,0.371327
1.0,24.6939,-1.0256,-3.172249
1.4,26.3265,-1.8462,-3.366513
0.6,28.7755,4.7179,-1.738715
1.8,15.3061,-5.1282,-1.780472
0.6,26.7347,-7.1795,-1.784742
1.0,29.1837,-1.4359,-2.870979
1.8,25.5102,7.1795,-0.064029
1.4,13.2653,-0.6154,-3.026561
1.0,16.1224,0.2051,-0.808967
0.6,15.3061,1.0256,0.033181
1.0,10.4082,-5.1282,-1.780471
0.6,28.7755,-0.2051,-3.278208
2.2,10.8163,-8.0000,-1.772071
2.2,10.8163,-0.6154,-3.297989
1.0,30.0000,-4.3077,-3.329621
1.8,22.2449,7.5897,-2.082010
2.2,16.9388,5.9487,-1.784400
1.4,21.0204,6.3590,0.158725
1.0,14.0816,4.7179,-1.679064
0.2,15.3061,3.0769,-1.905679
2.2,10.8163,-5.9487,-1.784400
0.6,13.6735,5.9487,-1.784401
1.4,14.8980,4.7179,-0.967958
0.2,15.3061,5.5385,-1.951357
2.2,11.2245,7.5897,-1.778968
1.4,21.4286,4.7179,-1.613004
1.8,27.1429,-5.5385,-3.386382
0.2,30.0000,1.8462,-0.751951
1.4,13.2653,-7.5897,-1.778969
2.2,11.6327,-2.6667,-1.779040
1.0,27.1429,1.8462,-0.409022
2.2,22.6531,-4.3077,-3.367409
0.2,13.2653,-5.5385,-1.767053
1.0,14.8980,5.9487,-1.784401
1.4,27.1429,0.2051,-2.263004
1.4,23.4694,3.0769,-0.730547
0.6,20.6122,0.2051,-0.557775
1.8,26.3265,3.8974,-0.757822
0.2,25.1020,1.0256,-0.428403
1.8,27.9592,-6.3590,-1.779921
2.2,17.7551,-3.4872,0.032819
1.8,12.8571,7.5897,-1.778969
0.6,21.0204,6.3590,-1.435234
2.2,24.2857,-5.9487,-1.784400
1.8,27.9592,-0.2051,-3.327303
0.6,27.1429,-2.2564,-3.302066
0.2,10.0000,6.7692,-1.769607
0.2,30.0000,-6.3590,-2.970078
1.0,19.3878,-6.7692,-1.769605
0.2,16.9388,5.5385,-1.895541
0.2,13.2653,3.8974,-1.990108
1.8,11.2245,1.8462,-1.470414
0.2,15.3061,2.6667,-1.948581
1.4,21.0204,5.9487,-1.330994
2.2,28.7755,7.1795,-0.801410
0.6,27.1429,-7.1795,-1.784742
0.2,27.1429,5.1282,-1.859098
1.4,27.1429,-6.3590,-1.779921
1.8,29.5918,3.4872,-0.773437
0.2,18.9796,2.6667,-1.686398
1.0,12.4490,3.8974,-1.895050
1.4,11.6327,3.0769,-1.826478
1.4,10.0000,1.8462,-0.588380
1.8,11.2245,4.3077,-1.764598
1.8,25.5102,-7.5897,-1.778966
1.8,29.1837,-4.3077,-3.351984
0.2,26.7347,2.6667,-0.882396
1.4,26.7347,-7.5897,-1.778966
1.0,13.2653,-1.0256,-2.376402
0.2,26.7347,-6.7692,-1.769604
2.2,18.1633,5.5385,1.106476
2.2,13.6735,-1.0256,-3.348056
0.6,25.1020,3.4872,-0.662849
2.2,26.3265,-1.0256,-3.325483
1.4,30.0000,4.7179,-1.408831
2.2,17.7551,0.6154,-0.992425
1.0,20.6122,-6.7692,-1.769605
1.8,24.6939,-1.4359,-3.357880
0.2,22.2449,8.0000,-1.786976
0.2,20.6122,-8.0000,-1.772066
0.2,21.0204,-2.6667,-3.044278
1.0,24.2857,-4.7179,-3.216189
2.2,27.9592,-8.0000,-1.772064
2.2,14.4898,-3.8974,-1.780419
0.6,14.4898,-5.9487,-1.784401
1.0,17.7551,-3.0769,-3.285463
1.4,18.5714,-3.4872,-3.372490
2.2,22.6531,3.8974,-1.729199
1.0,27.5510,3.8974,-0.571277
0.6,16.5306,-6.7692,-1.769606
1.8,15.3061,-3.0769,0.285341
0.6,16.9388,-7.5897,-1.778968
1.8,20.2041,6.7692,-0.838533
1.4,20.6122,5.5385,-1.279118
2.2,29.1837,-1.4359,-3.360648
0.6,23.8776,5.5385,-1.840845
0.2,15.3061,-6.7692,-1.769609
0.6,24.2857,2.2564,-0.530213
0.2,15.3061,5.1282,-2.078338
2.2,27.1429,2.2564,-0.866013
1.8,19.3878,-2.6667,-3.359749
1.4,16.9388,-0.6154,-3.012260
1.4,27.5510,-1.4359,-3.365741
1.4,18.9796,-2.6667,-2.922419
0.6,27.9592,4.3077,-1.896379
1.8,21.0204,4.7179,-1.353054
1.4,28.3673,-5.9487,-3.346240
1.8,18.5714,-4.7179,-1.783809
2.2,16.1224,-1.0256,-3.347203
1.8,15.3061,-8.0000,-1.772069
1.8,22.6531,3.8974,-1.699360
2.2,16.1224,-6.7692,-1.769608
1.0,24.2857,5.9487,-1.569858
0.6,21.8367,4.3077,-1.937941
1.0,28.7755,4.3077,-1.607873
1.4,12.8571,-7.1795,-1.784743
1.4,12.8571,5.1282,-1.780471
1.4,19.7959,-6.7692,-1.769605
1.8,20.6122,4.7179,-1.653041
0.6,25.5102,-3.0769,-3.270244
1.0,24.6939,5.9487,-0.820417
1.4,29.5918,2.2564,-0.838679
2.2,11.2245,2.6667,-1.815790
0.2,23.4694,-0.6154,-2.960662
1.8,22.2449,5.9487,-0.814318
1.8,20.2041,-0.2051,-3.353433
1.4,26.3265,5.5385,-1.538840
1.0,24.6939,2.6667,-0.338336
1.0,28.3673,1.4359,-0.227934
0.2,16.1224,-5.5385,-1.767045
2.2,17.3469,-3.8974,-1.780419
2.2,28.7755,6.3590,-0.948469
0.6,21.0204,-3.4872,-2.328541
1.8,24.6939,0.2051,-1.904347
1.4,12.8571,-1.4359,-3.231641
0.6,15.3061,8.0000,-1.772069
2.2,27.1429,4.3077,-1.608396
1.4,15.7143,-0.2051,-1.760115
0.2,22.6531,-7.5897,-1.778967
1.0,17.7551,-8.0000,-1.772067
1.4,12.0408,-5.1282,-1.780471
1.8,20.2041,-6.3590,-1.779921
0.6,15.7143,-2.6667,-2.775767
1.0,22.6531,8.0000,-2.368504
1.0,18.9796,-7.1795,-1.784744
2.2,15.3061,3.0769,-1.868777
1.0,24.6939,1.0256,-0.190827
0.2,14.8980,6.7692,-2.138568
0.6,14.4898,0.6154,-0.539477
1.4,23.8776,5.1282,-1.596266
1.8,25.9184,-4.3077,-3.363758
1.0,28.3673,-0.2051,-3.354551
2.2,22.2449,2.2564,-0.763844
1.4,26.3265,-6.3590,-1.779921
1.4,27.5510,-6.7692,-1.769604
2.2,30.0000,-2.6667,-3.358248
0.2,10.8163,3.4872,-2.013983
1.8,22.2449,3.8974,-1.716034
1.0,18.5714,-3.0769,-3.200003
1.4,21.4286,-4.3077,-2.947874
1.0,28.7755,-4.3077,-3.063963
1.8,12.8571,4.3077,-1.764598
1.4,14.0816,-4.7179,-1.783809
2.2,12.4490,3.4872,-1.505556
2.2,11.6327,-3.8974,-1.780419
1.0,23.4694,-6.3590,-1.779921
1.8,12.8571,-7.1795,-1.784743
1.8,26.3265,0.2051,-2.336197
0.2,10.0000,3.8974,-1.780419
1.0,13.6735,-8.0000,-1.772070
1.0,26.3265,-8.0000,-1.772064
1.4,15.7143,-3.4872,-3.310116
1.0,18.9796,-1.4359,-2.979257
0.6,12.8571,1.0256,-0.558267
1.0,27.9592,-0.2051,-2.955719
0.6,10.8163,3.0769,-1.376315
0.6,16.5306,4.7179,-2.076193
0.6,16.5306,0.6154,-0.006375
1.8,25.9184,4.7179,-1.560384
1.0,11.2245,-6.7692,-1.769608
2.2,16.5306,-4.3077,-1.764599
1.4,12.0408,-2.2564,-1.053577
0.2,18.1633,7.1795,0.278283
2.2,26.7347,3.8974,-1.644742
0.2,16.5306,1.8462,-0.420223
2.2,20.2041,-4.7179,-1.783809
1.4,25.1020,-3.0769,-3.354650
1.8,27.9592,-1.0256,-3.246685
0.2,10.4082,2.6667,-1.764479
1.8,19.3878,2.6667,-0.904899
1.4,13.2653,6.7692,-1.769609
1.4,16.5306,6.7692,-1.769606
0.6,14.0816,-2.6667,-2.983068
0.2,16.9388,3.8974,-1.934132
1.4,25.5102,7.1795,-0.001766
1.4,20.2041,-4.3077,-3.370195
0.2,18.1633,-3.0769,-2.597582
1.0,14.4898,3.8974,-1.423936
0.2,18.1633,-0.2051,-2.786613
2.2,29.5918,-5.1282,-3.370068
1.4,20.2041,-1.8462,-3.338954
0.2,12.4490,-2.2564,-3.391849
1.8,23.0612,7.1795,-0.267075
1.4,12.4490,1.0256,-1.060359
1.4,12.0408,6.3590,-1.779922
1.4,27.5510,-7.5897,-1.778966
1.0,27.5510,0.6154,-0.121224
1.0,25.1020,-5.1282,-3.293198
1.8,30.0000,-2.6667,-2.814756
1.0,27.9592,0.2051,-0.270571
0.2,17.3469,-2.6667,-3.359285
1.0,27.1429,1.4359,-0.187924
2.2,23.8776,5.5385,-1.328882
1.4,14.4898,-3.4872,-1.782604
2.2,24.2857,-1.0256,-3.342917
0.2,23.4694,1.8462,-0.723704
1.8,18.1633,-3.0769,-3.322403
1.8,13.2653,-2.2564,-0.957499
1.4,13.2653,-3.4872,-1.782604
1.8,23.0612,-3.8974,-3.265407
2.2,21.8367,-2.6667,-3.363412
1.8,28.7755,3.4872,-1.329023
0.2,17.7551,-1.4359,-1.832857
1.0,26.3265,6.3590,-1.498607
0.2,23.4694,-6.7692,-1.769604
1.8,13.6735,-2.2564,-0.934790
0.6,19.7959,-4.3077,-3.389362
1.0,24.6939,4.3077,-1.768756
1.8,25.1020,8.0000,-2.322222
0.2,27.5510,4.7179,-1.868683
1.0,20.6122,-2.6667,-3.075419
0.6,27.5510,1.4359,-0.267247
1.8,28.7755,0.6154,-0.441562
1.4,27.1429,5.9487,-1.329956
2.2,24.2857,-7.5897,-1.778967
1.4,17.7551,-6.7692,-1.769606
0.6,16.5306,7.1795,-2.213458
1.0,27.1429,5.1282,-1.704638
0.6,30.0000,-1.8462,-2.960404
1.4,24.2857,7.5897,-2.148373
2.2,14.0816,1.8462,-1.474787
0.2,19.3878,-1.8462,-2.553535
2.2,21.8367,-2.2564,-3.359186
0.6,26.3265,4.3077,-1.438386
1.4,19.3878,-5.5385,-1.767045
1.4,19.3878,-1.4359,-2.862911
1.8,19.3878,1.8462,0.179062
1.0,12.4490,-1.4359,-3.360160
1.0,16.5306,4.3077,-2.005658
2.2,26.3265,-6.7692,-1.769604
0.2,28.3673,4.7179,-1.951690
2.2,13.6735,-4.7179,-1.783809
0.6,17.3469,-1.8462,-3.194108
0.6,18.5714,6.3590,-1.092016
0.6,15.7143,0.2051,-0.610619
0.2,15.7143,4.3077,-2.129268
1.8,20.6122,2.2564,-0.071539
0.6,25.5102,0.2051,-0.534870
1.8,18.5714,3.8974,-1.817186
1.4,20.6122,2.2564,-0.574789
1.0,14.4898,3.4872,-1.593139
0.6,25.9184,5.1282,-1.834755
1.8,16.5306,-4.3077,-1.764599
1.4,15.7143,-4.7179,-1.783809
1.8,10.4082,6.3590,-1.779922
0.6,25.9184,-5.1282,-3.354688
1.8,25.1020,4.7179,-1.040775
1.8,20.6122,-7.5897,-1.778967
0.2,16.9388,4.7179,-2.080597
0.6,18.9796,5.5385,-1.848006
0.6,28.7755,-7.5897,-1.778966
2.2,13.2653,3.8974,-1.033835
2.2,23.8776,-1.8462,-3.360212
2.2,14.4898,1.8462,-1.596998
0.6,18.9796,4.3077,-2.101114
2.2,27.9592,3.8974,-1.651512
1.8,14.4898,-4.3077,-1.764599
1.8,20.6122,-8.0000,-1.772066
1.0,16.9388,-1.8462,-3.344972
0.2,27.9592,-3.8974,-2.756737
1.0,23.8776,-0.6154,-2.934176
0.2,17.3469,5.1282,-2.081292
1.0,26.7347,3.8974,-0.435275
2.2,22.6531,-0.2051,-3.237600
1.8,29.1837,2.2564,-0.636505
1.4,22.6531,-6.7692,-1.769605
0.2,25.9184,-7.5897,-1.778966
0.2,17.3469,3.4872,-1.821906
1.0,29.5918,-8.0000,-1.772063
0.6,11.2245,4.7179,-1.783809
1.8,12.8571,-5.9487,-1.784401
0.6,21.4286,7.1795,-1.572932
0.2,21.4286,-3.4872,-3.221198
0.2,21.0204,7.5897,0.793766
1.4,11.2245,-7.5897,-1.778968
2.2,17.7551,-1.8462,-3.352252
2.2,14.8980,6.3590,-1.779922
0.2,17.7551,-5.5385,-1.767045
1.4,15.7143,5.5385,-0.197171
0.2,14.0816,0.2051,-0.682492
1.4,17.7551,-3.4872,-3.289246
1.8,12.8571,2.2564,-1.835584
0.6,20.2041,-1.8462,-3.247477
2.2,25.9184,-3.4872,-3.365609
0.6,27.9592,-5.1282,-2.923975
1.8,16.1224,2.6667,-1.805740
0.6,22.2449,-6.7692,-1.769605
1.8,18.1633,-3.4872,-3.364670
1.0,21.0204,-7.5897,-1.778967
0.2,19.7959,-2.6667,-2.782441
0.2,12.0408,-7.1795,-1.784744
1.8,15.3061,-1.8462,-3.348024
2.2,17.3469,7.5897,-1.778968
1.0,23.4694,0.2051,-0.824096
1.0,23.0612,5.9487,-1.595403
1.0,28.7755,1.8462,-0.818526
1.8,15.3061,0.2051,-2.464428
0.2,15.3061,-5.9487,-1.784401
2.2,14.4898,7.1795,-1.784744
1.0,16.9388,5.9487,0.427644
1.4,27.1429,5.1282,-1.316357
1.8,12.4490,-7.5897,-1.778969
0.6,27.5510,-5.1282,-3.309266
1.8,15.3061,-5.9487,-1.784401
2.2,14.4898,1.4359,-0.468764
1.0,27.5510,7.1795,-1.639281
1.0,23.8776,1.0256,0.095354
1.0,19.3878,3.0769,-0.797078
1.0,17.3469,-0.6154,-1.951711
1.8,29.1837,5.1282,-1.489307
1.8,30.0000,-0.6154,-3.328948
0.6,21.0204,5.9487,-1.546916
1.8,20.2041,5.9487,0.257914
1.0,10.8163,-2.2564,-0.410637
1.0,11.6327,1.4359,0.632471
1.0,19.3878,6.7692,-1.963129
1.4,22.6531,-4.7179,-3.297049
2.2,14.4898,-6.3590,-1.779922
1.0,23.8776,-7.5897,-1.778967
1.0,15.3061,-4.7179,-1.783809
0.6,22.6531,-1.8462,-2.275131
0.6,15.3061,3.8974,-1.200809
0.6,19.3878,-1.0256,-2.451946
1.4,18.9796,-7.5897,-1.778968
1.0,21.4286,2.2564,-0.663608
0.2,16.5306,-3.4872,-3.300967
1.4,17.7551,-0.2051,-3.116333
1.0,12.4490,2.6667,-1.718059
0.2,28.7755,-3.0769,-3.399191
0.2,11.6327,-7.1795,-1.784744
0.2,12.4490,-3.0769,-3.201783
2.2,21.4286,1.0256,-0.704897
1.8,22.2449,-1.4359,-3.242306
0.2,16.1224,6.7692,-0.432014
0.2,14.0816,5.9487,-1.337840
1.8,12.8571,0.6154,-1.019757
0.2,20.6122,6.7692,-1.710192
1.8,12.0408,-6.3590,-1.779922
2.2,29.1837,-1.0256,-3.361011
0.2,12.8571,-1.4359,-2.794312
2.2,13.2653,6.3590,-1.779922
0.6,14.4898,3.4872,-0.886957
2.2,24.6939,1.0256,-0.275745
0.6,16.9388,4.7179,-0.838649
0.2,27.1429,7.5897,-1.333829
2.2,16.9388,3.0769,-1.860432
1.0,15.3061,5.5385,-0.796799
1.8,13.2653,-2.6667,-0.851120
1.0,24.6939,5.1282,-1.304701
1.8,18.5714,-1.0256,-3.304233
1.8,23.8776,5.5385,-1.245856
1.4,24.2857,-4.3077,-3.293795
2.2,26.7347,7.5897,-1.768144
1.4,18.1633,5.5385,-1.328811
0.2,15.7143,3.8974,-1.889135
0.6,29.5918,-4.7179,-3.347384
0.6,15.7143,-3.8974,-3.367260
0.6,18.1633,-3.8974,-3.026758
1.4,16.5306,6.3590,-1.779922
1.0,10.4082,-3.8974,-1.780419
1.0,27.9592,3.8974,-0.665732
0.2,16.5306,7.5897,-2.488037
1.4,25.1020,6.7692,-1.223326
1.4,17.3469,-1.8462,-3.229345
1.4,26.3265,-3.8974,-3.356215
2.2,12.4490,-0.6154,-3.346158
0.2,25.9184,-3.0769,-3.315093
0.6,21.0204,-3.0769,-2.619289
1.4,16.9388,0.6154,-0.647857
1.8,10.0000,-1.8462,-0.929018
2.2,16.5306,-1.0256,-3.356244
1.0,27.9592,-6.3590,-3.051276
1.4,29.1837,5.1282,-1.351181
1.8,21.0204,-2.2564,-3.363520
1.0,13.6735,-5.9487,-1.784401
2.2,28.3673,-6.7692,-1.769603
1.4,21.4286,-5.5385,-1.767045
2.2,21.8367,-1.0256,-3.356798
2.2,10.4082,-3.8974,-1.780419
1.8,18.9796,5.9487,0.469176
0.2,18.5714,-0.6154,-3.288914
1.0,19.3878,2.6667,0.205952
0.2,20.2041,-5.5385,-1.767045
1.0,20.2041,4.3077,-1.812812
1.8,22.2449,1.8462,-0.138369
0.2,10.0000,4.7179,-1.783809
2.2,26.3265,1.4359,-0.428767
1.4,20.2041,4.7179,-1.801274
1.4,19.3878,-0.2051,-3.257204
1.0,27.9592,-7.5897,-1.778966
0.2,20.2041,-1.0256,-3.230428
1.4,22.6531,7.1795,-1.288553
0.2,17.3469,1.4359,-0.051986
0.6,10.8163,-0.6154,-3.150775
0.2,11.6327,6.3590,-1.779922
1.4,16.9388,7.5897,-1.778968
2.2,16.5306,-3.4872,-1.782604
2.2,28.7755,1.4359,-0.326999
2.2,12.4490,-5.5385,-1.767053
0.6,16.9388,-8.0000,-1.772068
1.0,23.0612,4.3077,-1.707556
2.2,16.5306,-5.5385,-1.767045
0.6,29.1837,1.8462,-0.631667
1.4,28.7755,-2.6667,-2.461775
0.2,20.2041,-3.8974,-2.204564
1.8,16.5306,4.3077,-1.789656
1.8,13.6735,-1.8462,-3.342365
1.4,29.5918,-6.3590,-3.299502
1.0,27.9592,-3.0769,-2.842696
1.0,24.2857,6.7692,-1.019083
0.6,21.4286,6.3590,-1.428691
0.2,15.7143,4.7179,-2.058455
1.4,27.1429,-1.4359,-3.206212
1.8,27.5510,7.5897,-1.335851
1.8,27.5510,-2.6667,-3.364263
1.8,10.0000,-6.3590,-1.779922
1.0,18.5714,0.2051,-0.433974
0.6,18.9796,7.5897,-2.554333
0.6,17.3469,-2.2564,-3.388340
2.2,16.1224,-0.2051,-3.356447
2.2,20.6122,2.2564,-0.314225
1.4,16.5306,3.4872,0.055744
1.4,16.9388,-3.0769,-3.267184
1.8,28.7755,8.0000,-2.043891
1.4,15.7143,-5.5385,-1.767045
1.8,23.0612,3.4872,-0.107904
1.4,10.0000,-5.1282,-1.780471
1.0,27.9592,4.7179,-1.376297
1.0,16.9388,1.8462,-0.222391
1.0,17.3469,-1.0256,-2.726159
0.6,29.5918,8.0000,-1.755089
0.6,20.2041,1.4359,-0.034503
2.2,19.3878,-4.3077,-1.764599
0.2,16.9388,-7.5897,-1.778968
1.4,27.1429,-6.7692,-1.769604
1.8,11.6327,-1.8462,-1.394274
1.4,18.9796,-1.4359,-3.338810
1.0,19.7959,-5.9487,-1.784400
1.8,11.2245,3.0769,-1.741968
0.6,15.3061,-5.1282,-1.780472
1.4,20.2041,-3.4872,-2.987497
1.8,18.9796,3.4872,0.159376
0.6,19.3878,1.0256,0.139530
1.8,23.8776,-7.5897,-1.778967
1.8,16.9388,-1.0256,-3.352938
2.2,28.3673,-2.2564,-3.354832
1.4,21.8367,2.6667,-0.567442
0.2,13.2653,2.2564,-1.609528
2.2,28.3673,5.9487,-1.009205
0.2,13.6735,0.6154,-0.108605
1.0,17.3469,0.6154,-0.617030
1.8,11.6327,5.5385,-1.767053
1.4,25.9184,-3.0769,-3.361156
1.4,16.9388,-4.7179,-1.783809
1.0,12.4490,1.4359,0.574784
1.4,16.1224,4.7179,-1.724893
1.0,27.9592,-0.6154,-3.376945
1.8,21.8367,8.0000,-2.085310
1.4,22.6531,-4.3077,-3.363203
0.2,21.4286,0.2051,-0.480230
1.0,29.1837,2.6667,-0.185477
0.6,30.0000,5.9487,-1.633511
1.8,20.2041,4.3077,-1.791164
1.0,18.9796,-8.0000,-1.772067
1.4,22.2449,-7.1795,-1.784743
1.0,15.7143,6.3590,-1.779981
0.6,27.1429,6.7692,-1.534868
0.6,10.0000,-4.7179,-1.783809
1.0,14.0816,-1.8462,-3.364678
0.2,21.0204,0.6154,0.202303
1.0,22.6531,-2.6667,-2.149915
1.8,29.1837,-0.2051,-2.976689
1.0,20.6122,-0.6154,-3.181355
0.2,12.0408,-3.0769,-2.888418
1.4,10.4082,-4.3077,-1.764598
0.2,17.7551,-1.0256,-3.280963
0.6,12.8571,-4.7179,-1.783809
1.8,21.8367,6.7692,-0.369318
0.2,12.8571,4.3077,-2.077367
0.6,23.0612,-3.4872,-2.304175
