gamma21,f_avg,delta1,log10_nmse
1.0,13.2653,-0.2051,-3.327443
0.6,21.8367,3.8974,-1.055943
1.8,26.7347,3.8974,-0.858822
0.6,17.7551,-7.1795,-1.784743
0.2,21.4286,7.1795,-0.930985
0.6,26.7347,-4.7179,-3.339459
0.2,23.8776,5.1282,-2.040469
1.0,28.3673,-5.9487,-3.297923
2.2,18.5714,-0.6154,-3.328687
2.2,25.1020,-2.2564,-3.354298
0.2,27.1429,5.5385,-1.797443
1.0,16.5306,-2.2564,-2.144214
1.0,20.2041,-3.4872,-3.281683
1.8,14.0816,2.6667,-1.847373
2.2,18.1633,4.3077,-1.599780
1.4,11.2245,-3.4872,-1.782603
1.0,27.9592,5.5385,-1.341066
2.2,21.4286,-7.1795,-1.784744
1.8,13.6735,7.5897,-1.778969
0.6,14.8980,4.3077,-2.143848
0.6,11.2245,-5.1282,-1.780471
1.4,26.7347,-3.4872,-3.373649
1.8,24.6939,6.3590,-0.530537
2.2,10.0000,6.3590,-1.779922
0.6,16.9388,-1.8462,-2.994470
0.2,14.4898,-3.0769,-3.320939
2.2,19.3878,7.1795,-1.439704
0.2,12.0408,-8.0000,-1.772071
0.6,11.2245,3.8974,-0.660339
0.6,12.8571,7.1795,-1.784743
1.8,19.3878,5.5385,-0.779348
0.6,19.3878,-3.0769,-2.981828
1.4,26.3265,-7.1795,-1.784742
1.0,19.7959,0.6154,-0.423957
1.8,12.0408,3.4872,-0.494951
2.2,26.7347,-3.0769,-3.364439
1.0,14.0816,0.2051,-0.845301
1.8,28.7755,-3.0769,-3.366442
0.2,25.5102,0.6154,-0.152423
1.8,28.3673,7.5897,-1.337781
0.6,30.0000,3.0769,-0.783318
2.2,11.2245,-1.0256,-0.744630
0.2,30.0000,-5.5385,-3.205927
0.6,14.4898,6.7692,-1.769609
0.2,25.1020,6.7692,-1.600328
2.2,19.7959,5.1282,-0.989767
1.8,27.1429,1.0256,-0.394165
0.2,29.5918,6.3590,-1.871441
1.0,24.6939,-0.2051,-3.343594
2.2,12.0408,7.5897,-1.778969
1.8,17.7551,7.1795,-1.784743
2.2,14.4898,6.3590,-1.779922
2.2,15.7143,6.7692,-1.769609
1.8,28.7755,2.6667,-0.486108
0.6,16.5306,-1.8462,-3.366487
1.8,19.7959,-0.6154,-3.290226
1.0,16.1224,-1.4359,-1.790113
2.2,25.5102,4.7179,-1.364226
0.6,11.6327,-7.1795,-1.784744
0.6,14.4898,-6.7692,-1.769609
0.2,21.8367,6.3590,-1.798274
1.8,14.4898,-4.7179,-1.783809
1.4,30.0000,-6.3590,-3.332189
1.0,26.3265,2.2564,-0.830725
1.8,16.1224,1.4359,-0.252061
1.8,19.3878,7.1795,-1.830028
1.4,10.8163,2.2564,-1.189141
2.2,25.1020,-2.6667,-3.364640
0.6,18.9796,1.8462,-0.642809
1.4,21.4286,5.1282,-1.470922
0.2,26.7347,-4.7179,-3.180951
2.2,10.4082,-5.1282,-1.780471
2.2,17.3469,6.7692,-1.769606
1.0,18.5714,6.3590,1.013386
2.2,23.8776,-1.4359,-3.351321
0.6,21.0204,-2.6667,-3.037167
2.2,17.7551,2.6667,-1.051164
1.8,26.7347,-5.9487,-3.382643
1.4,30.0000,0.6154,-0.092874
1.0,11.2245,-3.8974,-1.780419
2.2,13.6735,-3.4872,-1.782604
2.2,12.4490,1.8462,-1.017824
2.2,24.6939,-6.7692,-1.769604
1.0,23.0612,-3.4872,-3.295750
1.8,29.1837,-2.6667,-3.319897
0.2,30.0000,5.9487,-1.776699
1.0,18.1633,4.7179,-1.844826
2.2,27.9592,5.5385,-1.113357
0.6,26.7347,-2.2564,-3.315602
2.2,30.0000,-1.4359,-3.349885
1.0,27.9592,-6.7692,-1.769604
0.6,25.1020,2.2564,-0.722742
1.0,23.8776,-3.4872,-3.288039
1.8,21.8367,-5.1282,-1.780473
1.4,14.4898,2.6667,-1.823586
1.8,24.6939,4.7179,-1.523019
1.0,25.9184,3.4872,-0.695572
1.4,29.5918,-4.3077,-3.360840
1.4,18.5714,-5.1282,-1.780472
1.4,19.7959,-5.5385,-1.767045
0.6,12.4490,-3.0769,-2.324226
1.8,18.1633,6.7692,-1.615001
0.6,22.6531,7.1795,-1.445006
1.8,24.2857,3.8974,-1.125214
0.6,25.1020,-5.5385,-2.743016
0.6,15.3061,5.5385,-1.605269
1.4,21.4286,-6.7692,-1.769605
1.0,10.8163,-1.4359,-1.154248
1.4,30.0000,-2.2564,-3.352684
1.4,13.2653,1.4359,-0.045418
1.8,13.2653,-5.1282,-1.780471
1.8,15.3061,-1.4359,-3.185979
0.6,25.9184,8.0000,-2.230122
1.0,16.1224,5.9487,-1.779261
1.0,15.3061,-0.2051,-3.306020
1.8,16.1224,-2.6667,-3.351875
1.4,11.6327,-7.1795,-1.784744
0.2,12.4490,2.6667,-1.866191
2.2,25.5102,5.1282,-1.547163
0.6,24.6939,4.7179,-1.799438
1.0,10.8163,-7.1795,-1.784744
1.4,13.2653,0.2051,-1.818878
1.4,14.8980,1.0256,-0.376067
0.6,12.4490,2.6667,-1.774099
0.2,22.2449,0.6154,-0.061771
1.0,25.9184,4.3077,-1.816123
1.0,21.4286,-2.2564,-2.972011
2.2,29.1837,4.7179,-1.448398
1.4,16.1224,7.1795,-1.784743
0.2,26.7347,0.6154,-0.245086
0.6,20.6122,-7.5897,-1.778967
1.0,29.5918,7.1795,-1.360774
1.0,27.1429,-5.1282,-3.099944
1.8,23.0612,8.0000,-2.290982
0.6,22.2449,-6.3590,-1.779921
1.8,29.5918,-2.2564,-3.358686
1.4,24.6939,-5.1282,-2.619340
1.0,21.8367,2.6667,-0.484046
1.4,25.5102,-4.7179,-3.299622
2.2,21.8367,-3.0769,-3.355384
1.4,25.5102,2.2564,-0.895450
2.2,12.0408,-7.5897,-1.778969
1.0,17.3469,-3.4872,-3.294264
1.0,14.8980,8.0000,-1.772069
2.2,23.8776,6.7692,-0.217234
0.2,30.0000,-1.4359,-2.117291
1.0,20.6122,-2.2564,-3.351513
1.8,23.8776,-6.3590,-1.779921
0.6,18.1633,-1.8462,-3.232364
0.6,17.7551,-0.2051,-3.325521
2.2,10.4082,4.3077,-1.764598
2.2,27.9592,-1.0256,-3.348875
2.2,16.9388,-8.0000,-1.772068
0.6,26.3265,5.5385,-1.570624
0.2,29.5918,-2.2564,-3.045363
1.8,18.1633,-8.0000,-1.772067
0.6,16.9388,-5.1282,-1.780472
0.6,14.8980,-3.8974,-1.780419
1.0,29.5918,5.1282,-1.599137
1.0,23.4694,1.8462,-0.223896
1.0,25.1020,5.5385,-1.483519
0.2,11.6327,7.1795,-1.784744
0.2,10.8163,6.3590,-1.779922
1.0,11.6327,-3.4872,-1.782603
2.2,13.2653,-3.0769,-1.762535
0.6,11.6327,6.7692,-1.769609
1.8,20.2041,-2.2564,-3.363646
0.2,27.1429,-3.4872,-3.209994
1.8,27.1429,3.0769,-1.107763
0.6,14.4898,-0.6154,-3.313598
0.2,22.2449,2.2564,-0.883502
0.6,20.2041,-7.1795,-1.784744
0.2,19.7959,3.0769,-1.040323
1.0,19.3878,-1.4359,-3.162085
2.2,19.3878,4.7179,-1.591886
0.6,11.2245,-3.8974,-1.780419
0.2,20.2041,3.0769,-0.644886
1.4,20.6122,-3.0769,-3.369081
2.2,21.8367,3.0769,-0.939410
1.0,30.0000,0.6154,-0.430419
1.4,14.0816,-6.3590,-1.779923
0.6,18.9796,-2.2564,-3.370754
1.8,18.5714,5.5385,0.313143
1.0,20.2041,1.0256,-0.014000
0.2,26.7347,-7.5897,-1.778966
1.0,13.6735,1.0256,-0.091419
1.0,15.3061,3.8974,-1.078892
1.8,17.3469,2.6667,-1.638001
0.6,16.5306,-7.5897,-1.778968
0.2,18.5714,-1.0256,-3.121054
0.2,25.9184,2.6667,-0.535491
1.0,17.3469,5.5385,-1.652336
2.2,17.3469,-1.4359,-3.348030
1.0,15.7143,7.1795,-1.784743
0.2,26.7347,6.3590,-1.508449
1.4,17.3469,-2.6667,-3.099133
1.4,29.1837,3.4872,-0.813860
2.2,19.7959,-3.4872,-3.359788
1.8,27.1429,4.7179,-1.588226
0.2,27.9592,-7.5897,-1.778966
1.8,24.6939,-6.7692,-1.769604
1.8,11.6327,8.0000,-1.772071
1.8,22.6531,5.5385,-1.584194
1.8,16.1224,8.0000,-1.772069
1.4,14.0816,-3.8974,-1.780419
1.4,18.9796,5.1282,-1.682713
1.4,27.9592,-5.5385,-2.702963
0.6,22.2449,5.1282,-1.911455
1.8,23.8776,-3.0769,-3.366975
1.8,24.2857,1.0256,-0.198656
2.2,11.2245,1.8462,-0.828124
1.4,25.5102,3.0769,-0.963584
2.2,14.4898,-5.9487,-1.784401
1.8,23.0612,5.1282,-1.537305
0.2,29.1837,5.9487,-1.807645
1.0,19.7959,3.0769,-0.858803
1.4,26.7347,-1.8462,-3.347925
0.6,26.3265,3.4872,-0.285187
0.6,29.5918,-5.9487,-2.352374
0.6,13.6735,6.3590,-1.779923
0.6,16.9388,3.0769,0.154009
0.6,11.6327,4.7179,-1.783809
0.6,22.2449,3.4872,-0.070504
0.2,12.8571,-2.6667,-3.393777
1.8,22.2449,-2.2564,-3.367190
1.8,27.5510,3.0769,-0.519100
1.8,23.0612,-4.3077,-3.353186
0.6,16.1224,3.8974,-0.829389
1.8,12.0408,-8.0000,-1.772071
0.6,27.5510,-7.1795,-1.784742
2.2,12.0408,7.1795,-1.784744
0.6,22.6531,-7.1795,-1.784743
0.6,26.7347,-5.1282,-2.125663
0.2,26.7347,2.2564,-0.977624
0.6,20.6122,2.6667,-0.286248
0.2,21.4286,-0.2051,-2.372279
0.2,16.1224,1.0256,-0.033096
0.6,29.1837,8.0000,-1.556013
1.8,24.2857,4.3077,-1.682866
0.6,15.3061,-6.3590,-1.779922
1.4,16.1224,3.4872,0.071881
2.2,24.6939,3.8974,-1.386745
2.2,29.5918,5.9487,-0.703572
1.8,28.7755,-5.1282,-3.315431
1.0,17.3469,-4.3077,-1.764599
1.0,10.0000,-4.3077,-1.764598
1.8,15.3061,6.3590,-1.779922
0.2,16.9388,2.6667,-1.807454
0.6,25.5102,-5.1282,-3.184999
2.2,23.4694,-5.9487,-1.784400
1.0,29.5918,-1.4359,-3.125304
1.8,16.5306,-5.9487,-1.784400
0.2,21.4286,0.6154,-0.190205
0.2,16.1224,1.8462,0.097294
1.0,14.4898,2.6667,0.019291
0.2,18.1633,-6.3590,-1.779922
1.8,28.3673,3.0769,-1.024545
1.8,18.9796,8.0000,-1.772067
1.4,14.8980,-1.8462,-3.355873
1.0,14.8980,6.7692,-1.769610
0.6,20.2041,-5.1282,-1.780472
1.0,13.6735,-1.4359,-3.156278
1.4,23.4694,7.1795,-0.619638
0.2,28.3673,5.5385,-0.854988
1.0,14.8980,-0.2051,-2.896522
0.6,20.6122,3.4872,-0.631364
1.0,11.2245,-1.8462,-0.865381
0.6,28.3673,3.4872,-0.800893
0.6,22.2449,-3.0769,-2.266336
1.8,29.1837,5.5385,-1.583039
1.4,15.7143,1.8462,0.512921
0.2,23.4694,5.1282,-1.772369
1.4,17.7551,-3.8974,-3.311152
1.0,10.8163,6.3590,-1.779922
1.4,10.0000,-7.5897,-1.778968
0.2,25.9184,3.0769,-0.874826
1.0,19.3878,4.3077,-1.910836
1.0,14.4898,7.1795,-1.784744
0.2,10.8163,-1.0256,-3.347389
0.2,18.9796,-5.9487,-1.784400
0.2,12.8571,2.2564,-1.561397
2.2,10.0000,5.5385,-1.767052
1.8,10.0000,-6.7692,-1.769607
1.0,21.8367,3.4872,-0.278196
1.4,14.8980,6.7692,-1.769610
0.6,18.5714,5.5385,-1.736512
1.8,10.4082,-0.2051,-3.267424
1.4,11.2245,5.5385,-1.767053
1.4,23.4694,0.2051,-1.880936
0.2,21.4286,4.3077,-1.959851
1.4,10.4082,-1.4359,-0.237651
2.2,23.8776,0.6154,-0.686133
1.4,12.0408,-4.7179,-1.783809
0.2,18.9796,-5.1282,-1.780472
1.4,15.7143,-8.0000,-1.772069
0.6,25.9184,-0.2051,-3.314283
1.4,23.8776,-8.0000,-1.772065
1.4,11.6327,-2.6667,-1.779040
0.6,11.6327,-0.6154,-3.241693
1.0,12.8571,4.7179,-1.783809
0.6,17.7551,8.0000,-2.481647
1.4,29.1837,6.7692,-1.060214
1.0,13.6735,-3.8974,-1.780419
1.8,10.8163,-1.4359,-1.561416
2.2,26.7347,-0.6154,-3.342263
1.4,23.0612,-0.2051,-3.358359
2.2,25.1020,-4.7179,-3.376584
0.2,16.1224,-1.4359,-2.881300
0.2,11.2245,-2.6667,-3.301679
0.6,17.3469,2.6667,-0.223464
0.2,24.6939,4.7179,-2.139274
0.6,28.3673,7.5897,-0.451232
2.2,22.2449,-8.0000,-1.772065
2.2,24.2857,-0.6154,-3.359159
1.4,25.9184,3.8974,-1.498907
1.0,16.5306,-8.0000,-1.772068
1.8,25.9184,3.0769,-0.481324
0.2,18.9796,-7.1795,-1.784744
1.4,19.3878,-5.9487,-1.784400
0.6,19.7959,2.2564,-0.874089
2.2,28.3673,7.1795,-0.861974
0.2,12.8571,1.0256,-0.190535
1.8,18.1633,-2.2564,-3.351536
0.6,13.2653,1.0256,-0.234937
0.2,21.0204,-5.1282,-3.176974
1.0,15.7143,-6.7692,-1.769609
0.6,20.6122,6.7692,1.419240
0.2,13.6735,8.0000,-1.772070
1.4,23.8776,-3.0769,-2.107008
2.2,24.6939,8.0000,-1.529394
1.4,17.3469,-4.7179,-1.783809
1.4,12.4490,1.8462,-1.327583
1.8,25.1020,7.5897,-1.925290
0.2,14.4898,4.3077,-1.998057
0.2,18.5714,1.4359,-0.384613
1.4,11.6327,-8.0000,-1.772071
0.2,14.0816,-0.6154,-3.277810
1.4,30.0000,-1.0256,-2.887058
1.8,18.5714,3.0769,-0.063243
1.8,14.4898,-2.2564,-3.349943
2.2,18.9796,8.0000,-1.772067
1.4,21.8367,-8.0000,-1.772066
0.6,24.6939,1.0256,-0.014346
1.0,16.1224,1.8462,-0.077977
0.2,19.3878,4.3077,-2.045545
0.2,27.5510,-8.0000,-1.772064
1.0,25.9184,-2.2564,-3.232102
1.0,21.4286,4.3077,-1.902425
1.8,29.1837,-3.4872,-3.378103
0.2,28.3673,-7.5897,-1.778966
0.6,15.7143,2.2564,-0.660149
1.8,23.4694,-0.2051,-3.152748
0.2,21.8367,2.2564,-0.702888
2.2,23.0612,8.0000,-2.186181
1.4,26.3265,5.9487,-1.579224
1.8,10.8163,-0.6154,-3.174348
1.4,26.3265,-2.6667,-3.345095
1.4,25.9184,0.2051,-2.436064
2.2,19.3878,8.0000,-1.772067
2.2,17.7551,5.1282,-0.936213
1.0,14.0816,1.4359,-0.164997
1.4,23.0612,8.0000,-1.921552
1.4,20.2041,-8.0000,-1.772066
1.4,24.6939,-5.9487,-1.784400
0.6,21.0204,2.2564,-0.565772
2.2,22.2449,5.5385,-1.195616
2.2,18.9796,1.8462,-0.371870
1.8,22.2449,2.6667,-0.918792
2.2,11.2245,-1.4359,-0.619923
1.4,11.6327,-1.4359,-2.612543
0.2,27.5510,-0.2051,-2.887794
0.2,15.3061,-1.8462,-3.284470
1.8,20.2041,7.1795,-1.973065
0.6,10.8163,2.6667,-1.761167
1.0,25.1020,6.3590,-1.515860
1.4,21.0204,-5.9487,-1.784400
1.4,11.2245,-1.0256,-2.577576
0.6,23.8776,-1.4359,-3.055253
1.8,11.2245,-1.4359,-0.314107
0.6,17.3469,-6.7692,-1.769606
0.6,29.1837,-0.2051,-3.106438
1.0,15.7143,-3.0769,-3.248895
1.4,19.7959,-3.0769,-3.234276
0.6,18.5714,0.2051,-0.787191
1.8,14.4898,1.0256,-0.412459
2.2,18.9796,6.3590,-1.030809
1.0,12.4490,-0.2051,-3.388653
1.0,12.8571,-5.9487,-1.784401
1.8,19.7959,-1.0256,-3.292944
0.2,16.1224,0.6154,-0.129905
1.8,19.7959,7.5897,-1.962311
1.4,18.9796,4.3077,-1.536544
1.4,10.4082,0.6154,-0.954628
0.2,26.3265,6.3590,-1.357247
2.2,18.9796,-4.7179,-1.783809
0.2,16.9388,-6.7692,-1.769606
1.0,17.3469,5.9487,-0.187795
1.4,25.5102,5.5385,-1.590383
0.2,16.5306,2.6667,-1.917596
2.2,24.6939,-3.8974,-3.372652
1.4,20.2041,-0.6154,-3.234555
1.8,20.2041,-1.8462,-3.349564
1.8,14.4898,5.1282,-1.780472
2.2,12.8571,5.5385,-1.767053
1.4,19.7959,-4.7179,-3.199801
2.2,21.0204,6.7692,-0.692260
0.2,28.3673,-2.6667,-2.754511
1.4,15.7143,-5.9487,-1.784401
0.6,28.7755,-5.9487,-3.174285
1.4,21.0204,0.2051,-2.055610
2.2,27.1429,-7.5897,-1.778966
0.6,15.3061,-3.4872,-3.352544
0.6,28.3673,0.2051,-0.311016
2.2,15.7143,4.7179,-1.049630
0.6,23.0612,-3.0769,-2.937068
2.2,27.5510,-4.3077,-3.369593
1.8,13.2653,3.8974,-1.460787
2.2,14.0816,8.0000,-1.772070
1.0,23.0612,-8.0000,-1.772065
1.4,30.0000,6.7692,-0.817589
1.4,12.0408,4.7179,-1.783809
1.8,23.4694,-4.7179,-3.377474
0.6,23.0612,-8.0000,-1.772065
0.2,11.6327,-2.2564,-3.044365
1.8,10.4082,8.0000,-1.772070
1.4,29.5918,5.5385,-1.553384
1.0,18.5714,3.0769,-0.627203
0.2,23.0612,6.3590,-1.571849
1.8,24.6939,-3.8974,-3.373919
0.2,26.3265,0.6154,0.304384
2.2,20.2041,-7.5897,-1.778968
0.6,23.4694,7.1795,-0.950260
2.2,25.9184,0.6154,-0.935654
0.2,21.0204,1.0256,-0.104312
1.0,19.3878,-0.2051,-3.363429
1.8,13.2653,-0.6154,-2.949250
1.4,10.0000,-0.6154,-0.130090
0.2,19.3878,-5.1282,-1.780472
0.6,17.3469,8.0000,-2.524640
1.0,12.8571,-1.4359,-2.793560
1.0,16.9388,5.1282,-1.758790
1.0,21.0204,-7.1795,-1.784744
0.6,29.1837,3.8974,-1.073222
1.0,26.3265,1.4359,-0.418767
2.2,23.8776,-0.6154,-3.262268
1.4,16.5306,0.2051,-1.635730
2.2,28.3673,-0.6154,-3.347757
1.4,17.3469,-6.3590,-1.779922
0.6,10.0000,-1.0256,-1.017753
1.8,10.0000,-4.7179,-1.783809
1.8,14.8980,6.3590,-1.779922
0.6,10.0000,1.0256,-0.290767
1.4,25.1020,-1.0256,-3.045116
0.2,13.6735,3.8974,-1.774526
1.8,18.1633,0.6154,-0.579926
1.8,16.9388,0.6154,-0.656600
1.0,28.7755,-0.2051,-3.279732
0.2,26.3265,-7.5897,-1.778966
1.0,29.5918,-5.5385,-3.229444
0.2,14.8980,3.8974,-1.990026
2.2,12.4490,-3.4872,-1.782604
1.0,26.3265,-7.5897,-1.778966
0.2,18.1633,-8.0000,-1.772067
0.2,12.8571,3.4872,-1.707891
2.2,12.0408,5.9487,-1.784400
1.4,14.8980,3.0769,-1.839746
1.4,26.7347,4.7179,-1.548649
0.2,16.1224,-4.3077,-1.764599
0.2,18.5714,-3.0769,-2.948962
1.8,19.7959,-0.2051,-3.346928
0.6,27.1429,5.1282,-1.738242
2.2,24.2857,6.7692,-0.483146
2.2,18.1633,3.4872,-1.806510
2.2,10.0000,3.4872,-1.782603
1.0,27.9592,-1.4359,-3.327130
0.2,19.3878,6.7692,-1.611238
2.2,15.7143,-1.0256,-3.331572
2.2,17.7551,7.1795,-1.784743
0.6,15.7143,4.7179,-1.859450
0.2,12.0408,-0.6154,-3.040811
1.8,25.5102,-6.7692,-1.769604
1.4,22.6531,-5.5385,-1.767048
0.6,12.4490,-0.2051,-3.375226
0.2,30.0000,8.0000,-0.536543
1.4,13.6735,5.9487,-1.784401
0.6,23.4694,4.7179,-1.753183
2.2,16.5306,1.8462,-1.065499
2.2,23.8776,5.1282,-1.624019
1.4,18.1633,-7.1795,-1.784744
0.2,18.1633,-2.2564,-2.463652
2.2,20.6122,-8.0000,-1.772066
0.2,28.7755,5.5385,-1.725215
1.4,26.3265,4.3077,-1.772236
0.2,10.0000,-5.1282,-1.780471
1.0,11.6327,0.2051,-0.775633
0.6,28.3673,-0.2051,-2.252437
0.6,27.5510,-7.5897,-1.778966
1.8,27.1429,8.0000,-2.250460
1.0,18.5714,-4.3077,-3.187173
1.4,22.6531,3.8974,-0.938388
0.2,14.0816,-1.8462,-3.297105
0.2,11.6327,1.0256,-0.236978
2.2,18.1633,1.0256,-0.769427
2.2,15.7143,8.0000,-1.772069
0.6,11.6327,-7.5897,-1.778969
2.2,21.0204,-6.7692,-1.769605
0.6,16.1224,-7.5897,-1.778968
1.0,17.7551,-1.8462,-3.369975
1.4,16.1224,4.3077,-1.881232
0.2,16.9388,2.2564,-1.629370
1.8,12.0408,5.9487,-1.784400
1.8,19.7959,-5.9487,-1.784400
0.6,22.6531,-5.5385,-1.767048
2.2,27.1429,1.0256,-0.663921
2.2,11.2245,-0.2051,-3.218339
2.2,10.0000,-5.5385,-1.767052
0.6,27.9592,-2.6667,-2.586082
2.2,25.5102,8.0000,-1.985802
0.2,14.4898,2.2564,-1.598591
1.4,25.9184,6.7692,-1.018164
1.8,19.7959,6.3590,-0.362499
2.2,12.8571,0.6154,-1.247530
1.0,13.6735,1.4359,0.454978
0.6,12.0408,-4.3077,-1.764598
0.2,22.6531,0.2051,-0.664339
2.2,12.0408,0.2051,-2.047378
1.4,29.1837,-6.7692,-1.769603
1.4,23.0612,-5.5385,-1.767048
1.0,13.2653,-6.3590,-1.779922
1.0,14.8980,6.3590,-1.779922
0.6,29.1837,1.0256,-0.133834
1.0,19.3878,-3.0769,-3.379237
1.8,20.6122,-6.3590,-1.779921
1.0,14.0816,-1.0256,-2.913649
0.6,11.2245,-3.4872,-1.782603
2.2,27.5510,-1.8462,-3.360569
1.4,11.6327,-3.8974,-1.780419
1.8,14.8980,1.4359,-0.648559
2.2,16.5306,4.3077,-1.646763
1.0,15.7143,5.9487,-1.684676
0.2,16.1224,-7.5897,-1.778968
2.2,17.3469,0.2051,-2.804343
0.6,16.9388,-6.3590,-1.779922
1.0,26.3265,-5.9487,-2.938967
1.8,27.9592,1.4359,-0.519651
1.8,23.8776,-7.1795,-1.784743
0.2,10.0000,-1.0256,-3.283858
2.2,21.8367,1.4359,-0.375357
0.2,10.8163,-5.1282,-1.780471
1.0,13.2653,-4.3077,-1.764599
0.2,20.2041,3.4872,-0.406368
1.8,28.3673,-5.5385,-3.374929
1.8,30.0000,2.6667,-1.071721
1.4,27.9592,2.2564,-0.937279
2.2,25.1020,3.8974,-1.636066
0.2,29.5918,-5.5385,-3.128576
2.2,10.0000,2.2564,-1.509362
0.6,14.4898,-3.4872,-3.305592
1.8,15.3061,4.7179,-1.541704
0.2,27.9592,5.1282,-1.947034
0.2,18.9796,1.0256,0.012793
1.4,24.6939,-0.6154,-3.136699
0.2,30.0000,-3.4872,-3.205718
0.2,22.2449,6.7692,-1.763509
2.2,14.0816,1.0256,-1.286726
2.2,19.7959,-7.1795,-1.784744
1.4,22.2449,-3.8974,-2.769824
0.2,24.2857,5.5385,-1.926152
1.8,16.9388,5.9487,-0.772974
0.6,10.8163,-4.3077,-1.764598
1.4,29.1837,-3.4872,-3.363564
1.4,14.0816,3.8974,-1.912822
0.6,29.1837,6.7692,-1.572723
1.0,12.4490,7.5897,-1.778969
0.6,19.7959,-5.1282,-1.780472
2.2,27.9592,5.1282,-1.546457
2.2,19.3878,-5.9487,-1.784400
1.4,19.3878,8.0000,-2.105955
1.8,11.6327,-1.4359,-0.627466
0.2,25.1020,0.2051,-0.694632
1.4,26.7347,-0.6154,-3.326357
0.2,14.0816,3.8974,-1.974174
0.2,12.4490,-0.6154,-3.256699
1.0,16.1224,-5.1282,-1.780472
0.6,25.1020,-4.7179,-2.037750
1.4,14.0816,5.1282,-1.780472
1.8,26.7347,-8.0000,-1.772064
0.2,23.8776,-7.1795,-1.784743
1.8,25.5102,5.1282,-1.528536
2.2,12.8571,1.0256,-1.079375
1.0,28.7755,5.1282,-1.542247
0.2,14.0816,-5.9487,-1.784401
0.2,26.7347,-2.2564,-3.345405
2.2,20.2041,-1.4359,-3.354754
1.0,26.3265,-1.4359,-3.364718
2.2,20.2041,-3.4872,-3.359255
1.4,26.7347,-6.3590,-1.779921
2.2,24.6939,-0.6154,-3.129642
0.6,23.0612,-6.7692,-1.769605
0.6,19.7959,-2.6667,-2.065132
1.4,28.7755,-6.7692,-1.769603
1.0,19.7959,4.7179,-1.710764
1.8,21.4286,-1.0256,-3.268824
2.2,23.4694,2.6667,-0.992438
1.0,13.6735,4.7179,-1.586671
0.2,18.5714,-6.7692,-1.769605
1.4,16.9388,-0.2051,-3.278630
1.4,27.5510,5.1282,-1.579415
1.0,15.7143,-6.3590,-1.779922
1.4,21.0204,-2.6667,-2.853608
1.0,23.4694,4.3077,-1.837885
2.2,15.7143,5.1282,-1.780472
1.0,16.1224,2.6667,0.211313
1.0,17.3469,-7.1795,-1.784744
0.6,12.8571,6.7692,-1.769609
1.8,17.3469,-1.4359,-3.356683
0.2,25.5102,1.4359,-0.631934
1.8,26.3265,1.0256,-0.706900
1.8,25.1020,6.7692,-0.966553
2.2,22.6531,6.7692,-0.208628
2.2,13.2653,3.0769,-1.841596
1.4,21.0204,-3.8974,-3.344819
0.2,16.5306,-1.4359,-3.329064
2.2,14.4898,7.5897,-1.778969
1.0,27.9592,4.3077,-0.176453
1.4,10.4082,-3.0769,-1.762535
1.0,17.7551,-2.6667,-2.521440
1.0,10.4082,4.3077,-1.764598
1.8,25.5102,-5.1282,-2.593562
1.4,24.6939,3.4872,-1.096020
0.6,14.4898,2.2564,-0.102103
1.4,10.4082,1.8462,-1.453342
1.8,29.1837,-5.1282,-3.361502
1.8,24.6939,7.1795,-0.176071
1.8,26.3265,3.4872,-0.984111
2.2,12.0408,3.4872,-1.782603
1.0,12.8571,-6.3590,-1.779922
2.2,18.9796,3.0769,-0.169955
1.4,15.7143,-3.0769,-3.362761
0.2,18.1633,4.7179,-1.822701
1.8,10.0000,8.0000,-1.772071
0.2,14.8980,-5.1282,-1.780472
2.2,28.7755,-7.1795,-1.784742
1.8,24.6939,-4.3077,-3.365811
1.4,28.3673,5.9487,-1.390196
0.2,23.4694,0.2051,-0.282740
1.8,13.2653,-1.4359,-3.318738
0.2,23.4694,5.5385,-1.941448
0.6,20.2041,3.8974,-0.979079
1.4,18.1633,-4.3077,-3.145048
0.2,28.3673,-0.2051,-2.794600
2.2,23.4694,3.8974,-1.674904
2.2,21.4286,-3.0769,-3.359075
1.4,10.8163,-3.0769,-1.762535
1.8,11.2245,-0.6154,-3.334417
0.6,14.0816,-7.5897,-1.778969
0.6,13.2653,2.6667,-1.620527
0.2,10.4082,1.4359,0.271610
0.2,22.6531,-0.6154,-3.279108
0.6,16.5306,6.3590,-2.036313
1.4,18.5714,7.1795,-1.847506
1.4,12.0408,3.8974,-1.780419
0.2,12.4490,-5.9487,-1.784401
0.6,22.2449,1.4359,-0.372426
1.0,17.7551,7.1795,-2.023490
0.2,14.4898,3.8974,-2.078483
0.6,12.8571,-4.3077,-1.764598
0.6,23.4694,3.4872,-0.774594
1.0,24.6939,0.2051,-0.549873
2.2,27.5510,5.9487,-0.827137
0.6,21.8367,1.0256,0.028591
0.6,18.1633,-4.7179,-1.783809
1.8,28.3673,-0.6154,-3.305781
2.2,16.5306,4.7179,-1.333797
0.6,16.5306,0.2051,-0.699692
1.0,10.0000,-0.6154,-2.465579
1.4,22.2449,-3.4872,-3.371437
1.4,21.4286,0.6154,-0.341815
1.4,21.4286,-7.1795,-1.784744
1.0,10.0000,-6.3590,-1.779922
1.0,21.8367,-0.2051,-3.292716
1.4,20.6122,-1.8462,-3.364105
1.0,27.9592,-4.7179,-3.292491
