KAPPA,F_AVG,DELTA1,DELTA2,NMSE,log10_NMSE,COMB_QI,COMB_PULSING,COMB_MOD_RATIO
-9.0000,2.2140,7.8670,-5.0665,2.024303e-02,-1.6937,0,0,6.116925
-9.0000,2.5830,-8.0000,-13.0000,2.047913e-02,-1.6887,0,0,6.029785
-9.0000,2.5830,-7.6310,-12.8155,2.078110e-02,-1.6823,0,0,6.033783
-9.0000,2.5830,-7.2620,-12.6310,2.029571e-02,-1.6926,0,0,6.071183
-9.0000,2.5830,-6.8930,-12.4465,2.101344e-02,-1.6775,0,0,6.065628
-9.0000,2.5830,-6.5240,-12.2620,2.030500e-02,-1.6924,0,0,6.022550
-9.0000,2.5830,-6.1550,-12.0775,2.067385e-02,-1.6846,0,0,6.035391
-9.0000,2.5830,-5.7860,-11.8930,2.067782e-02,-1.6845,0,0,6.085503
-9.0000,2.5830,-5.4170,-11.7085,2.033585e-02,-1.6917,0,0,6.076192
-9.0000,2.5830,-5.0480,-11.5240,2.102277e-02,-1.6773,0,0,6.016494
-9.0000,2.5830,-4.6790,-11.3395,2.035391e-02,-1.6914,0,0,6.027912
-9.0000,2.5830,-4.3100,-11.1550,2.081992e-02,-1.6815,0,0,6.099311
-9.0000,2.5830,-3.9410,-10.9705,2.052471e-02,-1.6877,0,0,6.120814
-9.0000,2.5830,-3.5720,-10.7860,2.053252e-02,-1.6876,0,0,6.050028
-9.0000,2.5830,-3.2030,-10.6015,2.096306e-02,-1.6785,0,0,5.993042
-9.0000,2.5830,-2.8340,-10.4170,2.039580e-02,-1.6905,0,0,6.019215
-9.0000,2.5830,-2.4650,-10.2325,2.101276e-02,-1.6775,0,0,6.078869
-9.0000,2.5830,-2.0960,-10.0480,2.070367e-02,-1.6840,0,0,6.112206
-9.0000,2.5830,-1.7270,-9.8635,2.075480e-02,-1.6829,0,0,6.059703
-9.0000,2.5830,-1.3580,-9.6790,2.090863e-02,-1.6797,0,0,6.053586
-9.0000,2.5830,-0.9890,-9.4945,2.102102e-02,-1.6773,0,0,6.281632
-9.0000,2.5830,-0.6200,-9.3100,2.099876e-02,-1.6778,0,0,6.491182
-9.0000,2.5830,-0.2510,-9.1255,2.095374e-02,-1.6787,0,0,6.722286
-9.0000,2.5830,0.1180,-8.9410,2.099012e-02,-1.6780,0,0,6.700898
-9.0000,2.5830,0.4870,-8.7565,2.094264e-02,-1.6790,0,0,6.789776
-9.0000,2.5830,0.8560,-8.5720,2.105838e-02,-1.6766,0,0,6.097952
-9.0000,2.5830,1.2250,-8.3875,2.104313e-02,-1.6769,0,0,6.431781
-9.0000,2.5830,1.5940,-8.2030,2.061642e-02,-1.6858,0,0,6.344775
-9.0000,2.5830,1.9630,-8.0185,2.097858e-02,-1.6782,0,0,6.023254
-9.0000,2.5830,2.3320,-7.8340,2.070696e-02,-1.6839,0,0,6.196241
-9.0000,2.5830,2.7010,-7.6495,2.055746e-02,-1.6870,0,0,6.077714
-9.0000,2.5830,3.0700,-7.4650,2.089619e-02,-1.6799,0,0,6.231278
-9.0000,2.5830,3.4390,-7.2805,2.041360e-02,-1.6901,0,0,5.942497
-9.0000,2.5830,3.8080,-7.0960,2.098995e-02,-1.6780,0,0,6.196225
-9.0000,2.5830,4.1770,-6.9115,2.040107e-02,-1.6903,0,0,6.123161
-9.0000,2.5830,4.5460,-6.7270,2.064556e-02,-1.6852,0,0,5.944537
-9.0000,2.5830,4.9150,-6.5425,2.076132e-02,-1.6827,0,0,6.153132
-9.0000,2.5830,5.2840,-6.3580,2.030363e-02,-1.6924,0,0,6.163706
-9.0000,2.5830,5.6530,-6.1735,2.102789e-02,-1.6772,0,0,5.939632
-9.0000,2.5830,6.0220,-5.9890,2.032971e-02,-1.6919,0,0,6.055249
-9.0000,2.5830,6.3910,-5.8045,2.071446e-02,-1.6837,0,0,6.203625
-9.0000,2.5830,6.7600,-5.6200,2.054659e-02,-1.6873,0,0,6.022610
-9.0000,2.5830,7.1290,-5.4355,2.039170e-02,-1.6905,0,0,5.945552
-9.0000,2.5830,7.4980,-5.2510,2.099221e-02,-1.6779,0,0,6.144547
-9.0000,2.5830,7.8670,-5.0665,2.024273e-02,-1.6937,0,0,6.166569
-9.0000,2.9520,-8.0000,-13.0000,2.047944e-02,-1.6887,0,0,6.030603
-9.0000,2.9520,-7.6310,-12.8155,2.078107e-02,-1.6823,0,0,6.029910
-9.0000,2.9520,-7.2620,-12.6310,2.029589e-02,-1.6926,0,0,6.072614
-9.0000,2.9520,-6.8930,-12.4465,2.101354e-02,-1.6775,0,0,6.074374
-9.0000,2.9520,-6.5240,-12.2620,2.030483e-02,-1.6924,0,0,6.024555
-9.0000,2.9520,-6.1550,-12.0775,2.067403e-02,-1.6846,0,0,6.028015
-9.0000,2.9520,-5.7860,-11.8930,2.067777e-02,-1.6845,0,0,6.085692
-9.0000,2.9520,-5.4170,-11.7085,2.033595e-02,-1.6917,0,0,6.093600
-9.0000,2.9520,-5.0480,-11.5240,2.102270e-02,-1.6773,0,0,6.026778
-9.0000,2.9520,-4.6790,-11.3395,2.035389e-02,-1.6914,0,0,6.012192
-9.0000,2.9520,-4.3100,-11.1550,2.081990e-02,-1.6815,0,0,6.082947
-9.0000,2.9520,-3.9410,-10.9705,2.052468e-02,-1.6877,0,0,6.143792
-9.0000,2.9520,-3.5720,-10.7860,2.053256e-02,-1.6876,0,0,6.116824
-9.0000,2.9520,-3.2030,-10.6015,2.096307e-02,-1.6785,0,0,6.037281
-9.0000,2.9520,-2.8340,-10.4170,2.039579e-02,-1.6905,0,0,5.991762
-9.0000,2.9520,-2.4650,-10.2325,2.101276e-02,-1.6775,0,0,5.984902
-9.0000,2.9520,-2.0960,-10.0480,2.070368e-02,-1.6840,0,0,5.993375
-9.0000,2.9520,-1.7270,-9.8635,2.075480e-02,-1.6829,0,0,6.225182
-9.0000,2.9520,-1.3580,-9.6790,2.090863e-02,-1.6797,0,0,6.214059
-9.0000,2.9520,-0.9890,-9.4945,2.102102e-02,-1.6773,0,0,6.453676
-9.0000,2.9520,-0.6200,-9.3100,2.099876e-02,-1.6778,0,0,6.112882
-9.0000,2.9520,-0.2510,-9.1255,2.095374e-02,-1.6787,0,0,6.975522
-9.0000,2.9520,0.1180,-8.9410,2.099012e-02,-1.6780,0,0,6.867776
-9.0000,2.9520,0.4870,-8.7565,2.094264e-02,-1.6790,0,0,6.173834
-9.0000,2.9520,0.8560,-8.5720,2.105838e-02,-1.6766,0,0,6.098171
-9.0000,2.9520,1.2250,-8.3875,2.104313e-02,-1.6769,0,0,6.629701
-9.0000,2.9520,1.5940,-8.2030,2.061642e-02,-1.6858,0,0,6.206122
-9.0000,2.9520,1.9630,-8.0185,2.097858e-02,-1.6782,0,0,6.332361
-9.0000,2.9520,2.3320,-7.8340,2.070696e-02,-1.6839,0,0,6.303413
-9.0000,2.9520,2.7010,-7.6495,2.055746e-02,-1.6870,0,0,5.944353
-9.0000,2.9520,3.0700,-7.4650,2.089616e-02,-1.6799,0,0,6.283545
-9.0000,2.9520,3.4390,-7.2805,2.041359e-02,-1.6901,0,0,6.010275
-9.0000,2.9520,3.8080,-7.0960,2.098993e-02,-1.6780,0,0,6.082049
-9.0000,2.9520,4.1770,-6.9115,2.040107e-02,-1.6903,0,0,6.253136
-9.0000,2.9520,4.5460,-6.7270,2.064551e-02,-1.6852,0,0,5.942434
-9.0000,2.9520,4.9150,-6.5425,2.076133e-02,-1.6827,0,0,6.082798
-9.0000,2.9520,5.2840,-6.3580,2.030356e-02,-1.6924,0,0,6.236409
-9.0000,2.9520,5.6530,-6.1735,2.102775e-02,-1.6772,0,0,5.974865
-9.0000,2.9520,6.0220,-5.9890,2.032967e-02,-1.6919,0,0,5.996883
-9.0000,2.9520,6.3910,-5.8045,2.071440e-02,-1.6837,0,0,6.217775
-9.0000,2.9520,6.7600,-5.6200,2.054646e-02,-1.6873,0,0,6.090995
-9.0000,2.9520,7.1290,-5.4355,2.039179e-02,-1.6905,0,0,5.914436
-9.0000,2.9520,7.4980,-5.2510,2.099245e-02,-1.6779,0,0,6.114623
-9.0000,2.9520,7.8670,-5.0665,2.024298e-02,-1.6937,0,0,6.218661
-9.0000,3.3210,-8.0000,-13.0000,2.047935e-02,-1.6887,0,0,6.032926
-9.0000,3.3210,-7.6310,-12.8155,2.078126e-02,-1.6823,0,0,6.025512
-9.0000,3.3210,-7.2620,-12.6310,2.029587e-02,-1.6926,0,0,6.072298
-9.0000,3.3210,-6.8930,-12.4465,2.101349e-02,-1.6775,0,0,6.084261
-9.0000,3.3210,-6.5240,-12.2620,2.030480e-02,-1.6924,0,0,6.030068
-9.0000,3.3210,-6.1550,-12.0775,2.067401e-02,-1.6846,0,0,6.019703
-9.0000,3.3210,-5.7860,-11.8930,2.067755e-02,-1.6845,0,0,6.080902
-9.0000,3.3210,-5.4170,-11.7085,2.033591e-02,-1.6917,0,0,6.110972
-9.0000,3.3210,-5.0480,-11.5240,2.102266e-02,-1.6773,0,0,6.048621
-9.0000,3.3210,-4.6790,-11.3395,2.035393e-02,-1.6914,0,0,6.001288
-9.0000,3.3210,-4.3100,-11.1550,2.081990e-02,-1.6815,0,0,6.052827
-9.0000,3.3210,-3.9410,-10.9705,2.052466e-02,-1.6877,0,0,6.137558
-9.0000,3.3210,-3.5720,-10.7860,2.053259e-02,-1.6876,0,0,6.176769
-9.0000,3.3210,-3.2030,-10.6015,2.096315e-02,-1.6785,0,0,6.154210
-9.0000,3.3210,-2.8340,-10.4170,2.039579e-02,-1.6905,0,0,6.126465
-9.0000,3.3210,-2.4650,-10.2325,2.101276e-02,-1.6775,0,0,6.166785
-9.0000,3.3210,-2.0960,-10.0480,2.070369e-02,-1.6840,0,0,6.324173
-9.0000,3.3210,-1.7270,-9.8635,2.075480e-02,-1.6829,0,0,6.171065
-9.0000,3.3210,-1.3580,-9.6790,2.090863e-02,-1.6797,0,0,6.529029
-9.0000,3.3210,-0.9890,-9.4945,2.102102e-02,-1.6773,0,0,6.430594
-9.0000,3.3210,-0.6200,-9.3100,2.099876e-02,-1.6778,0,0,6.757457
-9.0000,3.3210,-0.2510,-9.1255,2.095374e-02,-1.6787,0,0,6.853429
-9.0000,3.3210,0.1180,-8.9410,2.099012e-02,-1.6780,0,0,6.230499
-9.0000,3.3210,0.4870,-8.7565,2.094264e-02,-1.6790,0,0,6.256086
-9.0000,3.3210,0.8560,-8.5720,2.105838e-02,-1.6766,0,0,6.876842
-9.0000,3.3210,1.2250,-8.3875,2.104313e-02,-1.6769,0,0,6.729725
-9.0000,3.3210,1.5940,-8.2030,2.061642e-02,-1.6858,0,0,6.067486
-9.0000,3.3210,1.9630,-8.0185,2.097857e-02,-1.6782,0,0,6.124555
-9.0000,3.3210,2.3320,-7.8340,2.070697e-02,-1.6839,0,0,5.945698
-9.0000,3.3210,2.7010,-7.6495,2.055746e-02,-1.6870,0,0,6.351896
-9.0000,3.3210,3.0700,-7.4650,2.089616e-02,-1.6799,0,0,6.053527
-9.0000,3.3210,3.4390,-7.2805,2.041359e-02,-1.6901,0,0,6.288522
-9.0000,3.3210,3.8080,-7.0960,2.098991e-02,-1.6780,0,0,5.941859
-9.0000,3.3210,4.1770,-6.9115,2.040107e-02,-1.6903,0,0,6.275933
-9.0000,3.3210,4.5460,-6.7270,2.064555e-02,-1.6852,0,0,6.060596
-9.0000,3.3210,4.9150,-6.5425,2.076136e-02,-1.6827,0,0,5.982949
-9.0000,3.3210,5.2840,-6.3580,2.030351e-02,-1.6924,0,0,6.257555
-9.0000,3.3210,5.6530,-6.1735,2.102799e-02,-1.6772,0,0,6.074311
-9.0000,3.3210,6.0220,-5.9890,2.032955e-02,-1.6919,0,0,5.933875
-9.0000,3.3210,6.3910,-5.8045,2.071442e-02,-1.6837,0,0,6.193964
-9.0000,3.3210,6.7600,-5.6200,2.054636e-02,-1.6873,0,0,6.182210
-9.0000,3.3210,7.1290,-5.4355,2.039179e-02,-1.6905,0,0,5.903913
-9.0000,3.3210,7.4980,-5.2510,2.099261e-02,-1.6779,0,0,6.061685
-9.0000,3.3210,7.8670,-5.0665,2.024292e-02,-1.6937,0,0,6.258930
-9.0000,3.6900,-8.0000,-13.0000,2.047920e-02,-1.6887,0,0,6.037160
-9.0000,3.6900,-7.6310,-12.8155,2.078108e-02,-1.6823,0,0,6.020908
-9.0000,3.6900,-7.2620,-12.6310,2.029572e-02,-1.6926,0,0,6.069761
-9.0000,3.6900,-6.8930,-12.4465,2.101349e-02,-1.6775,0,0,6.094308
-9.0000,3.6900,-6.5240,-12.2620,2.030482e-02,-1.6924,0,0,6.040197
-9.0000,3.6900,-6.1550,-12.0775,2.067392e-02,-1.6846,0,0,6.011998
-9.0000,3.6900,-5.7860,-11.8930,2.067754e-02,-1.6845,0,0,6.070271
-9.0000,3.6900,-5.4170,-11.7085,2.033588e-02,-1.6917,0,0,6.123745
-9.0000,3.6900,-5.0480,-11.5240,2.102266e-02,-1.6773,0,0,6.082268
-9.0000,3.6900,-4.6790,-11.3395,2.035389e-02,-1.6914,0,0,6.006049
-9.0000,3.6900,-4.3100,-11.1550,2.081987e-02,-1.6815,0,0,6.016916
-9.0000,3.6900,-3.9410,-10.9705,2.052459e-02,-1.6877,0,0,6.095349
-9.0000,3.6900,-3.5720,-10.7860,2.053260e-02,-1.6876,0,0,6.173807
-9.0000,3.6900,-3.2030,-10.6015,2.096330e-02,-1.6785,0,0,6.223841
-9.0000,3.6900,-2.8340,-10.4170,2.039579e-02,-1.6905,0,0,6.261569
-9.0000,3.6900,-2.4650,-10.2325,2.101275e-02,-1.6775,0,0,6.277669
-9.0000,3.6900,-2.0960,-10.0480,2.070369e-02,-1.6840,0,0,6.106907
-9.0000,3.6900,-1.7270,-9.8635,2.075480e-02,-1.6829,0,0,6.402671
-9.0000,3.6900,-1.3580,-9.6790,2.090863e-02,-1.6797,0,0,6.453802
-9.0000,3.6900,-0.9890,-9.4945,2.102102e-02,-1.6773,0,0,6.171234
-9.0000,3.6900,-0.6200,-9.3100,2.099876e-02,-1.6778,0,0,7.018963
-9.0000,3.6900,-0.2510,-9.1255,2.095374e-02,-1.6787,0,0,7.398463
-9.0000,3.6900,0.1180,-8.9410,2.699118e-01,-0.5688,0,0,6.635418
-9.0000,3.6900,0.4870,-8.7565,2.094264e-02,-1.6790,0,0,7.067302
-9.0000,3.6900,0.8560,-8.5720,2.105838e-02,-1.6766,0,0,6.457592
-9.0000,3.6900,1.2250,-8.3875,2.104313e-02,-1.6769,0,0,6.781002
-9.0000,3.6900,1.5940,-8.2030,2.061642e-02,-1.6858,0,0,6.411105
-9.0000,3.6900,1.9630,-8.0185,2.097857e-02,-1.6782,0,0,6.575066
-9.0000,3.6900,2.3320,-7.8340,2.070697e-02,-1.6839,0,0,6.513131
-9.0000,3.6900,2.7010,-7.6495,2.055746e-02,-1.6870,0,0,6.235011
-9.0000,3.6900,3.0700,-7.4650,2.089616e-02,-1.6799,0,0,5.978434
-9.0000,3.6900,3.4390,-7.2805,2.041358e-02,-1.6901,0,0,6.319223
-9.0000,3.6900,3.8080,-7.0960,2.098988e-02,-1.6780,0,0,6.000151
-9.0000,3.6900,4.1770,-6.9115,2.040101e-02,-1.6903,0,0,6.140642
-9.0000,3.6900,4.5460,-6.7270,2.064554e-02,-1.6852,0,0,6.265063
-9.0000,3.6900,4.9150,-6.5425,2.076138e-02,-1.6827,0,0,5.910884
-9.0000,3.6900,5.2840,-6.3580,2.030345e-02,-1.6924,0,0,6.195267
-9.0000,3.6900,5.6530,-6.1735,2.102822e-02,-1.6772,0,0,6.217673
-9.0000,3.6900,6.0220,-5.9890,2.032963e-02,-1.6919,0,0,5.900258
-9.0000,3.6900,6.3910,-5.8045,2.071442e-02,-1.6837,0,0,6.125782
-9.0000,3.6900,6.7600,-5.6200,2.054636e-02,-1.6873,0,0,6.268819
-9.0000,3.6900,7.1290,-5.4355,2.039166e-02,-1.6905,0,0,5.939121
-9.0000,3.6900,7.4980,-5.2510,2.099251e-02,-1.6779,0,0,5.990250
-9.0000,3.6900,7.8670,-5.0665,2.024289e-02,-1.6937,0,0,6.270048
-9.0000,4.0590,-8.0000,-13.0000,2.047923e-02,-1.6887,0,0,6.043584
-9.0000,4.0590,-7.6310,-12.8155,2.078116e-02,-1.6823,0,0,6.016636
-9.0000,4.0590,-7.2620,-12.6310,2.029582e-02,-1.6926,0,0,6.064634
-9.0000,4.0590,-6.8930,-12.4465,2.101341e-02,-1.6775,0,0,6.103327
-9.0000,4.0590,-6.5240,-12.2620,2.030485e-02,-1.6924,0,0,6.055452
-9.0000,4.0590,-6.1550,-12.0775,2.067389e-02,-1.6846,0,0,6.007241
-9.0000,4.0590,-5.7860,-11.8930,2.067755e-02,-1.6845,0,0,6.054010
-9.0000,4.0590,-5.4170,-11.7085,2.033587e-02,-1.6917,0,0,6.126706
-9.0000,4.0590,-5.0480,-11.5240,2.102272e-02,-1.6773,0,0,6.121704
-9.0000,4.0590,-4.6790,-11.3395,2.035387e-02,-1.6914,0,0,6.038124
-9.0000,4.0590,-4.3100,-11.1550,2.081986e-02,-1.6815,0,0,5.994949
-9.0000,4.0590,-3.9410,-10.9705,2.052457e-02,-1.6877,0,0,6.032526
-9.0000,4.0590,-3.5720,-10.7860,2.053261e-02,-1.6876,0,0,6.097428
-9.0000,4.0590,-3.2030,-10.6015,2.096333e-02,-1.6785,0,0,6.144186
-9.0000,4.0590,-2.8340,-10.4170,2.039579e-02,-1.6905,0,0,6.137638
-9.0000,4.0590,-2.4650,-10.2325,2.101275e-02,-1.6775,0,0,6.031417
-9.0000,4.0590,-2.0960,-10.0480,2.070370e-02,-1.6840,0,0,6.282929
-9.0000,4.0590,-1.7270,-9.8635,2.075480e-02,-1.6829,0,0,6.046532
-9.0000,4.0590,-1.3580,-9.6790,2.090863e-02,-1.6797,0,0,6.372309
-9.0000,4.0590,-0.9890,-9.4945,2.102102e-02,-1.6773,0,0,6.910497
-9.0000,4.0590,-0.6200,-9.3100,2.099876e-02,-1.6778,0,0,6.573371
-9.0000,4.0590,-0.2510,-9.1255,1.425898e-01,-0.8459,0,0,6.283447
-9.0000,4.0590,0.1180,-8.9410,4.205753e-02,-1.3762,0,0,7.805544
-9.0000,4.0590,0.4870,-8.7565,4.270752e-02,-1.3695,0,0,6.838007
-9.0000,4.0590,0.8560,-8.5720,2.105838e-02,-1.6766,0,0,6.546972
-9.0000,4.0590,1.2250,-8.3875,2.104313e-02,-1.6769,0,0,6.335387
-9.0000,4.0590,1.5940,-8.2030,2.061643e-02,-1.6858,0,0,6.635710
-9.0000,4.0590,1.9630,-8.0185,2.097857e-02,-1.6782,0,0,6.002868
-9.0000,4.0590,2.3320,-7.8340,2.070697e-02,-1.6839,0,0,5.996531
-9.0000,4.0590,2.7010,-7.6495,2.055746e-02,-1.6870,0,0,5.992820
-9.0000,4.0590,3.0700,-7.4650,2.089617e-02,-1.6799,0,0,6.456849
-9.0000,4.0590,3.4390,-7.2805,2.041358e-02,-1.6901,0,0,6.032989
-9.0000,4.0590,3.8080,-7.0960,2.098986e-02,-1.6780,0,0,6.344598
-9.0000,4.0590,4.1770,-6.9115,2.040100e-02,-1.6903,0,0,5.950541
-9.0000,4.0590,4.5460,-6.7270,2.064555e-02,-1.6852,0,0,6.349859
-9.0000,4.0590,4.9150,-6.5425,2.076137e-02,-1.6827,0,0,5.987132
-9.0000,4.0590,5.2840,-6.3580,2.030343e-02,-1.6924,0,0,6.063422
-9.0000,4.0590,5.6530,-6.1735,2.102817e-02,-1.6772,0,0,6.324217
-9.0000,4.0590,6.0220,-5.9890,2.032963e-02,-1.6919,0,0,5.953296
-9.0000,4.0590,6.3910,-5.8045,2.071455e-02,-1.6837,0,0,6.023437
-9.0000,4.0590,6.7600,-5.6200,2.054640e-02,-1.6873,0,0,6.310232
-9.0000,4.0590,7.1290,-5.4355,2.039153e-02,-1.6906,0,0,6.041079
-9.0000,4.0590,7.4980,-5.2510,2.099249e-02,-1.6779,0,0,5.913989
-9.0000,4.0590,7.8670,-5.0665,2.024279e-02,-1.6937,0,0,6.238022
-9.0000,4.4280,-8.0000,-13.0000,2.047935e-02,-1.6887,0,0,6.052419
-9.0000,4.4280,-7.6310,-12.8155,2.078113e-02,-1.6823,0,0,6.013463
-9.0000,4.4280,-7.2620,-12.6310,2.029593e-02,-1.6926,0,0,6.056880
-9.0000,4.4280,-6.8930,-12.4465,2.101354e-02,-1.6775,0,0,6.109574
-9.0000,4.4280,-6.5240,-12.2620,2.030488e-02,-1.6924,0,0,6.075624
-9.0000,4.4280,-6.1550,-12.0775,2.067389e-02,-1.6846,0,0,6.008819
-9.0000,4.4280,-5.7860,-11.8930,2.067752e-02,-1.6845,0,0,6.033945
-9.0000,4.4280,-5.4170,-11.7085,2.033581e-02,-1.6917,0,0,6.115983
-9.0000,4.4280,-5.0480,-11.5240,2.102273e-02,-1.6773,0,0,6.154110
-9.0000,4.4280,-4.6790,-11.3395,2.035385e-02,-1.6914,0,0,6.099020
-9.0000,4.4280,-4.3100,-11.1550,2.081981e-02,-1.6815,0,0,6.019057
-9.0000,4.4280,-3.9410,-10.9705,2.052462e-02,-1.6877,0,0,5.992619
-9.0000,4.4280,-3.5720,-10.7860,2.053261e-02,-1.6876,0,0,6.005896
-9.0000,4.4280,-3.2030,-10.6015,2.096335e-02,-1.6785,0,0,6.009985
-9.0000,4.4280,-2.8340,-10.4170,2.039578e-02,-1.6905,0,0,5.997622
-9.0000,4.4280,-2.4650,-10.2325,2.101275e-02,-1.6775,0,0,6.262449
-9.0000,4.4280,-2.0960,-10.0480,2.070370e-02,-1.6840,0,0,6.200593
-9.0000,4.4280,-1.7270,-9.8635,2.075480e-02,-1.6829,0,0,6.393163
-9.0000,4.4280,-1.3580,-9.6790,2.090863e-02,-1.6797,0,0,6.576823
-9.0000,4.4280,-0.9890,-9.4945,2.102101e-02,-1.6773,0,0,6.208461
-9.0000,4.4280,-0.6200,-9.3100,3.194049e-01,-0.4957,0,0,6.957914
-9.0000,4.4280,-0.2510,-9.1255,5.726382e-02,-1.2421,0,0,6.816207
-9.0000,4.4280,0.1180,-8.9410,3.429496e-02,-1.4648,0,0,6.854963
-9.0000,4.4280,0.4870,-8.7565,4.189271e-02,-1.3779,0,0,6.425654
-9.0000,4.4280,0.8560,-8.5720,2.105838e-02,-1.6766,0,0,7.043697
-9.0000,4.4280,1.2250,-8.3875,2.104313e-02,-1.6769,0,0,7.073808
-9.0000,4.4280,1.5940,-8.2030,2.061643e-02,-1.6858,0,0,6.660162
-9.0000,4.4280,1.9630,-8.0185,2.097857e-02,-1.6782,0,0,6.275613
-9.0000,4.4280,2.3320,-7.8340,2.070697e-02,-1.6839,0,0,6.629152
-9.0000,4.4280,2.7010,-7.6495,2.055746e-02,-1.6870,0,0,6.534307
-9.0000,4.4280,3.0700,-7.4650,2.089617e-02,-1.6799,0,0,6.177198
-9.0000,4.4280,3.4390,-7.2805,2.041358e-02,-1.6901,0,0,6.029864
-9.0000,4.4280,3.8080,-7.0960,2.098989e-02,-1.6780,0,0,6.353418
-9.0000,4.4280,4.1770,-6.9115,2.040093e-02,-1.6903,0,0,5.987442
-9.0000,4.4280,4.5460,-6.7270,2.064543e-02,-1.6852,0,0,6.204973
-9.0000,4.4280,4.9150,-6.5425,2.076138e-02,-1.6827,0,0,6.249561
-9.0000,4.4280,5.2840,-6.3580,2.030342e-02,-1.6924,0,0,5.923901
-9.0000,4.4280,5.6530,-6.1735,2.102810e-02,-1.6772,0,0,6.308366
-9.0000,4.4280,6.0220,-5.9890,2.032968e-02,-1.6919,0,0,6.126769
-9.0000,4.4280,6.3910,-5.8045,2.071463e-02,-1.6837,0,0,5.917071
-9.0000,4.4280,6.7600,-5.6200,2.054621e-02,-1.6873,0,0,6.274827
-9.0000,4.4280,7.1290,-5.4355,2.039136e-02,-1.6906,0,0,6.197597
-9.0000,4.4280,7.4980,-5.2510,2.099253e-02,-1.6779,0,0,5.862114
-9.0000,4.4280,7.8670,-5.0665,2.024275e-02,-1.6937,0,0,6.159411
-9.0000,4.7970,-8.0000,-13.0000,2.047926e-02,-1.6887,0,0,6.063658
-9.0000,4.7970,-7.6310,-12.8155,2.078120e-02,-1.6823,0,0,6.012430
-9.0000,4.7970,-7.2620,-12.6310,2.029590e-02,-1.6926,0,0,6.046654
-9.0000,4.7970,-6.8930,-12.4465,2.101343e-02,-1.6775,0,0,6.111427
-9.0000,4.7970,-6.5240,-12.2620,2.030487e-02,-1.6924,0,0,6.098930
-9.0000,4.7970,-6.1550,-12.0775,2.067395e-02,-1.6846,0,0,6.020537
-9.0000,4.7970,-5.7860,-11.8930,2.067749e-02,-1.6845,0,0,6.014169
-9.0000,4.7970,-5.4170,-11.7085,2.033575e-02,-1.6917,0,0,6.090914
-9.0000,4.7970,-5.0480,-11.5240,2.102274e-02,-1.6773,0,0,6.163939
-9.0000,4.7970,-4.6790,-11.3395,2.035384e-02,-1.6914,0,0,6.166228
-9.0000,4.7970,-4.3100,-11.1550,2.081977e-02,-1.6815,0,0,6.106476
-9.0000,4.7970,-3.9410,-10.9705,2.052459e-02,-1.6877,0,0,6.050120
-9.0000,4.7970,-3.5720,-10.7860,2.053261e-02,-1.6876,0,0,6.033724
-9.0000,4.7970,-3.2030,-10.6015,2.096336e-02,-1.6785,0,0,6.083699
-9.0000,4.7970,-2.8340,-10.4170,2.039578e-02,-1.6905,0,0,6.301369
-9.0000,4.7970,-2.4650,-10.2325,2.101275e-02,-1.6775,0,0,6.270139
-9.0000,4.7970,-2.0960,-10.0480,2.070370e-02,-1.6840,0,0,6.457191
-9.0000,4.7970,-1.7270,-9.8635,2.075479e-02,-1.6829,0,0,6.668424
-9.0000,4.7970,-1.3580,-9.6790,2.090863e-02,-1.6797,0,0,6.878629
-9.0000,4.7970,-0.9890,-9.4945,2.102101e-02,-1.6773,0,0,6.302902
-9.0000,4.7970,-0.6200,-9.3100,3.192783e-02,-1.4958,0,0,7.282175
-9.0000,4.7970,-0.2510,-9.1255,2.191004e-01,-0.6594,0,0,0.000048
-9.0000,4.7970,0.1180,-8.9410,1.335013e-01,-0.8745,0,1,0.059934
-9.0000,4.7970,0.4870,-8.7565,3.932462e-02,-1.4053,0,0,7.870643
-9.0000,4.7970,0.8560,-8.5720,3.811016e-02,-1.4190,0,0,7.038079
-9.0000,4.7970,1.2250,-8.3875,2.104313e-02,-1.6769,0,0,6.361177
-9.0000,4.7970,1.5940,-8.2030,2.061643e-02,-1.6858,0,0,6.424793
-9.0000,4.7970,1.9630,-8.0185,2.097857e-02,-1.6782,0,0,6.623627
-9.0000,4.7970,2.3320,-7.8340,2.070697e-02,-1.6839,0,0,6.084713
-9.0000,4.7970,2.7010,-7.6495,2.055746e-02,-1.6870,0,0,5.964525
-9.0000,4.7970,3.0700,-7.4650,2.089618e-02,-1.6799,0,0,6.092036
-9.0000,4.7970,3.4390,-7.2805,2.041357e-02,-1.6901,0,0,6.523623
-9.0000,4.7970,3.8080,-7.0960,2.098989e-02,-1.6780,0,0,6.021213
-9.0000,4.7970,4.1770,-6.9115,2.040089e-02,-1.6904,0,0,6.395917
-9.0000,4.7970,4.5460,-6.7270,2.064543e-02,-1.6852,0,0,5.967972
-9.0000,4.7970,4.9150,-6.5425,2.076138e-02,-1.6827,0,0,6.416095
-9.0000,4.7970,5.2840,-6.3580,2.030343e-02,-1.6924,0,0,5.922540
-9.0000,4.7970,5.6530,-6.1735,2.102808e-02,-1.6772,0,0,6.165154
-9.0000,4.7970,6.0220,-5.9890,2.032966e-02,-1.6919,0,0,6.334511
-9.0000,4.7970,6.3910,-5.8045,2.071470e-02,-1.6837,0,0,5.874241
-9.0000,4.7970,6.7600,-5.6200,2.054620e-02,-1.6873,0,0,6.162757
