F_AVG,DELTA1,DELTA2,DELTA_F,NMSE,log10_NMSE,COMB_QI,COMB_PULSING,COMB_MOD_RATIO
20.0000,-5.4896,-11.7448,0.4184,4.186014e-04,-3.3782,0,0,0.000001
20.0000,-5.4896,-11.7448,0.6276,4.296562e-04,-3.3669,0,0,0.000001
20.0000,-5.4896,-11.7448,0.8368,4.410061e-04,-3.3556,0,0,0.000001
20.0000,-5.4896,-11.7448,1.0460,4.571435e-04,-3.3399,0,0,0.000001
20.0000,-5.4896,-11.7448,1.2552,4.759922e-04,-3.3224,0,0,0.000001
20.0000,-5.4896,-11.7448,1.4644,4.979665e-04,-3.3028,0,0,0.000001
20.0000,-5.4896,-11.7448,1.6736,5.234392e-04,-3.2811,0,0,0.000001
20.0000,-5.4896,-11.7448,1.8828,5.529916e-04,-3.2573,0,0,0.000001
20.0000,-5.4896,-11.7448,2.0920,5.862320e-04,-3.2319,0,0,0.000001
20.0000,-5.4896,-11.7448,2.3012,6.235976e-04,-3.2051,0,0,0.000001
20.0000,-5.4896,-11.7448,2.5104,6.648521e-04,-3.1773,0,0,0.000002
20.0000,-5.4896,-11.7448,2.7196,7.101679e-04,-3.1486,0,0,0.000002
20.0000,-5.4896,-11.7448,2.9288,7.594583e-04,-3.1195,0,0,0.000002
20.0000,-5.4896,-11.7448,3.1380,8.131601e-04,-3.0898,0,0,0.000002
20.0000,-5.4896,-11.7448,3.3472,8.706774e-04,-3.0601,0,0,0.000002
20.0000,-5.4896,-11.7448,3.5564,9.324481e-04,-3.0304,0,0,0.000003
20.0000,-5.4896,-11.7448,3.7656,9.985744e-04,-3.0006,0,0,0.000003
20.0000,-5.4896,-11.7448,3.9748,1.068650e-03,-2.9712,0,0,0.000004
20.0000,-5.4896,-11.7448,4.1840,1.142764e-03,-2.9420,0,0,0.000004
20.0000,-5.4896,-11.7448,4.3932,1.221461e-03,-2.9131,0,0,0.000006
20.0000,-5.4896,-11.7448,4.6024,1.304093e-03,-2.8847,0,0,0.000008
20.0000,-5.4896,-11.7448,4.8116,1.390716e-03,-2.8568,0,0,0.000014
20.0000,-5.4896,-11.7448,5.0208,1.481572e-03,-2.8293,0,0,0.000009
20.0000,-5.2804,-11.6402,0.0000,2.030794e-02,-1.6923,0,0,0.000001
20.0000,-5.2804,-11.6402,0.2092,3.341729e-04,-3.4760,0,0,0.000001
20.0000,-5.2804,-11.6402,0.4184,3.363491e-04,-3.4732,0,0,0.000001
20.0000,-5.2804,-11.6402,0.6276,3.461464e-04,-3.4607,0,0,0.000002
20.0000,-5.2804,-11.6402,0.8368,3.575618e-04,-3.4466,0,0,0.000002
20.0000,-5.2804,-11.6402,1.0460,3.716727e-04,-3.4298,0,0,0.000002
20.0000,-5.2804,-11.6402,1.2552,3.896987e-04,-3.4093,0,0,0.000002
20.0000,-5.2804,-11.6402,1.4644,4.116129e-04,-3.3855,0,0,0.000002
20.0000,-5.2804,-11.6402,1.6736,4.371840e-04,-3.3593,0,0,0.000002
20.0000,-5.2804,-11.6402,1.8828,4.666053e-04,-3.3311,0,0,0.000002
20.0000,-5.2804,-11.6402,2.0920,4.998041e-04,-3.3012,0,0,0.000002
20.0000,-5.2804,-11.6402,2.3012,5.369682e-04,-3.2701,0,0,0.000002
20.0000,-5.2804,-11.6402,2.5104,5.781528e-04,-3.2380,0,0,0.000003
20.0000,-5.2804,-11.6402,2.7196,6.233536e-04,-3.2053,0,0,0.000003
20.0000,-5.2804,-11.6402,2.9288,6.726432e-04,-3.1722,0,0,0.000003
20.0000,-5.2804,-11.6402,3.1380,7.260297e-04,-3.1390,0,0,0.000004
20.0000,-5.2804,-11.6402,3.3472,7.835466e-04,-3.1059,0,0,0.000004
20.0000,-5.2804,-11.6402,3.5564,8.452133e-04,-3.0730,0,0,0.000006
20.0000,-5.2804,-11.6402,3.7656,9.109030e-04,-3.0405,0,0,0.000008
20.0000,-5.2804,-11.6402,3.9748,9.806852e-04,-3.0085,0,0,0.000025
20.0000,-5.2804,-11.6402,4.1840,1.054831e-03,-2.9768,0,0,0.000026
20.0000,-5.2804,-11.6402,4.3932,1.132883e-03,-2.9458,0,0,0.000011
20.0000,-5.2804,-11.6402,4.6024,1.215022e-03,-2.9154,0,0,0.000003
20.0000,-5.2804,-11.6402,4.8116,1.301486e-03,-2.8856,0,0,0.000011
20.0000,-5.2804,-11.6402,5.0208,1.391975e-03,-2.8564,0,0,0.000105
20.0000,-5.0712,-11.5356,0.0000,2.096871e-02,-1.6784,0,0,0.000002
20.0000,-5.0712,-11.5356,0.2092,6.198075e-04,-3.2077,0,0,0.000002
20.0000,-5.0712,-11.5356,0.4184,6.375153e-04,-3.1955,0,0,0.000002
20.0000,-5.0712,-11.5356,0.6276,6.453000e-04,-3.1902,0,0,0.000002
20.0000,-5.0712,-11.5356,0.8368,6.600688e-04,-3.1804,0,0,0.000002
20.0000,-5.0712,-11.5356,1.0460,6.754151e-04,-3.1704,0,0,0.000003
20.0000,-5.0712,-11.5356,1.2552,6.967133e-04,-3.1569,0,0,0.000003
20.0000,-5.0712,-11.5356,1.4644,7.194179e-04,-3.1430,0,0,0.000003
20.0000,-5.0712,-11.5356,1.6736,7.462568e-04,-3.1271,0,0,0.000003
20.0000,-5.0712,-11.5356,1.8828,7.766445e-04,-3.1098,0,0,0.000003
20.0000,-5.0712,-11.5356,2.0920,8.105966e-04,-3.0912,0,0,0.000004
20.0000,-5.0712,-11.5356,2.3012,8.483895e-04,-3.0714,0,0,0.000004
20.0000,-5.0712,-11.5356,2.5104,8.899215e-04,-3.0506,0,0,0.000004
20.0000,-5.0712,-11.5356,2.7196,9.356282e-04,-3.0289,0,0,0.000005
20.0000,-5.0712,-11.5356,2.9288,9.852757e-04,-3.0064,0,0,0.000006
20.0000,-5.0712,-11.5356,3.1380,1.039099e-03,-2.9833,0,0,0.000008
20.0000,-5.0712,-11.5356,3.3472,1.096852e-03,-2.9599,0,0,0.000015
20.0000,-5.0712,-11.5356,3.5564,1.158853e-03,-2.9360,0,0,0.000175
20.0000,-5.0712,-11.5356,3.7656,1.225128e-03,-2.9118,0,0,0.000008
20.0000,-5.0712,-11.5356,3.9748,1.295523e-03,-2.8876,0,0,0.000091
20.0000,-5.0712,-11.5356,4.1840,1.370140e-03,-2.8632,0,0,0.000007
20.0000,-5.0712,-11.5356,4.3932,1.448953e-03,-2.8389,0,0,0.000024
20.0000,-5.0712,-11.5356,4.6024,1.531834e-03,-2.8148,0,0,0.000015
20.0000,-5.0712,-11.5356,4.8116,1.619204e-03,-2.7907,0,0,0.000007
20.0000,-5.0712,-11.5356,5.0208,1.710575e-03,-2.7669,0,0,0.000005
20.0000,-4.8620,-11.4310,0.0000,2.056802e-02,-1.6868,0,0,0.000002
20.0000,-4.8620,-11.4310,0.2092,4.504599e-04,-3.3463,0,0,0.000002
20.0000,-4.8620,-11.4310,0.4184,4.387620e-04,-3.3578,0,0,0.000003
20.0000,-4.8620,-11.4310,0.6276,4.595882e-04,-3.3376,0,0,0.000003
20.0000,-4.8620,-11.4310,0.8368,4.770494e-04,-3.3214,0,0,0.000003
20.0000,-4.8620,-11.4310,1.0460,5.001617e-04,-3.3009,0,0,0.000003
20.0000,-4.8620,-11.4310,1.2552,5.267451e-04,-3.2784,0,0,0.000003
20.0000,-4.8620,-11.4310,1.4644,5.558604e-04,-3.2550,0,0,0.000003
20.0000,-4.8620,-11.4310,1.6736,5.879711e-04,-3.2306,0,0,0.000003
20.0000,-4.8620,-11.4310,1.8828,6.226489e-04,-3.2058,0,0,0.000003
20.0000,-4.8620,-11.4310,2.0920,6.600324e-04,-3.1804,0,0,0.000004
20.0000,-4.8620,-11.4310,2.3012,7.009277e-04,-3.1543,0,0,0.000004
20.0000,-4.8620,-11.4310,2.5104,7.447845e-04,-3.1280,0,0,0.000005
20.0000,-4.8620,-11.4310,2.7196,7.921577e-04,-3.1012,0,0,0.000006
20.0000,-4.8620,-11.4310,2.9288,8.430198e-04,-3.0742,0,0,0.000011
20.0000,-4.8620,-11.4310,3.1380,8.973524e-04,-3.0470,0,0,0.000164
20.0000,-4.8620,-11.4310,3.3472,9.554769e-04,-3.0198,0,0,0.000007
20.0000,-4.8620,-11.4310,3.5564,1.017356e-03,-2.9925,0,0,0.000007
20.0000,-4.8620,-11.4310,3.7656,1.083213e-03,-2.9653,0,0,0.000029
20.0000,-4.8620,-11.4310,3.9748,1.153095e-03,-2.9381,0,0,0.000007
20.0000,-4.8620,-11.4310,4.1840,1.226715e-03,-2.9113,0,0,0.000004
20.0000,-4.8620,-11.4310,4.3932,1.304537e-03,-2.8845,0,0,0.000003
20.0000,-4.8620,-11.4310,4.6024,1.386387e-03,-2.8581,0,0,0.000003
20.0000,-4.8620,-11.4310,4.8116,1.472391e-03,-2.8320,0,0,0.000002
20.0000,-4.8620,-11.4310,5.0208,1.562364e-03,-2.8062,0,0,0.000002
20.0000,-4.6528,-11.3264,0.0000,8.553158e-04,-3.0679,0,0,0.000002
20.0000,-4.6528,-11.3264,0.2092,3.442249e-04,-3.4632,0,0,0.000002
20.0000,-4.6528,-11.3264,0.4184,3.590771e-04,-3.4448,0,0,0.000002
20.0000,-4.6528,-11.3264,0.6276,3.754634e-04,-3.4254,0,0,0.000002
20.0000,-4.6528,-11.3264,0.8368,3.954317e-04,-3.4029,0,0,0.000002
20.0000,-4.6528,-11.3264,1.0460,4.195433e-04,-3.3772,0,0,0.000002
20.0000,-4.6528,-11.3264,1.2552,4.455137e-04,-3.3511,0,0,0.000002
20.0000,-4.6528,-11.3264,1.4644,4.743621e-04,-3.3239,0,0,0.000002
20.0000,-4.6528,-11.3264,1.6736,5.065277e-04,-3.2954,0,0,0.000003
20.0000,-4.6528,-11.3264,1.8828,5.415563e-04,-3.2664,0,0,0.000003
20.0000,-4.6528,-11.3264,2.0920,5.794242e-04,-3.2370,0,0,0.000003
20.0000,-4.6528,-11.3264,2.3012,6.199710e-04,-3.2076,0,0,0.000005
20.0000,-4.6528,-11.3264,2.5104,6.641993e-04,-3.1777,0,0,0.000042
20.0000,-4.6528,-11.3264,2.7196,7.113779e-04,-3.1479,0,0,0.000006
20.0000,-4.6528,-11.3264,2.9288,7.621374e-04,-3.1180,0,0,0.000006
20.0000,-4.6528,-11.3264,3.1380,8.164124e-04,-3.0881,0,0,0.000004
20.0000,-4.6528,-11.3264,3.3472,8.743437e-04,-3.0583,0,0,0.000003
20.0000,-4.6528,-11.3264,3.5564,9.360151e-04,-3.0287,0,0,0.000002
20.0000,-4.6528,-11.3264,3.7656,1.001581e-03,-2.9993,0,0,0.000002
20.0000,-4.6528,-11.3264,3.9748,1.070944e-03,-2.9702,0,0,0.000001
20.0000,-4.6528,-11.3264,4.1840,1.144244e-03,-2.9415,0,0,0.000002
20.0000,-4.6528,-11.3264,4.3932,1.221628e-03,-2.9131,0,0,0.000001
20.0000,-4.6528,-11.3264,4.6024,1.303088e-03,-2.8850,0,0,0.000002
20.0000,-4.6528,-11.3264,4.8116,1.388601e-03,-2.8574,0,0,0.000003
20.0000,-4.6528,-11.3264,5.0208,1.478098e-03,-2.8303,0,0,0.000004
20.0000,-4.4436,-11.2218,0.0000,2.873553e-03,-2.5416,0,0,0.000002
20.0000,-4.4436,-11.2218,0.2092,6.146783e-04,-3.2114,0,0,0.000002
20.0000,-4.4436,-11.2218,0.4184,6.253797e-04,-3.2039,0,0,0.000002
20.0000,-4.4436,-11.2218,0.6276,6.421051e-04,-3.1924,0,0,0.000002
20.0000,-4.4436,-11.2218,0.8368,6.616789e-04,-3.1794,0,0,0.000002
20.0000,-4.4436,-11.2218,1.0460,6.855752e-04,-3.1639,0,0,0.000003
20.0000,-4.4436,-11.2218,1.2552,7.090000e-04,-3.1494,0,0,0.000003
20.0000,-4.4436,-11.2218,1.4644,7.341585e-04,-3.1342,0,0,0.000004
20.0000,-4.4436,-11.2218,1.6736,7.655564e-04,-3.1160,0,0,0.000005
20.0000,-4.4436,-11.2218,1.8828,7.982202e-04,-3.0979,0,0,0.000004
20.0000,-4.4436,-11.2218,2.0920,8.344735e-04,-3.0786,0,0,0.000003
20.0000,-4.4436,-11.2218,2.3012,8.737604e-04,-3.0586,0,0,0.000002
20.0000,-4.4436,-11.2218,2.5104,9.168229e-04,-3.0377,0,0,0.000002
20.0000,-4.4436,-11.2218,2.7196,9.633103e-04,-3.0162,0,0,0.000002
20.0000,-4.4436,-11.2218,2.9288,1.013780e-03,-2.9941,0,0,0.000002
20.0000,-4.4436,-11.2218,3.1380,1.067927e-03,-2.9715,0,0,0.000003
20.0000,-4.4436,-11.2218,3.3472,1.125976e-03,-2.9485,0,0,0.000002
20.0000,-4.4436,-11.2218,3.5564,1.188188e-03,-2.9251,0,0,0.000002
20.0000,-4.4436,-11.2218,3.7656,1.254337e-03,-2.9016,0,0,0.000002
20.0000,-4.4436,-11.2218,3.9748,1.324502e-03,-2.8779,0,0,0.000002
20.0000,-4.4436,-11.2218,4.1840,1.398762e-03,-2.8543,0,0,0.000002
20.0000,-4.4436,-11.2218,4.3932,1.477289e-03,-2.8305,0,0,0.000002
20.0000,-4.4436,-11.2218,4.6024,1.559863e-03,-2.8069,0,0,0.000002
20.0000,-4.4436,-11.2218,4.8116,1.646730e-03,-2.7834,0,0,0.000002
20.0000,-4.4436,-11.2218,5.0208,1.737762e-03,-2.7600,0,0,0.000002
20.0000,-4.2344,-11.1172,0.0000,2.704441e-03,-2.5679,0,0,0.000002
20.0000,-4.2344,-11.1172,0.2092,4.253481e-04,-3.3713,0,0,0.000003
20.0000,-4.2344,-11.1172,0.4184,4.294211e-04,-3.3671,0,0,0.000004
20.0000,-4.2344,-11.1172,0.6276,4.376925e-04,-3.3588,0,0,0.000005
20.0000,-4.2344,-11.1172,0.8368,4.496711e-04,-3.3471,0,0,0.000003
20.0000,-4.2344,-11.1172,1.0460,4.663389e-04,-3.3313,0,0,0.000002
20.0000,-4.2344,-11.1172,1.2552,4.841982e-04,-3.3150,0,0,0.000002
20.0000,-4.2344,-11.1172,1.4644,5.059976e-04,-3.2959,0,0,0.000003
20.0000,-4.2344,-11.1172,1.6736,5.315372e-04,-3.2745,0,0,0.000002
20.0000,-4.2344,-11.1172,1.8828,5.609459e-04,-3.2511,0,0,0.000001
20.0000,-4.2344,-11.1172,2.0920,5.939761e-04,-3.2262,0,0,0.000002
20.0000,-4.2344,-11.1172,2.3012,6.312453e-04,-3.1998,0,0,0.000002
20.0000,-4.2344,-11.1172,2.5104,6.725035e-04,-3.1723,0,0,0.000002
20.0000,-4.2344,-11.1172,2.7196,7.179131e-04,-3.1439,0,0,0.000002
20.0000,-4.2344,-11.1172,2.9288,7.672612e-04,-3.1151,0,0,0.000002
20.0000,-4.2344,-11.1172,3.1380,8.207867e-04,-3.0858,0,0,0.000002
20.0000,-4.2344,-11.1172,3.3472,8.786030e-04,-3.0562,0,0,0.000002
20.0000,-4.2344,-11.1172,3.5564,9.405881e-04,-3.0266,0,0,0.000001
20.0000,-4.2344,-11.1172,3.7656,1.006696e-03,-2.9971,0,0,0.000001
20.0000,-4.2344,-11.1172,3.9748,1.076835e-03,-2.9679,0,0,0.000001
20.0000,-4.2344,-11.1172,4.1840,1.151113e-03,-2.9389,0,0,0.000001
20.0000,-4.2344,-11.1172,4.3932,1.229651e-03,-2.9102,0,0,0.000002
20.0000,-4.2344,-11.1172,4.6024,1.312387e-03,-2.8819,0,0,0.000005
20.0000,-4.2344,-11.1172,4.8116,1.399493e-03,-2.8540,0,0,0.000002
20.0000,-4.2344,-11.1172,5.0208,1.490368e-03,-2.8267,0,0,0.000002
20.0000,-4.0252,-11.0126,0.0000,5.182566e-04,-3.2855,0,0,0.000003
20.0000,-4.0252,-11.0126,0.2092,3.440646e-04,-3.4634,0,0,0.000002
20.0000,-4.0252,-11.0126,0.4184,3.443389e-04,-3.4630,0,0,0.000002
20.0000,-4.0252,-11.0126,0.6276,1.003991e-04,-3.9983,0,0,0.000003
20.0000,-4.0252,-11.0126,0.8368,3.646563e-04,-3.4381,0,0,0.000003
20.0000,-4.0252,-11.0126,1.0460,3.796881e-04,-3.4206,0,0,0.000002
20.0000,-4.0252,-11.0126,1.2552,2.055752e-04,-3.6870,0,0,0.000001
20.0000,-4.0252,-11.0126,1.4644,4.192608e-04,-3.3775,0,0,0.000001
20.0000,-4.0252,-11.0126,1.6736,4.444197e-04,-3.3522,0,0,0.000001
20.0000,-4.0252,-11.0126,1.8828,7.562435e-05,-4.1213,0,0,0.000001
20.0000,-4.0252,-11.0126,2.0920,5.068865e-04,-3.2951,0,0,0.000001
20.0000,-4.0252,-11.0126,2.3012,5.440816e-04,-3.2643,0,0,0.000002
20.0000,-4.0252,-11.0126,2.5104,5.852294e-04,-3.2327,0,0,0.000006
20.0000,-4.0252,-11.0126,2.7196,6.305726e-04,-3.2003,0,0,0.000002
20.0000,-4.0252,-11.0126,2.9288,6.800163e-04,-3.1675,0,0,0.000001
20.0000,-4.0252,-11.0126,3.1380,7.334703e-04,-3.1346,0,0,0.000001
20.0000,-4.0252,-11.0126,3.3472,7.910868e-04,-3.1018,0,0,0.000001
20.0000,-4.0252,-11.0126,3.5564,8.527195e-04,-3.0692,0,0,0.000001
20.0000,-4.0252,-11.0126,3.7656,9.186932e-04,-3.0368,0,0,0.000001
20.0000,-4.0252,-11.0126,3.9748,9.303686e-05,-4.0313,0,0,0.000001
20.0000,-4.0252,-11.0126,4.1840,1.062716e-03,-2.9736,0,0,0.000001
20.0000,-4.0252,-11.0126,4.3932,1.141007e-03,-2.9427,0,0,0.000001
20.0000,-4.0252,-11.0126,4.6024,1.223455e-03,-2.9124,0,0,0.000001
20.0000,-4.0252,-11.0126,4.8116,1.310084e-03,-2.8827,0,0,0.000001
20.0000,-4.0252,-11.0126,5.0208,1.400711e-03,-2.8537,0,0,0.000001
20.0000,-3.8160,-10.9080,0.0000,2.995304e-03,-2.5236,0,0,0.000001
20.0000,-3.8160,-10.9080,0.2092,6.136650e-04,-3.2121,0,0,0.000002
20.0000,-3.8160,-10.9080,0.4184,7.464833e-04,-3.1270,0,0,0.000006
20.0000,-3.8160,-10.9080,0.6276,1.033723e-04,-3.9856,0,0,0.000002
20.0000,-3.8160,-10.9080,0.8368,6.579614e-04,-3.1818,0,0,0.000002
20.0000,-3.8160,-10.9080,1.0460,8.112836e-04,-3.0908,0,0,0.000001
20.0000,-3.8160,-10.9080,1.2552,1.605891e-04,-3.7943,0,0,0.000001
20.0000,-3.8160,-10.9080,1.4644,2.208287e-04,-3.6559,0,0,0.000001
20.0000,-3.8160,-10.9080,1.6736,1.050730e-03,-2.9785,0,0,0.000003
20.0000,-3.8160,-10.9080,1.8828,2.472526e-03,-2.6069,0,0,0.000002
20.0000,-3.8160,-10.9080,2.0920,1.861294e-03,-2.7302,0,0,0.000003
20.0000,-3.8160,-10.9080,2.3012,8.783727e-04,-3.0563,0,0,0.000001
20.0000,-3.8160,-10.9080,2.5104,2.252996e-04,-3.6472,0,0,0.000001
20.0000,-3.8160,-10.9080,2.7196,2.173110e-04,-3.6629,0,0,0.000001
20.0000,-3.8160,-10.9080,2.9288,1.642743e-03,-2.7844,0,0,0.000001
20.0000,-3.8160,-10.9080,3.1380,8.327768e-03,-2.0795,0,0,0.000001
20.0000,-3.8160,-10.9080,3.3472,1.083432e-02,-1.9652,0,0,0.000001
20.0000,-3.8160,-10.9080,3.5564,7.766683e-03,-2.1098,0,0,0.000001
20.0000,-3.8160,-10.9080,3.7656,1.223462e-03,-2.9124,0,0,0.000001
20.0000,-3.8160,-10.9080,3.9748,3.497771e-03,-2.4562,0,0,0.000001
20.0000,-3.8160,-10.9080,4.1840,3.514144e-03,-2.4542,0,0,0.000001
20.0000,-3.8160,-10.9080,4.3932,1.865816e-02,-1.7291,0,0,0.000001
20.0000,-3.8160,-10.9080,4.6024,2.939547e-03,-2.5317,0,0,0.000001
20.0000,-3.8160,-10.9080,4.8116,7.187667e-04,-3.1434,0,0,0.000001
20.0000,-3.8160,-10.9080,5.0208,9.090979e-03,-2.0414,0,0,0.000001
20.0000,-3.6068,-10.8034,0.0000,7.366523e-04,-3.1327,0,0,0.000001
20.0000,-3.6068,-10.8034,0.2092,2.556349e-04,-3.5924,0,0,0.000001
20.0000,-3.6068,-10.8034,0.4184,1.470810e-04,-3.8324,0,0,0.000001
20.0000,-3.6068,-10.8034,0.6276,4.040399e-04,-3.3936,0,0,0.000001
20.0000,-3.6068,-10.8034,0.8368,9.807924e-04,-3.0084,0,0,0.000001
20.0000,-3.6068,-10.8034,1.0460,7.287171e-04,-3.1374,0,0,0.000001
20.0000,-3.6068,-10.8034,1.2552,2.536983e-04,-3.5957,0,0,0.000002
20.0000,-3.6068,-10.8034,1.4644,1.320760e-03,-2.8792,0,0,0.000002
20.0000,-3.6068,-10.8034,1.6736,2.829139e-03,-2.5483,0,0,0.000003
20.0000,-3.6068,-10.8034,1.8828,4.638829e-03,-2.3336,0,0,0.000002
20.0000,-3.6068,-10.8034,2.0920,7.445893e-03,-2.1281,0,0,0.000001
20.0000,-3.6068,-10.8034,2.3012,7.699206e-03,-2.1136,0,0,0.000001
20.0000,-3.6068,-10.8034,2.5104,7.250259e-03,-2.1396,0,0,0.000001
20.0000,-3.6068,-10.8034,2.7196,4.862327e-03,-2.3132,0,0,0.000001
20.0000,-3.6068,-10.8034,2.9288,3.387963e-03,-2.4701,0,0,0.000001
20.0000,-3.6068,-10.8034,3.1380,2.388123e-03,-2.6219,0,0,0.000004
20.0000,-3.6068,-10.8034,3.3472,2.400709e-03,-2.6197,0,0,0.000003
20.0000,-3.6068,-10.8034,3.5564,2.603628e-03,-2.5844,0,0,0.000001
20.0000,-3.6068,-10.8034,3.7656,3.303232e-03,-2.4811,0,0,0.000001
20.0000,-3.6068,-10.8034,3.9748,3.640972e-03,-2.4388,0,0,0.000001
20.0000,-3.6068,-10.8034,4.1840,3.036171e-03,-2.5177,0,0,0.000001
20.0000,-3.6068,-10.8034,4.3932,2.147191e-03,-2.6681,0,0,0.000001
20.0000,-3.6068,-10.8034,4.6024,1.295634e-03,-2.8875,0,0,0.000001
20.0000,-3.6068,-10.8034,4.8116,2.164655e-03,-2.6646,0,0,0.000001
20.0000,-3.6068,-10.8034,5.0208,2.994195e-03,-2.5237,0,0,0.000001
20.0000,-3.3976,-10.6988,0.0000,5.927133e-03,-2.2272,0,0,0.000001
20.0000,-3.3976,-10.6988,0.2092,1.218481e-04,-3.9142,0,0,0.000001
20.0000,-3.3976,-10.6988,0.4184,1.683978e-04,-3.7737,0,0,0.000001
20.0000,-3.3976,-10.6988,0.6276,1.162178e-04,-3.9347,0,0,0.000001
20.0000,-3.3976,-10.6988,0.8368,8.856236e-05,-4.0528,0,0,0.000001
20.0000,-3.3976,-10.6988,1.0460,1.128495e-04,-3.9475,0,0,0.000001
20.0000,-3.3976,-10.6988,1.2552,1.847831e-04,-3.7333,0,0,0.000001
20.0000,-3.3976,-10.6988,1.4644,2.400365e-04,-3.6197,0,0,0.000001
20.0000,-3.3976,-10.6988,1.6736,1.178449e-04,-3.9287,0,0,0.000001
20.0000,-3.3976,-10.6988,1.8828,9.056758e-05,-4.0430,0,0,0.000001
20.0000,-3.3976,-10.6988,2.0920,2.343774e-04,-3.6301,0,0,0.000001
20.0000,-3.3976,-10.6988,2.3012,4.095526e-04,-3.3877,0,0,0.000001
20.0000,-3.3976,-10.6988,2.5104,8.695149e-04,-3.0607,0,0,0.000001
20.0000,-3.3976,-10.6988,2.7196,6.914117e-04,-3.1603,0,0,0.000001
20.0000,-3.3976,-10.6988,2.9288,8.285381e-04,-3.0817,0,0,0.000001
20.0000,-3.3976,-10.6988,3.1380,1.186597e-03,-2.9257,0,0,0.000001
20.0000,-3.3976,-10.6988,3.3472,1.098245e-03,-2.9593,0,0,0.000002
20.0000,-3.3976,-10.6988,3.5564,1.874001e-03,-2.7272,0,0,0.000007
20.0000,-3.3976,-10.6988,3.7656,3.055716e-03,-2.5149,0,0,0.000001
20.0000,-3.3976,-10.6988,3.9748,3.524668e-03,-2.4529,0,0,0.000001
20.0000,-3.3976,-10.6988,4.1840,5.323591e-03,-2.2738,0,0,0.000001
20.0000,-3.3976,-10.6988,4.3932,2.812959e-03,-2.5508,0,0,0.000001
20.0000,-3.3976,-10.6988,4.6024,2.551785e-03,-2.5932,0,0,0.000002
20.0000,-3.3976,-10.6988,4.8116,1.059147e-03,-2.9750,0,0,0.000002
20.0000,-3.3976,-10.6988,5.0208,7.334900e-04,-3.1346,0,0,0.000001
20.0000,-3.1884,-10.5942,0.0000,3.687167e-03,-2.4333,0,0,0.000001
20.0000,-3.1884,-10.5942,0.2092,1.230271e-04,-3.9100,0,0,0.000001
20.0000,-3.1884,-10.5942,0.4184,9.380477e-05,-4.0278,0,0,0.000001
20.0000,-3.1884,-10.5942,0.6276,8.918950e-05,-4.0497,0,0,0.000001
20.0000,-3.1884,-10.5942,0.8368,8.521085e-05,-4.0695,0,0,0.000001
20.0000,-3.1884,-10.5942,1.0460,3.131312e-04,-3.5043,0,0,0.000001
20.0000,-3.1884,-10.5942,1.2552,5.655148e-04,-3.2476,0,0,0.000001
20.0000,-3.1884,-10.5942,1.4644,7.852313e-04,-3.1050,0,0,0.000001
20.0000,-3.1884,-10.5942,1.6736,3.806972e-04,-3.4194,0,0,0.000001
20.0000,-3.1884,-10.5942,1.8828,1.049492e-03,-2.9790,0,0,0.000001
20.0000,-3.1884,-10.5942,2.0920,8.437266e-04,-3.0738,0,0,0.000001
20.0000,-3.1884,-10.5942,2.3012,1.443983e-03,-2.8404,0,0,0.000001
20.0000,-3.1884,-10.5942,2.5104,2.261203e-03,-2.6457,0,0,0.000001
20.0000,-3.1884,-10.5942,2.7196,3.661767e-03,-2.4363,0,0,0.000001
20.0000,-3.1884,-10.5942,2.9288,4.402585e-04,-3.3563,0,0,0.000001
20.0000,-3.1884,-10.5942,3.1380,2.841340e-04,-3.5465,0,0,0.000001
20.0000,-3.1884,-10.5942,3.3472,2.123863e-03,-2.6729,0,0,0.000001
20.0000,-3.1884,-10.5942,3.5564,5.491901e-03,-2.2603,0,0,0.000001
20.0000,-3.1884,-10.5942,3.7656,8.525703e-03,-2.0693,0,0,0.000001
20.0000,-3.1884,-10.5942,3.9748,1.066369e-02,-1.9721,0,0,0.000001
20.0000,-3.1884,-10.5942,4.1840,3.572159e-03,-2.4471,0,0,0.000001
20.0000,-3.1884,-10.5942,4.3932,3.773109e-03,-2.4233,0,0,0.000001
20.0000,-3.1884,-10.5942,4.6024,1.454587e-03,-2.8373,0,0,0.000002
20.0000,-3.1884,-10.5942,4.8116,3.035279e-03,-2.5178,0,0,0.000002
20.0000,-3.1884,-10.5942,5.0208,5.557072e-03,-2.2552,0,0,0.000003
20.0000,-2.9792,-10.4896,0.0000,4.861029e-04,-3.3133,0,0,0.000001
20.0000,-2.9792,-10.4896,0.2092,1.254431e-04,-3.9016,0,0,0.000001
20.0000,-2.9792,-10.4896,0.4184,4.448086e-03,-2.3518,0,0,0.000001
20.0000,-2.9792,-10.4896,0.6276,7.913092e-03,-2.1017,0,0,0.000001
20.0000,-2.9792,-10.4896,0.8368,2.886342e-03,-2.5397,0,0,0.000001
20.0000,-2.9792,-10.4896,1.0460,1.018723e-03,-2.9919,0,0,0.000001
20.0000,-2.9792,-10.4896,1.2552,2.458191e-04,-3.6094,0,0,0.000001
20.0000,-2.9792,-10.4896,1.4644,1.980166e-04,-3.7033,0,0,0.000002
20.0000,-2.9792,-10.4896,1.6736,7.649283e-05,-4.1164,0,0,0.000002
20.0000,-2.9792,-10.4896,1.8828,1.013473e-04,-3.9942,0,0,0.000002
20.0000,-2.9792,-10.4896,2.0920,1.021870e-04,-3.9906,0,0,0.000002
