F_AVG,DELTA1,DELTA2,DELTA_F,NMSE,log10_NMSE,COMB_QI,COMB_PULSING,COMB_MOD_RATIO
20.0000,-2.9792,-10.4896,2.3012,7.477591e-05,-4.1262,0,0,0.000003
20.0000,-2.9792,-10.4896,2.5104,8.666089e-05,-4.0622,0,0,0.000004
20.0000,-2.9792,-10.4896,2.7196,2.324358e-04,-3.6337,0,0,0.000009
20.0000,-2.9792,-10.4896,2.9288,5.102393e-04,-3.2922,0,0,0.000053
20.0000,-2.9792,-10.4896,3.1380,1.107654e-03,-2.9556,0,0,0.000012
20.0000,-2.9792,-10.4896,3.3472,9.017314e-03,-2.0449,0,0,0.000007
20.0000,-2.9792,-10.4896,3.5564,9.335572e-04,-3.0299,0,0,0.000015
20.0000,-2.9792,-10.4896,3.7656,1.744769e-03,-2.7583,0,0,0.000006
20.0000,-2.9792,-10.4896,3.9748,2.002424e-03,-2.6984,0,0,0.000002
20.0000,-2.9792,-10.4896,4.1840,1.894437e-03,-2.7225,0,0,0.000002
20.0000,-2.9792,-10.4896,4.3932,1.580280e-03,-2.8013,0,0,0.000004
20.0000,-2.9792,-10.4896,4.6024,9.240750e-04,-3.0343,0,0,0.000010
20.0000,-2.9792,-10.4896,4.8116,3.420686e-04,-3.4659,0,0,0.000013
20.0000,-2.9792,-10.4896,5.0208,8.737544e-05,-4.0586,0,0,0.000005
20.0000,-2.7700,-10.3850,0.0000,8.277704e-04,-3.0821,0,0,0.000006
20.0000,-2.7700,-10.3850,0.2092,1.284130e-04,-3.8914,0,0,0.000015
20.0000,-2.7700,-10.3850,0.4184,8.567206e-05,-4.0672,0,0,0.000043
20.0000,-2.7700,-10.3850,0.6276,1.918958e-04,-3.7169,0,0,0.000007
20.0000,-2.7700,-10.3850,0.8368,9.899424e-05,-4.0044,0,0,0.000013
20.0000,-2.7700,-10.3850,1.0460,1.262763e-04,-3.8987,0,0,0.000022
20.0000,-2.7700,-10.3850,1.2552,1.702894e-04,-3.7688,0,0,0.000004
20.0000,-2.7700,-10.3850,1.4644,2.950810e-04,-3.5301,0,0,0.000002
20.0000,-2.7700,-10.3850,1.6736,2.039198e-03,-2.6905,0,0,0.000003
20.0000,-2.7700,-10.3850,1.8828,3.044638e-03,-2.5165,0,0,0.000009
20.0000,-2.7700,-10.3850,2.0920,7.151543e-03,-2.1456,0,0,0.001005
20.0000,-2.7700,-10.3850,2.3012,2.070445e-02,-1.6839,0,0,0.000006
20.0000,-2.7700,-10.3850,2.5104,6.297671e-02,-1.2008,0,0,0.000003
20.0000,-2.7700,-10.3850,2.7196,2.567098e-02,-1.5906,0,0,0.000002
20.0000,-2.7700,-10.3850,2.9288,9.336581e-03,-2.0298,0,0,0.000003
20.0000,-2.7700,-10.3850,3.1380,4.366415e-04,-3.3599,0,0,0.000006
20.0000,-2.7700,-10.3850,3.3472,4.274487e-04,-3.3691,0,0,0.001055
20.0000,-2.7700,-10.3850,3.5564,1.280603e-04,-3.8926,0,0,0.000037
20.0000,-2.7700,-10.3850,3.7656,1.499786e-04,-3.8240,0,0,0.000007
20.0000,-2.7700,-10.3850,3.9748,9.480297e-05,-4.0232,0,0,0.000024
20.0000,-2.7700,-10.3850,4.1840,9.081324e-05,-4.0419,0,0,0.000006
20.0000,-2.7700,-10.3850,4.3932,1.590037e-04,-3.7986,0,0,0.001043
20.0000,-2.7700,-10.3850,4.6024,4.086980e-04,-3.3886,0,0,0.000015
20.0000,-2.7700,-10.3850,4.8116,8.676207e-04,-3.0617,0,0,0.000057
20.0000,-2.7700,-10.3850,5.0208,6.470528e-04,-3.1891,0,0,0.000019
20.0000,-2.5608,-10.2804,0.0000,1.746843e-03,-2.7577,0,0,0.000002
20.0000,-2.5608,-10.2804,0.2092,4.449009e-04,-3.3517,0,0,0.000004
20.0000,-2.5608,-10.2804,0.4184,1.001660e-04,-3.9993,0,0,0.000016
20.0000,-2.5608,-10.2804,0.6276,7.568313e-04,-3.1210,0,0,0.000443
20.0000,-2.5608,-10.2804,0.8368,1.209478e-03,-2.9174,0,0,0.003632
20.0000,-2.5608,-10.2804,1.0460,2.731612e-03,-2.5636,0,0,0.000015
20.0000,-2.5608,-10.2804,1.2552,3.457596e-04,-3.4612,0,0,0.000009
20.0000,-2.5608,-10.2804,1.4644,6.337663e-04,-3.1981,0,0,0.000047
20.0000,-2.5608,-10.2804,1.6736,3.732884e-04,-3.4280,0,0,0.000048
20.0000,-2.5608,-10.2804,1.8828,8.375688e-05,-4.0770,0,0,0.000044
20.0000,-2.5608,-10.2804,2.0920,7.970556e-05,-4.0985,0,0,0.000040
20.0000,-2.5608,-10.2804,2.3012,1.340058e-04,-3.8729,0,0,0.000016
20.0000,-2.5608,-10.2804,2.5104,4.646573e-04,-3.3329,0,0,0.000010
20.0000,-2.5608,-10.2804,2.7196,1.980140e-03,-2.7033,0,0,0.000007
20.0000,-2.5608,-10.2804,2.9288,6.232403e-03,-2.2053,0,0,0.000005
20.0000,-2.5608,-10.2804,3.1380,3.321417e-02,-1.4787,0,0,0.000004
20.0000,-2.5608,-10.2804,3.3472,3.550393e-02,-1.4497,0,0,0.000003
20.0000,-2.5608,-10.2804,3.5564,1.900875e-02,-1.7210,0,0,0.000003
20.0000,-2.5608,-10.2804,3.7656,9.205657e-03,-2.0359,0,0,0.000002
20.0000,-2.5608,-10.2804,3.9748,1.571481e-03,-2.8037,0,0,0.000002
20.0000,-2.5608,-10.2804,4.1840,1.122213e-04,-3.9499,0,0,0.000002
20.0000,-2.5608,-10.2804,4.3932,2.123611e-03,-2.6729,0,0,0.000002
20.0000,-2.5608,-10.2804,4.6024,2.307289e-03,-2.6369,0,0,0.000002
20.0000,-2.5608,-10.2804,4.8116,2.636335e-03,-2.5790,0,0,0.000001
20.0000,-2.5608,-10.2804,5.0208,2.713707e-03,-2.5664,0,0,0.000001
20.0000,-2.3516,-10.1758,0.0000,4.320966e-04,-3.3644,0,0,0.000005
20.0000,-2.3516,-10.1758,0.2092,2.793506e-04,-3.5539,0,0,0.000008
20.0000,-2.3516,-10.1758,0.4184,2.414824e-04,-3.6171,0,0,0.000013
20.0000,-2.3516,-10.1758,0.6276,3.099842e-04,-3.5087,0,0,0.000028
20.0000,-2.3516,-10.1758,0.8368,1.350841e-04,-3.8694,0,0,0.005533
20.0000,-2.3516,-10.1758,1.0460,1.057433e-04,-3.9757,0,0,0.000017
20.0000,-2.3516,-10.1758,1.2552,1.656194e-04,-3.7809,0,0,0.000777
20.0000,-2.3516,-10.1758,1.4644,1.185190e-04,-3.9262,0,0,0.000012
20.0000,-2.3516,-10.1758,1.6736,7.320068e-03,-2.1355,0,0,0.000010
20.0000,-2.3516,-10.1758,1.8828,1.159115e-04,-3.9359,0,0,0.000020
20.0000,-2.3516,-10.1758,2.0920,2.351637e-04,-3.6286,0,0,0.000032
20.0000,-2.3516,-10.1758,2.3012,3.913632e-04,-3.4074,0,0,0.000006
20.0000,-2.3516,-10.1758,2.5104,4.510051e-04,-3.3458,0,0,0.000002
20.0000,-2.3516,-10.1758,2.7196,5.509936e-04,-3.2589,0,0,0.000004
20.0000,-2.3516,-10.1758,2.9288,3.627587e-04,-3.4404,0,0,0.000015
20.0000,-2.3516,-10.1758,3.1380,2.154541e-04,-3.6666,0,0,0.000033
20.0000,-2.3516,-10.1758,3.3472,9.633369e-05,-4.0162,0,0,0.000005
20.0000,-2.3516,-10.1758,3.5564,5.139510e-04,-3.2891,0,0,0.000002
20.0000,-2.3516,-10.1758,3.7656,1.539213e-03,-2.8127,0,0,0.000006
20.0000,-2.3516,-10.1758,3.9748,9.214138e-04,-3.0355,0,0,0.000232
20.0000,-2.3516,-10.1758,4.1840,5.115805e-03,-2.2911,0,0,0.000009
20.0000,-2.3516,-10.1758,4.3932,1.468457e-02,-1.8331,0,0,0.000027
20.0000,-2.3516,-10.1758,4.6024,1.732783e-02,-1.7613,0,0,0.000438
20.0000,-2.3516,-10.1758,4.8116,1.383565e-02,-1.8590,0,0,0.000013
20.0000,-2.3516,-10.1758,5.0208,1.760039e-02,-1.7545,0,0,0.000007
20.0000,-2.1424,-10.0712,0.0000,5.090776e-03,-2.2932,0,0,0.000001
20.0000,-2.1424,-10.0712,0.2092,8.717226e-04,-3.0596,0,0,0.000001
20.0000,-2.1424,-10.0712,0.4184,1.306793e-03,-2.8838,0,0,0.000001
20.0000,-2.1424,-10.0712,0.6276,9.074110e-05,-4.0422,0,0,0.000001
20.0000,-2.1424,-10.0712,0.8368,4.106376e-03,-2.3865,0,0,0.000001
20.0000,-2.1424,-10.0712,1.0460,4.072614e-03,-2.3901,0,0,0.000002
20.0000,-2.1424,-10.0712,1.2552,6.505740e-03,-2.1867,0,0,0.000002
20.0000,-2.1424,-10.0712,1.4644,3.538074e-03,-2.4512,0,0,0.000002
20.0000,-2.1424,-10.0712,1.6736,1.478902e-03,-2.8301,0,0,0.000002
20.0000,-2.1424,-10.0712,1.8828,1.978376e-04,-3.7037,0,0,0.000003
20.0000,-2.1424,-10.0712,2.0920,9.648527e-05,-4.0155,0,0,0.000003
20.0000,-2.1424,-10.0712,2.3012,3.659850e-04,-3.4365,0,0,0.000003
20.0000,-2.1424,-10.0712,2.5104,3.498134e-04,-3.4562,0,0,0.000004
20.0000,-2.1424,-10.0712,2.7196,4.469335e-04,-3.3498,0,0,0.000005
20.0000,-2.1424,-10.0712,2.9288,2.293954e-04,-3.6394,0,0,0.000007
20.0000,-2.1424,-10.0712,3.1380,1.452479e-04,-3.8379,0,0,0.000011
20.0000,-2.1424,-10.0712,3.3472,2.142774e-04,-3.6690,0,0,0.000026
20.0000,-2.1424,-10.0712,3.5564,2.230900e-04,-3.6515,0,0,0.000987
20.0000,-2.1424,-10.0712,3.7656,2.167772e-04,-3.6640,0,0,0.000092
20.0000,-2.1424,-10.0712,3.9748,1.946001e-04,-3.7109,0,0,0.000031
20.0000,-2.1424,-10.0712,4.1840,3.597112e-04,-3.4440,0,0,0.000050
20.0000,-2.1424,-10.0712,4.3932,3.858192e-04,-3.4136,0,0,0.000054
20.0000,-2.1424,-10.0712,4.6024,1.185102e-03,-2.9262,0,1,0.233959
20.0000,-2.1424,-10.0712,4.8116,4.693071e-03,-2.3285,0,0,0.000353
20.0000,-2.1424,-10.0712,5.0208,6.756451e-03,-2.1703,0,0,0.000306
20.0000,-1.9332,-9.9666,0.0000,4.308151e-04,-3.3657,0,0,0.000001
20.0000,-1.9332,-9.9666,0.2092,1.409169e-04,-3.8510,0,0,0.000001
20.0000,-1.9332,-9.9666,0.4184,1.335545e-04,-3.8743,0,0,0.000002
20.0000,-1.9332,-9.9666,0.6276,7.009116e-04,-3.1543,0,0,0.000002
20.0000,-1.9332,-9.9666,0.8368,2.520373e-03,-2.5985,0,0,0.000003
20.0000,-1.9332,-9.9666,1.0460,1.677293e-03,-2.7754,0,0,0.000004
20.0000,-1.9332,-9.9666,1.2552,1.206367e-04,-3.9185,0,0,0.000005
20.0000,-1.9332,-9.9666,1.4644,7.976203e-04,-3.0982,0,0,0.000009
20.0000,-1.9332,-9.9666,1.6736,7.542831e-03,-2.1225,0,0,0.000020
20.0000,-1.9332,-9.9666,1.8828,6.454497e-03,-2.1901,0,0,0.003421
20.0000,-1.9332,-9.9666,2.0920,4.117429e-03,-2.3854,0,0,0.000017
20.0000,-1.9332,-9.9666,2.3012,1.700695e-03,-2.7694,0,0,0.000422
20.0000,-1.9332,-9.9666,2.5104,1.429819e-03,-2.8447,0,0,0.000006
20.0000,-1.9332,-9.9666,2.7196,4.079236e-04,-3.3894,0,0,0.000042
20.0000,-1.9332,-9.9666,2.9288,2.401299e-04,-3.6196,0,0,0.000077
20.0000,-1.9332,-9.9666,3.1380,2.961786e-04,-3.5284,0,0,0.003786
20.0000,-1.9332,-9.9666,3.3472,3.618852e-04,-3.4414,0,0,0.000105
20.0000,-1.9332,-9.9666,3.5564,3.248571e-04,-3.4883,0,0,0.000005
20.0000,-1.9332,-9.9666,3.7656,4.226345e-04,-3.3740,0,0,0.000002
20.0000,-1.9332,-9.9666,3.9748,4.476733e-04,-3.3490,0,0,0.000011
20.0000,-1.9332,-9.9666,4.1840,2.066829e-04,-3.6847,0,0,0.003634
20.0000,-1.9332,-9.9666,4.3932,1.273665e-04,-3.8949,0,0,0.000019
20.0000,-1.9332,-9.9666,4.6024,1.120497e-04,-3.9506,0,0,0.000222
20.0000,-1.9332,-9.9666,4.8116,1.071686e-04,-3.9699,0,0,0.000027
20.0000,-1.9332,-9.9666,5.0208,1.112484e-04,-3.9537,0,0,0.000005
20.0000,-1.7240,-9.8620,0.0000,7.338444e-04,-3.1344,0,0,0.000119
20.0000,-1.7240,-9.8620,0.2092,2.359736e-03,-2.6271,0,0,0.000138
20.0000,-1.7240,-9.8620,0.4184,6.682161e-04,-3.1751,0,0,0.004323
20.0000,-1.7240,-9.8620,0.6276,1.591485e-04,-3.7982,0,0,0.002966
20.0000,-1.7240,-9.8620,0.8368,1.878533e-04,-3.7262,0,0,0.000018
20.0000,-1.7240,-9.8620,1.0460,1.918799e-04,-3.7170,0,0,0.000300
20.0000,-1.7240,-9.8620,1.2552,2.526176e-04,-3.5975,0,0,0.000016
20.0000,-1.7240,-9.8620,1.4644,2.158729e-04,-3.6658,0,0,0.000050
20.0000,-1.7240,-9.8620,1.6736,2.394515e-04,-3.6208,0,0,0.000008
20.0000,-1.7240,-9.8620,1.8828,2.565332e-04,-3.5909,0,0,0.000003
20.0000,-1.7240,-9.8620,2.0920,4.389821e-04,-3.3576,0,0,0.000005
20.0000,-1.7240,-9.8620,2.3012,2.638454e-04,-3.5787,0,0,0.000016
20.0000,-1.7240,-9.8620,2.5104,6.700456e-04,-3.1739,0,0,0.000213
20.0000,-1.7240,-9.8620,2.7196,8.324595e-04,-3.0796,0,0,0.000037
20.0000,-1.7240,-9.8620,2.9288,4.528940e-04,-3.3440,0,0,0.001078
20.0000,-1.7240,-9.8620,3.1380,1.105173e-03,-2.9566,0,0,0.000031
20.0000,-1.7240,-9.8620,3.3472,9.648606e-04,-3.0155,0,0,0.000011
20.0000,-1.7240,-9.8620,3.5564,1.242849e-03,-2.9056,0,0,0.001135
20.0000,-1.7240,-9.8620,3.7656,7.565830e-04,-3.1211,0,0,0.000041
20.0000,-1.7240,-9.8620,3.9748,4.139896e-04,-3.3830,0,0,0.000013
20.0000,-1.7240,-9.8620,4.1840,3.209896e-04,-3.4935,0,1,0.100279
20.0000,-1.7240,-9.8620,4.3932,3.027486e-04,-3.5189,0,0,0.000185
20.0000,-1.7240,-9.8620,4.6024,4.189001e-04,-3.3779,0,0,0.000393
20.0000,-1.7240,-9.8620,4.8116,8.334106e-04,-3.0791,0,0,0.000013
20.0000,-1.7240,-9.8620,5.0208,1.189624e-03,-2.9246,0,0,0.000097
20.0000,-1.5148,-9.7574,0.0000,5.678189e-03,-2.2458,0,0,0.000329
20.0000,-1.5148,-9.7574,0.2092,3.989818e-03,-2.3990,0,0,0.000211
20.0000,-1.5148,-9.7574,0.4184,4.603031e-03,-2.3370,0,0,0.000155
20.0000,-1.5148,-9.7574,0.6276,7.907080e-03,-2.1020,0,1,0.071295
20.0000,-1.5148,-9.7574,0.8368,3.627344e-03,-2.4404,0,1,0.079646
20.0000,-1.5148,-9.7574,1.0460,4.873039e-03,-2.3122,0,0,0.000735
20.0000,-1.5148,-9.7574,1.2552,3.169781e-03,-2.4990,0,0,0.001497
20.0000,-1.5148,-9.7574,1.4644,1.725280e-03,-2.7631,0,0,0.000859
20.0000,-1.5148,-9.7574,1.6736,2.380340e-04,-3.6234,0,0,0.000222
20.0000,-1.5148,-9.7574,1.8828,9.821493e-05,-4.0078,0,0,0.000025
20.0000,-1.5148,-9.7574,2.0920,8.429534e-04,-3.0742,0,1,0.023985
20.0000,-1.5148,-9.7574,2.3012,4.356680e-03,-2.3608,0,0,0.000012
20.0000,-1.5148,-9.7574,2.5104,2.063906e-02,-1.6853,0,0,0.000009
20.0000,-1.5148,-9.7574,2.7196,2.135993e-02,-1.6704,0,0,0.000039
20.0000,-1.5148,-9.7574,2.9288,1.670526e-02,-1.7771,0,0,0.001443
20.0000,-1.5148,-9.7574,3.1380,1.545098e-02,-1.8110,0,0,0.000016
20.0000,-1.5148,-9.7574,3.3472,8.811056e-03,-2.0550,0,0,0.000052
20.0000,-1.5148,-9.7574,3.5564,5.023523e-03,-2.2990,0,0,0.000078
20.0000,-1.5148,-9.7574,3.7656,2.936850e-03,-2.5321,0,0,0.000100
20.0000,-1.5148,-9.7574,3.9748,2.100425e-03,-2.6777,0,0,0.000031
20.0000,-1.5148,-9.7574,4.1840,1.803414e-03,-2.7439,0,0,0.000011
20.0000,-1.5148,-9.7574,4.3932,2.030284e-03,-2.6924,0,0,0.000006
20.0000,-1.5148,-9.7574,4.6024,2.322614e-03,-2.6340,0,0,0.000004
20.0000,-1.5148,-9.7574,4.8116,1.986888e-03,-2.7018,0,0,0.000003
20.0000,-1.5148,-9.7574,5.0208,9.000167e-04,-3.0457,0,0,0.000003
20.0000,-1.3056,-9.6528,0.0000,1.071084e-03,-2.9702,0,0,0.000003
20.0000,-1.3056,-9.6528,0.2092,1.016237e-04,-3.9930,0,0,0.000004
20.0000,-1.3056,-9.6528,0.4184,1.380301e-04,-3.8600,0,0,0.000004
20.0000,-1.3056,-9.6528,0.6276,1.398183e-04,-3.8544,0,0,0.000005
20.0000,-1.3056,-9.6528,0.8368,1.271792e-04,-3.8956,0,0,0.000006
20.0000,-1.3056,-9.6528,1.0460,1.047934e-04,-3.9797,0,0,0.000007
20.0000,-1.3056,-9.6528,1.2552,3.627478e-04,-3.4404,0,0,0.000008
20.0000,-1.3056,-9.6528,1.4644,3.831897e-04,-3.4166,0,0,0.000009
20.0000,-1.3056,-9.6528,1.6736,1.960622e-04,-3.7076,0,0,0.000011
20.0000,-1.3056,-9.6528,1.8828,1.273604e-04,-3.8950,0,0,0.000017
20.0000,-1.3056,-9.6528,2.0920,8.865803e-05,-4.0523,0,0,0.000040
20.0000,-1.3056,-9.6528,2.3012,7.968025e-05,-4.0986,0,0,0.005874
20.0000,-1.3056,-9.6528,2.5104,8.473487e-05,-4.0719,0,0,0.000068
20.0000,-1.3056,-9.6528,2.7196,8.466280e-05,-4.0723,0,0,0.000081
20.0000,-1.3056,-9.6528,2.9288,4.620198e-04,-3.3353,0,0,0.000147
20.0000,-1.3056,-9.6528,3.1380,1.236323e-03,-2.9079,0,0,0.000009
20.0000,-1.3056,-9.6528,3.3472,1.774091e-04,-3.7510,0,0,0.000614
20.0000,-1.3056,-9.6528,3.5564,7.568389e-05,-4.1210,0,0,0.000024
20.0000,-1.3056,-9.6528,3.7656,8.279245e-05,-4.0820,0,0,0.008363
20.0000,-1.3056,-9.6528,3.9748,1.026542e-04,-3.9886,0,0,0.000275
20.0000,-1.3056,-9.6528,4.1840,1.069840e-04,-3.9707,0,0,0.000025
20.0000,-1.3056,-9.6528,4.3932,1.117848e-04,-3.9516,0,0,0.000008
20.0000,-1.3056,-9.6528,4.6024,1.245024e-04,-3.9048,0,0,0.000003
20.0000,-1.3056,-9.6528,4.8116,1.493510e-04,-3.8258,0,0,0.000079
20.0000,-1.3056,-9.6528,5.0208,1.939884e-04,-3.7122,0,0,0.000052
20.0000,-1.0964,-9.5482,0.0000,1.364766e-03,-2.8649,0,0,0.000002
20.0000,-1.0964,-9.5482,0.2092,1.216206e-03,-2.9150,0,0,0.000002
20.0000,-1.0964,-9.5482,0.4184,1.481494e-03,-2.8293,0,0,0.000002
20.0000,-1.0964,-9.5482,0.6276,7.054346e-04,-3.1515,0,0,0.000002
20.0000,-1.0964,-9.5482,0.8368,8.513517e-05,-4.0699,0,0,0.000002
20.0000,-1.0964,-9.5482,1.0460,1.520375e-03,-2.8180,0,0,0.000002
20.0000,-1.0964,-9.5482,1.2552,2.939001e-03,-2.5318,0,0,0.000002
20.0000,-1.0964,-9.5482,1.4644,1.842679e-03,-2.7346,0,0,0.000002
20.0000,-1.0964,-9.5482,1.6736,1.735004e-03,-2.7607,0,0,0.000002
20.0000,-1.0964,-9.5482,1.8828,4.322631e-04,-3.3643,0,0,0.000003
20.0000,-1.0964,-9.5482,2.0920,1.358050e-04,-3.8671,0,0,0.000003
20.0000,-1.0964,-9.5482,2.3012,1.635857e-04,-3.7863,0,0,0.000003
20.0000,-1.0964,-9.5482,2.5104,1.495846e-04,-3.8251,0,0,0.000003
20.0000,-1.0964,-9.5482,2.7196,7.544141e-05,-4.1224,0,0,0.000003
20.0000,-1.0964,-9.5482,2.9288,9.565116e-05,-4.0193,0,0,0.000003
20.0000,-1.0964,-9.5482,3.1380,7.085144e-05,-4.1497,0,0,0.000003
20.0000,-1.0964,-9.5482,3.3472,1.905260e-04,-3.7200,0,0,0.000003
20.0000,-1.0964,-9.5482,3.5564,4.781801e-04,-3.3204,0,0,0.000003
20.0000,-1.0964,-9.5482,3.7656,9.644814e-04,-3.0157,0,0,0.000004
20.0000,-1.0964,-9.5482,3.9748,1.368260e-03,-2.8638,0,0,0.000004
20.0000,-1.0964,-9.5482,4.1840,1.210602e-03,-2.9170,0,0,0.000004
20.0000,-1.0964,-9.5482,4.3932,9.822440e-04,-3.0078,0,0,0.000005
20.0000,-1.0964,-9.5482,4.6024,7.496155e-04,-3.1252,0,0,0.000005
20.0000,-1.0964,-9.5482,4.8116,3.196324e-04,-3.4953,0,0,0.000005
20.0000,-1.0964,-9.5482,5.0208,1.362570e-04,-3.8656,0,0,0.000006
20.0000,-0.8872,-9.4436,0.0000,4.153324e-03,-2.3816,0,0,0.000002
20.0000,-0.8872,-9.4436,0.2092,1.589756e-04,-3.7987,0,0,0.000002
20.0000,-0.8872,-9.4436,0.4184,1.346202e-04,-3.8709,0,0,0.000002
20.0000,-0.8872,-9.4436,0.6276,1.037596e-04,-3.9840,0,0,0.000002
20.0000,-0.8872,-9.4436,0.8368,1.099990e-04,-3.9586,0,0,0.000002
20.0000,-0.8872,-9.4436,1.0460,8.367117e-05,-4.0774,0,0,0.000002
20.0000,-0.8872,-9.4436,1.2552,9.063404e-05,-4.0427,0,0,0.000002
20.0000,-0.8872,-9.4436,1.4644,1.926324e-04,-3.7153,0,0,0.000002
20.0000,-0.8872,-9.4436,1.6736,3.326220e-04,-3.4780,0,0,0.000002
20.0000,-0.8872,-9.4436,1.8828,3.670803e-04,-3.4352,0,0,0.000002
20.0000,-0.8872,-9.4436,2.0920,4.368388e-04,-3.3597,0,0,0.000002
20.0000,-0.8872,-9.4436,2.3012,5.031358e-04,-3.2983,0,0,0.000002
20.0000,-0.8872,-9.4436,2.5104,5.985278e-04,-3.2229,0,0,0.000002
20.0000,-0.8872,-9.4436,2.7196,8.258509e-04,-3.0831,0,0,0.000002
20.0000,-0.8872,-9.4436,2.9288,1.603865e-03,-2.7948,0,0,0.000002
20.0000,-0.8872,-9.4436,3.1380,4.407335e-03,-2.3558,0,0,0.000002
20.0000,-0.8872,-9.4436,3.3472,1.294157e-02,-1.8880,0,0,0.000002
20.0000,-0.8872,-9.4436,3.5564,3.029593e-02,-1.5186,0,0,0.000002
20.0000,-0.8872,-9.4436,3.7656,4.619902e-02,-1.3354,0,0,0.000002
20.0000,-0.8872,-9.4436,3.9748,5.464118e-02,-1.2625,0,0,0.000002
20.0000,-0.8872,-9.4436,4.1840,2.129446e-02,-1.6717,0,0,0.000002
20.0000,-0.8872,-9.4436,4.3932,8.868715e-03,-2.0521,0,0,0.000002
20.0000,-0.8872,-9.4436,4.6024,5.750505e-03,-2.2403,0,0,0.000002
20.0000,-0.8872,-9.4436,4.8116,8.627055e-03,-2.0641,0,0,0.000002
20.0000,-0.8872,-9.4436,5.0208,8.842440e-03,-2.0534,0,0,0.000002
20.0000,-0.6780,-9.3390,0.0000,5.435596e-03,-2.2648,0,0,0.000002
20.0000,-0.6780,-9.3390,0.2092,9.807770e-05,-4.0084,0,0,0.000002
20.0000,-0.6780,-9.3390,0.4184,1.893212e-04,-3.7228,0,0,0.000002
20.0000,-0.6780,-9.3390,0.6276,4.242920e-04,-3.3723,0,0,0.000002
20.0000,-0.6780,-9.3390,0.8368,4.521232e-04,-3.3447,0,0,0.000002
20.0000,-0.6780,-9.3390,1.0460,2.449511e-04,-3.6109,0,0,0.000002
20.0000,-0.6780,-9.3390,1.2552,1.657806e-04,-3.7805,0,0,0.000002
20.0000,-0.6780,-9.3390,1.4644,2.498076e-04,-3.6024,0,0,0.000002
20.0000,-0.6780,-9.3390,1.6736,2.363519e-04,-3.6264,0,0,0.000002
20.0000,-0.6780,-9.3390,1.8828,2.931558e-04,-3.5329,0,0,0.000002
20.0000,-0.6780,-9.3390,2.0920,2.545817e-04,-3.5942,0,0,0.000002
20.0000,-0.6780,-9.3390,2.3012,1.728704e-04,-3.7623,0,0,0.000002
20.0000,-0.6780,-9.3390,2.5104,9.455138e-05,-4.0243,0,0,0.000002
20.0000,-0.6780,-9.3390,2.7196,7.832670e-05,-4.1061,0,0,0.000002
20.0000,-0.6780,-9.3390,2.9288,1.396110e-04,-3.8551,0,0,0.000002
20.0000,-0.6780,-9.3390,3.1380,2.432752e-04,-3.6139,0,0,0.000002
20.0000,-0.6780,-9.3390,3.3472,2.546746e-04,-3.5940,0,0,0.000002
20.0000,-0.6780,-9.3390,3.5564,8.676361e-05,-4.0617,0,0,0.000002
20.0000,-0.6780,-9.3390,3.7656,3.981690e-04,-3.3999,0,0,0.000002
20.0000,-0.6780,-9.3390,3.9748,8.973078e-04,-3.0471,0,0,0.000002
20.0000,-0.6780,-9.3390,4.1840,1.281272e-03,-2.8924,0,0,0.000002
20.0000,-0.6780,-9.3390,4.3932,9.204432e-04,-3.0360,0,0,0.000002
20.0000,-0.6780,-9.3390,4.6024,3.813806e-04,-3.4186,0,0,0.000002
20.0000,-0.6780,-9.3390,4.8116,3.896882e-04,-3.4093,0,0,0.000002
20.0000,-0.6780,-9.3390,5.0208,9.815432e-04,-3.0081,0,0,0.000002
20.0000,-0.4688,-9.2344,0.0000,3.040170e-03,-2.5171,0,0,0.000002
20.0000,-0.4688,-9.2344,0.2092,1.032282e-04,-3.9862,0,0,0.000002
20.0000,-0.4688,-9.2344,0.4184,1.459581e-04,-3.8358,0,0,0.000002
20.0000,-0.4688,-9.2344,0.6276,7.958636e-05,-4.0992,0,0,0.000002
20.0000,-0.4688,-9.2344,0.8368,4.276378e-03,-2.3689,0,0,0.000002
20.0000,-0.4688,-9.2344,1.0460,1.125105e-03,-2.9488,0,0,0.000002
20.0000,-0.4688,-9.2344,1.2552,2.801746e-04,-3.5526,0,0,0.000002
20.0000,-0.4688,-9.2344,1.4644,1.146752e-04,-3.9405,0,0,0.000002
20.0000,-0.4688,-9.2344,1.6736,8.178387e-05,-4.0873,0,0,0.000002
20.0000,-0.4688,-9.2344,1.8828,7.561214e-05,-4.1214,0,0,0.000002
20.0000,-0.4688,-9.2344,2.0920,6.816417e-05,-4.1664,0,0,0.000002
20.0000,-0.4688,-9.2344,2.3012,1.910462e-04,-3.7189,0,0,0.000002
20.0000,-0.4688,-9.2344,2.5104,6.287307e-04,-3.2015,0,0,0.000002
20.0000,-0.4688,-9.2344,2.7196,1.449719e-03,-2.8387,0,0,0.000002
20.0000,-0.4688,-9.2344,2.9288,2.577732e-03,-2.5888,0,0,0.000002
20.0000,-0.4688,-9.2344,3.1380,3.586829e-03,-2.4453,0,0,0.000002
20.0000,-0.4688,-9.2344,3.3472,5.321609e-03,-2.2740,0,0,0.000002
20.0000,-0.4688,-9.2344,3.5564,9.664010e-03,-2.0148,0,0,0.000002
20.0000,-0.4688,-9.2344,3.7656,1.914775e-03,-2.7179,0,0,0.000002
20.0000,-0.4688,-9.2344,3.9748,2.838246e-03,-2.5469,0,0,0.000002
