f_avg,delta1,log10_nmse
8.5774,-7.5789,-2.778154
44.7699,-8.0000,-3.191758
46.0251,-8.0000,-2.769806
47.4895,-8.0000,-3.220410
9.4142,-7.5789,-2.695197
48.5356,-8.0000,-2.911098
47.2803,-8.0000,-2.779383
47.9079,-8.0000,-3.239429
49.3724,-8.0000,-3.021761
46.4435,-8.0000,-3.053011
10.6695,-7.5789,-2.734585
9.6234,-7.5789,-2.714832
48.9540,-8.0000,-3.123632
8.9958,-7.5789,-2.776186
45.8159,-8.0000,-2.885983
9.8326,-7.5789,-2.709021
48.3264,-8.0000,-3.243331
10.4603,-7.5789,-2.724936
11.0879,-7.5789,-2.772490
44.9791,-8.0000,-2.962657
10.0418,-7.5789,-2.736117
10.2510,-7.5789,-2.790419
50.0000,-8.0000,-3.206959
12.3431,-7.5789,-2.671996
49.1632,-8.0000,-3.171817
10.8787,-7.5789,-2.742408
48.7448,-8.0000,-3.203155
11.9247,-7.5789,-2.766843
11.2971,-7.5789,-2.740681
11.5063,-7.5789,-2.779458
49.5816,-8.0000,-3.161767
12.1339,-7.5789,-2.670592
11.7155,-7.5789,-2.742658
12.5523,-7.5789,-2.651446
49.7908,-8.0000,-3.160815
12.7615,-7.5789,-2.634255
12.9707,-7.5789,-2.687172
13.1799,-7.5789,-2.673949
14.6444,-7.5789,-2.693048
14.4351,-7.5789,-2.676946
13.5983,-7.5789,-2.734022
13.8075,-7.5789,-2.675248
13.3891,-7.5789,-2.702476
19.0377,-7.5789,-2.585646
19.6653,-7.5789,-2.579818
15.0628,-7.5789,-2.674553
16.1088,-7.5789,-2.656964
18.4100,-7.5789,-2.595376
15.6904,-7.5789,-2.651589
15.4812,-7.5789,-2.675069
16.3180,-7.5789,-2.669237
15.8996,-7.5789,-2.694863
16.7364,-7.5789,-2.659770
17.3640,-7.5789,-2.613672
18.2008,-7.5789,-2.655041
19.2469,-7.5789,-2.606202
15.2720,-7.5789,-2.709959
14.0167,-7.5789,-2.683783
18.8285,-7.5789,-2.598645
17.5732,-7.5789,-2.629152
20.5021,-7.5789,-2.559856
17.9916,-7.5789,-2.626469
16.5272,-7.5789,-2.640643
19.8745,-7.5789,-2.650336
20.2929,-7.5789,-2.665556
16.9456,-7.5789,-2.661342
20.0837,-7.5789,-2.645835
19.4561,-7.5789,-2.574615
18.6192,-7.5789,-2.662255
14.8536,-7.5789,-2.687147
29.4979,-7.5789,-1.742627
17.7824,-7.5789,-2.645984
17.1548,-7.5789,-2.662550
20.7113,-7.5789,-2.608076
21.3389,-7.5789,-2.644010
14.2259,-7.5789,-2.706437
21.1297,-7.5789,-2.663271
28.4519,-7.5789,-1.748105
29.0795,-7.5789,-1.745441
27.4059,-7.5789,-2.525875
23.6402,-7.5789,-2.672455
26.3598,-7.5789,-2.526113
23.8494,-7.5789,-2.583409
30.7531,-7.5789,-1.747748
28.0335,-7.5789,-2.477833
24.0586,-7.5789,-2.662987
29.2887,-7.5789,-1.748884
28.8703,-7.5789,-1.748260
23.0126,-7.5789,-2.659221
22.8033,-7.5789,-2.620127
29.9163,-7.5789,-1.736531
24.8954,-7.5789,-2.654388
20.9205,-7.5789,-2.599470
23.2218,-7.5789,-2.680482
24.4770,-7.5789,-2.654830
30.3347,-7.5789,-1.747603
29.7071,-7.5789,-1.748829
23.4310,-7.5789,-2.587761
21.9665,-7.5789,-2.641711
24.2678,-7.5789,-2.668468
28.6611,-7.5789,-1.748659
31.3808,-7.5789,-1.748335
25.7322,-7.5789,-2.630256
25.9414,-7.5789,-2.641931
26.9874,-7.5789,-2.566161
28.2427,-7.5789,-2.457517
30.9623,-7.5789,-1.744201
21.7573,-7.5789,-2.621811
25.3138,-7.5789,-2.662221
32.0084,-7.5789,-1.747294
22.1757,-7.5789,-2.629381
21.5481,-7.5789,-2.640992
31.7992,-7.5789,-1.747146
27.8243,-7.5789,-2.492637
26.1506,-7.5789,-2.551682
