F_AVG,DELTA_F,NMSE,log10_NMSE,COMB_QI,COMB_PULSING,COMB_MOD_RATIO
8.7864,2.9288,2.624991e-03,-2.5809,0,0,6.669564
8.7864,3.1380,2.925151e-03,-2.5339,0,0,7.073407
8.7864,3.3472,3.247686e-03,-2.4884,0,0,6.990351
8.7864,3.5564,3.593133e-03,-2.4445,0,0,6.650130
8.7864,3.7656,3.961496e-03,-2.4021,0,0,6.335806
8.7864,3.9748,4.353378e-03,-2.3612,0,0,6.112786
8.7864,4.1840,4.769017e-03,-2.3216,0,0,6.236016
8.7864,4.3932,5.208775e-03,-2.2833,0,0,6.752614
8.7864,4.6024,5.672831e-03,-2.2462,0,0,7.196341
8.7864,4.8116,6.161948e-03,-2.2103,0,0,7.008405
8.7864,5.0208,6.676308e-03,-2.1755,0,0,6.588476
8.9956,0.0000,2.102832e-02,-1.6772,0,0,6.319110
8.9956,0.2092,6.649192e-04,-3.1772,0,0,6.546730
8.9956,0.4184,7.009016e-04,-3.1543,0,0,6.761370
8.9956,0.6276,7.515766e-04,-3.1240,0,0,6.858549
8.9956,0.8368,8.178375e-04,-3.0873,0,0,6.740606
8.9956,1.0460,9.005031e-04,-3.0455,0,0,6.895888
8.9956,1.2552,1.001129e-03,-2.9995,0,0,6.964953
8.9956,1.4644,1.120779e-03,-2.9505,0,0,6.753442
8.9956,1.6736,1.260366e-03,-2.8995,0,0,6.462667
8.9956,1.8828,1.420449e-03,-2.8476,0,0,6.206651
8.9956,2.0920,1.600839e-03,-2.7957,0,0,6.300175
8.9956,2.3012,1.802482e-03,-2.7441,0,0,6.475555
8.9956,2.5104,2.024712e-03,-2.6936,0,0,6.669564
8.9956,2.7196,2.267849e-03,-2.6444,0,0,7.073407
8.9956,2.9288,2.532060e-03,-2.5965,0,0,6.990351
8.9956,3.1380,2.817835e-03,-2.5501,0,0,6.650130
8.9956,3.3472,3.124892e-03,-2.5052,0,0,6.335806
8.9956,3.5564,3.453798e-03,-2.4617,0,0,6.050808
8.9956,3.7656,3.804488e-03,-2.4197,0,0,6.060624
8.9956,3.9748,4.177296e-03,-2.3791,0,0,6.752614
8.9956,4.1840,4.572733e-03,-2.3398,0,0,7.196341
8.9956,4.3932,4.991005e-03,-2.3018,0,0,7.008405
8.9956,4.6024,5.432293e-03,-2.2650,0,0,6.588476
8.9956,4.8116,5.897157e-03,-2.2294,0,0,6.358576
8.9956,5.0208,6.386139e-03,-2.1948,0,0,6.467894
9.2048,0.0000,2.102832e-02,-1.6772,0,0,5.943140
9.2048,0.2092,6.668475e-04,-3.1760,0,0,6.109010
9.2048,0.4184,6.983569e-04,-3.1559,0,0,6.491131
9.2048,0.6276,7.477633e-04,-3.1262,0,0,6.895888
9.2048,0.8368,8.112727e-04,-3.0908,0,0,6.964953
9.2048,1.0460,8.902366e-04,-3.0505,0,0,6.858549
9.2048,1.2552,9.861987e-04,-3.0060,0,0,6.740606
9.2048,1.4644,1.100374e-03,-2.9585,0,0,6.418421
9.2048,1.6736,1.233414e-03,-2.9089,0,0,6.067969
9.2048,1.8828,1.386019e-03,-2.8582,0,0,6.084103
9.2048,2.0920,1.557991e-03,-2.8074,0,0,6.669564
9.2048,2.3012,1.750119e-03,-2.7569,0,0,7.073407
9.2048,2.5104,1.962086e-03,-2.7073,0,0,6.990351
9.2048,2.7196,2.193794e-03,-2.6588,0,0,6.650130
9.2048,2.9288,2.445611e-03,-2.6116,0,0,6.632427
9.2048,3.1380,2.718106e-03,-2.5657,0,0,6.718536
9.2048,3.3472,3.010735e-03,-2.5213,0,0,6.684604
9.2048,3.5564,3.324077e-03,-2.4783,0,0,6.752614
9.2048,3.7656,3.658404e-03,-2.4367,0,0,7.196341
9.2048,3.9748,4.013518e-03,-2.3965,0,0,7.008405
9.2048,4.1840,4.390173e-03,-2.3575,0,0,6.588476
9.2048,4.3932,4.788479e-03,-2.3198,0,0,6.259616
9.2048,4.6024,5.208755e-03,-2.2833,0,0,5.997590
9.2048,4.8116,5.651177e-03,-2.2479,0,0,6.505395
9.2048,5.0208,6.116412e-03,-2.2135,0,0,7.247393
9.4140,0.0000,2.102832e-02,-1.6772,0,0,6.491131
9.4140,0.2092,6.659396e-04,-3.1766,0,0,6.895888
9.4140,0.4184,6.958245e-04,-3.1575,0,0,6.964953
9.4140,0.6276,7.444074e-04,-3.1282,0,0,6.753442
9.4140,0.8368,8.051762e-04,-3.0941,0,0,6.462667
9.4140,1.0460,8.806557e-04,-3.0552,0,0,6.546730
9.4140,1.2552,9.723376e-04,-3.0122,0,0,6.761370
9.4140,1.4644,1.081388e-03,-2.9660,0,0,6.858549
9.4140,1.6736,1.208377e-03,-2.9178,0,0,6.740606
9.4140,1.8828,1.354007e-03,-2.8684,0,0,7.073407
9.4140,2.0920,1.518073e-03,-2.8187,0,0,6.990351
9.4140,2.3012,1.701331e-03,-2.7692,0,0,6.650130
9.4140,2.5104,1.903625e-03,-2.7204,0,0,6.335806
9.4140,2.7196,2.124771e-03,-2.6727,0,0,6.131005
9.4140,2.9288,2.365163e-03,-2.6261,0,0,6.300175
9.4140,3.1380,2.625000e-03,-2.5809,0,0,6.752614
9.4140,3.3472,2.904444e-03,-2.5369,0,0,7.196341
9.4140,3.5564,3.203231e-03,-2.4944,0,0,7.008405
9.4140,3.7656,3.522121e-03,-2.4532,0,0,6.684604
9.4140,3.9748,3.861032e-03,-2.4133,0,0,6.518258
9.4140,4.1840,4.220136e-03,-2.3747,0,0,6.267189
9.4140,4.3932,4.599906e-03,-2.3373,0,0,6.505395
9.4140,4.6024,5.000560e-03,-2.3010,0,0,7.247393
9.4140,4.8116,5.422231e-03,-2.2658,0,0,7.153361
9.4140,5.0208,5.865426e-03,-2.2317,0,0,6.656523
9.6232,0.0000,2.102831e-02,-1.6772,0,0,6.964953
9.6232,0.2092,6.651632e-04,-3.1771,0,0,6.895888
9.6232,0.4184,6.937978e-04,-3.1588,0,0,6.491131
9.6232,0.6276,7.408998e-04,-3.1302,0,0,6.206651
9.6232,0.8368,7.994603e-04,-3.0972,0,0,5.978572
9.6232,1.0460,8.716160e-04,-3.0597,0,0,6.109010
9.6232,1.2552,9.594535e-04,-3.0180,0,0,6.669564
9.6232,1.4644,1.063695e-03,-2.9732,0,0,7.073407
9.6232,1.6736,1.185044e-03,-2.9263,0,0,6.990351
9.6232,1.8828,1.324082e-03,-2.8781,0,0,6.858549
9.6232,2.0920,1.480853e-03,-2.8295,0,0,6.740606
9.6232,2.3012,1.655730e-03,-2.7810,0,0,6.418421
9.6232,2.5104,1.848947e-03,-2.7331,0,0,6.067969
9.6232,2.7196,2.060367e-03,-2.6861,0,0,6.752614
9.6232,2.9288,2.289974e-03,-2.6402,0,0,7.196341
9.6232,3.1380,2.538058e-03,-2.5955,0,0,7.008405
9.6232,3.3472,2.804966e-03,-2.5521,0,0,6.588476
9.6232,3.5564,3.090436e-03,-2.5100,0,0,6.475555
9.6232,3.7656,3.394980e-03,-2.4692,0,0,6.632427
9.6232,3.9748,3.718651e-03,-2.4296,0,0,6.718536
9.6232,4.1840,4.061459e-03,-2.3913,0,0,7.247393
9.6232,4.3932,4.423957e-03,-2.3542,0,0,7.153361
9.6232,4.6024,4.806296e-03,-2.3182,0,0,6.656523
9.6232,4.8116,5.208756e-03,-2.2833,0,0,6.283964
9.6232,5.0208,5.631469e-03,-2.2494,0,0,5.987258
9.8324,0.0000,2.102832e-02,-1.6772,0,0,6.462667
9.8324,0.2092,6.649558e-04,-3.1772,0,0,6.753442
9.8324,0.4184,6.916502e-04,-3.1601,0,0,6.964953
9.8324,0.6276,7.378382e-04,-3.1320,0,0,6.895888
9.8324,0.8368,7.939246e-04,-3.1002,0,0,6.669564
9.8324,1.0460,8.631533e-04,-3.0639,0,0,7.073407
9.8324,1.2552,9.474359e-04,-3.0235,0,0,6.990351
9.8324,1.4644,1.047152e-03,-2.9800,0,0,6.650130
9.8324,1.6736,1.163187e-03,-2.9344,0,0,6.335806
9.8324,1.8828,1.296066e-03,-2.8874,0,0,6.546730
9.8324,2.0920,1.446082e-03,-2.8398,0,0,6.761370
9.8324,2.3012,1.613069e-03,-2.7923,0,0,6.858549
9.8324,2.5104,1.797977e-03,-2.7452,0,0,7.196341
9.8324,2.7196,2.000086e-03,-2.6990,0,0,7.008405
9.8324,2.9288,2.219625e-03,-2.6537,0,0,6.588476
9.8324,3.1380,2.456782e-03,-2.6096,0,0,6.259616
9.8324,3.3472,2.712102e-03,-2.5667,0,0,5.979412
9.8324,3.5564,2.985082e-03,-2.5250,0,0,6.505395
9.8324,3.7656,3.276105e-03,-2.4846,0,0,7.247393
9.8324,3.9748,3.585546e-03,-2.4454,0,0,7.153361
9.8324,4.1840,3.913169e-03,-2.4075,0,0,6.656523
9.8324,4.3932,4.259543e-03,-2.3706,0,0,6.718536
9.8324,4.6024,4.624856e-03,-2.3349,0,0,6.684604
9.8324,4.8116,5.009321e-03,-2.3002,0,0,6.797784
9.8324,5.0208,5.413033e-03,-2.2666,0,0,7.402979
10.0416,0.0000,2.102832e-02,-1.6772,0,0,5.978572
10.0416,0.2092,6.643122e-04,-3.1776,0,0,6.206651
10.0416,0.4184,6.900689e-04,-3.1611,0,0,6.669564
10.0416,0.6276,7.348601e-04,-3.1338,0,0,7.073407
10.0416,0.8368,7.885747e-04,-3.1032,0,0,6.990351
10.0416,1.0460,8.553971e-04,-3.0678,0,0,6.895888
10.0416,1.2552,9.361234e-04,-3.0287,0,0,6.491131
10.0416,1.4644,1.031624e-03,-2.9865,0,0,6.050808
10.0416,1.6736,1.142695e-03,-2.9421,0,0,6.060624
10.0416,1.8828,1.269825e-03,-2.8963,0,0,6.752614
10.0416,2.0920,1.413367e-03,-2.8497,0,0,7.196341
10.0416,2.3012,1.573217e-03,-2.8032,0,0,7.008405
10.0416,2.5104,1.750123e-03,-2.7569,0,0,6.761370
10.0416,2.7196,1.943665e-03,-2.7114,0,0,6.858549
10.0416,2.9288,2.153776e-03,-2.6668,0,0,6.740606
10.0416,3.1380,2.380793e-03,-2.6233,0,0,6.505395
10.0416,3.3472,2.625015e-03,-2.5809,0,0,7.247393
10.0416,3.5564,2.886409e-03,-2.5396,0,0,7.153361
10.0416,3.7656,3.164777e-03,-2.4997,0,0,6.656523
10.0416,3.9748,3.460901e-03,-2.4608,0,0,6.283964
10.0416,4.1840,3.774434e-03,-2.4231,0,0,6.300175
10.0416,4.3932,4.105680e-03,-2.3866,0,0,6.797784
10.0416,4.6024,4.455050e-03,-2.3511,0,0,7.402979
10.0416,4.8116,4.822664e-03,-2.3167,0,0,6.990557
10.0416,5.0208,5.208757e-03,-2.2833,0,0,6.684604
10.2508,0.0000,2.102832e-02,-1.6772,0,0,6.669564
10.2508,0.2092,6.631412e-04,-3.1784,0,0,7.073407
10.2508,0.4184,6.887825e-04,-3.1619,0,0,6.990351
10.2508,0.6276,7.318227e-04,-3.1356,0,0,6.650130
10.2508,0.8368,7.835276e-04,-3.1059,0,0,6.462667
10.2508,1.0460,8.479485e-04,-3.0716,0,0,6.753442
10.2508,1.2552,9.254073e-04,-3.0337,0,0,6.964953
10.2508,1.4644,1.017084e-03,-2.9926,0,0,6.895888
10.2508,1.6736,1.123449e-03,-2.9494,0,0,7.196341
10.2508,1.8828,1.245154e-03,-2.9048,0,0,7.008405
10.2508,2.0920,1.382713e-03,-2.8593,0,0,6.588476
10.2508,2.3012,1.535869e-03,-2.8136,0,0,6.259616
10.2508,2.5104,1.705280e-03,-2.7682,0,0,6.319110
10.2508,2.7196,1.890640e-03,-2.7234,0,0,6.546730
10.2508,2.9288,2.092035e-03,-2.6794,0,0,7.247393
10.2508,3.1380,2.309554e-03,-2.6365,0,0,7.153361
10.2508,3.3472,2.543332e-03,-2.5946,0,0,6.740606
10.2508,3.5564,2.793709e-03,-2.5538,0,0,6.418421
10.2508,3.7656,3.060439e-03,-2.5142,0,0,6.067969
10.2508,3.9748,3.343947e-03,-2.4757,0,0,6.797784
10.2508,4.1840,3.644354e-03,-2.4384,0,0,7.402979
10.2508,4.3932,3.961488e-03,-2.4021,0,0,6.990557
10.2508,4.6024,4.295949e-03,-2.3669,0,0,6.461447
10.2508,4.8116,4.647827e-03,-2.3328,0,0,6.475555
10.2508,5.0208,5.017361e-03,-2.2995,0,0,6.632427
10.4600,0.0000,2.102831e-02,-1.6772,0,0,6.990351
10.4600,0.2092,6.633511e-04,-3.1783,0,0,7.073407
10.4600,0.4184,6.880552e-04,-3.1624,0,0,6.669564
10.4600,0.6276,7.288068e-04,-3.1374,0,0,6.084103
10.4600,0.8368,7.787750e-04,-3.1086,0,0,6.060624
10.4600,1.0460,8.409685e-04,-3.0752,0,0,6.752614
10.4600,1.2552,9.154095e-04,-3.0384,0,0,7.196341
10.4600,1.4644,1.003359e-03,-2.9985,0,0,7.008405
10.4600,1.6736,1.105347e-03,-2.9565,0,0,6.964953
10.4600,1.8828,1.222054e-03,-2.9129,0,0,6.895888
10.4600,2.0920,1.353934e-03,-2.8684,0,0,6.491131
10.4600,2.3012,1.500803e-03,-2.8237,0,0,6.505395
10.4600,2.5104,1.663126e-03,-2.7791,0,0,7.247393
10.4600,2.7196,1.840875e-03,-2.7350,0,0,7.153361
10.4600,2.9288,2.034036e-03,-2.6916,0,0,6.656523
10.4600,3.1380,2.242574e-03,-2.6493,0,0,6.546730
10.4600,3.3472,2.466639e-03,-2.6079,0,0,6.761370
10.4600,3.5564,2.706826e-03,-2.5675,0,0,6.858549
10.4600,3.7656,2.962588e-03,-2.5283,0,0,7.402979
10.4600,3.9748,3.234336e-03,-2.4902,0,0,6.990557
10.4600,4.1840,3.522221e-03,-2.4532,0,0,6.461447
10.4600,4.3932,3.826212e-03,-2.4172,0,0,6.049844
10.4600,4.6024,4.146643e-03,-2.3823,0,0,6.544669
10.4600,4.8116,4.483790e-03,-2.3484,0,0,7.486589
10.4600,5.0208,4.837757e-03,-2.3154,0,0,7.073382
10.6692,0.0000,2.102830e-02,-1.6772,0,0,6.335806
10.6692,0.2092,6.641062e-04,-3.1778,0,0,6.650130
10.6692,0.4184,6.878451e-04,-3.1625,0,0,6.990351
10.6692,0.6276,7.257162e-04,-3.1392,0,0,7.073407
10.6692,0.8368,7.741328e-04,-3.1112,0,0,7.196341
10.6692,1.0460,8.342622e-04,-3.0787,0,0,7.008405
10.6692,1.2552,9.058987e-04,-3.0429,0,0,6.588476
10.6692,1.4644,9.903699e-04,-3.0042,0,0,6.259616
10.6692,1.6736,1.088326e-03,-2.9632,0,0,6.462667
10.6692,1.8828,1.200410e-03,-2.9207,0,0,6.753442
10.6692,2.0920,1.326999e-03,-2.8771,0,0,7.247393
10.6692,2.3012,1.467964e-03,-2.8333,0,0,7.153361
10.6692,2.5104,1.623461e-03,-2.7896,0,0,6.656523
10.6692,2.7196,1.794188e-03,-2.7461,0,0,6.283964
10.6692,2.9288,1.979516e-03,-2.7034,0,0,5.987258
10.6692,3.1380,2.179602e-03,-2.6616,0,0,6.797784
10.6692,3.3472,2.394650e-03,-2.6208,0,0,7.402979
10.6692,3.5564,2.625021e-03,-2.5809,0,0,6.990557
10.6692,3.7656,2.870555e-03,-2.5420,0,0,6.761370
10.6692,3.9748,3.131118e-03,-2.5043,0,0,6.858549
10.6692,4.1840,3.407330e-03,-2.4676,0,0,6.740606
10.6692,4.3932,3.699086e-03,-2.4319,0,0,7.486589
10.6692,4.6024,4.006344e-03,-2.3973,0,0,7.073382
10.6692,4.8116,4.329679e-03,-2.3635,0,0,6.458052
10.6692,5.0208,4.669086e-03,-2.3308,0,0,6.002635
10.8784,0.0000,2.102831e-02,-1.6772,0,0,6.060624
10.8784,0.2092,6.649864e-04,-3.1772,0,0,6.752614
10.8784,0.4184,6.876334e-04,-3.1626,0,0,7.196341
10.8784,0.6276,7.227100e-04,-3.1410,0,0,7.008405
10.8784,0.8368,7.701194e-04,-3.1134,0,0,6.990351
10.8784,1.0460,8.279484e-04,-3.0820,0,0,7.073407
10.8784,1.2552,8.969959e-04,-3.0472,0,0,6.669564
10.8784,1.4644,9.781466e-04,-3.0096,0,0,6.505395
10.8784,1.6736,1.072382e-03,-2.9697,0,0,7.247393
10.8784,1.8828,1.180053e-03,-2.9281,0,0,7.153361
10.8784,2.0920,1.301555e-03,-2.8855,0,0,6.656523
10.8784,2.3012,1.436950e-03,-2.8426,0,0,6.753442
10.8784,2.5104,1.586216e-03,-2.7996,0,0,6.964953
10.8784,2.7196,1.750122e-03,-2.7569,0,0,6.895888
10.8784,2.9288,1.928199e-03,-2.7148,0,0,7.402979
10.8784,3.1380,2.120340e-03,-2.6736,0,0,6.990557
10.8784,3.3472,2.326950e-03,-2.6332,0,0,6.461447
10.8784,3.5564,2.547995e-03,-2.5938,0,0,6.109010
10.8784,3.7656,2.783775e-03,-2.5554,0,0,6.544669
10.8784,3.9748,3.034065e-03,-2.5180,0,0,7.486589
10.8784,4.1840,3.299236e-03,-2.4816,0,0,7.073382
10.8784,4.3932,3.579420e-03,-2.4462,0,0,6.858549
10.8784,4.6024,3.874418e-03,-2.4118,0,0,6.740606
10.8784,4.8116,4.184702e-03,-2.3783,0,0,6.914850
10.8784,5.0208,4.510425e-03,-2.3458,0,0,7.547398
11.0876,0.0000,2.102831e-02,-1.6772,0,0,7.196341
11.0876,0.2092,6.688558e-04,-3.1747,0,0,7.008405
11.0876,0.4184,6.868865e-04,-3.1631,0,0,6.588476
11.0876,0.6276,7.200444e-04,-3.1426,0,0,6.259616
11.0876,0.8368,7.661648e-04,-3.1157,0,0,6.335806
11.0876,1.0460,8.220147e-04,-3.0851,0,0,6.650130
11.0876,1.2552,8.885967e-04,-3.0513,0,0,7.247393
11.0876,1.4644,9.667003e-04,-3.0147,0,0,7.153361
11.0876,1.6736,1.057353e-03,-2.9758,0,0,6.669564
11.0876,1.8828,1.160843e-03,-2.9352,0,0,6.283964
11.0876,2.0920,1.277547e-03,-2.8936,0,0,5.987258
11.0876,2.3012,1.407652e-03,-2.8515,0,0,6.797784
11.0876,2.5104,1.551138e-03,-2.8093,0,0,7.402979
11.0876,2.7196,1.708638e-03,-2.7674,0,0,6.990557
11.0876,2.9288,1.879725e-03,-2.7259,0,0,6.964953
11.0876,3.1380,2.064528e-03,-2.6852,0,0,6.895888
11.0876,3.3472,2.263066e-03,-2.6453,0,0,6.544669
11.0876,3.5564,2.475407e-03,-2.6064,0,0,7.486589
11.0876,3.7656,2.702153e-03,-2.5683,0,0,7.073382
11.0876,3.9748,2.942790e-03,-2.5312,0,0,6.458052
11.0876,4.1840,3.197573e-03,-2.4952,0,0,6.319110
11.0876,4.3932,3.466604e-03,-2.4601,0,0,6.914850
11.0876,4.6024,3.750148e-03,-2.4260,0,0,7.547398
11.0876,4.8116,4.048161e-03,-2.3927,0,0,6.858549
11.0876,5.0208,4.361001e-03,-2.3604,0,0,6.740606
11.2968,0.0000,2.102831e-02,-1.6772,0,0,6.588476
11.2968,0.2092,6.682151e-04,-3.1751,0,0,7.008405
11.2968,0.4184,6.854684e-04,-3.1640,0,0,7.196341
11.2968,0.6276,7.175864e-04,-3.1441,0,0,6.752614
11.2968,0.8368,7.623191e-04,-3.1179,0,0,7.247393
11.2968,1.0460,8.164573e-04,-3.0881,0,0,7.153361
11.2968,1.2552,8.806584e-04,-3.0552,0,0,6.656523
11.2968,1.4644,9.559355e-04,-3.0196,0,0,6.650130
11.2968,1.6736,1.043181e-03,-2.9816,0,0,6.990351
11.2968,1.8828,1.142699e-03,-2.9421,0,0,7.073407
11.2968,2.0920,1.254837e-03,-2.9014,0,0,7.402979
11.2968,2.3012,1.380023e-03,-2.8601,0,0,6.990557
11.2968,2.5104,1.518068e-03,-2.8187,0,0,6.461447
11.2968,2.7196,1.669434e-03,-2.7774,0,0,6.206651
11.2968,2.9288,1.834021e-03,-2.7366,0,0,6.544669
11.2968,3.1380,2.011815e-03,-2.6964,0,0,7.486589
11.2968,3.3472,2.202761e-03,-2.6570,0,0,7.073382
11.2968,3.5564,2.407024e-03,-2.6185,0,0,6.895888
11.2968,3.7656,2.625023e-03,-2.5809,0,0,6.491131
11.2968,3.9748,2.856469e-03,-2.5442,0,0,6.914850
11.2968,4.1840,3.101403e-03,-2.5084,0,0,7.547398
11.2968,4.3932,3.360202e-03,-2.4736,0,0,6.795300
11.2968,4.6024,3.632931e-03,-2.4397,0,0,6.319110
11.2968,4.8116,3.919402e-03,-2.4068,0,0,6.546730
11.2968,5.0208,4.220127e-03,-2.3747,0,0,7.657994
11.5060,0.0000,2.102831e-02,-1.6772,0,0,5.979412
11.5060,0.2092,6.681309e-04,-3.1751,0,0,6.505395
11.5060,0.4184,6.838283e-04,-3.1651,0,0,7.247393
11.5060,0.6276,7.158009e-04,-3.1452,0,0,7.153361
11.5060,0.8368,7.587062e-04,-3.1199,0,0,7.196341
11.5060,1.0460,8.112511e-04,-3.0908,0,0,6.752614
11.5060,1.2552,8.731171e-04,-3.0589,0,0,6.060624
11.5060,1.4644,9.457686e-04,-3.0242,0,0,6.797784
11.5060,1.6736,1.029749e-03,-2.9873,0,0,7.402979
11.5060,1.8828,1.125550e-03,-2.9486,0,0,6.990557
11.5060,2.0920,1.233432e-03,-2.9089,0,0,6.990351
11.5060,2.3012,1.353936e-03,-2.8684,0,0,7.073407
11.5060,2.5104,1.486851e-03,-2.8277,0,0,6.669564
11.5060,2.7196,1.632413e-03,-2.7872,0,0,7.486589
11.5060,2.9288,1.790956e-03,-2.7469,0,0,7.073382
11.5060,3.1380,1.962061e-03,-2.7073,0,0,6.458052
11.5060,3.3472,2.145835e-03,-2.6684,0,0,6.462667
11.5060,3.5564,2.342526e-03,-2.6303,0,0,6.914850
11.5060,3.7656,2.552159e-03,-2.5931,0,0,7.547398
11.5060,3.9748,2.774945e-03,-2.5567,0,0,6.895888
11.5060,4.1840,3.010729e-03,-2.5213,0,0,6.491131
11.5060,4.3932,3.259760e-03,-2.4868,0,0,6.242125
11.5060,4.6024,3.522222e-03,-2.4532,0,0,7.657994
11.5060,4.8116,3.797904e-03,-2.4205,0,0,7.041862
11.5060,5.0208,4.087146e-03,-2.3886,0,0,6.331537
11.7152,0.0000,2.102831e-02,-1.6772,0,0,7.247393
11.7152,0.2092,6.701176e-04,-3.1738,0,0,7.153361
11.7152,0.4184,6.818488e-04,-3.1663,0,0,6.656523
11.7152,0.6276,7.140462e-04,-3.1463,0,0,6.283964
11.7152,0.8368,7.555015e-04,-3.1218,0,0,6.588476
11.7152,1.0460,8.063995e-04,-3.0934,0,0,7.008405
11.7152,1.2552,8.659680e-04,-3.0625,0,0,7.402979
11.7152,1.4644,9.361023e-04,-3.0287,0,0,6.990557
11.7152,1.6736,1.017080e-03,-2.9926,0,0,6.461447
11.7152,1.8828,1.109281e-03,-2.9550,0,0,6.050808
11.7152,2.0920,1.213231e-03,-2.9161,0,0,6.544669
11.7152,2.3012,1.329395e-03,-2.8763,0,0,7.486589
11.7152,2.5104,1.457406e-03,-2.8364,0,0,7.073382
11.7152,2.7196,1.597399e-03,-2.7966,0,0,7.073407
11.7152,2.9288,1.750121e-03,-2.7569,0,0,6.669564
11.7152,3.1380,1.915011e-03,-2.7178,0,0,6.914850
11.7152,3.3472,2.092026e-03,-2.6794,0,0,7.547398
11.7152,3.5564,2.281450e-03,-2.6418,0,0,6.795300
11.7152,3.7656,2.483275e-03,-2.6050,0,0,6.462667
11.7152,3.9748,2.697984e-03,-2.5690,0,0,6.753442
11.7152,4.1840,2.925137e-03,-2.5339,0,0,7.657994
11.7152,4.3932,3.164787e-03,-2.4997,0,0,7.041862
11.7152,4.6024,3.417481e-03,-2.4663,0,0,6.491131
11.7152,4.8116,3.683065e-03,-2.4338,0,0,6.073747
11.7152,5.0208,3.961473e-03,-2.4021,0,0,7.740269
11.9244,0.0000,2.102831e-02,-1.6772,0,0,6.656523
11.9244,0.2092,6.712296e-04,-3.1731,0,0,7.153361
11.9244,0.4184,6.800244e-04,-3.1675,0,0,7.247393
11.9244,0.6276,7.118105e-04,-3.1476,0,0,6.797784
11.9244,0.8368,7.524625e-04,-3.1235,0,0,7.402979
11.9244,1.0460,8.016745e-04,-3.0960,0,0,6.990557
11.9244,1.2552,8.591159e-04,-3.0659,0,0,6.588476
11.9244,1.4644,9.269189e-04,-3.0330,0,0,7.008405
11.9244,1.6736,1.005039e-03,-2.9978,0,0,7.196341
11.9244,1.8828,1.093894e-03,-2.9610,0,0,7.486589
11.9244,2.0920,1.194165e-03,-2.9229,0,0,7.073382
11.9244,2.3012,1.306064e-03,-2.8840,0,0,6.458052
11.9244,2.5104,1.429461e-03,-2.8448,0,0,6.335806
11.9244,2.7196,1.564383e-03,-2.8057,0,0,6.914850
11.9244,2.9288,1.711532e-03,-2.7666,0,0,7.547398
11.9244,3.1380,1.870379e-03,-2.7281,0,0,7.073407
11.9244,3.3472,2.041091e-03,-2.6901,0,0,6.669564
11.9244,3.5564,2.223632e-03,-2.6529,0,0,6.242125
11.9244,3.7656,2.418139e-03,-2.6165,0,0,7.657994
11.9244,3.9748,2.625025e-03,-2.5809,0,0,7.041862
11.9244,4.1840,2.843948e-03,-2.5461,0,0,6.462667
11.9244,4.3932,3.074935e-03,-2.5122,0,0,6.753442
11.9244,4.6024,3.318399e-03,-2.4791,0,0,7.740269
11.9244,4.8116,3.574378e-03,-2.4468,0,0,7.003529
11.9244,5.0208,3.842686e-03,-2.4154,0,0,6.491131
12.1336,0.0000,2.102831e-02,-1.6772,0,0,5.987258
12.1336,0.2092,6.676830e-04,-3.1754,0,0,6.797784
12.1336,0.4184,6.808092e-04,-3.1670,0,0,7.402979
12.1336,0.6276,7.099044e-04,-3.1488,0,0,7.153361
12.1336,0.8368,7.495977e-04,-3.1252,0,0,7.247393
12.1336,1.0460,7.972372e-04,-3.0984,0,0,6.505395
12.1336,1.2552,8.528592e-04,-3.0691,0,0,6.544669
12.1336,1.4644,9.182389e-04,-3.0370,0,0,7.486589
12.1336,1.6736,9.935632e-04,-3.0028,0,0,7.073382
12.1336,1.8828,1.079326e-03,-2.9668,0,0,7.008405
12.1336,2.0920,1.176121e-03,-2.9295,0,0,7.196341
12.1336,2.3012,1.283948e-03,-2.8915,0,0,6.914850
12.1336,2.5104,1.402935e-03,-2.8530,0,0,7.547398
12.1336,2.7196,1.533089e-03,-2.8144,0,0,6.795300
12.1336,2.9288,1.674929e-03,-2.7760,0,0,6.335806
12.1336,3.1380,1.828129e-03,-2.7380,0,0,6.650130
12.1336,3.3472,1.992822e-03,-2.7005,0,0,7.657994
12.1336,3.5564,2.168890e-03,-2.6638,0,0,7.073407
12.1336,3.7656,2.356528e-03,-2.6277,0,0,6.669564
12.1336,3.9748,2.555896e-03,-2.5925,0,0,6.084103
12.1336,4.1840,2.767049e-03,-2.5580,0,0,7.740269
12.1336,4.3932,2.989878e-03,-2.5243,0,0,7.003529
12.1336,4.6024,3.224691e-03,-2.4915,0,0,6.462667
12.1336,4.8116,3.471342e-03,-2.4595,0,0,6.753442
12.1336,5.0208,3.730135e-03,-2.4283,0,0,7.799095
12.3428,0.0000,2.102831e-02,-1.6772,0,0,7.402979
12.3428,0.2092,6.678485e-04,-3.1753,0,0,6.990557
12.3428,0.4184,6.791695e-04,-3.1680,0,0,6.461447
12.3428,0.6276,7.085670e-04,-3.1496,0,0,6.283964
12.3428,0.8368,7.467946e-04,-3.1268,0,0,6.656523
12.3428,1.0460,7.928676e-04,-3.1008,0,0,7.486589
12.3428,1.2552,8.467539e-04,-3.0722,0,0,7.247393
12.3428,1.4644,9.099217e-04,-3.0410,0,0,6.505395
12.3428,1.6736,9.826505e-04,-3.0076,0,0,6.002635
12.3428,1.8828,1.065582e-03,-2.9724,0,0,6.914850
12.3428,2.0920,1.158980e-03,-2.9359,0,0,7.547398
