F_AVG,DELTA_F,NMSE,log10_NMSE,COMB_QI,COMB_PULSING,COMB_MOD_RATIO
23.4304,0.4184,7.083031e-04,-3.1498,1,1,0.786790
23.4304,0.6276,7.737607e-04,-3.1114,1,1,0.790089
23.4304,0.8368,8.226494e-04,-3.0848,1,1,0.793831
23.4304,1.0460,9.658127e-04,-3.0151,1,1,0.793641
23.4304,1.2552,7.785992e-04,-3.1087,1,1,0.793403
23.4304,1.4644,9.729967e-04,-3.0119,1,1,0.796209
23.4304,1.6736,8.077632e-03,-2.0927,1,1,0.800357
23.4304,1.8828,9.278880e-03,-2.0325,1,1,0.800428
23.4304,2.0920,1.177645e-02,-1.9290,1,1,0.800447
23.4304,2.3012,1.705704e-03,-2.7681,1,1,0.802063
23.4304,2.5104,9.269854e-04,-3.0329,1,1,0.806070
23.4304,2.7196,8.739502e-04,-3.0585,1,1,0.807037
23.4304,2.9288,1.076885e-03,-2.9678,1,1,0.806046
23.4304,3.1380,1.403018e-03,-2.8529,1,1,0.805088
23.4304,3.3472,1.001342e-03,-2.9994,1,1,0.807547
23.4304,3.5564,1.621822e-03,-2.7900,1,1,0.810026
23.4304,3.7656,1.756063e-03,-2.7555,1,1,0.808560
23.4304,3.9748,1.912796e-03,-2.7183,1,1,0.807306
23.4304,4.1840,3.522360e-03,-2.4532,1,1,0.808393
23.4304,4.3932,2.204617e-03,-2.6567,1,1,0.812047
23.4304,4.6024,1.663581e-03,-2.7790,1,1,0.813765
23.4304,4.8116,1.195964e-03,-2.9223,1,1,0.813752
23.4304,5.0208,1.154680e-03,-2.9375,1,1,0.813662
23.6396,0.0000,8.857380e-02,-1.0527,1,1,0.786790
23.6396,0.2092,7.727544e-04,-3.1120,1,1,0.790089
23.6396,0.4184,7.396838e-04,-3.1310,1,1,0.793831
23.6396,0.6276,8.324571e-04,-3.0796,1,1,0.793641
23.6396,0.8368,7.889507e-04,-3.1030,1,1,0.793403
23.6396,1.0460,7.979394e-04,-3.0980,1,1,0.796209
23.6396,1.2552,3.890631e-03,-2.4100,1,1,0.800357
23.6396,1.4644,1.762080e-03,-2.7540,1,1,0.800428
23.6396,1.6736,1.313778e-03,-2.8815,1,1,0.800447
23.6396,1.8828,1.285930e-03,-2.8908,1,1,0.802063
23.6396,2.0920,1.587441e-03,-2.7993,1,1,0.806070
23.6396,2.3012,1.241001e-03,-2.9062,1,1,0.807037
23.6396,2.5104,1.201677e-03,-2.9202,1,1,0.806046
23.6396,2.7196,1.687009e-03,-2.7729,1,1,0.805088
23.6396,2.9288,2.924550e-03,-2.5339,1,1,0.807547
23.6396,3.1380,1.105624e-03,-2.9564,1,1,0.810026
23.6396,3.3472,1.617293e-03,-2.7912,1,1,0.808560
23.6396,3.5564,1.475372e-03,-2.8311,1,1,0.807306
23.6396,3.7656,2.539788e-03,-2.5952,1,1,0.808393
23.6396,3.9748,8.429039e-04,-3.0742,1,1,0.812047
23.6396,4.1840,2.341208e-03,-2.6306,1,1,0.813765
23.6396,4.3932,1.269248e-03,-2.8965,1,1,0.813752
23.6396,4.6024,2.217636e-03,-2.6541,1,1,0.813662
23.6396,4.8116,2.510626e-03,-2.6002,1,1,0.816495
23.6396,5.0208,1.404797e-03,-2.8524,1,1,0.820173
23.8488,0.0000,9.571836e-02,-1.0190,1,1,0.793831
23.8488,0.2092,1.136203e-03,-2.9445,1,1,0.793641
23.8488,0.4184,8.269090e-04,-3.0825,1,1,0.793403
23.8488,0.6276,7.994864e-04,-3.0972,1,1,0.796209
23.8488,0.8368,3.288740e-03,-2.4830,1,1,0.800357
23.8488,1.0460,1.918374e-03,-2.7171,1,1,0.800428
23.8488,1.2552,1.461968e-03,-2.8351,1,1,0.800447
23.8488,1.4644,1.667123e-03,-2.7780,1,1,0.802063
23.8488,1.6736,2.609533e-03,-2.5834,1,1,0.806070
23.8488,1.8828,4.025116e-03,-2.3952,1,1,0.807037
23.8488,2.0920,2.081720e-03,-2.6816,1,1,0.806046
23.8488,2.3012,1.490563e-03,-2.8266,1,1,0.805088
23.8488,2.5104,1.172099e-03,-2.9310,1,1,0.807547
23.8488,2.7196,2.327977e-03,-2.6330,1,1,0.810026
23.8488,2.9288,1.661637e-03,-2.7795,1,1,0.808560
23.8488,3.1380,1.034244e-03,-2.9854,1,1,0.807306
23.8488,3.3472,1.682961e-03,-2.7739,1,1,0.808393
23.8488,3.5564,1.149509e-03,-2.9395,1,1,0.812047
23.8488,3.7656,1.492587e-03,-2.8261,1,1,0.813765
23.8488,3.9748,2.478587e-03,-2.6058,1,1,0.813752
23.8488,4.1840,2.016412e-03,-2.6954,1,1,0.813662
23.8488,4.3932,1.251313e-03,-2.9026,1,1,0.816495
23.8488,4.6024,2.275661e-03,-2.6429,1,1,0.820173
23.8488,4.8116,2.081440e-03,-2.6816,1,1,0.820494
23.8488,5.0208,1.660997e-03,-2.7796,1,1,0.820673
24.0580,0.0000,6.535650e-02,-1.1847,1,1,0.793403
24.0580,0.2092,1.034770e-03,-2.9852,1,1,0.796209
24.0580,0.4184,1.485757e-03,-2.8281,1,1,0.800357
24.0580,0.6276,2.506605e-03,-2.6009,1,1,0.800428
24.0580,0.8368,1.055611e-03,-2.9765,1,1,0.800447
24.0580,1.0460,3.290164e-03,-2.4828,1,1,0.802063
24.0580,1.2552,2.966720e-03,-2.5277,1,1,0.806070
24.0580,1.4644,1.882933e-03,-2.7252,1,1,0.807037
24.0580,1.6736,1.102208e-03,-2.9577,1,1,0.806046
24.0580,1.8828,4.933950e-03,-2.3068,1,1,0.805088
24.0580,2.0920,5.527005e-03,-2.2575,1,1,0.807547
24.0580,2.3012,2.137913e-02,-1.6700,1,1,0.810026
24.0580,2.5104,1.022535e-03,-2.9903,1,1,0.808560
24.0580,2.7196,1.090677e-03,-2.9623,1,1,0.807306
24.0580,2.9288,1.143446e-03,-2.9418,1,1,0.808393
24.0580,3.1380,1.170698e-03,-2.9316,1,1,0.812047
24.0580,3.3472,1.717258e-03,-2.7652,1,1,0.813765
24.0580,3.5564,1.338793e-03,-2.8733,1,1,0.813752
24.0580,3.7656,1.159344e-03,-2.9358,1,1,0.813662
24.0580,3.9748,1.063902e-03,-2.9731,1,1,0.816495
24.0580,4.1840,1.351138e-03,-2.8693,1,1,0.820173
24.0580,4.3932,1.657582e-01,-0.7805,1,1,0.820494
24.0580,4.6024,3.732999e-03,-2.4279,1,1,0.820673
24.0580,4.8116,3.080410e-03,-2.5114,1,1,0.821226
24.0580,5.0208,2.191784e-02,-1.6592,1,1,0.824400
24.2672,0.0000,8.821510e-02,-1.0545,1,1,0.800357
24.2672,0.2092,3.410070e-03,-2.4672,1,1,0.800428
24.2672,0.4184,1.350691e-03,-2.8694,1,1,0.800447
24.2672,0.6276,3.561603e-03,-2.4484,1,1,0.802063
24.2672,0.8368,5.169551e-03,-2.2865,1,1,0.806070
24.2672,1.0460,1.298850e-03,-2.8864,1,1,0.807037
24.2672,1.2552,1.329326e-03,-2.8764,1,1,0.806046
24.2672,1.4644,1.091670e-03,-2.9619,1,1,0.805088
24.2672,1.6736,1.067350e-03,-2.9717,1,1,0.807547
24.2672,1.8828,6.016846e-03,-2.2206,1,1,0.810026
24.2672,2.0920,1.527253e-03,-2.8161,1,1,0.808560
24.2672,2.3012,2.014367e-03,-2.6959,1,1,0.807306
24.2672,2.5104,2.072250e-03,-2.6836,1,1,0.808393
24.2672,2.7196,7.951339e-03,-2.0996,1,1,0.812047
24.2672,2.9288,1.547075e-03,-2.8105,1,1,0.813765
24.2672,3.1380,1.143664e-03,-2.9417,1,1,0.813752
24.2672,3.3472,4.945964e-03,-2.3057,1,1,0.813662
24.2672,3.5564,4.246618e-03,-2.3720,1,1,0.816495
24.2672,3.7656,1.489772e-03,-2.8269,1,1,0.820173
24.2672,3.9748,3.257246e-03,-2.4871,1,1,0.820494
24.2672,4.1840,3.265160e-03,-2.4861,1,1,0.820673
24.2672,4.3932,3.339142e-03,-2.4764,1,1,0.821226
24.2672,4.6024,1.058061e-03,-2.9755,1,1,0.824400
24.2672,4.8116,3.192017e-03,-2.4959,1,1,0.827449
24.2672,5.0208,3.186757e-03,-2.4967,1,1,0.826652
24.4764,0.0000,8.245883e-02,-1.0838,1,1,0.800447
24.4764,0.2092,6.910164e-04,-3.1605,1,1,0.802063
24.4764,0.4184,9.398034e-04,-3.0270,1,1,0.806070
24.4764,0.6276,2.716571e-03,-2.5660,1,1,0.807037
24.4764,0.8368,1.833687e-03,-2.7367,1,1,0.806046
24.4764,1.0460,1.879258e-02,-1.7260,1,1,0.805088
24.4764,1.2552,9.212150e-04,-3.0356,1,1,0.807547
24.4764,1.4644,1.004101e-03,-2.9982,1,1,0.810026
24.4764,1.6736,1.117728e-03,-2.9517,1,1,0.808560
24.4764,1.8828,2.026914e-03,-2.6932,1,1,0.807306
24.4764,2.0920,1.347165e-03,-2.8706,1,1,0.808393
24.4764,2.3012,8.176006e-04,-3.0875,1,1,0.812047
24.4764,2.5104,2.941749e-03,-2.5314,1,1,0.813765
24.4764,2.7196,1.825344e-03,-2.7387,1,1,0.813752
24.4764,2.9288,1.522991e-03,-2.8173,1,1,0.813662
24.4764,3.1380,1.257031e-03,-2.9007,1,1,0.816495
24.4764,3.3472,1.276472e-03,-2.8940,1,1,0.820173
24.4764,3.5564,3.017135e-03,-2.5204,1,1,0.820494
24.4764,3.7656,1.452493e-03,-2.8379,1,1,0.820673
24.4764,3.9748,2.144693e-03,-2.6686,1,1,0.821226
24.4764,4.1840,1.304580e-03,-2.8845,1,1,0.824400
24.4764,4.3932,2.546799e-03,-2.5940,1,1,0.827449
24.4764,4.6024,1.588111e-03,-2.7991,1,1,0.826652
24.4764,4.8116,1.081129e-03,-2.9661,1,1,0.825851
24.4764,5.0208,1.327552e-03,-2.8769,1,1,0.825978
24.6856,0.0000,7.949764e-02,-1.0996,1,1,0.806070
24.6856,0.2092,6.324669e-04,-3.1990,1,1,0.807037
24.6856,0.4184,6.697226e-04,-3.1741,1,1,0.806046
24.6856,0.6276,6.771663e-04,-3.1693,1,1,0.805088
24.6856,0.8368,7.659576e-04,-3.1158,1,1,0.807547
24.6856,1.0460,1.394221e-03,-2.8557,1,1,0.810026
24.6856,1.2552,4.216712e-03,-2.3750,1,1,0.808560
24.6856,1.4644,3.219477e-03,-2.4922,1,1,0.807306
24.6856,1.6736,1.341293e-03,-2.8725,1,1,0.808393
24.6856,1.8828,9.564486e-04,-3.0193,1,1,0.812047
24.6856,2.0920,1.381398e-03,-2.8597,1,1,0.813765
24.6856,2.3012,6.958947e-04,-3.1575,1,1,0.813752
24.6856,2.5104,2.245048e-03,-2.6488,1,1,0.813662
24.6856,2.7196,1.096216e-03,-2.9601,1,1,0.816495
24.6856,2.9288,2.463200e-03,-2.6085,1,1,0.820173
24.6856,3.1380,9.598879e-04,-3.0178,1,1,0.820494
24.6856,3.3472,1.855569e-03,-2.7315,1,1,0.820673
24.6856,3.5564,4.302364e-03,-2.3663,1,1,0.821226
24.6856,3.7656,4.993756e-03,-2.3016,1,1,0.824400
24.6856,3.9748,3.548987e-03,-2.4499,1,1,0.827449
24.6856,4.1840,3.469569e-03,-2.4597,1,1,0.826652
24.6856,4.3932,8.179924e-03,-2.0873,1,1,0.825851
24.6856,4.6024,9.832489e-04,-3.0073,1,1,0.825978
24.6856,4.8116,1.139488e-02,-1.9433,1,1,0.828436
24.6856,5.0208,1.435937e-03,-2.8429,1,1,0.830579
24.8948,0.0000,1.190541e-01,-0.9243,1,1,0.806046
24.8948,0.2092,8.571095e-04,-3.0670,1,1,0.807037
24.8948,0.4184,7.298568e-04,-3.1368,1,1,0.807547
24.8948,0.6276,7.936595e-04,-3.1004,1,1,0.810026
24.8948,0.8368,6.663821e-04,-3.1763,1,1,0.808560
24.8948,1.0460,8.614224e-04,-3.0648,1,1,0.807306
24.8948,1.2552,7.134005e-04,-3.1467,1,1,0.808393
24.8948,1.4644,1.116286e-02,-1.9522,1,1,0.812047
24.8948,1.6736,4.405947e-03,-2.3560,1,1,0.813765
24.8948,1.8828,3.402033e-03,-2.4683,1,1,0.813752
24.8948,2.0920,2.065381e-03,-2.6850,1,1,0.813662
24.8948,2.3012,1.014600e-03,-2.9937,1,1,0.816495
24.8948,2.5104,1.071822e-03,-2.9699,1,1,0.820173
24.8948,2.7196,1.242373e-03,-2.9057,1,1,0.820494
24.8948,2.9288,2.518569e-03,-2.5988,1,1,0.820673
24.8948,3.1380,1.098640e-03,-2.9591,1,1,0.821226
24.8948,3.3472,1.049604e-03,-2.9790,1,1,0.824400
24.8948,3.5564,9.032138e-03,-2.0442,1,1,0.827449
24.8948,3.7656,1.227405e-03,-2.9110,1,1,0.826652
24.8948,3.9748,2.241825e-03,-2.6494,1,1,0.825851
24.8948,4.1840,3.619670e-03,-2.4413,1,1,0.825978
24.8948,4.3932,3.078216e-03,-2.5117,1,1,0.828436
24.8948,4.6024,5.870192e-03,-2.2313,1,1,0.830579
24.8948,4.8116,2.293877e-03,-2.6394,1,1,0.829254
24.8948,5.0208,4.122376e-03,-2.3849,1,1,0.828180
25.1040,0.0000,1.075682e-01,-0.9683,1,1,0.807547
25.1040,0.2092,8.373387e-04,-3.0771,1,1,0.810026
25.1040,0.4184,1.040140e-03,-2.9829,1,1,0.808560
25.1040,0.6276,7.915707e-04,-3.1015,1,1,0.807306
25.1040,0.8368,1.264890e-03,-2.8979,1,1,0.808393
25.1040,1.0460,8.183528e-04,-3.0871,1,1,0.812047
25.1040,1.2552,7.893051e-04,-3.1028,1,1,0.813765
25.1040,1.4644,8.108205e-04,-3.0911,1,1,0.813752
25.1040,1.6736,8.285639e-04,-3.0817,1,1,0.813662
25.1040,1.8828,8.077219e-04,-3.0927,1,1,0.816495
25.1040,2.0920,2.375368e-03,-2.6243,1,1,0.820173
25.1040,2.3012,8.120481e-03,-2.0904,1,1,0.820494
25.1040,2.5104,1.573954e-03,-2.8030,1,1,0.820673
25.1040,2.7196,2.841081e-03,-2.5465,1,1,0.821226
25.1040,2.9288,2.497924e-03,-2.6024,1,1,0.824400
25.1040,3.1380,2.242899e-03,-2.6492,1,1,0.827449
25.1040,3.3472,1.275507e-03,-2.8943,1,1,0.826652
25.1040,3.5564,1.086094e-03,-2.9641,1,1,0.825851
25.1040,3.7656,1.459595e-02,-1.8358,1,1,0.825978
25.1040,3.9748,1.451554e-03,-2.8382,1,1,0.828436
25.1040,4.1840,2.385404e-03,-2.6224,1,1,0.830579
25.1040,4.3932,4.109306e-03,-2.3862,1,1,0.829254
25.1040,4.6024,1.175477e-02,-1.9298,1,1,0.828180
25.1040,4.8116,1.661155e-03,-2.7796,1,1,0.828439
25.1040,5.0208,1.164130e-03,-2.9340,1,1,0.831096
25.3132,0.0000,9.022119e-02,-1.0447,1,1,0.808560
25.3132,0.2092,7.192149e-04,-3.1431,1,1,0.810026
25.3132,0.4184,6.973846e-04,-3.1565,1,1,0.808393
25.3132,0.6276,8.749304e-04,-3.0580,1,1,0.812047
25.3132,0.8368,7.645598e-04,-3.1166,1,1,0.813765
25.3132,1.0460,7.807556e-04,-3.1075,1,1,0.813752
25.3132,1.2552,8.126777e-04,-3.0901,1,1,0.813662
25.3132,1.4644,7.280066e-04,-3.1379,1,1,0.816495
25.3132,1.6736,6.974187e-04,-3.1565,1,1,0.820173
25.3132,1.8828,1.769625e-03,-2.7521,1,1,0.820494
25.3132,2.0920,8.434930e-04,-3.0739,1,1,0.820673
25.3132,2.3012,5.477148e-03,-2.2614,1,1,0.821226
25.3132,2.5104,1.209998e-03,-2.9172,1,1,0.824400
25.3132,2.7196,6.591621e-03,-2.1810,1,1,0.827449
25.3132,2.9288,4.110624e-03,-2.3861,1,1,0.826652
25.3132,3.1380,1.227704e-03,-2.9109,1,1,0.825851
25.3132,3.3472,1.975412e-03,-2.7043,1,1,0.825978
25.3132,3.5564,5.196876e-03,-2.2843,1,1,0.828436
25.3132,3.7656,4.122329e-03,-2.3849,1,1,0.830579
25.3132,3.9748,7.624442e-03,-2.1178,1,1,0.829254
25.3132,4.1840,1.318577e-03,-2.8799,1,1,0.828180
25.3132,4.3932,1.602761e-01,-0.7951,1,1,0.828439
25.3132,4.6024,1.116278e-03,-2.9522,1,1,0.831096
25.3132,4.8116,2.421706e-03,-2.6159,1,1,0.833839
25.3132,5.0208,6.004100e-03,-2.2216,1,1,0.833520
25.5224,0.0000,7.324081e-02,-1.1352,1,1,0.808393
25.5224,0.2092,7.849564e-04,-3.1052,1,1,0.812047
25.5224,0.4184,7.567453e-04,-3.1211,1,1,0.813765
25.5224,0.6276,1.013526e-03,-2.9942,1,1,0.813752
25.5224,0.8368,7.344519e-04,-3.1340,1,1,0.813662
25.5224,1.0460,9.671842e-04,-3.0145,1,1,0.816495
25.5224,1.2552,9.205940e-04,-3.0359,1,1,0.820173
25.5224,1.4644,8.716864e-04,-3.0596,1,1,0.820494
25.5224,1.6736,7.771107e-04,-3.1095,1,1,0.820673
25.5224,1.8828,9.385132e-04,-3.0276,1,1,0.821226
25.5224,2.0920,9.172765e-04,-3.0375,1,1,0.824400
25.5224,2.3012,3.709224e-03,-2.4307,1,1,0.827449
25.5224,2.5104,1.771507e-03,-2.7517,1,1,0.826652
25.5224,2.7196,4.545595e-03,-2.3424,1,1,0.825851
25.5224,2.9288,7.071024e-03,-2.1505,1,1,0.825978
25.5224,3.1380,3.025807e-03,-2.5192,1,1,0.828436
25.5224,3.3472,4.025925e-03,-2.3951,1,1,0.830579
25.5224,3.5564,1.112180e-03,-2.9538,1,1,0.829254
25.5224,3.7656,1.425872e-03,-2.8459,1,1,0.828180
25.5224,3.9748,6.284690e-03,-2.2017,1,1,0.828439
25.5224,4.1840,8.642558e-03,-2.0634,1,1,0.831096
25.5224,4.3932,1.325293e-03,-2.8777,1,1,0.833839
25.5224,4.6024,6.111979e-03,-2.2138,1,1,0.833520
25.5224,4.8116,5.691599e-03,-2.2448,1,1,0.833620
25.5224,5.0208,1.504295e-03,-2.8227,1,1,0.834623
25.7316,0.0000,6.712225e-02,-1.1731,1,1,0.813765
25.7316,0.2092,8.986380e-04,-3.0464,1,1,0.813752
25.7316,0.4184,9.472671e-04,-3.0235,1,1,0.813662
25.7316,0.6276,9.146625e-04,-3.0387,1,1,0.816495
25.7316,0.8368,9.897949e-04,-3.0045,1,1,0.820173
25.7316,1.0460,7.189331e-04,-3.1433,1,1,0.820494
25.7316,1.2552,8.677870e-04,-3.0616,1,1,0.820673
25.7316,1.4644,7.325754e-04,-3.1351,1,1,0.821226
25.7316,1.6736,1.402702e-03,-2.8530,1,1,0.824400
25.7316,1.8828,8.736847e-04,-3.0586,1,1,0.827449
25.7316,2.0920,8.214586e-04,-3.0854,1,1,0.826652
25.7316,2.3012,8.244491e-04,-3.0838,1,1,0.825851
25.7316,2.5104,8.553738e-04,-3.0678,1,1,0.825978
25.7316,2.7196,9.293702e-04,-3.0318,1,1,0.828436
25.7316,2.9288,7.878424e-04,-3.1036,1,1,0.830579
25.7316,3.1380,2.236439e-03,-2.6504,1,1,0.829254
25.7316,3.3472,1.105015e-03,-2.9566,1,1,0.828180
25.7316,3.5564,1.819445e-03,-2.7401,1,1,0.828439
25.7316,3.7656,1.462505e-02,-1.8349,1,1,0.831096
25.7316,3.9748,5.072337e-03,-2.2948,1,1,0.833839
25.7316,4.1840,1.811451e-02,-1.7420,1,1,0.833520
25.7316,4.3932,4.364884e-03,-2.3600,1,1,0.833620
25.7316,4.6024,2.733915e-03,-2.5632,1,1,0.834623
25.7316,4.8116,1.781492e-03,-2.7492,1,1,0.837615
25.7316,5.0208,1.761934e-03,-2.7540,1,1,0.840645
25.9408,0.0000,8.261196e-02,-1.0830,1,1,0.813662
25.9408,0.2092,7.571863e-04,-3.1208,1,1,0.816495
25.9408,0.4184,7.544170e-04,-3.1224,1,1,0.820173
25.9408,0.6276,8.064240e-04,-3.0934,1,1,0.820494
25.9408,0.8368,7.652478e-04,-3.1162,1,1,0.820673
25.9408,1.0460,9.411509e-04,-3.0263,1,1,0.821226
25.9408,1.2552,7.299608e-04,-3.1367,1,1,0.824400
25.9408,1.4644,1.195680e-03,-2.9224,1,1,0.827449
25.9408,1.6736,3.421695e-03,-2.4658,1,1,0.826652
25.9408,1.8828,8.894000e-04,-3.0509,1,1,0.825851
25.9408,2.0920,9.366669e-04,-3.0284,1,1,0.825978
25.9408,2.3012,8.214951e-04,-3.0854,1,1,0.828436
25.9408,2.5104,1.245311e-03,-2.9047,1,1,0.830579
25.9408,2.7196,8.375535e-04,-3.0770,1,1,0.829254
25.9408,2.9288,6.626749e-03,-2.1787,1,1,0.828180
25.9408,3.1380,1.457895e-03,-2.8363,1,1,0.828439
25.9408,3.3472,1.159204e-03,-2.9358,1,1,0.831096
25.9408,3.5564,1.159125e-02,-1.9359,1,1,0.833839
25.9408,3.7656,1.940063e-02,-1.7122,1,1,0.833520
25.9408,3.9748,2.466243e-03,-2.6080,1,1,0.833620
25.9408,4.1840,3.506389e-03,-2.4551,1,1,0.834623
25.9408,4.3932,2.230144e-03,-2.6517,1,1,0.837615
25.9408,4.6024,1.456942e-02,-1.8366,1,1,0.840645
25.9408,4.8116,1.654629e-03,-2.7813,1,1,0.840542
25.9408,5.0208,2.667081e-03,-2.5740,1,1,0.840739
26.1500,0.0000,9.686875e-02,-1.0138,1,1,0.820173
26.1500,0.2092,7.657813e-04,-3.1159,1,1,0.820494
26.1500,0.4184,8.077183e-04,-3.0927,1,1,0.820673
26.1500,0.6276,9.486893e-04,-3.0229,1,1,0.821226
26.1500,0.8368,7.940306e-04,-3.1002,1,1,0.824400
26.1500,1.0460,7.905573e-04,-3.1021,1,1,0.827449
26.1500,1.2552,2.760041e-03,-2.5591,1,1,0.826652
26.1500,1.4644,9.683003e-04,-3.0140,1,1,0.825851
26.1500,1.6736,1.598843e-03,-2.7962,1,1,0.825978
26.1500,1.8828,9.248984e-04,-3.0339,1,1,0.828436
26.1500,2.0920,1.109070e-03,-2.9550,1,1,0.830579
26.1500,2.3012,9.760095e-04,-3.0105,1,1,0.829254
26.1500,2.5104,5.216818e-03,-2.2826,1,1,0.828180
26.1500,2.7196,1.000288e-03,-2.9999,1,1,0.828439
26.1500,2.9288,3.297974e-03,-2.4818,1,1,0.831096
26.1500,3.1380,1.391925e-03,-2.8564,1,1,0.833839
26.1500,3.3472,1.255842e-03,-2.9011,1,1,0.833520
26.1500,3.5564,1.173684e-03,-2.9304,1,1,0.833620
26.1500,3.7656,5.741363e-03,-2.2410,1,1,0.834623
26.1500,3.9748,9.522104e-04,-3.0213,1,1,0.837615
26.1500,4.1840,2.427112e-02,-1.6149,1,1,0.840645
26.1500,4.3932,5.595824e-03,-2.2521,1,1,0.840542
26.1500,4.6024,1.642594e-03,-2.7845,1,1,0.840739
26.1500,4.8116,1.974735e-03,-2.7045,1,1,0.841193
26.1500,5.0208,9.500356e-03,-2.0223,1,1,0.843882
26.3592,0.0000,6.795441e-02,-1.1678,1,1,0.820673
26.3592,0.2092,8.851010e-04,-3.0530,1,1,0.821226
26.3592,0.4184,8.877404e-04,-3.0517,1,1,0.824400
26.3592,0.6276,8.614944e-04,-3.0647,1,1,0.827449
26.3592,0.8368,1.061089e-03,-2.9742,1,1,0.826652
26.3592,1.0460,8.599812e-04,-3.0655,1,1,0.825851
26.3592,1.2552,1.068435e-03,-2.9713,1,1,0.825978
26.3592,1.4644,7.118150e-04,-3.1476,1,1,0.828436
26.3592,1.6736,3.965574e-03,-2.4017,1,1,0.830579
26.3592,1.8828,1.006900e-03,-2.9970,1,1,0.829254
26.3592,2.0920,1.605833e-02,-1.7943,1,1,0.828180
26.3592,2.3012,1.025843e-03,-2.9889,1,1,0.828439
26.3592,2.5104,1.566661e-03,-2.8050,1,1,0.831096
26.3592,2.7196,1.226975e-03,-2.9112,1,1,0.833839
26.3592,2.9288,1.670951e-02,-1.7770,1,1,0.833520
26.3592,3.1380,8.202791e-04,-3.0860,1,1,0.833620
26.3592,3.3472,8.579863e-04,-3.0665,1,1,0.834623
26.3592,3.5564,9.622386e-04,-3.0167,1,1,0.837615
26.3592,3.7656,1.855393e-03,-2.7316,1,1,0.840645
26.3592,3.9748,3.534177e-03,-2.4517,1,1,0.840542
26.3592,4.1840,2.443572e-03,-2.6120,1,1,0.840739
26.3592,4.3932,2.217296e-03,-2.6542,1,1,0.841193
26.3592,4.6024,1.903551e-02,-1.7204,1,1,0.843882
26.3592,4.8116,6.873033e-03,-2.1629,1,1,0.847026
26.3592,5.0208,2.534028e-03,-2.5962,1,1,0.847364
26.5684,0.0000,9.179726e-02,-1.0372,1,1,0.824400
26.5684,0.2092,1.209686e-03,-2.9173,1,1,0.827449
26.5684,0.4184,6.927038e-04,-3.1595,1,1,0.826652
26.5684,0.6276,2.888669e-03,-2.5393,1,1,0.825851
26.5684,0.8368,1.145088e-03,-2.9412,1,1,0.825978
26.5684,1.0460,9.872383e-04,-3.0056,1,1,0.828436
26.5684,1.2552,1.303701e-03,-2.8848,1,1,0.830579
26.5684,1.4644,5.294792e-03,-2.2762,1,1,0.829254
26.5684,1.6736,1.904108e-03,-2.7203,1,1,0.828180
26.5684,1.8828,8.348372e-04,-3.0784,1,1,0.828439
26.5684,2.0920,1.282995e-03,-2.8918,1,1,0.831096
26.5684,2.3012,3.870901e-03,-2.4122,1,1,0.833839
26.5684,2.5104,1.120628e-03,-2.9505,1,1,0.833520
26.5684,2.7196,2.172764e-02,-1.6630,1,1,0.833620
26.5684,2.9288,4.298056e-03,-2.3667,1,1,0.834623
26.5684,3.1380,1.197569e-03,-2.9217,1,1,0.837615
26.5684,3.3472,3.039988e-03,-2.5171,1,1,0.840645
26.5684,3.5564,2.010704e-03,-2.6967,1,1,0.840542
26.5684,3.7656,2.012850e-03,-2.6962,1,1,0.840739
26.5684,3.9748,1.245052e-03,-2.9048,1,1,0.841193
26.5684,4.1840,1.759293e-03,-2.7547,1,1,0.843882
26.5684,4.3932,1.653939e-03,-2.7815,1,1,0.847026
26.5684,4.6024,1.593761e-03,-2.7976,1,1,0.847364
26.5684,4.8116,3.651814e-03,-2.4375,1,1,0.846766
26.5684,5.0208,2.204283e-03,-2.6567,1,1,0.845790
26.7776,0.0000,1.337816e-01,-0.8736,1,1,0.826652
26.7776,0.2092,1.021037e-03,-2.9910,1,1,0.827449
26.7776,0.4184,1.543090e-03,-2.8116,1,1,0.825978
26.7776,0.6276,5.701915e-03,-2.2440,1,1,0.828436
26.7776,0.8368,3.874777e-03,-2.4118,1,1,0.830579
26.7776,1.0460,9.864685e-03,-2.0059,1,1,0.829254
26.7776,1.2552,9.014195e-03,-2.0451,1,1,0.828180
26.7776,1.4644,7.720085e-04,-3.1124,1,1,0.828439
26.7776,1.6736,9.588670e-04,-3.0182,1,1,0.831096
26.7776,1.8828,4.259527e-03,-2.3706,1,1,0.833839
26.7776,2.0920,3.241097e-03,-2.4893,1,1,0.833520
26.7776,2.3012,2.358135e-03,-2.6274,1,1,0.833620
26.7776,2.5104,1.507603e-03,-2.8217,1,1,0.834623
26.7776,2.7196,1.469317e-03,-2.8329,1,1,0.837615
26.7776,2.9288,5.718737e-03,-2.2427,1,1,0.840645
26.7776,3.1380,3.663067e-03,-2.4362,1,1,0.840542
26.7776,3.3472,4.408841e-03,-2.3557,1,1,0.840739
26.7776,3.5564,1.682512e-03,-2.7740,1,1,0.841193
26.7776,3.7656,1.332219e-03,-2.8754,1,1,0.843882
26.7776,3.9748,1.383576e-03,-2.8590,1,1,0.847026
26.7776,4.1840,1.392944e-03,-2.8561,1,1,0.847364
26.7776,4.3932,7.519417e-03,-2.1238,1,1,0.846766
26.7776,4.6024,1.169995e-03,-2.9318,1,1,0.845790
26.7776,4.8116,1.295070e-03,-2.8877,1,1,0.847227
