F_AVG,DELTA1,log10_NMSE
39.5397,-7.7895,-2.985857
39.7490,-7.7895,-2.989901
37.8661,-7.7895,-2.952476
35.1464,-7.7895,-2.893979
36.1925,-7.7895,-2.917137
47.4895,-8.0000,-3.681599
36.8201,-7.7895,-2.930637
44.3515,-8.0000,-4.096978
46.2343,-8.0000,-3.930344
49.1632,-8.0000,-3.674027
34.7280,-7.7895,-2.884469
37.2385,-7.7895,-2.939461
41.6318,-7.7895,-3.025060
36.4017,-7.7895,-2.921669
38.4937,-7.7895,-2.965216
42.6778,-7.7895,-3.043706
47.2803,-8.0000,-3.625378
35.5649,-7.7895,-2.903333
38.7029,-7.7895,-2.969395
49.3724,-8.0000,-3.727920
42.4686,-7.7895,-3.040022
41.2134,-7.7895,-3.017430
39.1213,-7.7895,-2.977686
48.3264,-8.0000,-3.283219
43.9331,-8.0000,-3.994829
42.2594,-7.7895,-3.036314
38.2845,-7.7895,-2.960996
46.4435,-8.0000,-3.883140
37.4477,-7.7895,-2.943833
40.7950,-7.7895,-3.009697
50.0000,-8.0000,-3.591581
48.7448,-8.0000,-3.540527
37.6569,-7.7895,-2.948161
46.0251,-8.0000,-3.975846
41.4226,-7.7895,-3.021258
36.6109,-7.7895,-2.926174
42.8870,-7.7895,-3.047367
40.3766,-7.7895,-3.001878
46.8619,-8.0000,-2.848804
9.6234,-7.5789,-1.713190
35.7741,-7.7895,-2.907970
48.5356,-8.0000,-3.344688
41.0042,-7.7895,-3.013574
38.9121,-7.7895,-2.973552
42.0502,-7.7895,-3.032583
39.3305,-7.7895,-2.981785
43.0962,-7.7895,-3.050993
40.1674,-7.7895,-2.997912
11.2971,-7.5789,-1.869991
40.5858,-7.7895,-3.005801
11.0879,-7.5789,-1.852154
6.4854,-7.5789,-1.295849
3.7657,-7.5789,-0.942847
41.8410,-7.7895,-3.028835
39.9582,-7.7895,-2.993906
49.7908,-8.0000,-3.709384
7.7406,-7.5789,-1.486515
10.8787,-7.5789,-1.833859
5.2301,-7.5789,-1.088268
0.8368,-7.5789,-0.153270
14.6444,-7.5789,-2.106991
5.4393,-7.5789,-1.122472
8.5774,-7.5789,-1.595206
