F_AVG,DELTA1,DELTA2,NMSE,log10_NMSE,COMB_QI,COMB_PULSING,COMB_MOD_RATIO
31.7984,4.3428,-6.8286,1.550326e-01,-0.8096,1,1,0.892519
31.7984,4.5520,-6.7240,3.525274e+00,0.5472,1,1,0.887445
31.7984,4.7612,-6.6194,3.063841e-01,-0.5137,1,1,0.882246
31.7984,4.9704,-6.5148,1.371779e+00,0.1373,1,1,0.872763
31.7984,5.1796,-6.4102,1.830502e+00,0.2626,1,1,0.862761
31.7984,5.3888,-6.3056,4.121925e-01,-0.3849,1,1,0.855507
31.7984,5.5980,-6.2010,1.115130e+00,0.0473,1,1,0.847190
31.7984,5.8072,-6.0964,6.983338e-01,-0.1559,1,1,0.836422
31.7984,6.0164,-5.9918,3.857019e-01,-0.4137,1,1,0.828065
31.7984,6.2256,-5.8872,1.843200e-01,-0.7344,1,1,0.814932
31.7984,6.4348,-5.7826,3.881221e-01,-0.4110,1,1,0.798962
31.7984,6.6440,-5.6780,5.251496e-01,-0.2797,1,1,0.778412
31.7984,6.8532,-5.5734,5.767797e-01,-0.2390,1,1,0.744663
31.7984,7.0624,-5.4688,4.401270e-01,-0.3564,1,1,0.618564
31.7984,7.2716,-5.3642,3.974066e-01,-0.4008,1,1,0.447725
31.7984,7.4808,-5.2596,3.613342e-01,-0.4421,0,1,0.077801
31.7984,7.6900,-5.1550,1.316145e+00,0.1193,0,0,0.000099
31.7984,7.8992,-5.0504,5.288024e-01,-0.2767,0,0,0.000001
32.0076,-8.0000,-13.0000,2.047950e-02,-1.6887,0,0,0.000001
32.0076,-7.7908,-12.8954,2.027849e-02,-1.6930,0,0,0.000001
32.0076,-7.5816,-12.7908,2.097413e-02,-1.6783,0,0,0.000001
32.0076,-7.3724,-12.6862,2.051342e-02,-1.6880,0,0,0.000001
32.0076,-7.1632,-12.5816,2.033057e-02,-1.6919,0,1,0.960476
32.0076,-6.9540,-12.4770,7.157471e-04,-3.1452,0,0,0.000001
32.0076,-6.7448,-12.3724,9.436669e-04,-3.0252,0,0,0.000002
32.0076,-6.5356,-12.2678,4.665354e-04,-3.3311,0,0,0.000001
32.0076,-6.3264,-12.1632,1.133164e-03,-2.9457,0,0,0.000001
32.0076,-6.1172,-12.0586,1.324557e-03,-2.8779,0,0,0.000001
32.0076,-5.9080,-11.9540,1.595422e-03,-2.7971,0,0,0.000002
32.0076,-5.6988,-11.8494,4.697664e-04,-3.3281,0,0,0.000001
32.0076,-5.4896,-11.7448,1.793530e-03,-2.7463,0,0,0.000001
32.0076,-5.2804,-11.6402,4.954282e-04,-3.3050,0,0,0.000001
32.0076,-5.0712,-11.5356,4.687643e-04,-3.3290,0,0,0.000001
32.0076,-4.8620,-11.4310,4.741144e-04,-3.3241,0,0,0.000001
32.0076,-4.6528,-11.3264,7.158703e-04,-3.1452,0,0,0.000001
32.0076,-4.4436,-11.2218,2.540661e-03,-2.5951,0,0,0.000064
32.0076,-4.2344,-11.1172,2.216917e-02,-1.6543,0,0,0.000003
32.0076,-4.0252,-11.0126,5.057414e-02,-1.2961,0,0,0.000005
32.0076,-3.8160,-10.9080,2.819675e-03,-2.5498,0,0,0.000001
32.0076,-3.6068,-10.8034,4.380600e-03,-2.3585,0,0,0.000000
32.0076,-3.3976,-10.6988,5.899273e-04,-3.2292,0,0,0.000005
32.0076,-3.1884,-10.5942,4.404407e-04,-3.3561,0,0,0.000002
32.0076,-2.9792,-10.4896,2.229725e-02,-1.6517,0,0,0.000292
32.0076,-2.7700,-10.3850,4.583828e-04,-3.3388,0,0,0.000077
32.0076,-2.5608,-10.2804,4.552806e-04,-3.3417,0,0,0.000003
32.0076,-2.3516,-10.1758,5.595627e-04,-3.2522,0,0,0.000001
32.0076,-2.1424,-10.0712,5.549352e-03,-2.2558,0,0,0.000001
32.0076,-1.9332,-9.9666,1.942507e-03,-2.7116,0,0,0.000001
32.0076,-1.7240,-9.8620,5.368734e-04,-3.2701,0,0,0.000001
32.0076,-1.5148,-9.7574,1.366025e-02,-1.8645,0,0,0.000001
32.0076,-1.3056,-9.6528,5.085480e-04,-3.2937,0,0,0.000002
32.0076,-1.0964,-9.5482,4.519208e-04,-3.3449,0,0,0.000002
32.0076,-0.8872,-9.4436,5.791232e-04,-3.2372,0,0,0.000002
32.0076,-0.6780,-9.3390,2.497742e-03,-2.6025,0,0,0.000003
32.0076,-0.4688,-9.2344,4.523676e-04,-3.3445,0,0,0.000003
32.0076,-0.2596,-9.1298,5.841352e-04,-3.2335,0,0,0.000003
32.0076,-0.0504,-9.0252,6.891182e-04,-3.1617,0,0,0.000066
32.0076,0.1588,-8.9206,1.521162e-02,-1.8178,0,1,0.344126
32.0076,0.3680,-8.8160,2.455567e+00,0.3902,1,1,1.234133
32.0076,0.5772,-8.7114,1.377629e+00,0.1391,1,1,1.134226
32.0076,0.7864,-8.6068,1.441622e+00,0.1589,1,1,1.112931
32.0076,0.9956,-8.5022,2.498521e+00,0.3977,1,1,1.251280
32.0076,1.2048,-8.3976,1.915082e+00,0.2822,1,1,1.153881
32.0076,1.4140,-8.2930,2.176987e+00,0.3379,1,1,1.076277
32.0076,1.6232,-8.1884,1.591838e+00,0.2019,1,1,1.073720
32.0076,1.8324,-8.0838,2.006933e+00,0.3025,1,1,0.993149
32.0076,2.0416,-7.9792,9.579051e-01,-0.0187,1,1,0.968601
32.0076,2.2508,-7.8746,1.094244e+00,0.0391,1,1,0.973440
32.0076,2.4600,-7.7700,1.251976e+00,0.0976,1,1,1.002313
32.0076,2.6692,-7.6654,1.413717e+00,0.1504,1,1,0.939634
32.0076,2.8784,-7.5608,1.076083e+00,0.0318,1,1,1.037625
32.0076,3.0876,-7.4562,1.116738e+00,0.0480,1,1,0.959877
32.0076,3.2968,-7.3516,7.100271e-01,-0.1487,1,1,0.976960
32.0076,3.5060,-7.2470,9.130944e-01,-0.0395,1,1,1.049298
32.0076,3.7152,-7.1424,5.251484e-01,-0.2797,1,1,1.051454
32.0076,3.9244,-7.0378,6.480495e-01,-0.1884,1,1,1.099678
32.0076,4.1336,-6.9332,3.610547e-01,-0.4424,1,1,0.942558
32.0076,4.3428,-6.8286,1.074582e-01,-0.9688,1,1,0.896553
32.0076,4.5520,-6.7240,1.995213e-01,-0.7000,1,1,0.887809
32.0076,4.7612,-6.6194,3.015323e-01,-0.5207,1,1,0.880610
32.0076,4.9704,-6.5148,1.915391e+00,0.2823,1,1,0.871221
32.0076,5.1796,-6.4102,4.527309e-01,-0.3442,1,1,0.862228
32.0076,5.3888,-6.3056,3.833630e-01,-0.4164,1,1,0.855587
32.0076,5.5980,-6.2010,6.198817e-01,-0.2077,1,1,0.848652
32.0076,5.8072,-6.0964,5.504044e-01,-0.2593,1,1,0.839364
32.0076,6.0164,-5.9918,4.865824e-01,-0.3128,1,1,0.827757
32.0076,6.2256,-5.8872,1.797277e-01,-0.7454,1,1,0.815781
32.0076,6.4348,-5.7826,2.587825e-01,-0.5871,1,1,0.799741
32.0076,6.6440,-5.6780,9.755951e-01,-0.0107,1,1,0.777964
32.0076,6.8532,-5.5734,6.337538e-01,-0.1981,1,1,0.747302
32.0076,7.0624,-5.4688,3.123869e-01,-0.5053,1,1,0.624257
32.0076,7.2716,-5.3642,3.115894e-01,-0.5064,1,1,0.459123
32.0076,7.4808,-5.2596,5.428972e-01,-0.2653,1,1,0.117328
32.0076,7.6900,-5.1550,3.284644e+00,0.5165,0,0,0.000182
32.0076,7.8992,-5.0504,1.471063e+00,0.1676,0,0,0.000001
32.2168,-8.0000,-13.0000,2.047950e-02,-1.6887,0,0,0.000001
32.2168,-7.7908,-12.8954,2.027849e-02,-1.6930,0,0,0.000001
32.2168,-7.5816,-12.7908,2.097413e-02,-1.6783,0,0,0.000001
32.2168,-7.3724,-12.6862,2.051342e-02,-1.6880,0,0,0.000001
32.2168,-7.1632,-12.5816,1.875145e-03,-2.7270,0,0,0.000002
32.2168,-6.9540,-12.4770,1.249579e-03,-2.9032,0,0,0.000001
32.2168,-6.7448,-12.3724,1.036774e-03,-2.9843,0,0,0.000008
32.2168,-6.5356,-12.2678,4.450869e-04,-3.3516,0,0,0.000001
32.2168,-6.3264,-12.1632,4.563018e-04,-3.3407,0,0,0.000001
32.2168,-6.1172,-12.0586,1.773024e-03,-2.7513,0,0,0.000001
32.2168,-5.9080,-11.9540,3.301617e-03,-2.4813,0,0,0.000001
32.2168,-5.6988,-11.8494,7.119363e-04,-3.1476,0,0,0.000001
32.2168,-5.4896,-11.7448,2.604037e-03,-2.5844,0,0,0.000001
32.2168,-5.2804,-11.6402,1.556879e-03,-2.8077,0,0,0.000001
32.2168,-5.0712,-11.5356,5.434591e-04,-3.2648,0,0,0.000001
32.2168,-4.8620,-11.4310,2.351025e-03,-2.6287,0,0,0.000001
32.2168,-4.6528,-11.3264,1.234157e-03,-2.9086,0,0,0.000001
32.2168,-4.4436,-11.2218,1.272239e-03,-2.8954,0,0,0.000004
32.2168,-4.2344,-11.1172,3.267891e-02,-1.4857,0,0,0.000030
32.2168,-4.0252,-11.0126,4.253150e-02,-1.3713,0,0,0.000003
32.2168,-3.8160,-10.9080,1.078385e-02,-1.9672,0,0,0.000001
32.2168,-3.6068,-10.8034,3.095183e-03,-2.5093,0,0,0.000000
32.2168,-3.3976,-10.6988,8.884972e-04,-3.0513,0,1,0.140567
32.2168,-3.1884,-10.5942,6.859732e-04,-3.1637,0,0,0.000270
32.2168,-2.9792,-10.4896,4.680089e-02,-1.3297,0,0,0.000284
32.2168,-2.7700,-10.3850,8.972725e-04,-3.0471,0,0,0.000016
32.2168,-2.5608,-10.2804,2.481647e-03,-2.6053,0,0,0.000003
32.2168,-2.3516,-10.1758,4.278847e-04,-3.3687,0,0,0.000001
32.2168,-2.1424,-10.0712,4.523104e-03,-2.3446,0,0,0.000001
32.2168,-1.9332,-9.9666,7.092715e-03,-2.1492,0,0,0.000001
32.2168,-1.7240,-9.8620,1.091901e-03,-2.9618,0,0,0.000001
32.2168,-1.5148,-9.7574,4.406474e-04,-3.3559,0,0,0.000001
32.2168,-1.3056,-9.6528,9.844622e-04,-3.0068,0,0,0.000002
32.2168,-1.0964,-9.5482,1.788683e-03,-2.7475,0,0,0.000002
32.2168,-0.8872,-9.4436,4.667591e-04,-3.3309,0,0,0.000002
32.2168,-0.6780,-9.3390,1.631409e-03,-2.7874,0,0,0.000003
32.2168,-0.4688,-9.2344,4.887167e-04,-3.3109,0,0,0.000003
32.2168,-0.2596,-9.1298,1.194903e-02,-1.9227,0,0,0.000003
32.2168,-0.0504,-9.0252,5.709734e-04,-3.2434,0,0,0.000072
32.2168,0.1588,-8.9206,3.863743e-02,-1.4130,0,1,0.950456
32.2168,0.3680,-8.8160,2.187894e+00,0.3400,1,1,1.115824
32.2168,0.5772,-8.7114,1.063011e+00,0.0265,1,1,1.129784
32.2168,0.7864,-8.6068,2.493190e+00,0.3968,1,1,1.053112
32.2168,0.9956,-8.5022,2.706824e+00,0.4325,1,1,1.073682
32.2168,1.2048,-8.3976,2.002387e+00,0.3015,1,1,1.107747
32.2168,1.4140,-8.2930,2.235436e+00,0.3494,1,1,1.101218
32.2168,1.6232,-8.1884,1.538641e+00,0.1871,1,1,1.053069
32.2168,1.8324,-8.0838,1.439935e+00,0.1583,1,1,0.993348
32.2168,2.0416,-7.9792,1.597244e+00,0.2034,1,1,0.988197
32.2168,2.2508,-7.8746,1.048660e+00,0.0206,1,1,0.982722
32.2168,2.4600,-7.7700,9.676575e-01,-0.0143,1,1,0.988424
32.2168,2.6692,-7.6654,1.207276e+00,0.0818,1,1,0.952125
32.2168,2.8784,-7.5608,1.121991e+00,0.0500,1,1,1.026196
32.2168,3.0876,-7.4562,6.135438e-01,-0.2122,1,1,0.967386
32.2168,3.2968,-7.3516,1.279862e+00,0.1072,1,1,0.972138
32.2168,3.5060,-7.2470,1.260436e+00,0.1005,1,1,0.995263
32.2168,3.7152,-7.1424,9.584692e-01,-0.0184,1,1,1.053129
32.2168,3.9244,-7.0378,3.003256e-01,-0.5224,1,1,1.102168
32.2168,4.1336,-6.9332,6.506972e-01,-0.1866,1,1,0.947486
32.2168,4.3428,-6.8286,9.376618e-02,-1.0280,1,1,0.900934
32.2168,4.5520,-6.7240,3.311873e-01,-0.4799,1,1,0.893142
32.2168,4.7612,-6.6194,1.691425e+00,0.2283,1,1,0.882363
32.2168,4.9704,-6.5148,4.563383e-01,-0.3407,1,1,0.871553
32.2168,5.1796,-6.4102,3.248971e-01,-0.4883,1,1,0.864878
32.2168,5.3888,-6.3056,5.209398e-01,-0.2832,1,1,0.860061
32.2168,5.5980,-6.2010,7.719081e-01,-0.1124,1,1,0.851624
32.2168,5.8072,-6.0964,6.967184e-01,-0.1569,1,1,0.838128
32.2168,6.0164,-5.9918,3.941823e-01,-0.4043,1,1,0.830588
32.2168,6.2256,-5.8872,2.264440e-01,-0.6450,1,1,0.819398
32.2168,6.4348,-5.7826,3.381135e-01,-0.4709,1,1,0.802494
32.2168,6.6440,-5.6780,5.285801e-01,-0.2769,1,1,0.777683
32.2168,6.8532,-5.5734,4.337352e-01,-0.3628,1,1,0.755111
32.2168,7.0624,-5.4688,3.581269e-01,-0.4460,1,1,0.630388
32.2168,7.2716,-5.3642,3.553274e-01,-0.4494,1,1,0.471867
32.2168,7.4808,-5.2596,4.020118e-01,-0.3958,1,1,0.158996
32.2168,7.6900,-5.1550,2.120542e+00,0.3264,0,0,0.000320
32.2168,7.8992,-5.0504,4.298210e-01,-0.3667,0,0,0.000000
32.4260,-8.0000,-13.0000,2.047950e-02,-1.6887,0,0,0.000001
32.4260,-7.7908,-12.8954,2.027849e-02,-1.6930,0,0,0.000001
32.4260,-7.5816,-12.7908,2.097413e-02,-1.6783,0,0,0.000001
32.4260,-7.3724,-12.6862,2.051342e-02,-1.6880,0,0,0.000001
32.4260,-7.1632,-12.5816,1.315663e-03,-2.8809,0,0,0.000002
32.4260,-6.9540,-12.4770,3.378194e-03,-2.4713,0,0,0.000001
32.4260,-6.7448,-12.3724,1.560686e-03,-2.8067,0,0,0.000003
32.4260,-6.5356,-12.2678,4.703941e-04,-3.3275,0,0,0.000001
32.4260,-6.3264,-12.1632,4.756374e-04,-3.3227,0,0,0.000001
32.4260,-6.1172,-12.0586,7.726192e-04,-3.1120,0,0,0.000001
32.4260,-5.9080,-11.9540,4.469653e-03,-2.3497,0,0,0.000001
32.4260,-5.6988,-11.8494,1.561707e-03,-2.8064,0,0,0.000001
32.4260,-5.4896,-11.7448,2.409198e-03,-2.6181,0,0,0.000001
32.4260,-5.2804,-11.6402,2.781593e-03,-2.5557,0,0,0.000001
32.4260,-5.0712,-11.5356,4.290418e-04,-3.3675,0,0,0.000001
32.4260,-4.8620,-11.4310,9.468593e-03,-2.0237,0,0,0.000001
32.4260,-4.6528,-11.3264,4.724667e-04,-3.3256,0,0,0.000001
32.4260,-4.4436,-11.2218,6.225420e-04,-3.2058,0,0,0.000002
32.4260,-4.2344,-11.1172,2.636787e-02,-1.5789,0,0,0.000006
32.4260,-4.0252,-11.0126,1.678187e-02,-1.7752,0,0,0.000002
32.4260,-3.8160,-10.9080,2.411941e-02,-1.6176,0,0,0.000001
32.4260,-3.6068,-10.8034,5.274433e-03,-2.2778,0,0,0.000000
32.4260,-3.3976,-10.6988,8.997486e-04,-3.0459,0,0,0.000004
32.4260,-3.1884,-10.5942,8.601732e-04,-3.0654,0,0,0.004974
32.4260,-2.9792,-10.4896,4.468146e-03,-2.3499,0,0,0.000028
32.4260,-2.7700,-10.3850,5.100897e-04,-3.2924,0,0,0.004230
32.4260,-2.5608,-10.2804,3.582629e-03,-2.4458,0,0,0.000002
32.4260,-2.3516,-10.1758,5.664261e-04,-3.2469,0,0,0.000001
32.4260,-2.1424,-10.0712,1.173852e-03,-2.9304,0,0,0.000001
32.4260,-1.9332,-9.9666,3.238075e-02,-1.4897,0,0,0.000001
32.4260,-1.7240,-9.8620,1.642665e-03,-2.7845,0,0,0.000001
32.4260,-1.5148,-9.7574,2.053965e-03,-2.6874,0,0,0.000001
32.4260,-1.3056,-9.6528,3.858261e-03,-2.4136,0,0,0.000002
32.4260,-1.0964,-9.5482,1.898090e-03,-2.7217,0,0,0.000002
32.4260,-0.8872,-9.4436,9.431546e-04,-3.0254,0,0,0.000002
32.4260,-0.6780,-9.3390,6.414203e-04,-3.1929,0,0,0.000003
32.4260,-0.4688,-9.2344,4.786767e-04,-3.3200,0,0,0.000003
32.4260,-0.2596,-9.1298,6.252503e-04,-3.2039,0,0,0.000004
32.4260,-0.0504,-9.0252,5.774566e-04,-3.2385,0,0,0.000078
32.4260,0.1588,-8.9206,5.004128e-02,-1.3007,0,1,0.589559
32.4260,0.3680,-8.8160,1.903820e+00,0.2796,1,1,1.052616
32.4260,0.5772,-8.7114,1.608350e+00,0.2064,1,1,1.168491
32.4260,0.7864,-8.6068,1.182446e+00,0.0728,1,1,1.055976
32.4260,0.9956,-8.5022,1.470473e+00,0.1675,1,1,1.400735
32.4260,1.2048,-8.3976,1.700007e+00,0.2305,1,1,1.084489
32.4260,1.4140,-8.2930,1.739551e+00,0.2404,1,1,1.065517
32.4260,1.6232,-8.1884,1.739626e+00,0.2405,1,1,1.043105
32.4260,1.8324,-8.0838,1.513359e+00,0.1799,1,1,0.989046
32.4260,2.0416,-7.9792,1.935561e+00,0.2868,1,1,0.955735
32.4260,2.2508,-7.8746,1.045759e+00,0.0194,1,1,0.991712
32.4260,2.4600,-7.7700,1.149523e+00,0.0605,1,1,1.046535
32.4260,2.6692,-7.6654,1.251506e+00,0.0974,1,1,1.004231
32.4260,2.8784,-7.5608,1.045250e+00,0.0192,1,1,1.029696
32.4260,3.0876,-7.4562,9.393816e-01,-0.0272,1,1,0.954927
32.4260,3.2968,-7.3516,1.117313e+00,0.0482,1,1,1.025767
32.4260,3.5060,-7.2470,1.220786e+00,0.0866,1,1,1.037445
32.4260,3.7152,-7.1424,6.331042e-01,-0.1985,1,1,1.055597
32.4260,3.9244,-7.0378,2.605056e-01,-0.5842,1,1,1.102638
32.4260,4.1336,-6.9332,3.018566e-01,-0.5202,1,1,0.952542
32.4260,4.3428,-6.8286,1.010063e-01,-0.9957,1,1,0.900089
32.4260,4.5520,-6.7240,4.567477e-01,-0.3403,1,1,0.894316
32.4260,4.7612,-6.6194,2.745275e-01,-0.5614,1,1,0.885556
32.4260,4.9704,-6.5148,6.049631e-01,-0.2183,1,1,0.875618
32.4260,5.1796,-6.4102,1.552833e+00,0.1911,1,1,0.869317
32.4260,5.3888,-6.3056,1.204055e+00,0.0806,1,1,0.861492
32.4260,5.5980,-6.2010,9.504477e-01,-0.0221,1,1,0.849814
32.4260,5.8072,-6.0964,5.522092e-01,-0.2579,1,1,0.841149
32.4260,6.0164,-5.9918,3.416793e-01,-0.4664,1,1,0.832998
32.4260,6.2256,-5.8872,1.598169e-01,-0.7964,1,1,0.819215
32.4260,6.4348,-5.7826,2.104349e-01,-0.6769,1,1,0.802560
32.4260,6.6440,-5.6780,8.124505e-01,-0.0902,1,1,0.781458
32.4260,6.8532,-5.5734,2.349726e-01,-0.6290,1,1,0.759682
32.4260,7.0624,-5.4688,2.993596e-01,-0.5238,1,1,0.640492
32.4260,7.2716,-5.3642,2.876183e-01,-0.5412,1,1,0.482160
32.4260,7.4808,-5.2596,3.437913e-01,-0.4637,1,1,0.195722
32.4260,7.6900,-5.1550,9.492957e-01,-0.0226,0,0,0.000554
32.4260,7.8992,-5.0504,8.517740e-01,-0.0697,0,0,0.000000
32.6352,-8.0000,-13.0000,2.047950e-02,-1.6887,0,0,0.000001
32.6352,-7.7908,-12.8954,2.027849e-02,-1.6930,0,0,0.000001
32.6352,-7.5816,-12.7908,2.097413e-02,-1.6783,0,0,0.000001
32.6352,-7.3724,-12.6862,2.051342e-02,-1.6880,0,0,0.000001
32.6352,-7.1632,-12.5816,4.906552e-04,-3.3092,0,0,0.000001
32.6352,-6.9540,-12.4770,1.473838e-03,-2.8316,0,0,0.000001
32.6352,-6.7448,-12.3724,1.001574e-03,-2.9993,0,0,0.000010
32.6352,-6.5356,-12.2678,4.370994e-04,-3.3594,0,0,0.000001
32.6352,-6.3264,-12.1632,4.480682e-04,-3.3487,0,0,0.000001
32.6352,-6.1172,-12.0586,1.692493e-03,-2.7715,0,0,0.000001
32.6352,-5.9080,-11.9540,6.839609e-03,-2.1650,0,0,0.000001
32.6352,-5.6988,-11.8494,1.150623e-03,-2.9391,0,0,0.000001
32.6352,-5.4896,-11.7448,1.036564e-03,-2.9844,0,0,0.000001
32.6352,-5.2804,-11.6402,3.729525e-03,-2.4283,0,0,0.000001
32.6352,-5.0712,-11.5356,1.401357e-03,-2.8535,0,0,0.000001
32.6352,-4.8620,-11.4310,2.173584e-02,-1.6628,0,0,0.000001
32.6352,-4.6528,-11.3264,1.158149e-03,-2.9362,0,0,0.000001
32.6352,-4.4436,-11.2218,5.213491e-04,-3.2829,0,0,0.000002
32.6352,-4.2344,-11.1172,2.136814e-02,-1.6702,0,0,0.000004
32.6352,-4.0252,-11.0126,3.131441e-03,-2.5043,0,0,0.000002
32.6352,-3.8160,-10.9080,3.738920e-02,-1.4273,0,0,0.000001
32.6352,-3.6068,-10.8034,3.014147e-03,-2.5208,0,0,0.000000
32.6352,-3.3976,-10.6988,4.423255e-04,-3.3543,0,0,0.000010
32.6352,-3.1884,-10.5942,4.724035e-04,-3.3257,0,0,0.000243
32.6352,-2.9792,-10.4896,2.815770e-03,-2.5504,0,0,0.000014
32.6352,-2.7700,-10.3850,4.398972e-04,-3.3566,0,0,0.000123
32.6352,-2.5608,-10.2804,2.175393e-03,-2.6625,0,0,0.000002
32.6352,-2.3516,-10.1758,5.381568e-04,-3.2691,0,0,0.000001
32.6352,-2.1424,-10.0712,6.360836e-04,-3.1965,0,0,0.000001
32.6352,-1.9332,-9.9666,5.948395e-02,-1.2256,0,0,0.000001
32.6352,-1.7240,-9.8620,1.912579e-03,-2.7184,0,0,0.000001
32.6352,-1.5148,-9.7574,7.320021e-03,-2.1355,0,0,0.000001
32.6352,-1.3056,-9.6528,7.408710e-04,-3.1303,0,0,0.000002
32.6352,-1.0964,-9.5482,1.221644e-03,-2.9131,0,0,0.000002
32.6352,-0.8872,-9.4436,7.927889e-04,-3.1008,0,0,0.000002
32.6352,-0.6780,-9.3390,4.328458e-04,-3.3637,0,0,0.000003
32.6352,-0.4688,-9.2344,1.369689e-03,-2.8634,0,0,0.000003
32.6352,-0.2596,-9.1298,9.231412e-04,-3.0347,0,0,0.000004
32.6352,-0.0504,-9.0252,1.040593e-03,-2.9827,0,0,0.000068
32.6352,0.1588,-8.9206,9.465984e-02,-1.0238,0,1,0.123555
32.6352,0.3680,-8.8160,9.720330e-01,-0.0123,1,1,1.142666
32.6352,0.5772,-8.7114,1.848537e+00,0.2668,1,1,1.204409
32.6352,0.7864,-8.6068,2.566236e+00,0.4093,1,1,1.202644
32.6352,0.9956,-8.5022,1.495054e+00,0.1747,1,1,1.213486
32.6352,1.2048,-8.3976,1.483727e+00,0.1714,1,1,1.072856
32.6352,1.4140,-8.2930,2.282484e+00,0.3584,1,1,1.099670
32.6352,1.6232,-8.1884,1.348963e+00,0.1300,1,1,1.060708
32.6352,1.8324,-8.0838,1.576078e+00,0.1976,1,1,1.027705
32.6352,2.0416,-7.9792,1.288096e+00,0.1099,1,1,0.982339
32.6352,2.2508,-7.8746,1.308363e+00,0.1167,1,1,1.000798
32.6352,2.4600,-7.7700,1.218701e+00,0.0859,1,1,0.960856
32.6352,2.6692,-7.6654,1.154475e+00,0.0624,1,1,0.987089
32.6352,2.8784,-7.5608,9.409688e-01,-0.0264,1,1,1.036135
32.6352,3.0876,-7.4562,5.832871e-01,-0.2341,1,1,0.939571
32.6352,3.2968,-7.3516,8.717628e-01,-0.0596,1,1,1.035328
32.6352,3.5060,-7.2470,1.057428e+00,0.0243,1,1,1.007384
32.6352,3.7152,-7.1424,5.181363e-01,-0.2856,1,1,1.056039
32.6352,3.9244,-7.0378,3.020604e-01,-0.5199,1,1,1.098226
32.6352,4.1336,-6.9332,4.557062e-01,-0.3413,1,1,0.952302
32.6352,4.3428,-6.8286,8.257667e-02,-1.0831,1,1,0.903555
32.6352,4.5520,-6.7240,8.842325e-02,-1.0534,1,1,0.893199
32.6352,4.7612,-6.6194,1.247840e+00,0.0962,1,1,0.883411
32.6352,4.9704,-6.5148,1.845144e-01,-0.7340,1,1,0.875230
32.6352,5.1796,-6.4102,1.855849e+00,0.2685,1,1,0.868760
32.6352,5.3888,-6.3056,4.412082e-01,-0.3554,1,1,0.860952
32.6352,5.5980,-6.2010,7.190637e-01,-0.1432,1,1,0.851626
32.6352,5.8072,-6.0964,4.303896e-01,-0.3661,1,1,0.844292
32.6352,6.0164,-5.9918,1.796651e-01,-0.7455,1,1,0.833449
32.6352,6.2256,-5.8872,1.344636e-01,-0.8714,1,1,0.819705
32.6352,6.4348,-5.7826,2.930078e-01,-0.5331,1,1,0.806044
32.6352,6.6440,-5.6780,7.213329e-01,-0.1419,1,1,0.780837
32.6352,6.8532,-5.5734,5.398694e-01,-0.2677,1,1,0.759759
32.6352,7.0624,-5.4688,3.492670e-01,-0.4568,1,1,0.645246
32.6352,7.2716,-5.3642,7.626663e-01,-0.1177,1,1,0.491065
32.6352,7.4808,-5.2596,5.405025e-01,-0.2672,1,1,0.227473
32.6352,7.6900,-5.1550,8.431759e-01,-0.0741,0,0,0.000929
32.6352,7.8992,-5.0504,3.913592e-01,-0.4074,0,0,0.000000
32.8444,-8.0000,-13.0000,2.047950e-02,-1.6887,0,0,0.000001
32.8444,-7.7908,-12.8954,2.027848e-02,-1.6930,0,0,0.000001
32.8444,-7.5816,-12.7908,2.097413e-02,-1.6783,0,0,0.000001
32.8444,-7.3724,-12.6862,2.051341e-02,-1.6880,0,0,0.000001
32.8444,-7.1632,-12.5816,1.036902e-03,-2.9843,0,0,0.000001
32.8444,-6.9540,-12.4770,9.718456e-04,-3.0124,0,0,0.000002
32.8444,-6.7448,-12.3724,9.178055e-04,-3.0372,0,0,0.000002
32.8444,-6.5356,-12.2678,4.935842e-04,-3.3066,0,0,0.000001
32.8444,-6.3264,-12.1632,5.245247e-04,-3.2802,0,0,0.000001
32.8444,-6.1172,-12.0586,1.600099e-03,-2.7959,0,0,0.000003
32.8444,-5.9080,-11.9540,1.031068e-02,-1.9867,0,0,0.000001
32.8444,-5.6988,-11.8494,4.829548e-04,-3.3161,0,0,0.000001
32.8444,-5.4896,-11.7448,4.688810e-04,-3.3289,0,0,0.000001
32.8444,-5.2804,-11.6402,2.250943e-03,-2.6476,0,0,0.000001
32.8444,-5.0712,-11.5356,4.065063e-03,-2.3909,0,0,0.000001
32.8444,-4.8620,-11.4310,3.297220e-02,-1.4819,0,0,0.000001
32.8444,-4.6528,-11.3264,8.032653e-03,-2.0951,0,0,0.000001
32.8444,-4.4436,-11.2218,5.849242e-04,-3.2329,0,0,0.000002
32.8444,-4.2344,-11.1172,1.441446e-02,-1.8412,0,0,0.000003
32.8444,-4.0252,-11.0126,1.232994e-03,-2.9090,0,0,0.000002
32.8444,-3.8160,-10.9080,8.358979e-03,-2.0778,0,0,0.000001
32.8444,-3.6068,-10.8034,1.921653e-03,-2.7163,0,0,0.000001
32.8444,-3.3976,-10.6988,1.716354e-03,-2.7654,0,0,0.000229
32.8444,-3.1884,-10.5942,5.174388e-04,-3.2861,0,0,0.000024
32.8444,-2.9792,-10.4896,7.805540e-04,-3.1076,0,1,0.025758
32.8444,-2.7700,-10.3850,3.640905e-03,-2.4388,0,0,0.000018
32.8444,-2.5608,-10.2804,1.202374e-03,-2.9200,0,0,0.000002
32.8444,-2.3516,-10.1758,4.562109e-04,-3.3408,0,0,0.000001
