F_AVG,DELTA1,DELTA2,NMSE,log10_NMSE,COMB_QI,COMB_PULSING,COMB_MOD_RATIO
8.1588,3.0876,-7.4562,2.094439e-02,-1.6789,0,0,6.686896
8.1588,3.2968,-7.3516,2.068064e-02,-1.6844,0,0,6.442612
8.1588,3.5060,-7.2470,2.042696e-02,-1.6898,0,0,6.260628
8.1588,3.7152,-7.1424,2.097868e-02,-1.6782,0,0,6.629571
8.1588,3.9244,-7.0378,2.057799e-02,-1.6866,0,0,6.826760
8.1588,4.1336,-6.9332,2.033699e-02,-1.6917,0,0,6.845009
8.1588,4.3428,-6.8286,2.093066e-02,-1.6792,0,0,6.769344
8.1588,4.5520,-6.7240,2.062495e-02,-1.6856,0,0,6.591048
8.1588,4.7612,-6.6194,2.035891e-02,-1.6912,0,0,6.320460
8.1588,4.9704,-6.5148,2.096209e-02,-1.6786,0,0,6.017505
8.1588,5.1796,-6.4102,2.054933e-02,-1.6872,0,0,5.976188
8.1588,5.3888,-6.3056,2.029829e-02,-1.6925,0,0,6.602041
8.1588,5.5980,-6.2010,2.092159e-02,-1.6794,0,0,6.652028
8.1588,5.8072,-6.0964,2.059974e-02,-1.6861,0,0,6.151224
8.1588,6.0164,-5.9918,2.032408e-02,-1.6920,0,0,5.899097
8.1588,6.2256,-5.8872,2.095019e-02,-1.6788,0,0,6.648016
8.1588,6.4348,-5.7826,2.053634e-02,-1.6875,0,0,6.410582
8.1588,6.6440,-5.6780,2.027682e-02,-1.6930,0,0,5.853249
8.1588,6.8532,-5.5734,2.091378e-02,-1.6796,0,0,6.476073
8.1588,7.0624,-5.4688,2.058694e-02,-1.6864,0,0,6.474429
8.1588,7.2716,-5.3642,2.030345e-02,-1.6924,0,0,5.838128
8.1588,7.4808,-5.2596,2.094030e-02,-1.6790,0,0,6.490691
8.1588,7.6900,-5.1550,2.053167e-02,-1.6876,0,0,6.403991
8.1588,7.8992,-5.0504,2.026397e-02,-1.6933,0,0,5.781726
8.3680,-8.0000,-13.0000,2.047935e-02,-1.6887,0,0,6.083880
8.3680,-7.7908,-12.8954,2.027843e-02,-1.6930,0,0,6.062142
8.3680,-7.5816,-12.7908,2.097412e-02,-1.6783,0,0,6.124648
8.3680,-7.3724,-12.6862,2.051326e-02,-1.6880,0,0,6.031799
8.3680,-7.1632,-12.5816,2.033034e-02,-1.6919,0,0,6.159436
8.3680,-6.9540,-12.4770,2.098202e-02,-1.6782,0,0,6.014926
8.3680,-6.7448,-12.3724,2.049351e-02,-1.6884,0,0,6.186765
8.3680,-6.5356,-12.2678,2.028868e-02,-1.6927,0,0,6.009134
8.3680,-6.3264,-12.1632,2.097084e-02,-1.6784,0,0,6.207937
8.3680,-6.1172,-12.0586,2.053505e-02,-1.6875,0,0,6.011419
8.3680,-5.9080,-11.9540,2.034879e-02,-1.6915,0,0,6.219762
8.3680,-5.6988,-11.8494,2.098167e-02,-1.6782,0,0,6.032594
8.3680,-5.4896,-11.7448,2.051414e-02,-1.6879,0,0,6.202365
8.3680,-5.2804,-11.6402,2.030786e-02,-1.6923,0,0,6.123265
8.3680,-5.0712,-11.5356,2.096862e-02,-1.6784,0,0,6.028526
8.3680,-4.8620,-11.4310,2.056800e-02,-1.6868,0,0,6.225393
8.3680,-4.6528,-11.3264,2.038184e-02,-1.6908,0,0,6.346339
8.3680,-4.4436,-11.2218,2.098426e-02,-1.6781,0,0,6.239213
8.3680,-4.2344,-11.1172,2.054779e-02,-1.6872,0,0,6.111901
8.3680,-4.0252,-11.0126,2.034552e-02,-1.6915,0,0,6.109022
8.3680,-3.8160,-10.9080,2.096941e-02,-1.6784,0,0,6.087610
8.3680,-3.6068,-10.8034,2.062552e-02,-1.6856,0,0,6.481746
8.3680,-3.3976,-10.6988,2.045094e-02,-1.6893,0,0,6.410201
8.3680,-3.1884,-10.5942,2.099187e-02,-1.6779,0,0,0.000002
8.3680,-2.9792,-10.4896,2.061105e-02,-1.6859,0,0,0.000001
8.3680,-2.7700,-10.3850,2.043054e-02,-1.6897,0,0,0.000002
8.3680,-2.5608,-10.2804,2.097511e-02,-1.6783,0,0,0.000002
8.3680,-2.3516,-10.1758,2.074975e-02,-1.6830,0,0,0.000002
8.3680,-2.1424,-10.0712,2.063052e-02,-1.6855,0,0,0.000001
8.3680,-1.9332,-9.9666,2.101384e-02,-1.6775,0,0,0.000001
8.3680,-1.7240,-9.8620,1.014863e+00,0.0064,0,0,0.000001
8.3680,-1.5148,-9.7574,3.430943e-01,-0.4646,0,0,0.000001
8.3680,-1.3056,-9.6528,1.013054e-01,-0.9944,0,0,0.000001
8.3680,-1.0964,-9.5482,3.114671e-01,-0.5066,0,0,0.000001
8.3680,-0.8872,-9.4436,4.213912e-02,-1.3753,0,0,0.000007
8.3680,-0.6780,-9.3390,1.072697e-01,-0.9695,0,0,0.000053
8.3680,-0.4688,-9.2344,7.137458e-01,-0.1465,0,0,0.000375
8.3680,-0.2596,-9.1298,3.444420e-01,-0.4629,0,0,0.000003
8.3680,-0.0504,-9.0252,2.957980e-01,-0.5290,0,0,0.000056
8.3680,0.1588,-8.9206,3.148306e+00,0.4981,0,1,0.219215
8.3680,0.3680,-8.8160,6.951325e-01,-0.1579,1,1,1.130296
8.3680,0.5772,-8.7114,1.948049e-01,-0.7104,1,1,1.176597
8.3680,0.7864,-8.6068,2.776206e-01,-0.5565,1,1,1.154313
8.3680,0.9956,-8.5022,1.302889e-01,-0.8851,1,1,0.920964
8.3680,1.2048,-8.3976,1.159105e-01,-0.9359,1,1,0.865743
8.3680,1.4140,-8.2930,4.154055e-01,-0.3815,1,1,1.233433
8.3680,1.6232,-8.1884,8.390379e-01,-0.0762,1,1,0.870960
8.3680,1.8324,-8.0838,3.315774e-02,-1.4794,0,0,8.139353
8.3680,2.0416,-7.9792,2.665793e-01,-0.5742,0,0,7.539687
8.3680,2.2508,-7.8746,7.307825e-01,-0.1362,0,0,6.443980
8.3680,2.4600,-7.7700,2.100497e-02,-1.6777,0,0,6.940486
8.3680,2.6692,-7.6654,2.064506e-02,-1.6852,0,0,6.155006
8.3680,2.8784,-7.5608,2.041815e-02,-1.6900,0,0,6.189289
8.3680,3.0876,-7.4562,2.094439e-02,-1.6789,0,0,6.472692
8.3680,3.2968,-7.3516,2.068064e-02,-1.6844,0,0,6.789547
8.3680,3.5060,-7.2470,2.042696e-02,-1.6898,0,0,6.681645
8.3680,3.7152,-7.1424,2.097868e-02,-1.6782,0,0,6.024041
8.3680,3.9244,-7.0378,2.057799e-02,-1.6866,0,0,6.222689
8.3680,4.1336,-6.9332,2.033699e-02,-1.6917,0,0,6.309980
8.3680,4.3428,-6.8286,2.093067e-02,-1.6792,0,0,6.277796
8.3680,4.5520,-6.7240,2.062494e-02,-1.6856,0,0,6.146665
8.3680,4.7612,-6.6194,2.035891e-02,-1.6912,0,0,5.963808
8.3680,4.9704,-6.5148,2.096209e-02,-1.6786,0,0,6.013097
8.3680,5.1796,-6.4102,2.054932e-02,-1.6872,0,0,6.562020
8.3680,5.3888,-6.3056,2.029829e-02,-1.6925,0,0,6.762911
8.3680,5.5980,-6.2010,2.092160e-02,-1.6794,0,0,6.356894
8.3680,5.8072,-6.0964,2.059973e-02,-1.6861,0,0,5.910958
8.3680,6.0164,-5.9918,2.032407e-02,-1.6920,0,0,6.289596
8.3680,6.2256,-5.8872,2.095018e-02,-1.6788,0,0,6.706222
8.3680,6.4348,-5.7826,2.053634e-02,-1.6875,0,0,6.158405
8.3680,6.6440,-5.6780,2.027679e-02,-1.6930,0,0,5.904757
8.3680,6.8532,-5.5734,2.091379e-02,-1.6796,0,0,6.701628
8.3680,7.0624,-5.4688,2.058691e-02,-1.6864,0,0,6.251283
8.3680,7.2716,-5.3642,2.030344e-02,-1.6924,0,0,5.836561
8.3680,7.4808,-5.2596,2.094033e-02,-1.6790,0,0,6.689963
8.3680,7.6900,-5.1550,2.053163e-02,-1.6876,0,0,6.197736
8.3680,7.8992,-5.0504,2.026399e-02,-1.6933,0,0,5.869048
8.5772,-8.0000,-13.0000,2.047928e-02,-1.6887,0,0,6.070037
8.5772,-7.7908,-12.8954,2.027848e-02,-1.6930,0,0,6.084071
8.5772,-7.5816,-12.7908,2.097412e-02,-1.6783,0,0,6.109357
8.5772,-7.3724,-12.6862,2.051325e-02,-1.6880,0,0,6.053511
8.5772,-7.1632,-12.5816,2.033033e-02,-1.6919,0,0,6.144317
8.5772,-6.9540,-12.4770,2.098198e-02,-1.6782,0,0,6.034280
8.5772,-6.7448,-12.3724,2.049349e-02,-1.6884,0,0,6.171662
8.5772,-6.5356,-12.2678,2.028868e-02,-1.6927,0,0,6.028395
8.5772,-6.3264,-12.1632,2.097079e-02,-1.6784,0,0,6.189112
8.5772,-6.1172,-12.0586,2.053505e-02,-1.6875,0,0,6.039577
8.5772,-5.9080,-11.9540,2.034880e-02,-1.6915,0,0,6.188411
8.5772,-5.6988,-11.8494,2.098166e-02,-1.6782,0,0,6.089201
8.5772,-5.4896,-11.7448,2.051412e-02,-1.6879,0,0,6.148880
8.5772,-5.2804,-11.6402,2.030787e-02,-1.6923,0,0,6.279890
8.5772,-5.0712,-11.5356,2.096862e-02,-1.6784,0,0,6.046366
8.5772,-4.8620,-11.4310,2.056801e-02,-1.6868,0,0,6.075425
8.5772,-4.6528,-11.3264,2.038184e-02,-1.6908,0,0,6.256730
8.5772,-4.4436,-11.2218,2.098429e-02,-1.6781,0,0,6.376248
8.5772,-4.2344,-11.1172,2.054779e-02,-1.6872,0,0,6.415290
8.5772,-4.0252,-11.0126,2.034552e-02,-1.6915,0,0,6.393435
8.5772,-3.8160,-10.9080,2.096941e-02,-1.6784,0,0,6.486077
8.5772,-3.6068,-10.8034,2.062552e-02,-1.6856,0,0,6.102996
8.5772,-3.3976,-10.6988,2.045094e-02,-1.6893,0,0,0.000002
8.5772,-3.1884,-10.5942,2.099187e-02,-1.6779,0,0,0.000001
8.5772,-2.9792,-10.4896,2.061106e-02,-1.6859,0,0,0.000002
8.5772,-2.7700,-10.3850,2.043054e-02,-1.6897,0,0,6.789115
8.5772,-2.5608,-10.2804,2.097511e-02,-1.6783,0,0,0.000001
8.5772,-2.3516,-10.1758,2.074975e-02,-1.6830,0,0,0.000001
8.5772,-2.1424,-10.0712,2.063052e-02,-1.6855,0,0,0.000001
8.5772,-1.9332,-9.9666,2.101384e-02,-1.6775,0,0,0.000001
8.5772,-1.7240,-9.8620,3.210451e-01,-0.4934,0,0,0.000001
8.5772,-1.5148,-9.7574,1.697269e-01,-0.7702,0,0,0.000001
8.5772,-1.3056,-9.6528,5.612083e-01,-0.2509,0,0,0.000001
8.5772,-1.0964,-9.5482,7.607762e-02,-1.1187,0,0,0.000002
8.5772,-0.8872,-9.4436,3.065648e-01,-0.5135,0,0,0.000012
8.5772,-0.6780,-9.3390,7.133219e-01,-0.1467,0,0,0.000030
8.5772,-0.4688,-9.2344,1.541425e+00,0.1879,0,0,0.000011
8.5772,-0.2596,-9.1298,1.415021e-01,-0.8492,0,0,0.000002
8.5772,-0.0504,-9.0252,7.683782e-02,-1.1144,0,0,0.000025
8.5772,0.1588,-8.9206,1.232584e+00,0.0908,0,1,0.194480
8.5772,0.3680,-8.8160,1.470938e+00,0.1676,1,1,1.166107
8.5772,0.5772,-8.7114,2.294686e-01,-0.6393,1,1,1.035957
8.5772,0.7864,-8.6068,2.175427e-01,-0.6625,1,1,1.310795
8.5772,0.9956,-8.5022,8.644239e-01,-0.0633,1,1,0.925325
8.5772,1.2048,-8.3976,1.550119e-01,-0.8096,1,1,0.977264
8.5772,1.4140,-8.2930,2.145495e-01,-0.6685,1,1,1.238795
8.5772,1.6232,-8.1884,4.008093e-01,-0.3971,1,1,1.277947
8.5772,1.8324,-8.0838,2.890525e-02,-1.5390,0,1,0.195376
8.5772,2.0416,-7.9792,3.686134e-02,-1.4334,0,0,6.121322
8.5772,2.2508,-7.8746,2.486934e-01,-0.6043,0,0,6.118299
8.5772,2.4600,-7.7700,1.827512e-01,-0.7381,0,0,7.339064
8.5772,2.6692,-7.6654,2.064506e-02,-1.6852,0,0,6.538215
8.5772,2.8784,-7.5608,2.041815e-02,-1.6900,0,0,7.014027
8.5772,3.0876,-7.4562,2.094439e-02,-1.6789,0,0,6.640535
8.5772,3.2968,-7.3516,2.068063e-02,-1.6844,0,0,6.129139
8.5772,3.5060,-7.2470,2.042696e-02,-1.6898,0,0,6.702096
8.5772,3.7152,-7.1424,2.097868e-02,-1.6782,0,0,7.013224
8.5772,3.9244,-7.0378,2.057800e-02,-1.6866,0,0,6.347008
8.5772,4.1336,-6.9332,2.033699e-02,-1.6917,0,0,6.034307
8.5772,4.3428,-6.8286,2.093070e-02,-1.6792,0,0,5.986241
8.5772,4.5520,-6.7240,2.062493e-02,-1.6856,0,0,6.033468
8.5772,4.7612,-6.6194,2.035892e-02,-1.6912,0,0,6.284461
8.5772,4.9704,-6.5148,2.096209e-02,-1.6786,0,0,6.695054
8.5772,5.1796,-6.4102,2.054932e-02,-1.6872,0,0,6.812444
8.5772,5.3888,-6.3056,2.029826e-02,-1.6925,0,0,6.479302
8.5772,5.5980,-6.2010,2.092160e-02,-1.6794,0,0,6.046322
8.5772,5.8072,-6.0964,2.059970e-02,-1.6861,0,0,5.979735
8.5772,6.0164,-5.9918,2.032407e-02,-1.6920,0,0,6.711207
8.5772,6.2256,-5.8872,2.095016e-02,-1.6788,0,0,6.495988
8.5772,6.4348,-5.7826,2.053633e-02,-1.6875,0,0,5.926772
8.5772,6.6440,-5.6780,2.027679e-02,-1.6930,0,0,6.282926
8.5772,6.8532,-5.5734,2.091380e-02,-1.6796,0,0,6.670223
8.5772,7.0624,-5.4688,2.058694e-02,-1.6864,0,0,6.024592
8.5772,7.2716,-5.3642,2.030346e-02,-1.6924,0,0,6.107279
8.5772,7.4808,-5.2596,2.094032e-02,-1.6790,0,0,6.684618
8.5772,7.6900,-5.1550,2.053165e-02,-1.6876,0,0,5.992049
8.5772,7.8992,-5.0504,2.026403e-02,-1.6933,0,0,6.170163
8.7864,-8.0000,-13.0000,2.047936e-02,-1.6887,0,0,6.055714
8.7864,-7.7908,-12.8954,2.027854e-02,-1.6930,0,0,6.107891
8.7864,-7.5816,-12.7908,2.097412e-02,-1.6783,0,0,6.091900
8.7864,-7.3724,-12.6862,2.051323e-02,-1.6880,0,0,6.080726
8.7864,-7.1632,-12.5816,2.033037e-02,-1.6919,0,0,6.124727
8.7864,-6.9540,-12.4770,2.098199e-02,-1.6782,0,0,6.063358
8.7864,-6.7448,-12.3724,2.049348e-02,-1.6884,0,0,6.149188
8.7864,-6.5356,-12.2678,2.028868e-02,-1.6927,0,0,6.062521
8.7864,-6.3264,-12.1632,2.097080e-02,-1.6784,0,0,6.159910
8.7864,-6.1172,-12.0586,2.053505e-02,-1.6875,0,0,6.088471
8.7864,-5.9080,-11.9540,2.034880e-02,-1.6915,0,0,6.145953
8.7864,-5.6988,-11.8494,2.098164e-02,-1.6782,0,0,6.094027
8.7864,-5.4896,-11.7448,2.051422e-02,-1.6879,0,0,6.058505
8.7864,-5.2804,-11.6402,2.030787e-02,-1.6923,0,0,6.277335
8.7864,-5.0712,-11.5356,2.096862e-02,-1.6784,0,0,6.231408
8.7864,-4.8620,-11.4310,2.056801e-02,-1.6868,0,0,6.027030
8.7864,-4.6528,-11.3264,2.038182e-02,-1.6908,0,0,6.075133
8.7864,-4.4436,-11.2218,2.098429e-02,-1.6781,0,0,6.176801
8.7864,-4.2344,-11.1172,2.054779e-02,-1.6872,0,0,6.146947
8.7864,-4.0252,-11.0126,2.034552e-02,-1.6915,0,0,6.283733
8.7864,-3.8160,-10.9080,2.096941e-02,-1.6784,0,0,6.495906
8.7864,-3.6068,-10.8034,2.062552e-02,-1.6856,0,0,0.000002
8.7864,-3.3976,-10.6988,2.045094e-02,-1.6893,0,0,0.000001
8.7864,-3.1884,-10.5942,2.099187e-02,-1.6779,0,0,0.000001
8.7864,-2.9792,-10.4896,2.061106e-02,-1.6859,0,0,0.000002
8.7864,-2.7700,-10.3850,2.043054e-02,-1.6897,0,0,0.000002
8.7864,-2.5608,-10.2804,2.097511e-02,-1.6783,0,0,0.000001
8.7864,-2.3516,-10.1758,2.074975e-02,-1.6830,0,0,0.000001
8.7864,-2.1424,-10.0712,2.063052e-02,-1.6855,0,0,0.000001
8.7864,-1.9332,-9.9666,1.474825e+00,0.1687,0,0,0.000001
8.7864,-1.7240,-9.8620,2.863125e-01,-0.5432,0,0,0.000001
8.7864,-1.5148,-9.7574,6.036445e-01,-0.2192,0,0,0.000001
8.7864,-1.3056,-9.6528,5.739477e-01,-0.2411,0,0,0.000001
8.7864,-1.0964,-9.5482,1.760612e-02,-1.7543,0,0,0.000003
8.7864,-0.8872,-9.4436,4.115106e-01,-0.3856,0,0,0.000039
8.7864,-0.6780,-9.3390,1.536996e-01,-0.8133,0,0,0.000039
8.7864,-0.4688,-9.2344,4.738370e-01,-0.3244,0,0,0.000024
8.7864,-0.2596,-9.1298,1.863151e-01,-0.7298,0,0,0.000001
8.7864,-0.0504,-9.0252,1.422360e-01,-0.8470,0,0,0.000032
8.7864,0.1588,-8.9206,5.457893e+00,0.7370,0,1,0.179259
8.7864,0.3680,-8.8160,1.072204e+00,0.0303,1,1,1.054357
8.7864,0.5772,-8.7114,9.568259e-01,-0.0192,1,1,1.245597
8.7864,0.7864,-8.6068,3.192378e-01,-0.4959,1,1,1.367572
8.7864,0.9956,-8.5022,2.546097e-01,-0.5941,1,1,0.926750
8.7864,1.2048,-8.3976,3.529855e-01,-0.4522,1,1,0.863928
8.7864,1.4140,-8.2930,3.679002e-01,-0.4343,1,1,1.169024
8.7864,1.6232,-8.1884,1.576036e-01,-0.8024,1,1,1.306710
8.7864,1.8324,-8.0838,4.226558e-02,-1.3740,1,1,0.921251
8.7864,2.0416,-7.9792,1.241061e-01,-0.9062,0,0,5.735912
8.7864,2.2508,-7.8746,1.718080e-01,-0.7650,0,0,6.997121
8.7864,2.4600,-7.7700,7.139030e-02,-1.1464,0,0,7.652544
8.7864,2.6692,-7.6654,2.064506e-02,-1.6852,0,0,6.414602
8.7864,2.8784,-7.5608,2.041815e-02,-1.6900,0,0,7.237920
8.7864,3.0876,-7.4562,2.094439e-02,-1.6789,0,0,7.124094
8.7864,3.2968,-7.3516,2.068063e-02,-1.6844,0,0,6.923987
8.7864,3.5060,-7.2470,2.042696e-02,-1.6898,0,0,6.111880
8.7864,3.7152,-7.1424,2.097867e-02,-1.6782,0,0,6.490511
8.7864,3.9244,-7.0378,2.057799e-02,-1.6866,0,0,6.953387
8.7864,4.1336,-6.9332,2.033699e-02,-1.6917,0,0,6.990298
8.7864,4.3428,-6.8286,2.093076e-02,-1.6792,0,0,6.877174
8.7864,4.5520,-6.7240,2.062493e-02,-1.6856,0,0,6.866607
8.7864,4.7612,-6.6194,2.035892e-02,-1.6912,0,0,6.900494
8.7864,4.9704,-6.5148,2.096208e-02,-1.6786,0,0,6.794582
8.7864,5.1796,-6.4102,2.054932e-02,-1.6872,0,0,6.487186
8.7864,5.3888,-6.3056,2.029829e-02,-1.6925,0,0,6.120955
8.7864,5.5980,-6.2010,2.092161e-02,-1.6794,0,0,5.897386
8.7864,5.8072,-6.0964,2.059970e-02,-1.6861,0,0,6.522741
8.7864,6.0164,-5.9918,2.032406e-02,-1.6920,0,0,6.734961
8.7864,6.2256,-5.8872,2.095014e-02,-1.6788,0,0,6.203714
8.7864,6.4348,-5.7826,2.053632e-02,-1.6875,0,0,5.865008
8.7864,6.6440,-5.6780,2.027680e-02,-1.6930,0,0,6.680178
8.7864,6.8532,-5.5734,2.091380e-02,-1.6796,0,0,6.452701
8.7864,7.0624,-5.4688,2.058699e-02,-1.6864,0,0,5.842295
8.7864,7.2716,-5.3642,2.030346e-02,-1.6924,0,0,6.513538
8.7864,7.4808,-5.2596,2.094034e-02,-1.6790,0,0,6.513089
8.7864,7.6900,-5.1550,2.053167e-02,-1.6876,0,0,5.822817
8.7864,7.8992,-5.0504,2.026403e-02,-1.6933,0,0,6.534522
8.9956,-8.0000,-13.0000,2.047932e-02,-1.6887,0,0,6.041568
8.9956,-7.7908,-12.8954,2.027855e-02,-1.6930,0,0,6.131768
8.9956,-7.5816,-12.7908,2.097415e-02,-1.6783,0,0,6.073133
8.9956,-7.3724,-12.6862,2.051322e-02,-1.6880,0,0,6.111361
8.9956,-7.1632,-12.5816,2.033038e-02,-1.6919,0,0,6.102002
8.9956,-6.9540,-12.4770,2.098200e-02,-1.6782,0,0,6.100024
8.9956,-6.7448,-12.3724,2.049348e-02,-1.6884,0,0,6.121455
8.9956,-6.5356,-12.2678,2.028877e-02,-1.6927,0,0,6.108311
8.9956,-6.3264,-12.1632,2.097079e-02,-1.6784,0,0,6.124073
8.9956,-6.1172,-12.0586,2.053505e-02,-1.6875,0,0,6.150043
8.9956,-5.9080,-11.9540,2.034877e-02,-1.6915,0,0,6.173977
8.9956,-5.6988,-11.8494,2.098163e-02,-1.6782,0,0,6.232230
8.9956,-5.4896,-11.7448,2.051419e-02,-1.6879,0,0,6.010736
8.9956,-5.2804,-11.6402,2.030788e-02,-1.6923,0,0,6.167546
8.9956,-5.0712,-11.5356,2.096863e-02,-1.6784,0,0,6.331978
8.9956,-4.8620,-11.4310,2.056801e-02,-1.6868,0,0,6.230197
8.9956,-4.6528,-11.3264,2.038182e-02,-1.6908,0,0,6.074867
8.9956,-4.4436,-11.2218,2.098428e-02,-1.6781,0,0,6.069761
8.9956,-4.2344,-11.1172,2.054780e-02,-1.6872,0,0,6.040164
8.9956,-4.0252,-11.0126,2.034552e-02,-1.6915,0,0,6.251246
8.9956,-3.8160,-10.9080,2.096941e-02,-1.6784,0,0,6.193831
8.9956,-3.6068,-10.8034,2.062552e-02,-1.6856,0,0,0.000001
8.9956,-3.3976,-10.6988,2.045095e-02,-1.6893,0,0,0.000001
8.9956,-3.1884,-10.5942,2.099188e-02,-1.6779,0,0,0.000001
8.9956,-2.9792,-10.4896,2.061106e-02,-1.6859,0,0,0.000002
8.9956,-2.7700,-10.3850,2.043054e-02,-1.6897,0,0,0.000001
8.9956,-2.5608,-10.2804,2.097511e-02,-1.6783,0,0,0.000001
8.9956,-2.3516,-10.1758,2.074975e-02,-1.6830,0,0,0.000001
8.9956,-2.1424,-10.0712,2.063052e-02,-1.6855,0,0,0.000001
8.9956,-1.9332,-9.9666,4.566885e-02,-1.3404,0,0,0.000001
8.9956,-1.7240,-9.8620,7.911331e-02,-1.1018,0,0,0.000001
8.9956,-1.5148,-9.7574,1.597030e-01,-0.7967,0,0,0.000001
8.9956,-1.3056,-9.6528,1.659863e-01,-0.7799,0,0,0.000001
8.9956,-1.0964,-9.5482,2.412588e-01,-0.6175,0,0,0.000006
8.9956,-0.8872,-9.4436,7.051877e-02,-1.1517,0,0,0.000028
8.9956,-0.6780,-9.3390,4.463509e-01,-0.3503,0,0,0.000013
8.9956,-0.4688,-9.2344,1.553136e+00,0.1912,0,0,0.000013
8.9956,-0.2596,-9.1298,5.029675e-01,-0.2985,0,0,0.000001
8.9956,-0.0504,-9.0252,3.095402e-03,-2.5093,0,0,0.000019
8.9956,0.1588,-8.9206,5.034485e+00,0.7020,0,1,0.170840
8.9956,0.3680,-8.8160,7.780936e-01,-0.1090,1,1,1.124576
8.9956,0.5772,-8.7114,4.431784e-01,-0.3534,1,1,1.194851
8.9956,0.7864,-8.6068,8.272313e+00,0.9176,1,1,1.207439
8.9956,0.9956,-8.5022,1.941141e-01,-0.7119,1,1,0.961749
8.9956,1.2048,-8.3976,3.532288e-01,-0.4519,1,1,0.879188
8.9956,1.4140,-8.2930,1.066238e-01,-0.9721,1,1,0.825708
8.9956,1.6232,-8.1884,4.520715e-01,-0.3448,1,1,1.243606
8.9956,1.8324,-8.0838,5.789651e-02,-1.2373,1,1,0.841584
8.9956,2.0416,-7.9792,9.422603e-02,-1.0258,0,0,4.650124
8.9956,2.2508,-7.8746,1.609264e-01,-0.7934,0,0,7.329469
8.9956,2.4600,-7.7700,4.969809e-02,-1.3037,0,0,7.728818
8.9956,2.6692,-7.6654,9.166800e-01,-0.0378,0,0,6.619238
8.9956,2.8784,-7.5608,2.041815e-02,-1.6900,0,0,7.433517
8.9956,3.0876,-7.4562,2.094439e-02,-1.6789,0,0,6.122641
8.9956,3.2968,-7.3516,2.068063e-02,-1.6844,0,0,6.355418
8.9956,3.5060,-7.2470,2.042695e-02,-1.6898,0,0,6.986493
8.9956,3.7152,-7.1424,2.097867e-02,-1.6782,0,0,6.297793
8.9956,3.9244,-7.0378,2.057799e-02,-1.6866,0,0,6.221094
8.9956,4.1336,-6.9332,2.033699e-02,-1.6917,0,0,6.515195
8.9956,4.3428,-6.8286,2.093076e-02,-1.6792,0,0,6.675474
8.9956,4.5520,-6.7240,2.062493e-02,-1.6856,0,0,6.681775
8.9956,4.7612,-6.6194,2.035893e-02,-1.6912,0,0,6.563346
8.9956,4.9704,-6.5148,2.096209e-02,-1.6786,0,0,6.353461
8.9956,5.1796,-6.4102,2.054932e-02,-1.6872,0,0,6.090331
8.9956,5.3888,-6.3056,2.029828e-02,-1.6925,0,0,5.905893
8.9956,5.5980,-6.2010,2.092160e-02,-1.6794,0,0,6.391383
8.9956,5.8072,-6.0964,2.059969e-02,-1.6861,0,0,6.827065
8.9956,6.0164,-5.9918,2.032408e-02,-1.6920,0,0,6.449699
8.9956,6.2256,-5.8872,2.095013e-02,-1.6788,0,0,5.936470
8.9956,6.4348,-5.7826,2.053631e-02,-1.6875,0,0,6.240967
8.9956,6.6440,-5.6780,2.027681e-02,-1.6930,0,0,6.766412
8.9956,6.8532,-5.5734,2.091364e-02,-1.6796,0,0,6.183100
8.9956,7.0624,-5.4688,2.058700e-02,-1.6864,0,0,5.881667
8.9956,7.2716,-5.3642,2.030347e-02,-1.6924,0,0,6.759985
8.9956,7.4808,-5.2596,2.094035e-02,-1.6790,0,0,6.269575
8.9956,7.6900,-5.1550,2.053162e-02,-1.6876,0,0,5.814072
8.9956,7.8992,-5.0504,2.026398e-02,-1.6933,0,0,6.754071
9.2048,-8.0000,-13.0000,2.047929e-02,-1.6887,0,0,6.028570
9.2048,-7.7908,-12.8954,2.027851e-02,-1.6930,0,0,6.153966
9.2048,-7.5816,-12.7908,2.097415e-02,-1.6783,0,0,6.054152
9.2048,-7.3724,-12.6862,2.051321e-02,-1.6880,0,0,6.142671
9.2048,-7.1632,-12.5816,2.033037e-02,-1.6919,0,0,6.077651
9.2048,-6.9540,-12.4770,2.098200e-02,-1.6782,0,0,6.140160
9.2048,-6.7448,-12.3724,2.049350e-02,-1.6884,0,0,6.090930
9.2048,-6.5356,-12.2678,2.028877e-02,-1.6927,0,0,6.158878
9.2048,-6.3264,-12.1632,2.097079e-02,-1.6784,0,0,6.085669
9.2048,-6.1172,-12.0586,2.053507e-02,-1.6875,0,0,6.077678
9.2048,-5.9080,-11.9540,2.034875e-02,-1.6915,0,0,6.084550
9.2048,-5.6988,-11.8494,2.098162e-02,-1.6782,0,0,6.284059
9.2048,-5.4896,-11.7448,2.051417e-02,-1.6879,0,0,6.099255
9.2048,-5.2804,-11.6402,2.030789e-02,-1.6923,0,0,6.047970
9.2048,-5.0712,-11.5356,2.096864e-02,-1.6784,0,0,6.237516
9.2048,-4.8620,-11.4310,2.056801e-02,-1.6868,0,0,6.363429
9.2048,-4.6528,-11.3264,2.038182e-02,-1.6908,0,0,6.385078
9.2048,-4.4436,-11.2218,2.098428e-02,-1.6781,0,0,6.377822
9.2048,-4.2344,-11.1172,2.054780e-02,-1.6872,0,0,6.347786
9.2048,-4.0252,-11.0126,2.034551e-02,-1.6915,0,0,6.064945
9.2048,-3.8160,-10.9080,2.096941e-02,-1.6784,0,0,0.000002
